Gene = CNST
Position 3426: 0.00040245326424255063
Position 2664: 0.0003655628122093089
Position 1624: 0.0002696897925520774
Position 645: 0.0002694085506086112
Position 4984: 0.0002597769667379632
Position 4211: 0.00025171438312639996
Position 3534: 0.00024509941828511974
Position 158: 0.00023832481119713742
Position 697: 0.00023073134193170091
Position 2668: 0.00020064262607519387
Position 1137: 0.00020059209891350714
Position 642: 0.00018413693926699095
Position 6077: 0.00017249967097006217
Position 4375: 0.00012560188124589666
Position 138: 0.00011764053589913642
Position 4479: 0.00011615253986660191
Position 1224: 0.00011052135181104505
Position 3821: 0.00010129681586454456
Position 1584: 9.700562518062218e-05
Position 579: 7.979051463723773e-05
Position 701: 6.71940114970413e-05
Position 417: 6.705427065637391e-05
Position 2939: 6.19741213245766e-05
Position 1992: 6.143859554971559e-05
Position 351: 5.365553949111544e-05
Position 5146: 5.254847825992455e-05
Position 538: 5.237960395107482e-05
Position 2714: 5.002478219156464e-05
Position 1096: 4.787837236148103e-05
Position 1237: 3.650787167152049e-05
Position 3450: 3.628900253665463e-05
Position 3411: 3.422878871979129e-05
Position 2982: 3.3705349088285734e-05
Position 887: 3.329706878575518e-05
Position 5770: 2.7540452577276454e-05
Position 88: 2.7087954054284776e-05
Position 2225: 2.684535964797085e-05
Position 543: 2.4713986909552215e-05
Position 2749: 2.4089497061613538e-05
Position 603: 2.2659570607733617e-05
Position 627: 1.84712514011009e-05
Position 742: 1.7368104164527773e-05
Position 3028: 1.5865311206625108e-05
Position 2922: 1.5543023977655917e-05
Position 1269: 1.3989540181602322e-05
Position 2151: 1.2164509881014005e-05
Position 541: 9.820273775112802e-06
Position 2612: 8.887157498982646e-06
Position 1281: 8.3905797586385e-06
Position 2557: 8.246934719298417e-06
Position 2630: 7.95175701664533e-06
Position 150: 4.6735992285921e-06
Position 359: 1.9902561381773316e-06
Position 13: 9.705483075177132e-07
Position 2738: 5.476844791033803e-07
Position 811: 3.8840993263924516e-07
Position 128: 2.7668734875877417e-07
Position 479: 1.2084467039684652e-07
Position 1800: 8.088105877956485e-08
Position 800: 6.317844178908643e-08
Position 421: 5.237070875413638e-08
Position 832: 4.412239560128023e-08
Position 630: 1.688452270046922e-08
Position 703: 1.4832736947220734e-08
Position 2386: 9.95794422710545e-09
Position 946: 7.159956902295008e-09
Position 933: 6.472042062232759e-09
Position 572: 4.91489147014012e-09
Position 1042: 3.22316615837685e-09
Position 705: 3.119419634435506e-09
Position 310: 2.636225361865808e-10
Position 438: 8.65729266209271e-11
Position 392: 5.1701344275495605e-12
Position 482: 1.3102649961035782e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5097: 0.5380116750360203
Position 3156: 0.3782146860748965
Position 10614: 0.37063828037115626
Position 3411: 0.32778082094914873
Position 6293: 0.2652040068130795
Position 12889: 0.19891381518828516
Position 5973: 0.12420061059971652
Position 7998: 0.12359184487970802
Position 6707: 0.10516926987139077
Position 3453: 0.0983927473856854
Position 5546: 0.09333379704768983
Position 13468: 0.07292043724901273
Position 2890: 0.06819560986801776
Position 6327: 0.060656406452535144
Position 5602: 0.05643713489616258
Position 3387: 0.04417443323017919
Position 6089: 0.04382977452326587
Position 10919: 0.04218922372133129
Position 6017: 0.042138693205011735
Position 9300: 0.04075841417704751
Position 12337: 0.037896587811444137
Position 12766: 0.035855059004010904
Position 8024: 0.034162932750944904
Position 6115: 0.03214049680445704
Position 11216: 0.029623363002007755
Position 974: 0.02928007442028139
Position 5253: 0.028484748324965125
Position 3712: 0.026756329953279662
Position 6550: 0.026123860988662765
Position 3750: 0.019045007597194467
Position 5635: 0.018095297936848723
Position 10428: 0.017202970219343396
Position 6483: 0.016899913758564658
Position 13947: 0.015651745904840527
Position 8159: 0.01417870991740278
Position 8574: 0.014053889847033995
Position 4273: 0.013429796428266822
Position 3783: 0.012742462841461076
Position 6535: 0.012135254891266848
Position 3176: 0.010980382673733378
Position 7127: 0.009936898468962035
Position 8186: 0.009887514457505953
Position 7399: 0.009705404885602648
Position 3152: 0.008603832976579578
Position 11512: 0.00832682229184542
Position 2498: 0.007639951891354625
Position 7205: 0.007411302810314534
Position 3816: 0.00638744877329776
Position 1914: 0.00624933172737967
Position 7580: 0.006100936534637653
Position 217: 0.005961603716942191
Position 4056: 0.00563771265065377
Position 6091: 0.005149268490165447
Position 321: 0.0049248198334064155
Position 462: 0.004909423619007059
Position 3499: 0.00467780241144564
Position 5666: 0.0046330107345911985
Position 5192: 0.004594934296353361
Position 10070: 0.00440941853511112
Position 2565: 0.0039598937182428965
Position 10754: 0.0037109243894093147
Position 10684: 0.003642891226861805
Position 5123: 0.0035482886177750847
Position 8265: 0.003509805046275032
Position 5565: 0.0034484028688978392
Position 6517: 0.002913228186607359
Position 3600: 0.002827827116473909
Position 3660: 0.002753588138991675
Position 5641: 0.002749939842969665
Position 7166: 0.00274632133618441
Position 6940: 0.002702619073460549
Position 2653: 0.002608990573007187
Position 5279: 0.0025272592422933833
Position 1461: 0.00226158038615205
Position 3799: 0.002143046842931393
Position 11067: 0.002045329829461024
Position 2541: 0.002022173388048657
Position 4027: 0.001767304674179341
Position 5836: 0.0017453774968471103
Position 7050: 0.0016966523577595278
Position 7368: 0.001691385724178456
Position 8214: 0.0016760760998859724
Position 3725: 0.0015991570196210142
Position 6461: 0.0015364719227606329
Position 3520: 0.0015327210441082929
Position 6620: 0.0015016085820004116
Position 411: 0.0013731510651824638
Position 7470: 0.0013668701300219863
Position 8288: 0.001365720609221676
Position 4727: 0.0013489437204295546
Position 4511: 0.0012862988743544109
Position 1944: 0.0012257016977439991
Position 2184: 0.0010276945934851222
Position 5672: 0.0010067108382968394
Position 553: 0.0009358565782383085
Position 3335: 0.0009130555820242283
Position 7072: 0.0008505641543884225
Position 5411: 0.0008186668577318075
Position 5986: 0.0007556858133305959
Position 2660: 0.0007410242007408713
Position 3293: 0.0006784734288873752
Position 4299: 0.0006112227515321816
Position 2474: 0.0006106474356864457
Position 2312: 0.0005375014370361008
Position 4012: 0.0004546416012907067
Position 7638: 0.0004502371265031541
Position 3420: 0.00044363125438494995
Position 4745: 0.0004058081595229759
Position 3979: 0.0003951625861657662
Position 3730: 0.0003370333650088272
Position 2315: 0.000326447658224248
Position 2151: 0.00031226463693943796
Position 5255: 0.0003005270330058405
Position 2109: 0.00028424498059857197
Position 5322: 0.00028231896980154993
Position 5503: 0.00027965291905260537
Position 3737: 0.0002436361222733211
Position 4112: 0.00022512725830010262
Position 2965: 0.00021623595578851754
Position 384: 0.0001922725302196752
Position 2732: 0.00018507813692898508
Position 1853: 0.0001837095757994399
Position 4723: 0.00017741685195783524
Position 1331: 0.00016797822923950633
Position 2735: 0.00016569867335909053
Position 4516: 0.00016343705764106448
Position 2998: 0.00014818318747588104
Position 3123: 0.00014486845518380084
Position 1431: 0.00014201765264291373
Position 4616: 0.00014018374789688016
Position 1491: 0.00012185969498473372
Position 3951: 0.00011630557623359488
Position 1991: 0.00011200108138976055
Position 2678: 0.00011015785308768285
Position 4558: 0.00010668216600987491
Position 1354: 9.574541698061391e-05
Position 4085: 8.129535738386118e-05
Position 5477: 6.925948936869868e-05
Position 7318: 6.744216254539839e-05
Position 1241: 6.604965647810064e-05
Position 5052: 6.552402672053788e-05
Position 3606: 6.471470164988766e-05
Position 4650: 6.270960450216135e-05
Position 820: 6.104683593079874e-05
Position 1883: 5.297099956472477e-05
Position 186: 5.2039401768850374e-05
Position 2480: 5.0685537995865434e-05
Position 4595: 4.783835897700118e-05
Position 1606: 4.640418701605242e-05
Position 4237: 4.356920114335284e-05
Position 2942: 4.276149899523815e-05
Position 5021: 4.192579137661128e-05
Position 697: 3.855557149807663e-05
Position 1015: 3.81707975759929e-05
Position 3825: 3.760667275827642e-05
Position 2249: 3.7561023750393784e-05
Position 2585: 3.651333785376008e-05
Position 3538: 3.471741602265749e-05
Position 905: 3.231323475523995e-05
Position 2231: 2.978969913480625e-05
Position 3246: 2.900992222324928e-05
Position 3833: 2.6166062019862844e-05
Position 1753: 2.4700673458215356e-05
Position 2358: 2.4551196963305182e-05
Position 1800: 2.426969911541954e-05
Position 2161: 2.117909792027349e-05
Position 2293: 2.0014684723389603e-05
Position 134: 1.8540473693819343e-05
Position 767: 1.4833816249472225e-05
Position 286: 1.3381017080650036e-05
Position 329: 1.2230811899682411e-05
Position 1147: 1.0268183635338273e-05
Position 1527: 9.917618952849303e-06
Position 1181: 7.959787793375454e-06
Position 5284: 6.085502931020159e-06
Position 2112: 5.64344916837871e-06
Position 6301: 4.109359677868373e-06
Position 1623: 3.5179247061424653e-06
Position 3059: 3.4058481086644657e-06
Position 1123: 3.367768501124251e-06
Position 1050: 2.7172036978311284e-06
Position 173: 2.5939228610155935e-06
Position 2341: 1.5548622041517212e-06
Position 158: 3.4579205302215823e-07
Position 869: 2.2311064329382392e-07
Position 192: 2.0381298452010994e-07
Position 635: 1.8877616556813294e-07
Position 2317: 8.156221725580047e-08
Position 243: 7.285971853856222e-08
Position 470: 6.259586104786595e-08
Position 937: 4.278576456665022e-08
Position 986: 4.0269110451094295e-08
Position 503: 3.3704651725148335e-08
Position 789: 2.341534956549414e-08
Position 713: 2.1835356697523275e-08
Position 1251: 1.449149732148831e-08
Position 1132: 1.3809569748227521e-08
Position 940: 1.1447859251934512e-08
Position 1500: 9.862237155582666e-09
Position 506: 8.275350713804138e-09
Position 880: 7.754214441016209e-09
Position 275: 7.427364623160445e-09
Position 1117: 6.9477522749300756e-09
Position 776: 6.45436380349041e-09
Position 222: 5.679642464014034e-09
Position 1437: 5.028342002273068e-09
Position 123: 4.11620413772024e-09
Position 782: 3.5884126796795337e-09
Position 107: 3.0712763715005382e-09
Position 348: 2.31910777169445e-09
Position 721: 1.7944825672689684e-09
Position 1154: 1.297217912964015e-09
Position 957: 1.1636691481662158e-09
Position 955: 1.0137347525017383e-09
Position 739: 1.0014546612502762e-09
Position 479: 9.738822864805796e-10
Position 1161: 9.167421439308695e-10
Position 855: 7.08315976330235e-10
Position 354: 7.015571035450189e-10
Position 233: 6.999597512959237e-10
Position 119: 5.881793887776394e-10
Position 1819: 5.155485771705497e-10
Position 230: 4.419410919760876e-10
Position 225: 8.803301019912509e-11
Position 227: 3.741419486619729e-11
Position 1187: 2.4838989202843133e-11
Position 103: 2.0702404279720092e-11
Position 112: 1.7065808289326447e-13
Position 78: 1.4655344632572333e-13
Position 85: 4.7341284025953536e-14
Position 476: 1.712929098498128e-15
Position 83: 1.2002689631165556e-16
