Gene = BSND
Position 5141: 0.0018448302850203502
Position 1766: 0.0017433169423374942
Position 3844: 0.0017213921711996135
Position 4922: 0.001677087348142337
Position 2939: 0.0016145957241393203
Position 7827: 0.0015860743814247351
Position 10050: 0.0014803729278237852
Position 9933: 0.0013031902956999776
Position 7161: 0.0012483497576869468
Position 11359: 0.0011626919728791995
Position 6756: 0.0011366665059396933
Position 7517: 0.0011045940137609596
Position 5450: 0.000969396613191444
Position 7576: 0.0008879859903117493
Position 974: 0.0008383367794921806
Position 6252: 0.0008357307991283194
Position 2426: 0.0008209641357990095
Position 1943: 0.0007726468794451496
Position 2269: 0.0007633361919440183
Position 9180: 0.0007179562701852628
Position 8438: 0.0007066819141094233
Position 716: 0.0007030517334293269
Position 6827: 0.000696149778405512
Position 7230: 0.000683671312592965
Position 9797: 0.0006506413810212129
Position 6338: 0.0006491904975548692
Position 4795: 0.0006280910200544298
Position 2277: 0.0006149426578587533
Position 2275: 0.000606980491161605
Position 1002: 0.0005872210188829836
Position 438: 0.0005632420327578151
Position 350: 0.00046545050456869576
Position 3948: 0.0004605361703988402
Position 2273: 0.0004145528589123848
Position 2279: 0.00041210107065669784
Position 3975: 0.00040821568748708036
Position 435: 0.0004020298597605062
Position 224: 0.0003997619821820292
Position 38: 0.00038667272873170065
Position 2281: 0.00033578779718722177
Position 3963: 0.00031234899998546927
Position 3919: 0.00030220729140077436
Position 2398: 0.00030159286837557955
Position 1243: 0.00029068242613770645
Position 2283: 0.0002889868827763501
Position 40: 0.000212228665313288
Position 640: 0.00020847292123130065
Position 774: 0.00020248193025854388
Position 4139: 0.0001629778654986462
Position 4127: 0.0001605576121415657
Position 8086: 0.00015092306239556334
Position 24: 0.00012939403444972564
Position 7552: 0.0001242133962572545
Position 2285: 0.0001192379402423971
Position 6623: 0.00011512027001094798
Position 779: 9.681019228802807e-05
Position 451: 9.463302532249734e-05
Position 842: 7.800958417505707e-05
Position 805: 4.9832364722491324e-05
Position 186: 2.852780504984569e-05
Position 939: 2.23560101803672e-05
Position 8419: 2.075305383399272e-05
Position 767: 1.7663092133949484e-05
Position 1358: 1.7592579919128276e-05
Position 1900: 1.2465589153161944e-05
Position 579: 1.222545800983403e-05
Position 412: 6.927462743936862e-06
Position 496: 4.739697794335867e-06
Position 188: 2.8479639404161025e-06
Position 155: 2.4816069989802457e-06
Position 418: 1.8666351872183334e-06
Position 6725: 1.7947016825982716e-06
Position 290: 1.679877471076513e-06
Position 73: 1.536209793948701e-06
Position 556: 1.5194843195440766e-06
Position 226: 1.0284135519328853e-06
Position 180: 8.673861114371308e-07
Position 48: 8.170498124890375e-07
Position 157: 7.89095294338759e-07
Position 140: 4.245225577440972e-07
Position 441: 1.854639793843637e-07
Position 1192: 2.238731120051589e-08
Position 170: 2.130722928767292e-08
Position 924: 6.522246190804507e-09
Position 1066: 6.217236472235622e-09
Position 896: 4.865793231438657e-09
Position 525: 6.326324835119509e-10
Position 490: 5.278425048650031e-10
Position 528: 1.1076499093081434e-10
Position 380: 9.933882609519219e-14
Position 322: 8.676195235769971e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 6088: 0.9971068106373856
Position 8063: 0.7344019641339403
Position 9299: 0.6074605876669735
Position 1302: 0.4367710167532186
Position 817: 0.29562464283866563
Position 11476: 0.22014832062242226
Position 6369: 0.20859269746556436
Position 9280: 0.16299127361326887
Position 525: 0.1614067200459905
Position 5656: 0.15466539916094957
Position 2758: 0.14422468818494563
Position 9536: 0.13776190379416844
Position 1260: 0.13305180307556608
Position 1180: 0.09796628648453716
Position 10319: 0.0898172897531518
Position 11755: 0.07501577850697286
Position 7435: 0.07288772912508255
Position 4049: 0.06377997905937972
Position 8196: 0.06281563796720739
Position 9885: 0.06201745686392286
Position 11427: 0.061534533377565065
Position 9713: 0.05890114822841195
Position 10229: 0.05340525941637466
Position 9327: 0.05029454460336547
Position 231: 0.04946817497534924
Position 3779: 0.04744885887434959
Position 7401: 0.04491945925253807
Position 349: 0.04404710701181714
Position 9410: 0.04380149247545769
Position 9756: 0.04341520077842476
Position 1247: 0.04057702716703629
Position 10485: 0.03762492211808285
Position 10152: 0.0302094187950311
Position 11264: 0.02966548265308881
Position 1900: 0.02958636677445473
Position 2113: 0.029038362492448486
Position 8090: 0.026953481783839696
Position 632: 0.025316593471492902
Position 10666: 0.023625449441029893
Position 3055: 0.02112095362525132
Position 10296: 0.02007985114346955
Position 8256: 0.019152770357839646
Position 193: 0.018639543777353045
Position 10076: 0.018043784686439714
Position 2843: 0.017879705427329987
Position 3982: 0.01784857704471947
Position 3708: 0.01780016149431032
Position 8135: 0.016948939670931452
Position 10781: 0.016487540134713066
Position 6406: 0.01484855127316663
Position 10112: 0.01427419426667839
Position 4109: 0.014215343653650257
Position 3790: 0.014205047959989604
Position 5829: 0.012940986885597836
Position 8145: 0.012615751726076907
Position 10358: 0.011362510545266482
Position 8069: 0.011297556931417445
Position 9981: 0.010926600331096025
Position 3883: 0.010405028062099659
Position 9385: 0.008428146705608375
Position 10642: 0.008162529764098703
Position 9547: 0.0071648403577581
Position 847: 0.006664908308481819
Position 11388: 0.006236179791289713
Position 8205: 0.006085785610170497
Position 9198: 0.005190047982986219
Position 9582: 0.00507021913793149
Position 3915: 0.004871149689468735
Position 9940: 0.004701016248157657
Position 11481: 0.004651302797889865
Position 9912: 0.0037502713734249966
Position 1266: 0.003506928842669926
Position 7029: 0.003246530296119424
Position 756: 0.00318644503949883
Position 10173: 0.002981102246517301
Position 7910: 0.002906260106835002
Position 11799: 0.002820662179968979
Position 133: 0.0028021380054062926
Position 10408: 0.0025317731522569486
Position 1700: 0.002512016068200974
Position 2084: 0.0024632024783653415
Position 772: 0.002449527585881489
Position 268: 0.002094750444508164
Position 6346: 0.0020013592638992925
Position 2811: 0.0019456553550795017
Position 1830: 0.0019350093044299191
Position 7229: 0.0018662301412368846
Position 577: 0.0018653640842211546
Position 945: 0.0017683671875507372
Position 8484: 0.0015385234737134552
Position 5491: 0.0014366307820644986
Position 8582: 0.0014065175562950954
Position 1773: 0.001365182578876972
Position 1048: 0.00133422326430921
Position 4703: 0.0013329284667642559
Position 8118: 0.0012962032678850192
Position 10707: 0.0012687562876355642
Position 2206: 0.001239421440669036
Position 841: 0.0012067558009205236
Position 2154: 0.0011965365450122404
Position 1983: 0.001104411060994124
Position 5088: 0.001074382467808831
Position 1324: 0.0010338553607334138
Position 7057: 0.0010071221803556385
Position 6122: 0.001001714881417864
Position 4740: 0.0009722499014325107
Position 5303: 0.0009693966131914434
Position 9450: 0.0009042569800272618
Position 378: 0.0008867630470660935
Position 176: 0.0008485942832401542
Position 6139: 0.00084673763055212
Position 7826: 0.0008179747314764353
Position 3754: 0.0007892935452072776
Position 1576: 0.0007725753951319053
Position 5037: 0.00077044781721152
Position 731: 0.0007569170020950257
Position 797: 0.0007446392781358353
Position 1745: 0.000734869999729201
Position 9080: 0.0007179562701852627
Position 851: 0.0007159372328997369
Position 3650: 0.0006963121838986209
Position 1157: 0.0006856323881032215
Position 9427: 0.000682091051928397
Position 2369: 0.0005954634134268861
Position 8601: 0.0005600392479651456
Position 8076: 0.0005208908781373634
Position 9662: 0.0004901347050017029
Position 236: 0.00045190526252007724
Position 1646: 0.0004403109257616939
Position 333: 0.0004313363803202403
Position 7337: 0.0004305176563502212
Position 1654: 0.00041710349531120556
Position 1031: 0.0004147292353202906
Position 6597: 0.00041118844618524846
Position 876: 0.00038994052349470133
Position 1131: 0.00037284896987420813
Position 779: 0.0003704003422215918
Position 2226: 0.0003220875938306773
Position 889: 0.0003212403829855765
Position 7951: 0.00030356203434222547
Position 1348: 0.00028039961055252404
Position 7711: 0.00026398996543139245
Position 91: 0.0002455062803557686
Position 8624: 0.00024477020281296277
Position 8104: 0.000238530360560007
Position 7995: 0.00023426817845870302
Position 7629: 0.00021813350221095985
Position 7552: 0.00020542655429008189
Position 6417: 0.00017949346479082697
Position 7699: 0.0001733064393501092
Position 8442: 0.0001694817946800375
Position 247: 0.0001667835724404776
Position 7819: 0.00016374155298429997
Position 9720: 0.00016294731977172476
Position 7688: 0.0001600791163482023
Position 9419: 0.00015811062440070238
Position 6661: 0.00015599138578898799
Position 9932: 0.000149804303880718
Position 9516: 0.0001392697741114472
Position 7125: 0.00013883069431012442
Position 9506: 0.0001342408208156091
Position 6756: 0.00013161219195603237
Position 9482: 0.00011817469388281415
Position 251: 0.00010761028172470545
Position 6389: 0.00010567367657840901
Position 8555: 0.0001045630509642063
Position 1929: 9.928521560781256e-05
Position 2610: 8.174460460846442e-05
Position 7192: 7.941266765926623e-05
Position 8706: 7.836567390725064e-05
Position 9554: 7.696046417582535e-05
Position 667: 7.254553281245785e-05
Position 7437: 6.983110331657348e-05
Position 1087: 6.895709449827694e-05
Position 1861: 6.677125674215672e-05
Position 1827: 6.649373591660153e-05
Position 205: 6.50151319276515e-05
Position 1203: 6.101195534825966e-05
Position 638: 5.845478400147829e-05
Position 6728: 5.6047069428308365e-05
Position 864: 5.367812097208964e-05
Position 2586: 4.6287769795945825e-05
Position 9349: 4.601472633274179e-05
Position 9207: 3.4517083782771595e-05
Position 692: 3.4020510463036786e-05
Position 8475: 3.317429922477615e-05
Position 1926: 3.0927818221140436e-05
Position 9633: 3.073358029320158e-05
Position 7735: 3.059644141526993e-05
Position 831: 2.870031046969268e-05
Position 7494: 2.775675265720646e-05
Position 1081: 2.7051760619943544e-05
Position 855: 2.7044467219543857e-05
Position 146: 2.3487014711434383e-05
Position 698: 1.9870189605649823e-05
Position 651: 1.796872846275929e-05
Position 2109: 1.682010461083089e-05
Position 418: 1.1464992781601029e-05
Position 1491: 1.1377007554344104e-05
Position 674: 1.040712154496232e-05
Position 1904: 9.835512433389803e-06
Position 140: 9.498648521747302e-06
Position 1190: 7.197378496465569e-06
Position 648: 7.1619537634442555e-06
Position 681: 6.076017156450809e-06
Position 408: 5.903377618949249e-06
Position 784: 5.055230542089499e-06
Position 8493: 4.580638677681065e-06
Position 430: 4.5496783933554384e-06
Position 9690: 4.4862005530728916e-06
Position 6296: 4.412401443180885e-06
Position 1784: 4.188833077097879e-06
Position 460: 3.5719222645623646e-06
Position 6413: 3.488048772853813e-06
Position 1846: 3.164060172982726e-06
Position 6777: 3.0759697905019756e-06
Position 1832: 2.836168791971953e-06
Position 6725: 2.7485343774122722e-06
Position 155: 2.6295256137606373e-06
Position 1369: 2.5046452652125103e-06
Position 1584: 2.4965455608281367e-06
Position 1182: 1.9075731199050502e-06
Position 6533: 1.714050810719281e-06
Position 884: 1.6859533722993824e-06
Position 6374: 1.5130117981833352e-06
Position 872: 1.2005092629415639e-06
Position 963: 1.1500154639944866e-06
Position 1012: 1.1445646091703594e-06
Position 947: 7.287527931692998e-07
Position 6342: 5.808902183396544e-07
Position 112: 5.509361112131383e-07
Position 265: 3.984162691766248e-07
Position 1093: 2.46656867474705e-07
Position 1485: 1.4908422560827118e-07
Position 6306: 1.2328588927193538e-07
Position 434: 1.1625296979956015e-07
Position 478: 1.070808036216754e-07
Position 6435: 8.09893611353831e-08
Position 6247: 5.5353155983829654e-08
Position 475: 2.472269351253442e-08
Position 6487: 1.6043431023798557e-08
Position 465: 1.5540556493190152e-08
Position 100: 1.1643670378043735e-08
Position 1378: 9.3069349142211e-09
Position 1392: 3.997412697145735e-09
Position 1002: 1.181117749120624e-09
Position 441: 1.1266640376771737e-10
