Gene = LEPR
Position 653: 6.628957312602981e-06
Position 800: 6.131273217976001e-06
Position 749: 5.789542277925768e-06
Position 2005: 5.107994215868049e-06
Position 6628: 4.3000660311279814e-06
Position 5015: 3.898295559519948e-06
Position 568: 2.4959726859711193e-06
Position 1052: 2.350498475175032e-06
Position 457: 2.1954337145704617e-06
Position 82: 1.8338242805415835e-06
Position 127: 1.8191466866615592e-06
Position 627: 1.0126778254735331e-06
Position 10101: 9.409795956179228e-07
Position 1138: 9.004581205217294e-07
Position 387: 5.444008710196115e-07
Position 2779: 4.74542251351349e-07
Position 2917: 4.543940114280829e-07
Position 695: 4.2092954983909276e-07
Position 439: 4.1218450368646457e-07
Position 721: 3.81183242872709e-07
Position 553: 3.1597643276408505e-07
Position 993: 3.0586407989720836e-07
Position 10646: 2.4521789306661634e-07
Position 117: 1.3316737528821842e-07
Position 176: 1.311562995118741e-07
Position 844: 1.2299397402690384e-07
Position 10620: 1.0866263369759645e-07
Position 241: 1.0186320795863519e-07
Position 267: 9.907369037471944e-08
Position 10275: 8.811593610078222e-08
Position 321: 7.480763809019076e-08
Position 598: 2.8723482974560742e-08
Position 7703: 2.8450218290990116e-08
Position 608: 2.5569336374883855e-08
Position 6025: 2.3077002355655115e-08
Position 139: 2.8369312933532586e-10
Position 939: 2.2840702535140633e-10
Position 6391: 1.672363890931508e-10
Position 5485: 9.642247470216858e-11
Position 2387: 4.664317413176963e-13
Position 570: 3.8594358823037223e-13
Position 30: 1.1679284833632608e-13
Position 494: 5.071682022419171e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 18440: 0.9989230310151472
Position 4161: 0.8985352130011971
Position 28887: 0.8422383533364757
Position 9209: 0.770824438242358
Position 21246: 0.7104966093262312
Position 36761: 0.6441942701221134
Position 25309: 0.6406299165382022
Position 16782: 0.5108486705197389
Position 4650: 0.405737006482304
Position 34589: 0.3546612996349033
Position 30572: 0.25359312877805185
Position 16334: 0.21587805651994008
Position 35426: 0.15604329189528
Position 12501: 0.14461746440754467
Position 28912: 0.12372637641679565
Position 4482: 0.10904352042030109
Position 35105: 0.10285891312609818
Position 4526: 0.1001232677483117
Position 4597: 0.09959049053960586
Position 24558: 0.09257442874555506
Position 1911: 0.08608330583987514
Position 9278: 0.0797047720682061
Position 12538: 0.0748551616929618
Position 27646: 0.059540799854466225
Position 33980: 0.059441304597782206
Position 9687: 0.05363181212916573
Position 16437: 0.049192185954750736
Position 31089: 0.0491138082584056
Position 3362: 0.047814909509756684
Position 29172: 0.044229144949786685
Position 10009: 0.04359819623165044
Position 3536: 0.040889027041253356
Position 34834: 0.033434276417840705
Position 32721: 0.032547302343688106
Position 16174: 0.0289965243721532
Position 32766: 0.026347035287569393
Position 2078: 0.02527134178995944
Position 8393: 0.024652505218792246
Position 1789: 0.024518772943124333
Position 3499: 0.02071014245872741
Position 4460: 0.02037538215758362
Position 1931: 0.019783636560485166
Position 30911: 0.01808122555018362
Position 5359: 0.017014768213783137
Position 7597: 0.01670007783117084
Position 4672: 0.016472588003426207
Position 29146: 0.016136997104007934
Position 4406: 0.015470634422293942
Position 28850: 0.015286027389639384
Position 19570: 0.014712634209571942
Position 721: 0.014332790817831084
Position 4226: 0.013945591004631663
Position 3502: 0.013943365308314989
Position 3904: 0.013553714198430445
Position 3992: 0.012618225615597
Position 4001: 0.012327782626226453
Position 33702: 0.011326829997422324
Position 608: 0.010718331138135485
Position 1837: 0.01070508444446636
Position 4078: 0.010694677094544433
Position 9539: 0.010060632288704888
Position 19648: 0.008977603730620936
Position 3934: 0.00895727938038517
Position 12666: 0.008831369083315492
Position 675: 0.008712566780948889
Position 9893: 0.008474696468764076
Position 12770: 0.008344139548195424
Position 6922: 0.008043508670504958
Position 34628: 0.0066438153559255225
Position 34412: 0.006566593221675772
Position 901: 0.006381477941972494
Position 760: 0.005861296478236296
Position 1444: 0.005551244243208671
Position 3454: 0.005296480586026057
Position 3963: 0.005234166861816327
Position 34261: 0.005209759769079397
Position 8369: 0.004806168065417717
Position 3170: 0.004685014569191384
Position 36738: 0.004622264901804696
Position 3027: 0.004228208402504544
Position 321: 0.004206652241549223
Position 1986: 0.003890393357995356
Position 935: 0.0035603668329279065
Position 6536: 0.0032687512048064646
Position 4494: 0.0032140953586274907
Position 1868: 0.0031760665061304396
Position 9640: 0.003052060562112395
Position 3685: 0.003014329714618308
Position 1397: 0.0028202593364824113
Position 29898: 0.0026019308779397362
Position 1103: 0.002569477823766052
Position 457: 0.002237018782211304
Position 3640: 0.002198846417139746
Position 2689: 0.002049840105773764
Position 3771: 0.002004813358537696
Position 7019: 0.001985921394957022
Position 5345: 0.001983066644884587
Position 1934: 0.0019711751771697996
Position 1874: 0.0019532260146054086
Position 1960: 0.0018823590120803087
Position 551: 0.0018650475051478752
Position 6942: 0.001860266516874351
Position 7672: 0.0018068087546519163
Position 1379: 0.0017855989991672166
Position 10023: 0.0017541838304598644
Position 29488: 0.0017169667074071185
Position 32303: 0.0016312983659333216
Position 7129: 0.001628840658565947
Position 9604: 0.0016273927321377804
Position 29506: 0.0016146880699976188
Position 9143: 0.0015358799597925217
Position 3767: 0.0014930933485152358
Position 3734: 0.001415734209539667
Position 4548: 0.001413534775437001
Position 9697: 0.0014008175263160126
Position 1792: 0.0013854925826872267
Position 9123: 0.0013629843848163205
Position 4491: 0.0013038957203052538
Position 29439: 0.0012788421419092253
Position 1287: 0.0012651932889782191
Position 7199: 0.0012441887970298965
Position 6873: 0.0012322672359088931
Position 1913: 0.001183823477684129
Position 297: 0.0011728434800921106
Position 1745: 0.0011232915847881899
Position 3225: 0.000950649937352478
Position 29316: 0.0009449628496601959
Position 26904: 0.0009263428668243871
Position 33486: 0.000904789087595689
Position 3173: 0.0008980460369565635
Position 1579: 0.000872706989795129
Position 29677: 0.0008402260637504462
Position 6508: 0.0008247960917055298
Position 3791: 0.0008202812372866727
Position 1917: 0.0007402545260124611
Position 4109: 0.0007252287975038642
Position 4782: 0.0007162947394675731
Position 842: 0.0006820041217863549
Position 1196: 0.0006812894363439746
Position 23748: 0.0006779603880576854
Position 9061: 0.0006699454705724308
Position 8091: 0.0006687201310171504
Position 1414: 0.000666961298154342
Position 3715: 0.0006513900399954296
Position 32532: 0.0006173802746246427
Position 21937: 0.0005997909997417295
Position 29466: 0.0005653991694566909
Position 811: 0.0005585755300160979
Position 3737: 0.0005415563848294563
Position 3712: 0.000522087574736773
Position 492: 0.0005191602750491615
Position 911: 0.0004985279491020212
Position 4466: 0.00048091674365673094
Position 29375: 0.00044109567869340385
Position 27071: 0.0003935308484383904
Position 4036: 0.00037983203132540037
Position 698: 0.0003731840365496126
Position 476: 0.0003662263912960644
Position 2719: 0.0003577797240015427
Position 7425: 0.00034947135100657197
Position 1455: 0.00033364260578168896
Position 5287: 0.0003323018510752657
Position 1119: 0.00032742250587109817
Position 2721: 0.0003219211495829066
Position 4503: 0.00031444297811051056
Position 7934: 0.0002919241338212731
Position 7252: 0.00026300408769815625
Position 6590: 0.00025103219503965694
Position 23973: 0.00023947417582429755
Position 1047: 0.0002229532139694746
Position 7460: 0.00020352957863808301
Position 26204: 0.00018863736096561467
Position 5306: 0.00017688844962669267
Position 4716: 0.00017095951788152392
Position 1845: 0.00014532214371392312
Position 1511: 0.00013635818133492843
Position 6433: 0.00013209058368968368
Position 5403: 0.00013130766950409953
Position 1887: 0.0001306568470376008
Position 24877: 0.00012428881432476342
Position 21960: 0.00012310736423154115
Position 6452: 0.00012206486357940562
Position 2750: 0.00011529729861059315
Position 24207: 0.00010657921498435804
Position 2631: 0.0001042628520441238
Position 2785: 0.00010216536200132827
Position 9723: 9.757664935007445e-05
Position 4242: 8.606714772617096e-05
Position 2600: 8.372841975833331e-05
Position 1497: 8.331572483760043e-05
Position 333: 8.287753277858851e-05
Position 1350: 7.936328932360492e-05
Position 1752: 7.935811051006533e-05
Position 21636: 7.095200650927471e-05
Position 2045: 6.947814213167442e-05
Position 1267: 5.914447832612884e-05
Position 11150: 5.689845916158679e-05
Position 588: 4.6006505924690494e-05
Position 621: 4.479542263788336e-05
Position 20918: 3.546135041498879e-05
Position 4927: 3.116009085231967e-05
Position 19868: 2.301660887230422e-05
Position 23718: 1.926335789114487e-05
Position 20616: 1.785527633322645e-05
Position 8892: 1.6699455696813177e-05
Position 9790: 1.6658902910193585e-05
Position 4876: 1.560423599955497e-05
Position 1582: 1.1282116375064794e-05
Position 3133: 9.881557541332405e-06
Position 9488: 9.702290975496798e-06
Position 20315: 7.711496964133614e-06
Position 18758: 7.510837258246238e-06
Position 1211: 7.058410215328999e-06
Position 4955: 6.993273345614622e-06
Position 680: 5.738934014739904e-06
Position 3831: 4.983178473941475e-06
Position 19725: 4.281111162592885e-06
Position 581: 4.122188415610121e-06
Position 20267: 3.923925028161198e-06
Position 1304: 3.0763643517699164e-06
Position 1500: 2.894514920571664e-06
Position 4812: 2.8660764364267115e-06
Position 3327: 2.810768265945143e-06
Position 1052: 2.758664532365417e-06
Position 2992: 2.7332930239512594e-06
Position 17122: 2.716736343543356e-06
Position 18916: 2.583879795937514e-06
Position 345: 2.486733930350149e-06
Position 501: 2.460424176653797e-06
Position 2823: 2.2188020286258337e-06
Position 2790: 2.215186976452565e-06
Position 592: 2.177058386430404e-06
Position 1544: 1.5018553655074978e-06
Position 677: 1.477893515008696e-06
Position 939: 1.4103942589419229e-06
Position 19462: 1.353835636004497e-06
Position 847: 1.2530572649185449e-06
Position 10516: 1.238041750087976e-06
Position 11671: 1.0319468191780016e-06
Position 1248: 7.883224686108052e-07
Position 1154: 7.713168505533764e-07
Position 14196: 6.744619154811384e-07
Position 4890: 6.456444960718078e-07
Position 4995: 5.126147578452756e-07
Position 13462: 1.8608801254771213e-07
Position 399: 1.7425451988523574e-07
Position 11078: 1.525380605399301e-07
Position 553: 1.4937083740141578e-07
Position 14397: 1.2772038420306095e-07
Position 14740: 1.2403253625124836e-07
Position 11723: 1.1758226479666226e-07
Position 13665: 9.83125332903596e-08
Position 11768: 8.940764409104589e-08
Position 11184: 6.799565730481726e-08
Position 2502: 6.524990584847058e-08
Position 2697: 6.195129129784387e-08
Position 762: 4.66954772946668e-08
Position 7161: 4.589240570955154e-08
Position 5966: 4.565088558438913e-08
Position 1074: 4.294885018097819e-08
Position 11699: 3.810579740988174e-08
Position 9517: 3.514350345221202e-08
Position 11286: 3.4241140256847634e-08
Position 1226: 3.3638338224048104e-08
Position 1072: 2.7421647659205647e-08
Position 780: 2.639057859843581e-08
Position 10757: 2.3153702699130702e-08
Position 792: 1.9769659692183113e-08
Position 7994: 1.5466429882068733e-08
Position 387: 1.5141619306497434e-08
Position 221: 1.2352093054180535e-08
Position 5986: 1.1378028036109377e-08
Position 7850: 6.6081392583129485e-09
Position 7341: 4.353158171329088e-09
Position 687: 4.271732052341545e-09
Position 262: 2.527865449885561e-09
Position 616: 2.1490326278304545e-09
Position 351: 1.3705408067752482e-09
Position 278: 7.776712434322566e-10
Position 6232: 7.255639758453426e-11
Position 150: 5.253364039784842e-11
Position 6317: 4.157060312453911e-11
Position 6272: 1.548366187898287e-11
Position 6098: 1.1086968317993917e-11
Position 2264: 5.697040319252737e-14
Position 844: 1.4800446975266063e-15
Position 364: 7.08358447838203e-16
Position 1003: 6.561091736396977e-16
Position 362: 1.389054539534162e-16
Position 88: 2.3075900254642845e-17
Position 70: 2.5435608463521566e-21
