Gene = SYNC
Position 1344: 0.00010107193199212572
Position 9453: 0.0001000597457630313
Position 5407: 9.557368531154524e-05
Position 2224: 9.439241937066284e-05
Position 855: 8.690975176665575e-05
Position 1617: 7.927195347076082e-05
Position 7214: 7.727078400042697e-05
Position 3249: 7.545753375279471e-05
Position 1555: 7.507880915317395e-05
Position 3297: 7.254528550871392e-05
Position 6625: 7.195438671383909e-05
Position 2590: 7.143022855320388e-05
Position 1123: 7.12734975715202e-05
Position 5265: 6.975289759149308e-05
Position 2669: 6.758212254896516e-05
Position 5978: 5.883275904045246e-05
Position 2295: 5.598852482707599e-05
Position 5841: 5.35261910324766e-05
Position 3303: 5.34897943210695e-05
Position 1493: 4.628321851124649e-05
Position 5761: 4.365698767764652e-05
Position 2278: 4.231110242992311e-05
Position 4090: 4.218655679037509e-05
Position 4766: 4.1325475451606344e-05
Position 2836: 4.075204383992616e-05
Position 2115: 3.852343764282889e-05
Position 5483: 3.733835121465038e-05
Position 3138: 3.650419810289798e-05
Position 3050: 3.4074415437345745e-05
Position 829: 3.3921693442360455e-05
Position 7190: 3.371393610209488e-05
Position 4677: 3.2689083679217376e-05
Position 5553: 2.5736431241251058e-05
Position 1296: 2.566695096869131e-05
Position 5459: 2.5273141145603797e-05
Position 4550: 2.462408671747224e-05
Position 789: 2.245530527443771e-05
Position 3415: 2.0435926212389723e-05
Position 4609: 1.901277015874279e-05
Position 2775: 1.6612346705243555e-05
Position 4769: 1.571175905124246e-05
Position 456: 1.5663839191892828e-05
Position 4003: 1.3523083186879442e-05
Position 1728: 1.3170220747375299e-05
Position 5089: 1.2449173409936346e-05
Position 3676: 1.2190704219431774e-05
Position 4701: 1.1478270999109423e-05
Position 1677: 1.1305486896092798e-05
Position 1760: 1.070045533734827e-05
Position 3919: 1.0223190914453124e-05
Position 2072: 1.0200894578669356e-05
Position 4073: 9.864953375464882e-06
Position 3435: 9.182522053619548e-06
Position 1955: 7.286210723513486e-06
Position 1560: 6.522051689107594e-06
Position 3509: 6.0541603780824125e-06
Position 1250: 5.51076594109126e-06
Position 2157: 5.400250306384636e-06
Position 2306: 4.849172602334895e-06
Position 1736: 4.367591633279443e-06
Position 1475: 4.0380659217997845e-06
Position 2523: 3.99171764624108e-06
Position 259: 2.8657589942311344e-06
Position 1888: 2.8386983892184896e-06
Position 322: 2.2080054076429227e-06
Position 2683: 9.933762084870443e-07
Position 376: 4.1841749482861e-07
Position 865: 3.912762171435952e-07
Position 2616: 3.8051692881927647e-07
Position 883: 2.9306984510647324e-07
Position 403: 2.1949039659277155e-07
Position 1049: 2.0345318851442702e-07
Position 997: 1.4224684643780744e-07
Position 1430: 1.3050023437535028e-07
Position 1350: 1.300930138534263e-07
Position 466: 5.556935127308005e-08
Position 927: 5.375636704625204e-08
Position 861: 5.3495392759483876e-08
Position 2833: 3.73313648316448e-08
Position 503: 3.35388078018128e-08
Position 399: 2.4935761898491654e-08
Position 1500: 2.325327728433366e-08
Position 157: 1.5371266762879603e-08
Position 644: 1.5157878545252247e-08
Position 112: 1.0954403592625223e-08
Position 815: 9.993415469218617e-09
Position 897: 9.747743965798952e-09
Position 617: 9.538983177488913e-09
Position 770: 8.745357808069638e-09
Position 990: 8.472907752277655e-09
Position 473: 5.802786969284755e-09
Position 1078: 5.5940989605852736e-09
Position 867: 4.242515897770234e-09
Position 1064: 3.582014638023069e-09
Position 1192: 2.746994449919378e-09
Position 1154: 1.988035716661434e-09
Position 911: 1.915540330621547e-09
Position 253: 7.575131286494186e-10
Position 169: 5.734212002409453e-10
Position 209: 5.596016795161792e-10
Position 215: 3.455983415537336e-10
Position 656: 3.32314751297676e-10
Position 511: 2.2570421874941821e-10
Position 153: 1.9086332585099605e-10
Position 553: 9.010330076581603e-11
Position 205: 6.602900278434047e-11
Position 625: 5.436588579726495e-11
Position 195: 4.708772983515166e-11
Position 515: 4.4882953618016126e-11
Position 520: 2.358397919068428e-11
Position 166: 6.665092166689376e-12
Position 179: 6.195913291148945e-12
Position 164: 6.002243721452331e-12
Position 184: 4.366843953769559e-12
Position 93: 1.1265945790784015e-12
