Gene = MPL
Position 3574: 2.93883904134084e-07
Position 3348: 2.7084820760113804e-07
Position 4435: 2.3581701951292127e-07
Position 3121: 2.0645375563949777e-07
Position 648: 1.1907013774214592e-07
Position 211: 1.1903997109880953e-07
Position 4474: 1.0293743266783878e-07
Position 642: 5.19587833322852e-08
Position 631: 4.767577642063045e-08
Position 2655: 1.645262587029016e-08
Position 1275: 1.5276849020121926e-08
Position 1240: 1.4700381248698601e-08
Position 3464: 1.0514255866963051e-08
Position 3627: 1.0186992048616662e-08
Position 654: 8.975846774984071e-09
Position 157: 6.084417132291751e-11
Position 213: 2.538489128286349e-11
Position 163: 1.3370308785866038e-11
Position 108: 1.2434814893531698e-11
Position 161: 6.968023521897289e-12
Position 176: 3.3574444609743417e-12
Position 133: 1.850994315168486e-12
Position 112: 7.17457380764446e-13
Position 167: 7.167085444392728e-13
Position 142: 6.344547677068555e-13
Position 115: 6.136719796474102e-13
Position 135: 3.0054301159756935e-13
Position 125: 2.4107475993234875e-15
Position 120: 1.488147671014214e-15
