Gene = TMA7
Position 579: 2.4446087146917376e-09
Position 127: 8.353950101093427e-10
Position 133: 7.812052621541e-10
Position 444: 5.98585213502686e-10
Position 258: 5.664049864876486e-10
Position 515: 2.2893249502139206e-10
Position 477: 2.8539881909501564e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 283: 0.9777370833482426
Position 145: 0.9723194997769323
Position 3588: 0.6504829256917322
Position 783: 0.16625929548695356
Position 599: 0.0404015310165435
Position 3594: 0.03621212904285831
Position 2133: 0.024353174567364633
Position 497: 0.019818765243514603
Position 1438: 0.01967565689661193
Position 1516: 0.018758094804726004
Position 3435: 0.011476320337362046
Position 287: 0.009449901974770705
Position 1862: 0.006087787970577442
Position 803: 0.00560850477422991
Position 3716: 0.005426615834022117
Position 1107: 0.004860378266819182
Position 471: 0.00414859612935731
Position 1405: 0.004051802662252567
Position 1648: 0.0035367771475621206
Position 1187: 0.00348822058958093
Position 1683: 0.003288623643922981
Position 2455: 0.0028202820657048187
Position 575: 0.0025588908839332646
Position 2176: 0.0021076481479610533
Position 2220: 0.002008709771199223
Position 3479: 0.0018269289087799422
Position 3809: 0.001724682035811965
Position 2378: 0.0017009277581138376
Position 1314: 0.0016675630343601542
Position 2557: 0.0016021347586854832
Position 2375: 0.001536414266901785
Position 1110: 0.001480953266732666
Position 1820: 0.0010569755800651877
Position 779: 0.0010346964660532898
Position 1803: 0.000959309253361822
Position 1616: 0.0009046932529881731
Position 1498: 0.0008618435767825002
Position 2238: 0.0008026512697372734
Position 724: 0.0006606177277646048
Position 940: 0.0005585561574119382
Position 2469: 0.0004576282018610641
Position 579: 0.000354883668965434
Position 1764: 0.0003430881327414507
Position 3440: 0.0003421990691138928
Position 2060: 0.0003307893144314
Position 2288: 0.00033064160902496783
Position 642: 0.0003284088858700377
Position 3161: 0.0003225553242524763
Position 1064: 0.0003213721912708206
Position 3061: 0.00030044718891828983
Position 3790: 0.0002822489191042599
Position 2404: 0.0002822262588518325
Position 1786: 0.0002818401773012214
Position 304: 0.00026324883267535905
Position 970: 0.0002549210492444583
Position 3756: 0.00024024997303428126
Position 973: 0.00023014785877344972
Position 3852: 0.00021499032297961736
Position 1289: 0.0002129998939889765
Position 2095: 0.0001874301452769421
Position 2147: 0.00017969427114581486
Position 2641: 0.00016566020170499568
Position 1975: 0.00015903785102165698
Position 995: 0.00015900373552721981
Position 3246: 0.00013816892746893386
Position 3547: 0.00012940162918681996
Position 1592: 0.00012443812332734616
Position 1040: 0.00012382335423710215
Position 1088: 0.00012065203736191088
Position 1473: 0.00011889072553720244
Position 1873: 0.00011159640569473195
Position 3361: 0.00010172079995516294
Position 1729: 9.656551992346861e-05
Position 2733: 9.560632094337567e-05
Position 119: 9.446118805001272e-05
Position 3823: 9.295623402727267e-05
Position 785: 9.024809868116478e-05
Position 3210: 8.775870725035412e-05
Position 1750: 8.548797675908623e-05
Position 839: 8.041840668996452e-05
Position 2628: 7.960210302216749e-05
Position 3642: 7.924532060271978e-05
Position 2862: 7.770251359621899e-05
Position 1769: 7.491282379453557e-05
Position 292: 7.220315782136204e-05
Position 3208: 6.44013485304518e-05
Position 1663: 6.189812093918908e-05
Position 1537: 6.141799431102773e-05
Position 3777: 5.6620318076397845e-05
Position 1899: 5.57146897083575e-05
Position 2380: 5.4528715577502604e-05
Position 603: 5.412872214446759e-05
Position 877: 5.332724181677893e-05
Position 2750: 5.299062715044849e-05
Position 860: 5.204287688592598e-05
Position 2312: 5.159423350395225e-05
Position 511: 5.043978722869746e-05
Position 2632: 4.8534234617539765e-05
Position 1137: 4.844103036980735e-05
Position 2720: 4.799403114156064e-05
Position 529: 4.7986898761983075e-05
Position 2949: 4.546564219716564e-05
Position 3645: 4.3734635026784566e-05
Position 3740: 4.0475834353810564e-05
Position 3524: 3.914274128318267e-05
Position 1162: 3.8693286370325304e-05
Position 1883: 3.812288726172878e-05
Position 1555: 3.5936325083012216e-05
Position 2688: 3.5240411440081334e-05
Position 3057: 3.176105541551997e-05
Position 1747: 3.0132324812097966e-05
Position 2768: 2.873386191872117e-05
Position 747: 2.5147592893979553e-05
Position 322: 2.4857682846611265e-05
Position 3877: 2.4293315545865417e-05
Position 2607: 2.3827080686472898e-05
Position 1894: 2.351104186770549e-05
Position 1444: 2.3455239105105325e-05
Position 3513: 2.1491142572867633e-05
Position 1701: 1.9614958415249855e-05
Position 3172: 1.8710928601988986e-05
Position 1908: 1.8299607693724537e-05
Position 2868: 1.729754118267391e-05
Position 648: 1.6612591619658224e-05
Position 3204: 1.6194946153233334e-05
Position 2836: 1.3847730042850003e-05
Position 1050: 1.3731300301578864e-05
Position 1603: 1.3000345704598282e-05
Position 1342: 1.2741191370138242e-05
Position 3521: 1.1933270146683968e-05
Position 515: 1.1696879016101057e-05
Position 2590: 1.1184393897077656e-05
Position 999: 1.0957079796561408e-05
Position 1447: 1.0076271217088054e-05
Position 535: 9.266193469217883e-06
Position 1790: 8.809695421168506e-06
Position 171: 8.441252873411566e-06
Position 2918: 8.323998440563593e-06
Position 2274: 7.48118856787358e-06
Position 2264: 6.5451229937895585e-06
Position 301: 6.401717832270726e-06
Position 559: 6.386782974744882e-06
Position 656: 6.302660782771034e-06
Position 156: 6.206268313321986e-06
Position 750: 6.104108758621383e-06
Position 1707: 5.9044824145977206e-06
Position 1408: 5.731355846896014e-06
Position 2594: 5.259838289705219e-06
Position 815: 5.2075063126971595e-06
Position 611: 5.073530365403328e-06
Position 153: 5.03241925791981e-06
Position 975: 4.742993904062529e-06
Position 946: 4.125885211919354e-06
Position 325: 3.852785697992526e-06
Position 605: 3.746554527972803e-06
Position 159: 3.5809260339079014e-06
Position 180: 3.0425240905331992e-06
Position 671: 2.545637573210861e-06
Position 623: 2.371115903325775e-06
Position 1189: 2.315558413894768e-06
Position 520: 5.374243491609257e-07
Position 1112: 4.921311320784558e-07
Position 183: 4.778785337000625e-07
Position 177: 4.112810978414324e-07
Position 314: 3.751063243864288e-07
Position 3498: 3.687201847279954e-07
Position 1879: 3.647232281171869e-07
Position 1694: 2.0361914802810537e-07
Position 539: 1.5915958798413565e-07
Position 1740: 1.5345390408674784e-07
Position 344: 1.5193969834519704e-07
Position 432: 9.635056112472613e-08
Position 319: 8.430725783265129e-08
Position 251: 7.880092551089517e-08
Position 113: 4.0547897501926966e-08
Position 398: 3.7451694045911064e-08
Position 376: 2.805292532830729e-08
Position 349: 2.0589606658601602e-08
Position 189: 1.3327252695687446e-08
Position 392: 9.069046005837885e-09
Position 337: 7.901538241472788e-09
Position 416: 7.3081284235881e-09
Position 316: 7.033514284229337e-09
Position 548: 3.6570435695405467e-09
Position 334: 2.5006227101842783e-09
Position 247: 1.5426724830878209e-09
Position 192: 1.527121768229085e-09
Position 77: 8.842674315840973e-10
Position 361: 8.234260911940766e-10
Position 258: 7.199634498956875e-10
Position 889: 1.1522753231289908e-10
Position 1118: 1.0270161671885827e-10
Position 206: 4.407025430730949e-11
Position 219: 2.3013689673100426e-11
Position 201: 4.755356835649673e-13
