Gene = DRAXIN
Position 9401: 0.01963322922170332
Position 5873: 0.019508692833298386
Position 32617: 0.019506781715002957
Position 26755: 0.018159950494837398
Position 31702: 0.0179731386823645
Position 24968: 0.01771097551183501
Position 27891: 0.01742586165579233
Position 21845: 0.01405017772561737
Position 23245: 0.01101568212286575
Position 31908: 0.010650563222523671
Position 31831: 0.010285691825762958
Position 24815: 0.009101163391590074
Position 26779: 0.007663909123333744
Position 22686: 0.006748326289277161
Position 20594: 0.006592990629052539
Position 32662: 0.0064393094767987
Position 23547: 0.006328694365152633
Position 20635: 0.006277830615977285
Position 30712: 0.005858371915264167
Position 29050: 0.0057918044523615625
Position 22552: 0.005628848448857594
Position 23822: 0.0052200932359750575
Position 29509: 0.005148553465262216
Position 33229: 0.005143849124934782
Position 30930: 0.004343625706623596
Position 27620: 0.004276165630602563
Position 31883: 0.004180117434168087
Position 24039: 0.00395785353739857
Position 9415: 0.0038612858416011164
Position 21550: 0.0031574554275714526
Position 8854: 0.003113478104762073
Position 21764: 0.002762760712690121
Position 5915: 0.002701008776310537
Position 28103: 0.0026844959888815936
Position 9349: 0.0026713147505149737
Position 24350: 0.002582635387024011
Position 33817: 0.00238618385708258
Position 27359: 0.002275280591264527
Position 26949: 0.0022559386799528686
Position 30886: 0.002224781038247103
Position 29512: 0.002205327734701934
Position 5888: 0.002185970248610356
Position 31118: 0.0019734572469192906
Position 25307: 0.0019311988084948133
Position 29619: 0.001910208676400609
Position 24235: 0.0018750575454119212
Position 922: 0.0018224763989956785
Position 6557: 0.0018120606075119911
Position 5619: 0.0018096798412150956
Position 30958: 0.0017945988295551731
Position 24988: 0.0017022449703803933
Position 22894: 0.0016878911145433082
Position 27052: 0.0016832019538629225
Position 28460: 0.0016076551052370263
Position 27192: 0.0015962345213896545
Position 21669: 0.0014821537015010466
Position 27708: 0.0013582739836280487
Position 28257: 0.001304080833850519
Position 28333: 0.0012440565977215135
Position 31142: 0.0011791327528438398
Position 29220: 0.0011433910562178413
Position 29456: 0.0010862579423899647
Position 27217: 0.0010736040092618473
Position 24403: 0.0010379645062652506
Position 32247: 0.0009789941628831355
Position 6770: 0.0009202850915941633
Position 24644: 0.000898887611766886
Position 20784: 0.000876347319438529
Position 1879: 0.000871658535397534
Position 30487: 0.0008328345424189707
Position 23754: 0.0007897467951607035
Position 25210: 0.0007731368986144873
Position 22770: 0.0007216443868283988
Position 28440: 0.0006994380885891311
Position 25686: 0.0006967604650260412
Position 21608: 0.0006545685043379665
Position 20889: 0.0006521337575955716
Position 8820: 0.00064914073129777
Position 29578: 0.0006259470229482628
Position 20831: 0.000574681486230351
Position 31647: 0.000570719776871939
Position 2727: 0.0005679978343222561
Position 27452: 0.000558052455573423
Position 539: 0.0005353642925250456
Position 29886: 0.0005238813053013554
Position 22063: 0.0005181534476316205
Position 26923: 0.000503933725629894
Position 24185: 0.0004805283490750039
Position 29466: 0.00047261101007491725
Position 29164: 0.00045770197898479853
Position 31705: 0.0004558481031073687
Position 28157: 0.0004459212306866005
Position 27385: 0.0004374372727427447
Position 24964: 0.0004316066649255862
Position 2957: 0.0004103131486037746
Position 26007: 0.00040998726554591095
Position 30819: 0.00040179530805295796
Position 26699: 0.0004000371660433759
Position 5677: 0.0003973021141194929
Position 28950: 0.00039427688578946884
Position 31333: 0.0003902663545312211
Position 6601: 0.00037534932739702683
Position 5849: 0.00036148119074545516
Position 30523: 0.0003610779412770966
Position 23588: 0.0003584598769250444
Position 24732: 0.0003564596297122214
Position 27356: 0.0003556328334157099
Position 28189: 0.0003464936297301615
Position 22523: 0.00034315267935075653
Position 21355: 0.0003392785442019908
Position 23317: 0.00032197132200233045
Position 23856: 0.00031785536553101385
Position 28615: 0.00031635146324653177
Position 1921: 0.000315560576965027
Position 30864: 0.0003138433769442769
Position 2472: 0.0002881792765067107
Position 5579: 0.0002865153816814901
Position 27361: 0.00028555248398185064
Position 8859: 0.0002786209998078458
Position 3027: 0.0002733598673548743
Position 4067: 0.00026924856156046234
Position 28508: 0.00026776970795416193
Position 5853: 0.00026499713709919777
Position 27117: 0.00026080639331222766
Position 30144: 0.00025378159216367434
Position 29602: 0.00024868977217716364
Position 28143: 0.00023775798093492206
Position 8644: 0.0002368449534847054
Position 29379: 0.000236777990808563
Position 4578: 0.0002236959905806452
Position 24620: 0.0002167787016984559
Position 3983: 0.00021025766823200585
Position 22812: 0.00020223671249545687
Position 25819: 0.0002003821926905791
Position 23586: 0.00019897506947339391
Position 728: 0.0001951412352373974
Position 29254: 0.0001841976186302536
Position 21504: 0.00018153657191268086
Position 29616: 0.0001793701915145311
Position 29334: 0.00017910896859975203
Position 28920: 0.0001759899305348024
Position 26761: 0.00017305778489514427
Position 24324: 0.00015936689326863477
Position 22718: 0.00015424909519923743
Position 23698: 0.0001539827904901324
Position 624: 0.00014738678182827622
Position 23781: 0.0001464468208952032
Position 24464: 0.00014354352824326325
Position 24267: 0.00014215403339825348
Position 2928: 0.00012430707415335933
Position 21222: 0.00012030723677991006
Position 21911: 0.00011839256119507929
Position 23619: 0.00011485273711549762
Position 2901: 0.00011122017857877854
Position 3014: 0.00010764154973027653
Position 24417: 0.00010299455418196815
Position 6697: 9.522995985641586e-05
Position 6607: 9.3330789908178e-05
Position 23261: 9.022096802573635e-05
Position 23092: 8.771335160993745e-05
Position 6722: 8.556200957701239e-05
Position 28037: 8.29948459270476e-05
Position 8908: 7.791142427049494e-05
Position 22025: 7.512672384402804e-05
Position 22080: 7.498476046700256e-05
Position 28377: 7.372931893390584e-05
Position 1002: 7.234510099130313e-05
Position 23983: 6.24522259018701e-05
Position 24711: 6.152972354025809e-05
Position 23295: 5.892868943812225e-05
Position 25103: 5.554585850908717e-05
Position 3998: 5.47593725796424e-05
Position 25115: 5.316533939374508e-05
Position 570: 4.9166667175181614e-05
Position 23869: 4.7550737249022225e-05
Position 520: 4.1457242443067093e-05
Position 2850: 3.888203725247272e-05
Position 24241: 3.825538416663654e-05
Position 3947: 3.6537996477086006e-05
Position 23924: 3.5666239105990304e-05
Position 23563: 3.2463686785492176e-05
Position 23278: 3.186699495272236e-05
Position 23437: 2.8806779688024747e-05
Position 4105: 2.8755496974092286e-05
Position 573: 2.865643255227553e-05
Position 494: 2.5316225603422645e-05
Position 1881: 2.5249327769256715e-05
Position 1841: 2.1647950984153185e-05
Position 4108: 2.1175971877402354e-05
Position 24821: 1.9523561102975415e-05
Position 5720: 1.931756104602293e-05
Position 4515: 1.8486338951891188e-05
Position 3935: 1.816906414173846e-05
Position 24660: 1.689537530895482e-05
Position 23724: 1.664324215101602e-05
Position 4425: 1.6347822721334884e-05
Position 690: 1.6036379413001685e-05
Position 4610: 1.5851370177989154e-05
Position 1704: 1.5299798192402595e-05
Position 23914: 1.5206659171601344e-05
Position 2008: 1.5029721743673967e-05
Position 543: 1.5018211914758838e-05
Position 24259: 1.4737352517201278e-05
Position 3909: 1.2110131649963972e-05
Position 553: 7.858844741864819e-06
Position 842: 7.4761981217150525e-06
Position 271: 7.206638150944376e-06
Position 23164: 5.506899564719524e-06
Position 732: 5.473543080881393e-06
Position 23783: 4.752702002642131e-06
Position 2535: 4.707720887870164e-06
Position 644: 4.702935369319595e-06
Position 602: 4.676147035753045e-06
Position 1007: 4.416994567025479e-06
Position 1948: 4.366437171239274e-06
Position 295: 4.342723452203657e-06
Position 20921: 4.276113639298629e-06
Position 2209: 4.055278040204872e-06
Position 2327: 3.5957659523691002e-06
Position 2382: 3.4830608484085765e-06
Position 23574: 3.243821085608024e-06
Position 23181: 1.2342697913818014e-06
Position 23828: 1.007502281682874e-06
Position 24600: 5.201342690772684e-07
Position 3285: 7.277047959240887e-10
Position 2187: 4.972485660671292e-10
Position 647: 4.97577176163743e-13
Position 473: 3.9186261088727104e-13
Position 635: 3.908360877359626e-13
Position 903: 2.1365228867601582e-13
Position 1036: 1.6190951061373e-13
Position 582: 1.5407062162204947e-13
Position 675: 1.516772853738959e-13
Position 604: 8.828826049867347e-14
Position 216: 1.501222809658582e-14
Position 850: 1.49049197214504e-14
Position 592: 7.246440861050536e-15
Position 240: 2.6079109255340403e-15
Position 194: 6.295734906717866e-16
Position 252: 3.2131730485386826e-16
Position 248: 1.9228592840009913e-16
