Gene = GLUL
Position 2008: 0.0009828192596042897
Position 8784: 0.0009811178264573425
Position 5949: 0.0009521649578236498
Position 2066: 0.0008668820791286244
Position 5020: 0.0008394670416044417
Position 4046: 0.0008375247725719368
Position 1377: 0.0008370597086513721
Position 5664: 0.0007959737127621511
Position 1811: 0.0007821835402307583
Position 10414: 0.00077380529785439
Position 8192: 0.0007684199216374341
Position 891: 0.000765846432835839
Position 5856: 0.0007490246914535058
Position 2150: 0.0007415477893106985
Position 9075: 0.0007298826277762895
Position 1386: 0.0007183261716356412
Position 7079: 0.0007159443285498026
Position 5603: 0.0006905739295259767
Position 4524: 0.0006862581437026246
Position 6044: 0.0006690280645035361
Position 4614: 0.0006488997397722363
Position 3502: 0.0006414748775275165
Position 7357: 0.0006234416825098073
Position 637: 0.0006139161008271698
Position 8366: 0.0005884908460623934
Position 3339: 0.0005440190421238648
Position 5753: 0.0005088163287174757
Position 5877: 0.0005002744533798851
Position 7240: 0.00048115209288009407
Position 6091: 0.00045552949719052614
Position 2230: 0.00044047735026194336
Position 5667: 0.00044033337840327486
Position 3811: 0.0004359948502627081
Position 3757: 0.00042379434558555433
Position 390: 0.00041684217287506995
Position 1411: 0.0003938656502678821
Position 8859: 0.0003802668191306976
Position 1105: 0.0003690184714742424
Position 4254: 0.00035941727317479214
Position 7739: 0.00035501527203121984
Position 4344: 0.00035466641410448736
Position 5583: 0.0003412681827319065
Position 4187: 0.0003403048193641243
Position 3753: 0.0003238022280754649
Position 4249: 0.000320562712752246
Position 1221: 0.00029669662549366705
Position 760: 0.00028936992704132775
Position 7349: 0.00027686472908909166
Position 3481: 0.0002563989090509418
Position 6567: 0.000253657275667443
Position 4302: 0.0002485855605883743
Position 4577: 0.0002469999072842484
Position 5472: 0.00023020995705285612
Position 1990: 0.00022979771678497386
Position 559: 0.0002198375880560696
Position 4387: 0.00020034153797316223
Position 3767: 0.00019695406497055107
Position 5707: 0.00018613140952039746
Position 6153: 0.00017755044482677592
Position 3778: 0.0001717003040326743
Position 7004: 0.00016874222761797402
Position 4218: 0.00015909239182055544
Position 8541: 0.00015875801641446747
Position 3808: 0.0001471587894370853
Position 1153: 0.00014463114244895957
Position 4337: 0.00013828260672235518
Position 3940: 0.0001379638284794981
Position 2373: 0.0001276063324571613
Position 1149: 0.0001181240801984939
Position 5683: 0.00011593967122100138
Position 602: 0.00010781424718958042
Position 6550: 0.00010407338597701992
Position 589: 9.476363166989677e-05
Position 1390: 9.402345641532821e-05
Position 5231: 9.320346817307745e-05
Position 3720: 9.110825410014863e-05
Position 5631: 8.982941345245247e-05
Position 1422: 8.125706203010476e-05
Position 978: 8.115063300420716e-05
Position 5331: 7.419560720586946e-05
Position 1814: 6.79980285346245e-05
Position 671: 6.469137963113627e-05
Position 5715: 6.134444791795579e-05
Position 5235: 5.947466960064918e-05
Position 6966: 5.93926521164775e-05
Position 4870: 5.666495506724427e-05
Position 6823: 4.27897112040147e-05
Position 1007: 3.740415573120661e-05
Position 165: 2.556591714342245e-05
Position 3789: 2.288062829121124e-05
Position 2084: 2.225592569201824e-05
Position 5324: 1.81056567247185e-05
Position 5193: 1.7038931389756033e-05
Position 5454: 1.6427643395093795e-05
Position 6509: 1.4189978160531801e-05
Position 6988: 1.3891627100198629e-05
Position 4151: 1.0986004053638692e-05
Position 1103: 1.0733785789021403e-05
Position 1321: 1.0574156059672139e-05
Position 1299: 9.819131955430568e-06
Position 6612: 9.7730264413202e-06
Position 1159: 8.38219820272487e-06
Position 6513: 8.27985372912571e-06
Position 1036: 5.323429152501444e-06
Position 318: 4.560735479780037e-06
Position 1156: 4.079098088462542e-06
Position 1288: 4.043671438784664e-06
Position 6405: 3.2013909430432565e-06
Position 4095: 2.883818598565571e-06
Position 6129: 1.7851615719421902e-06
Position 6446: 1.469753652798595e-06
Position 419: 1.4579610774056115e-06
Position 1134: 1.298617263988999e-06
Position 5695: 1.2632032472496152e-06
Position 532: 1.2298688566297503e-06
Position 357: 1.0392642922491867e-06
Position 771: 8.960693620970598e-07
Position 563: 7.287041720772506e-07
Position 1166: 7.01786405706832e-07
Position 683: 4.5831862962163546e-07
Position 1131: 3.3318486822589315e-07
Position 6122: 3.2649090473006734e-07
Position 5156: 3.202898799579343e-07
Position 453: 2.5901047965870685e-07
Position 2177: 1.8932830495808763e-07
Position 2330: 1.5025355056240259e-07
Position 782: 9.839909720826537e-08
Position 1490: 9.531099898872755e-08
Position 5048: 9.419691030906522e-08
Position 349: 2.7877198827782455e-08
Position 1656: 1.985487060619301e-08
Position 435: 1.325328062885184e-08
Position 121: 9.392280914867578e-09
Position 437: 9.292328066667479e-09
Position 426: 1.697124566793728e-09
Position 126: 5.389903995139352e-10
Position 102: 3.6518402537375485e-10
Position 424: 3.4299875417187665e-10
Position 432: 9.899684995287738e-11
Position 442: 9.171549283783088e-11
Position 450: 6.34530011256979e-11
