Gene = PIGV
Position 476: 3.770299376985718e-12
Position 260: 3.138164752096977e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6117: 0.7601114836974566
Position 2763: 0.7261138975579299
Position 6512: 0.324804917546378
Position 9619: 0.2622809164367081
Position 3876: 0.2532172589251506
Position 6807: 0.1840881865725549
Position 4800: 0.1404204745550309
Position 9983: 0.10900990151860442
Position 9567: 0.10811030617740881
Position 2989: 0.10594785801339303
Position 6535: 0.09082255700123719
Position 6079: 0.07649855915893758
Position 6480: 0.0644465972520543
Position 7166: 0.05800272845136869
Position 3912: 0.05681936462059393
Position 1186: 0.05540309868308808
Position 1315: 0.05223903227298289
Position 8949: 0.05038062016853302
Position 4034: 0.04978277220654073
Position 1246: 0.04873618058630361
Position 4747: 0.04254248792394617
Position 6838: 0.04238018305212384
Position 9444: 0.03505798645840883
Position 6575: 0.02846647326177476
Position 6493: 0.0279899922819836
Position 1823: 0.02513042517339993
Position 2832: 0.023384598349087894
Position 943: 0.020912098391671755
Position 9633: 0.018674812807090962
Position 9784: 0.01398368671254136
Position 7039: 0.013585462447832125
Position 7884: 0.012735391858649152
Position 7908: 0.011662277610303662
Position 7173: 0.009567367247058778
Position 8952: 0.009355551537815343
Position 1890: 0.008622535762251133
Position 3918: 0.007816216314056407
Position 2535: 0.0073949519306848
Position 1211: 0.006796701746859664
Position 3750: 0.006742873199807351
Position 2819: 0.006428404216763395
Position 4972: 0.005895168533919495
Position 8772: 0.005412753818080796
Position 3881: 0.005111166132919963
Position 4346: 0.004861801458266907
Position 183: 0.004818132178089947
Position 2555: 0.004814418731037349
Position 2765: 0.00463584006453934
Position 8194: 0.004496652322059132
Position 1935: 0.004341352568908888
Position 7369: 0.00422257506844067
Position 10396: 0.0034985506577929317
Position 4753: 0.003453677870632335
Position 2580: 0.003420796892649204
Position 4181: 0.0031500891195311094
Position 1249: 0.0030568442886996926
Position 2543: 0.003052413476913884
Position 3933: 0.0030091414436931273
Position 6397: 0.0025844719356706517
Position 6904: 0.002447215265416479
Position 2898: 0.0023332226451897
Position 3283: 0.0022912706129638956
Position 5057: 0.002266378868841625
Position 2790: 0.0022558793672512213
Position 6433: 0.002252939838001917
Position 5567: 0.001966349125907457
Position 8356: 0.001851033961436487
Position 6738: 0.0018243656292289202
Position 4202: 0.0017025559191402
Position 6142: 0.0015622103418538584
Position 6187: 0.001550158462497523
Position 2847: 0.001530864868611074
Position 7239: 0.0015173567802742433
Position 3436: 0.0013827929939873836
Position 747: 0.0013005677898133524
Position 699: 0.0010947804045090138
Position 5026: 0.0008988398502008492
Position 2716: 0.0008913434198985537
Position 1501: 0.0008535084307899374
Position 5096: 0.0008294879411774539
Position 3808: 0.0007457607939658903
Position 755: 0.0007308595673976167
Position 6873: 0.0007059222348126031
Position 970: 0.0006708990838585921
Position 1062: 0.0006365323137201081
Position 4038: 0.0006167014705011426
Position 4020: 0.0005785893803676264
Position 3019: 0.000575983908724526
Position 4843: 0.0005592417478991886
Position 2416: 0.0005501813587315819
Position 3586: 0.0004031622483802279
Position 6953: 0.00036918722782922845
Position 472: 0.00033814510810359604
Position 2082: 0.00033071574619007325
Position 2158: 0.00023798471707099785
Position 674: 0.00023317398864141283
Position 2261: 0.00022482493695333487
Position 840: 0.00021864148551477985
Position 806: 0.00021505864270037538
Position 1123: 0.00020363612661248093
Position 594: 0.00018426480225980284
Position 1587: 0.00017810273982154132
Position 3095: 0.0001392290550704791
Position 153: 0.00012707656010173623
Position 1360: 0.00012495198759100934
Position 948: 0.00012190158748797579
Position 4276: 0.00012020764018348388
Position 4252: 9.426852519418968e-05
Position 5631: 9.067619255544717e-05
Position 511: 8.444097213555333e-05
Position 864: 6.368223474048198e-05
Position 1459: 5.6333740471081075e-05
Position 156: 5.250843282884942e-05
Position 709: 5.1404943565192076e-05
Position 1799: 4.6408114896778466e-05
Position 520: 4.472903418605696e-05
Position 555: 4.062025422986914e-05
Position 2060: 3.9597723310457563e-05
Position 703: 3.5703259148427523e-05
Position 2217: 3.451190456139115e-05
Position 4066: 3.34656948357745e-05
Position 1554: 3.334045923919111e-05
Position 3698: 2.789046282247621e-05
Position 766: 2.367602416642716e-05
Position 359: 2.0020980617995122e-05
Position 915: 1.980254538640334e-05
Position 317: 1.957827512995374e-05
Position 1190: 1.919022426201174e-05
Position 404: 1.887006035938201e-05
Position 298: 3.1548034184025416e-06
Position 776: 2.7935984661495623e-06
Position 1005: 2.700185068811862e-06
Position 482: 2.62786750728324e-06
Position 808: 2.4742278701171964e-06
Position 817: 2.448813681250412e-06
Position 646: 2.3667234880340213e-06
Position 490: 2.1546817556869275e-06
Position 494: 2.094766144842335e-06
Position 233: 2.0931574743180078e-06
Position 649: 1.7178712361296381e-06
Position 427: 1.4597340131667556e-06
Position 456: 1.3127974106943687e-06
Position 529: 1.1236020546752839e-06
Position 447: 1.1214639187694316e-06
Position 1627: 9.207938471367138e-07
Position 524: 8.818003986036386e-07
Position 878: 8.191880928670213e-07
Position 391: 7.847621443451399e-07
Position 614: 5.741903625687064e-07
Position 1561: 5.697767640181025e-07
Position 894: 5.661509935468112e-07
Position 1365: 5.635885924885061e-07
Position 983: 5.387579099785107e-07
Position 882: 5.037276598509727e-07
Position 437: 4.923687349707775e-07
Position 291: 4.4518310614899e-07
Position 1088: 3.840350435957782e-07
Position 1000: 3.5906693152097506e-07
Position 362: 3.4334077783806257e-07
Position 829: 3.2341394039676035e-07
Position 1044: 2.830519161455858e-07
Position 544: 2.8120746935637767e-07
Position 643: 2.595657741172591e-07
Position 845: 2.558376342079332e-07
Position 301: 2.494625297410557e-07
Position 671: 2.1182223220516895e-07
Position 636: 1.954296839388976e-07
Position 1276: 1.8321720092732516e-07
Position 320: 1.7792686995812114e-07
Position 661: 1.6672621977489166e-07
Position 1128: 1.5829348837958842e-07
Position 978: 1.4067046675150915e-07
Position 1503: 1.1623612566834661e-07
Position 114: 9.145182082970514e-08
Position 449: 8.523220238824468e-08
Position 3098: 8.172223784702998e-08
Position 96: 7.953897516173126e-08
Position 418: 7.782796873209174e-08
Position 985: 5.9517871533300387e-08
Position 127: 5.525013859023599e-08
Position 1027: 5.414677877966791e-08
Position 1009: 4.877940171285466e-08
Position 328: 2.997083065772227e-08
Position 103: 2.6741883850506303e-08
Position 82: 1.9601952778367143e-08
Position 376: 9.73233238644304e-09
Position 1332: 4.494766398595931e-13
Position 278: 1.8169117697399234e-13
Position 366: 7.560383883464689e-14
Position 124: 2.2670415501833345e-14
Position 110: 6.419118312869857e-15
Position 458: 2.4819867888241588e-15
Position 134: 2.3537387083977526e-15
Position 406: 1.7568996338637584e-15
Position 77: 3.237586334580108e-16
