Gene = SNRPE
Position 1229: 0.00016375788261485834
Position 1281: 0.00014189633869227098
Position 4808: 0.00013537285358847554
Position 2861: 0.0001337383028193927
Position 2420: 0.00013309698662303108
Position 2549: 0.00012117518120428353
Position 1890: 0.00011506779125810064
Position 4374: 0.00011485713482046213
Position 6374: 0.0001106359487209285
Position 3840: 0.00010702153964435354
Position 7075: 9.971779455902797e-05
Position 1514: 9.933793103969775e-05
Position 1967: 9.649585720754237e-05
Position 2122: 9.333176295013921e-05
Position 4903: 9.268562163024488e-05
Position 6893: 9.072996539217913e-05
Position 5858: 7.538682924997457e-05
Position 5709: 7.034317814610732e-05
Position 5363: 6.878099647507291e-05
Position 3611: 6.53204159579583e-05
Position 5359: 6.196956176993439e-05
Position 111: 6.109597034606852e-05
Position 4544: 5.880805502162713e-05
Position 3909: 5.495222549138028e-05
Position 509: 5.3002674017505144e-05
Position 3557: 5.247159765977416e-05
Position 4086: 5.210312264007668e-05
Position 901: 5.042653140562005e-05
Position 4794: 4.452647021690304e-05
Position 4959: 4.439428045896397e-05
Position 5379: 4.066380897194068e-05
Position 5407: 3.7448353100222595e-05
Position 4777: 3.5635547990433155e-05
Position 3608: 3.497061951131848e-05
Position 5194: 3.3767165027723926e-05
Position 4652: 3.1882015201977024e-05
Position 3895: 2.8177341777936147e-05
Position 5246: 2.4821381944679272e-05
Position 226: 2.4036229097045305e-05
Position 5001: 2.316073515497356e-05
Position 904: 2.2004658728084068e-05
Position 5777: 1.5856890968832016e-05
Position 1191: 1.4837288469696398e-05
Position 812: 1.326818706805263e-05
Position 2364: 1.2503098460816215e-05
Position 3748: 1.2429210401860918e-05
Position 3622: 1.2181704850521654e-05
Position 2837: 1.119480077035573e-05
Position 1127: 9.122802268578212e-06
Position 1670: 8.042054913006815e-06
Position 161: 7.370573139073537e-06
Position 1552: 6.525244018360878e-06
Position 1262: 5.001226806774083e-06
Position 268: 4.732119392672441e-06
Position 183: 4.332786187608828e-06
Position 863: 3.7993420388290267e-06
Position 1035: 3.6093480946985033e-06
Position 777: 3.540224254277537e-06
Position 172: 3.2815097839336936e-06
Position 330: 3.2501208025996365e-06
Position 325: 3.0819009287173294e-06
Position 647: 2.418385531512733e-06
Position 999: 1.756708595105753e-06
Position 1461: 1.6107459010567769e-06
Position 916: 1.5815461015253756e-06
Position 238: 1.2378282766649729e-06
Position 835: 1.0825125334489546e-06
Position 119: 1.0126412196802938e-06
Position 875: 8.783145710892097e-07
Position 537: 7.936476898647457e-07
Position 247: 7.907968588262432e-07
Position 750: 6.758443660198871e-07
Position 332: 5.760544652278398e-07
Position 340: 4.81835001119733e-07
Position 155: 4.4237938645339764e-07
Position 234: 3.866859028277362e-07
Position 663: 3.290793187087444e-07
Position 757: 2.649365616566566e-07
Position 125: 2.3877143773722893e-07
Position 360: 2.3450627857475783e-07
Position 616: 1.759607109876593e-07
Position 2081: 1.3900663398332564e-07
Position 139: 1.3266045781004618e-07
Position 167: 1.3219406466604895e-07
Position 747: 1.3218455564278126e-07
Position 872: 1.224748684759763e-07
Position 682: 1.1683343911813615e-07
Position 649: 1.142088928855883e-07
Position 92: 1.1154766434120189e-07
Position 394: 1.0226841196824498e-07
Position 724: 9.943067418148713e-08
Position 969: 7.033274762778051e-08
Position 499: 6.918597373345462e-08
Position 929: 2.492005696876583e-08
Position 1642: 1.8416551424178894e-08
Position 188: 5.012987539752771e-09
Position 348: 4.938640442381254e-09
Position 128: 1.2998068660674998e-09
Position 731: 3.715298408396552e-11
Position 77: 7.942327958555658e-12
Position 80: 1.0341506284306837e-12
