Gene = DR1
Position 10249: 0.00023855366065645727
Position 1504: 0.00020587085655051704
Position 4901: 0.0002035559522272638
Position 1591: 0.00019727254464821134
Position 2804: 0.00018441116822029636
Position 2717: 0.0001463849374798083
Position 875: 0.00014048491469330777
Position 10172: 0.00012238889767246853
Position 699: 0.00012122293392838906
Position 1408: 0.00010218627329939314
Position 1201: 9.044957443401828e-05
Position 151: 6.632088085741375e-05
Position 842: 5.368966035551299e-05
Position 999: 4.8126466103754076e-05
Position 4209: 4.53919018375296e-05
Position 28: 4.166366030353338e-05
Position 14: 3.694997302044002e-05
Position 848: 3.0738153941224916e-05
Position 231: 2.955746821056864e-05
Position 9568: 2.5069647408458115e-05
Position 26: 2.4664978413249054e-05
Position 2418: 2.2285955087384662e-05
Position 2559: 2.2098932011281575e-05
Position 107: 2.1759795313385115e-05
Position 1109: 2.1674993320708862e-05
Position 1120: 2.1094195075050695e-05
Position 5113: 1.6879502746041133e-05
Position 620: 1.6290528410196897e-05
Position 872: 1.4608484880800841e-05
Position 1529: 1.2765211943721412e-05
Position 253: 9.71661945769523e-06
Position 9453: 9.042375343034437e-06
Position 5841: 8.259382868235615e-06
Position 985: 6.649377984014518e-06
Position 4886: 4.829945925535173e-06
Position 930: 4.544425407484119e-06
Position 5144: 4.230263775198805e-06
Position 1080: 3.8036113503254027e-06
Position 377: 2.6079412860538155e-06
Position 519: 2.3354310904810326e-06
Position 987: 2.1952046545495185e-06
Position 5087: 1.9884903258858716e-06
Position 6755: 1.9762541430703912e-06
Position 5643: 1.4398437052780998e-06
Position 6488: 1.3166060495039825e-06
Position 462: 1.2769233390199765e-06
Position 6462: 1.1285597461147378e-06
Position 720: 1.1194963194106195e-06
Position 5876: 1.052903348702021e-06
Position 4121: 9.844491520208038e-07
Position 4497: 8.98504606668962e-07
Position 982: 5.934372227131728e-07
Position 4994: 5.377417636774106e-07
Position 5268: 5.225813170473224e-07
Position 163: 4.0711548111192707e-07
Position 702: 2.619442290396604e-07
Position 409: 2.2976241260305106e-07
Position 590: 1.2160314474964134e-07
Position 588: 5.789638469154309e-08
Position 173: 5.2742274948585135e-08
Position 769: 4.7838638594814044e-08
Position 1333: 8.26239902627919e-09
Position 187: 2.0111664056076225e-10
Position 77: 6.098376143839621e-11
Position 193: 2.2098479177700026e-11
Position 85: 1.8206214574146496e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8019: 0.8152662437096045
Position 4030: 0.6514054394158669
Position 3495: 0.5446857412303167
Position 9410: 0.5367893750057146
Position 14604: 0.3300949390525801
Position 12509: 0.28894680863949285
Position 7734: 0.2676551483913619
Position 1871: 0.25915491551235115
Position 801: 0.20441292254028437
Position 12934: 0.17668037370254971
Position 1766: 0.17617065629069725
Position 18552: 0.11440745760748965
Position 8053: 0.11248143966969512
Position 8773: 0.0962948023702144
Position 1145: 0.09430474769637409
Position 12872: 0.0928086130805306
Position 9720: 0.08211498546079185
Position 2660: 0.07858859818002262
Position 16968: 0.06349386691468482
Position 10003: 0.05437128006216954
Position 21554: 0.046576085769118376
Position 917: 0.043137475674561415
Position 13631: 0.04155065287961338
Position 3864: 0.03974324596645159
Position 4374: 0.03417865421321641
Position 1411: 0.03173351955658521
Position 9360: 0.030975288579162437
Position 8287: 0.02967591410367438
Position 4393: 0.02680298462997845
Position 11827: 0.025461400287866753
Position 11854: 0.024014905001970212
Position 18990: 0.023225300789317244
Position 3550: 0.02321663729573273
Position 1802: 0.021951900609863788
Position 9098: 0.021357730253533366
Position 3950: 0.021137471360735648
Position 3407: 0.020744635064607046
Position 1839: 0.020571237383063753
Position 17628: 0.02033830254838515
Position 1156: 0.020082872814020884
Position 11866: 0.019890241788321654
Position 3982: 0.01936265230236665
Position 15001: 0.01882778097099539
Position 4084: 0.017369718924055873
Position 1781: 0.017219693160556555
Position 9699: 0.015616083010619217
Position 12799: 0.014947085453538242
Position 8800: 0.012807559477821386
Position 16572: 0.010759801802145353
Position 2587: 0.008843252376909186
Position 19587: 0.008028853815319408
Position 15757: 0.008000394440738518
Position 597: 0.007819311424009566
Position 1821: 0.007664497380860487
Position 3829: 0.007607897678986546
Position 1503: 0.007318194128711021
Position 647: 0.007095927474949485
Position 3867: 0.006551407531874756
Position 10362: 0.006183810423916312
Position 2671: 0.006157753378687497
Position 1247: 0.005996134552120954
Position 9227: 0.0059602928455836585
Position 9843: 0.005727699645798148
Position 4036: 0.0056156055291217335
Position 8622: 0.00559161796618268
Position 8259: 0.005231494385636838
Position 15395: 0.004943776478325749
Position 1482: 0.004846168033780137
Position 13906: 0.004377990143284306
Position 1170: 0.004336964292791499
Position 6226: 0.004312004134112566
Position 14637: 0.004255562718479762
Position 1333: 0.004029234491312042
Position 13131: 0.003942671735474459
Position 8728: 0.0039291646582858
Position 13408: 0.0038499056896226227
Position 1374: 0.003792003850915326
Position 14873: 0.0037161820153348707
Position 3795: 0.0036638592402198763
Position 4062: 0.0036108346728660973
Position 1056: 0.0033305990658291647
Position 8681: 0.0033200432407752786
Position 13812: 0.0031406911939407616
Position 4321: 0.002669883285203972
Position 2626: 0.002563718859308757
Position 9502: 0.0024903667807844193
Position 5578: 0.002435512789613424
Position 10854: 0.0024354499438233495
Position 748: 0.0020646154354635776
Position 7863: 0.002016388807026319
Position 1080: 0.001990032897648377
Position 8864: 0.0019778705039387714
Position 7031: 0.0018017066075682203
Position 1344: 0.0017744543051905293
Position 9452: 0.0017738337583851692
Position 3663: 0.001644420132077785
Position 4441: 0.001584081818562552
Position 14460: 0.001561547863678546
Position 8423: 0.0015500448643997553
Position 1223: 0.0015284842198833408
Position 7932: 0.0012823192023462204
Position 1688: 0.0012688558071277075
Position 1200: 0.0011922152916700463
Position 1016: 0.0011879313798523086
Position 531: 0.0011406541107456909
Position 3413: 0.001070498977787492
Position 12230: 0.0010636525615651574
Position 730: 0.0010244538152786732
Position 1251: 0.0009157729152567406
Position 7761: 0.0009071875300398161
Position 1315: 0.0008381159996543661
Position 1413: 0.0006961698222716852
Position 1661: 0.0006809777038894287
Position 2499: 0.000658645690722424
Position 10388: 0.0006572691061302112
Position 827: 0.0006232107783248714
Position 10878: 0.0006040113802878932
Position 7801: 0.0005963787710133757
Position 8427: 0.0005834062391158596
Position 8733: 0.0005610011474014927
Position 11097: 0.0005381075170601154
Position 6730: 0.0005357451801707251
Position 1666: 0.0005265108666600985
Position 6445: 0.0005239248620848408
Position 4048: 0.000482762150974269
Position 11873: 0.0004801364438347819
Position 3434: 0.00047404580411322363
Position 803: 0.00047085731264459146
Position 8804: 0.0004700094050765301
Position 8472: 0.00046176759590016474
Position 3349: 0.0004413884866643464
Position 10223: 0.00041319433138337986
Position 8969: 0.00041045051049822716
Position 1350: 0.00040412037634867363
Position 5264: 0.0003849290087293206
Position 510: 0.000338357220378064
Position 1096: 0.0003245454670316525
Position 5319: 0.0003235445023609694
Position 9655: 0.00031439904206217225
Position 4519: 0.00029944533364705146
Position 1100: 0.00028204851992076336
Position 1589: 0.000265535492847009
Position 3114: 0.0002628925795180715
Position 1112: 0.0002480755694181468
Position 10368: 0.0002480550690371068
Position 4777: 0.0002442866669340936
Position 8906: 0.00023351283583503688
Position 8819: 0.00023282565516042952
Position 868: 0.0002229783931454729
Position 5732: 0.0002168587223012487
Position 962: 0.00021581931472646195
Position 671: 0.00020539179658155243
Position 12643: 0.0002025530951838783
Position 1584: 0.00018602229342736548
Position 1441: 0.000176353378091489
Position 2440: 0.00016052977389976564
Position 7617: 0.0001465250236072481
Position 1285: 0.00014493393114471665
Position 9924: 0.00014251821380739562
Position 2696: 0.00013793536596175079
Position 949: 0.00013566624586441373
Position 1295: 0.00012179853181470592
Position 977: 0.0001195113531026137
Position 1873: 0.0001149291997752119
Position 1184: 0.00011160073924392923
Position 866: 9.871307389713584e-05
Position 12827: 9.78117047495221e-05
Position 1205: 9.667159141740004e-05
Position 12408: 9.561998490901064e-05
Position 1950: 9.324410241179717e-05
Position 12295: 8.848039224272871e-05
Position 8946: 8.268089539632886e-05
Position 8291: 7.462223188266612e-05
Position 3053: 7.287104192186232e-05
Position 4401: 6.891629040857015e-05
Position 609: 6.533527098151889e-05
Position 11727: 6.038240272477525e-05
Position 702: 5.75164439596759e-05
Position 1307: 5.614823001364324e-05
Position 3194: 5.325264639885024e-05
Position 2261: 5.1581927972893826e-05
Position 8315: 4.623655116388696e-05
Position 9601: 4.115831136357531e-05
Position 3738: 4.075740106706903e-05
Position 3690: 3.687700122252954e-05
Position 447: 3.614941293620847e-05
Position 1370: 3.4616279898445304e-05
Position 588: 2.892723743575397e-05
Position 946: 2.677871498606294e-05
Position 605: 2.6095893964553967e-05
Position 1116: 2.4684368762970002e-05
Position 3753: 2.0325865471202462e-05
Position 2506: 1.9437138541701925e-05
Position 2554: 1.8981981730395735e-05
Position 7517: 1.7864748250596605e-05
Position 7051: 1.4007065658929923e-05
Position 4108: 1.302531600304679e-05
Position 964: 1.1317416373101869e-05
Position 925: 1.1275125509206186e-05
Position 5574: 1.0875356361588613e-05
Position 420: 9.49586044699536e-06
Position 470: 7.939471895514967e-06
Position 685: 6.21661514510229e-06
Position 982: 5.861900524236581e-06
Position 752: 5.22976207545824e-06
Position 5267: 4.931893585860872e-06
Position 4804: 4.735708167707426e-06
Position 450: 4.544545118536892e-06
Position 4954: 3.6550662458004248e-06
Position 742: 3.631234448702885e-06
Position 1021: 2.869168128504252e-06
Position 829: 2.785451211966811e-06
Position 199: 2.688570480525725e-06
Position 2178: 2.5014775634012142e-06
Position 699: 2.3115914679815317e-06
Position 3756: 2.3112045843999597e-06
Position 4432: 2.2948890691295214e-06
Position 2313: 2.1812185507664917e-06
Position 3684: 2.1526158219866003e-06
Position 202: 2.0440984296500844e-06
Position 6596: 1.976254143070391e-06
Position 424: 1.2076012196569212e-06
Position 1024: 1.1964095508698944e-06
Position 333: 1.1220540222776761e-06
Position 710: 1.003674586825339e-06
Position 1009: 9.33366044590678e-07
Position 173: 7.449884465880706e-07
Position 2590: 6.641117277356076e-07
Position 2645: 6.601333424247449e-07
Position 260: 5.778784128485459e-07
Position 4864: 2.2918193673549912e-07
Position 180: 1.7011799691456657e-07
Position 1229: 1.4806708844062072e-07
Position 5010: 1.4611319589299028e-07
Position 712: 1.1510974968775244e-07
Position 458: 1.000749066480699e-07
Position 238: 9.187119455453457e-08
Position 3090: 8.634262314019413e-08
Position 307: 7.705419928550872e-08
Position 1187: 7.301781668230396e-08
Position 377: 2.829134150217523e-08
Position 313: 1.351724958435654e-08
Position 133: 1.2250655100890363e-08
Position 220: 1.118934397250602e-08
Position 372: 1.107875734742516e-08
Position 431: 9.682202537676927e-09
Position 2756: 9.439627034593964e-09
Position 2547: 9.17184431722113e-09
Position 2451: 8.664086777475101e-09
Position 335: 8.271771606100334e-09
Position 214: 3.744960597916809e-09
Position 720: 3.7169462831283558e-09
Position 208: 3.532976938799687e-09
Position 275: 2.289785407128485e-09
Position 4404: 2.2573600425585428e-09
Position 1698: 9.551134064722018e-10
Position 340: 1.3414918435060675e-10
