Gene = CENPH
Position 9770: 0.0003103019681870871
Position 6739: 0.0003022321605344088
Position 644: 0.0003022293901025492
Position 5542: 0.0002809456591012262
Position 10044: 0.000264084631599089
Position 6884: 0.00025730954050260594
Position 8039: 0.00025202558649407847
Position 5177: 0.00021971435944799744
Position 765: 7.285983041365817e-05
Position 435: 5.690106653989371e-05
Position 668: 3.673758999007259e-05
Position 333: 3.594613722247314e-05
Position 56: 3.5008807134446716e-05
Position 1689: 2.058012801703022e-05
Position 1592: 1.736060487300137e-05
Position 1486: 1.496969545596327e-05
Position 445: 1.364517659236374e-05
Position 1278: 1.1806359505199903e-05
Position 1566: 1.1005675510207352e-05
Position 2170: 1.014669881667255e-05
Position 357: 7.992370669795477e-06
Position 457: 4.423322643496638e-06
Position 2293: 3.5395432000038952e-06
Position 188: 2.6638219991613882e-06
Position 522: 2.5365259715469775e-06
Position 2193: 2.4788353529313824e-06
Position 494: 1.8742120073152898e-06
Position 224: 1.0851547533746891e-06
Position 263: 1.0843468640592285e-06
Position 48: 1.0160835029908888e-06
Position 61: 8.022688108127055e-07
Position 9: 2.251531097416308e-07
Position 18: 1.2789852965133357e-07
Position 260: 4.800381095462648e-08
Position 944: 3.296961097382546e-08
Position 924: 2.887701971421644e-08
Position 914: 2.033865786539806e-08
Position 942: 1.9436894684478e-08
Position 763: 1.7992611199052094e-08
Position 840: 1.6432186651316447e-08
Position 620: 1.127488229263214e-09
Position 1547: 6.325907547225283e-10
Position 646: 1.478658287402583e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7504: 0.9671308976308579
Position 12957: 0.8594380200247227
Position 18647: 0.8476879905611036
Position 20158: 0.7864642670382813
Position 6168: 0.48271264081221343
Position 5098: 0.34766297615206465
Position 12753: 0.326330064434021
Position 2246: 0.23930944415291783
Position 12806: 0.20206367220604024
Position 10071: 0.18307071443381212
Position 5052: 0.18270224133973845
Position 19270: 0.1597338860882214
Position 5399: 0.15761891990274518
Position 6090: 0.12270772497011802
Position 2152: 0.0913924744243707
Position 15997: 0.06333070824081288
Position 529: 0.06127992975496277
Position 20474: 0.05286535119834652
Position 585: 0.04372581186792133
Position 9837: 0.029457042783387618
Position 2363: 0.02940596017823496
Position 6618: 0.02872913431321685
Position 9811: 0.02211151011919342
Position 8800: 0.02145671113660364
Position 8776: 0.02085938339511075
Position 665: 0.017076613117251956
Position 13370: 0.016519072043934803
Position 13108: 0.010954620925429759
Position 11825: 0.008899946655967545
Position 5433: 0.008498869570350884
Position 5071: 0.008191322713788881
Position 2525: 0.008137944329636049
Position 9655: 0.007508273855598495
Position 608: 0.006581158996169339
Position 5221: 0.006537053456050494
Position 2012: 0.005642311144447957
Position 7415: 0.005574377287694822
Position 6739: 0.004991575871079016
Position 13250: 0.004753414019863104
Position 9651: 0.0047462359295070596
Position 13219: 0.004565831251026744
Position 20224: 0.004027166595283026
Position 6418: 0.0038784770680970154
Position 16017: 0.003723290240885146
Position 2418: 0.0033851124126265467
Position 6848: 0.003359798487512537
Position 20344: 0.002924337272231349
Position 19241: 0.002824494285119695
Position 2359: 0.002801308763841332
Position 11847: 0.0027269006945385187
Position 10316: 0.0025872901811305254
Position 1641: 0.0025367070163489795
Position 10275: 0.0024253216534411226
Position 326: 0.0024238411685068946
Position 7694: 0.0023699361158835445
Position 611: 0.0021836292720084057
Position 7487: 0.0020820019008122533
Position 637: 0.0018569804255006348
Position 6471: 0.0017754599096480462
Position 13607: 0.0015160524973550458
Position 1716: 0.0013644067055912877
Position 5243: 0.0013633872473066918
Position 19432: 0.0012841984475275919
Position 11465: 0.001266553483336417
Position 2991: 0.0011380981678489684
Position 11491: 0.001068188658834602
Position 19289: 0.0010379474018135126
Position 19726: 0.000971875739670379
Position 6721: 0.0009303205436999228
Position 9725: 0.000922663208840372
Position 7705: 0.0009186584446742117
Position 20444: 0.0008700016979524211
Position 20122: 0.0008655989436577319
Position 14577: 0.0008583658381654832
Position 473: 0.0008507366906654923
Position 17379: 0.0008178032873861622
Position 19046: 0.0008133253648075641
Position 2117: 0.0007375963459792606
Position 6642: 0.0007114265800930537
Position 17665: 0.0007002743485143408
Position 1506: 0.0006508108961927658
Position 8698: 0.0006470834651241302
Position 10212: 0.0006410752057964083
Position 2641: 0.0005994892435686999
Position 8735: 0.000576775889609514
Position 1681: 0.0005735896886830055
Position 13472: 0.0005646922706683338
Position 4633: 0.0005068981038062539
Position 1601: 0.0004751958007977677
Position 18856: 0.0004254510564742268
Position 7672: 0.0004252817960036618
Position 2164: 0.00041493642364142763
Position 16679: 0.00039841476465122405
Position 15391: 0.0003904214226159417
Position 476: 0.00038064403622021283
Position 2828: 0.00037120051582380736
Position 1024: 0.000371128326507704
Position 8843: 0.00034614467967928925
Position 13449: 0.00034492772095603145
Position 9321: 0.00033530178096492986
Position 17686: 0.00031932536419171115
Position 378: 0.00028387706248840045
Position 7924: 0.0002750775802155671
Position 2327: 0.0002618598054580421
Position 19729: 0.00025524721051252576
Position 13646: 0.0002386296194232196
Position 13664: 0.00023690131991748194
Position 2739: 0.00021438314578333228
Position 19482: 0.00020486926872930177
Position 6599: 0.00020003767937686338
Position 243: 0.00018836639063576823
Position 7713: 0.00018001567056519222
Position 16181: 0.0001540612928092876
Position 2027: 0.00014706139968875053
Position 18912: 0.00014204192215825268
Position 11705: 0.00014043441012511536
Position 17035: 0.00013749994998802587
Position 2439: 0.00013177346816566838
Position 2531: 0.00013049645624790582
Position 2901: 0.00012034637859539007
Position 2381: 0.00011369027917356905
Position 15415: 0.00011337038815152438
Position 14367: 0.00010432965369369796
Position 715: 9.737647979616566e-05
Position 292: 9.086411679403496e-05
Position 14777: 8.937194312572682e-05
Position 9518: 8.205883041388359e-05
Position 15102: 7.999422723462407e-05
Position 14952: 7.823885356448853e-05
Position 13642: 7.77642931085376e-05
Position 17825: 7.647180230910177e-05
Position 19154: 7.567492167405525e-05
Position 15706: 7.166500860366723e-05
Position 545: 6.574780010962677e-05
Position 2055: 5.7658315574391044e-05
Position 16985: 5.592038862974646e-05
Position 363: 5.124480504189259e-05
Position 16728: 4.315066556791242e-05
Position 7189: 4.20599900264219e-05
Position 14648: 4.0821154473577173e-05
Position 881: 3.407112619879042e-05
Position 15725: 3.323696465419502e-05
Position 8555: 3.0739138816120035e-05
Position 17353: 3.065167843838889e-05
Position 7169: 3.0251604653508922e-05
Position 809: 2.909408036104724e-05
Position 13843: 2.9084257968729418e-05
Position 912: 2.854480899164863e-05
Position 1472: 2.809589162922749e-05
Position 7360: 2.7840715661610852e-05
Position 14005: 2.650274030132425e-05
Position 11208: 2.5339227756267394e-05
Position 1650: 2.3176103151336454e-05
Position 8038: 1.9428313598050422e-05
Position 16344: 1.9157533935756197e-05
Position 15993: 1.614435541176344e-05
Position 853: 1.5165260958946055e-05
Position 976: 1.480995161056176e-05
Position 289: 1.3376793690424888e-05
Position 680: 1.3299398356829852e-05
Position 1834: 1.2552894550663527e-05
Position 7206: 1.2012912169990669e-05
Position 1733: 1.1531110761389869e-05
Position 5841: 1.1022116631194937e-05
Position 11065: 9.768930440103958e-06
Position 435: 8.524276560558154e-06
Position 801: 7.792487313085993e-06
Position 1104: 6.896990199956739e-06
Position 1818: 6.566335248961599e-06
Position 9497: 5.7980060991038645e-06
Position 298: 5.130310730208684e-06
Position 7725: 3.83528697389477e-06
Position 563: 3.545298236436345e-06
Position 868: 2.6390601706662948e-06
Position 8399: 2.5790021041971048e-06
Position 9093: 2.3411884603693138e-06
Position 9023: 2.265693187637281e-06
Position 987: 1.9806031772893915e-06
Position 1100: 1.7972153141971835e-06
Position 862: 1.3319990234330628e-06
Position 440: 1.3231122910409232e-06
Position 385: 1.2706256634122808e-06
Position 412: 1.1516364321354835e-06
Position 8635: 1.0321853118122347e-06
Position 8395: 1.0090483387864402e-06
Position 13119: 9.402638362851579e-07
Position 13252: 9.050458412523173e-07
Position 2278: 5.639554761278434e-07
Position 457: 3.258095907979718e-07
Position 2103: 3.0597755570761505e-07
Position 7290: 2.862409198732503e-07
Position 2093: 2.584802349947212e-07
Position 559: 2.8477723009355204e-08
Position 254: 2.4700053146363836e-08
Position 220: 1.8132736588409317e-08
Position 84: 8.597359135331274e-09
Position 777: 5.001855262684862e-09
Position 138: 2.8581489046749222e-09
Position 182: 2.804921015888277e-09
Position 167: 2.28581555932435e-09
Position 388: 1.917663265541564e-09
Position 431: 8.710386105257709e-10
Position 445: 8.092661625455488e-10
Position 144: 6.425509398177266e-10
Position 410: 5.190629771036399e-10
Position 1228: 4.902679531195795e-10
Position 408: 4.660565715186438e-10
Position 420: 4.5065783431933184e-10
Position 193: 3.030130486966793e-10
Position 452: 2.5139797675477036e-10
Position 98: 2.4170735921637765e-10
Position 722: 2.220560688169671e-10
Position 927: 1.473655857054691e-10
Position 547: 1.2306042547120601e-10
Position 390: 1.1070547622370277e-10
Position 153: 8.847267863631881e-11
Position 92: 5.833069449997294e-11
Position 693: 4.3707584754072126e-11
Position 104: 3.5009533038878005e-11
Position 197: 4.126871093675021e-12
Position 719: 2.9716001033398686e-12
Position 725: 1.855620623168955e-12
Position 111: 1.6253689948200807e-12
Position 122: 1.4834983342576034e-12
Position 95: 1.1198878297589748e-12
