Gene = NUDCD2
Position 5882: 0.0001778595338217069
Position 4372: 0.00017554631026025017
Position 1360: 0.00017033052662995956
Position 6633: 0.00016976033502042948
Position 3337: 0.00016300545326091592
Position 3856: 0.0001586225324841011
Position 1264: 0.00015850808431357554
Position 3456: 0.0001517938816650322
Position 4545: 0.0001491099106024231
Position 7304: 0.00013956015596164003
Position 5134: 0.00013747265097387466
Position 1064: 0.00013020871249194157
Position 7377: 0.00012932760989145108
Position 5447: 0.00012735479100621904
Position 1340: 0.00012643308345585257
Position 1750: 0.00012340165130724168
Position 2444: 0.00012197544614449896
Position 597: 0.00012152498567157918
Position 555: 0.00011967790957432374
Position 3110: 9.997614269909388e-05
Position 1874: 9.360233201098702e-05
Position 546: 9.343330530145915e-05
Position 982: 8.075515297972658e-05
Position 1157: 8.024400537582977e-05
Position 4116: 8.004389065935617e-05
Position 6028: 7.701395376552639e-05
Position 5964: 7.650301172879049e-05
Position 3876: 7.04406063042722e-05
Position 221: 6.503835180174906e-05
Position 5192: 6.497598060763424e-05
Position 926: 6.407637249691045e-05
Position 1252: 6.19944089293952e-05
Position 2683: 5.972259217470034e-05
Position 670: 5.306573620949172e-05
Position 410: 5.3045243949152075e-05
Position 2421: 5.070591674492282e-05
Position 4707: 4.854199702878029e-05
Position 3736: 4.5264237876935616e-05
Position 3967: 4.470194081713342e-05
Position 1789: 4.4659395627833256e-05
Position 4571: 4.446835366207789e-05
Position 4794: 3.909186397099644e-05
Position 6227: 3.9083655766095e-05
Position 2926: 3.8487526694467695e-05
Position 1100: 3.436220460487182e-05
Position 1904: 3.327226800167377e-05
Position 4045: 3.197414953174505e-05
Position 627: 3.08377995065246e-05
Position 3497: 2.3934802568112067e-05
Position 3436: 2.0340818678421677e-05
Position 387: 1.9522839507039776e-05
Position 1208: 1.91763879859016e-05
Position 1218: 1.747980273180868e-05
Position 1181: 1.7241547513604763e-05
Position 802: 1.6309273861617743e-05
Position 1910: 1.4656583014997201e-05
Position 953: 1.4548362479858048e-05
Position 1240: 1.3393730388379403e-05
Position 426: 1.3120410062630004e-05
Position 1127: 1.2990379882085452e-05
Position 3888: 1.2896631611599678e-05
Position 799: 1.1583840527410813e-05
Position 3746: 9.263619255194719e-06
Position 680: 8.845377204743082e-06
Position 170: 8.070720095764464e-06
Position 749: 3.0664354144937265e-06
Position 702: 2.9931296497845643e-06
Position 932: 2.912828914033611e-06
Position 1023: 2.562493166244478e-06
Position 1519: 2.189462556627981e-06
Position 654: 2.052230338575198e-06
Position 167: 1.8803491198621627e-06
Position 3865: 1.4731799380524337e-06
Position 1819: 1.2489489771880016e-06
Position 834: 8.840568735252491e-07
Position 944: 8.11159215999063e-07
Position 791: 7.94507871760089e-07
Position 729: 4.890372155955056e-07
Position 269: 4.406531225694028e-07
Position 474: 3.529801483653506e-07
Position 471: 3.2311773744825004e-07
Position 986: 3.0670492344065844e-07
Position 278: 2.4453321084513764e-07
Position 634: 1.9524045297329207e-07
Position 741: 1.7482028025060286e-07
Position 708: 1.6576774480426125e-07
Position 720: 1.5717265390751386e-07
Position 389: 6.414718914805201e-08
Position 1455: 5.7866396712066695e-08
Position 612: 3.876516982169954e-08
Position 107: 3.299131282894346e-08
Position 288: 2.2894858067513153e-08
Position 235: 1.9963570313036485e-08
Position 282: 1.3316003437589378e-08
Position 110: 1.1085528075509754e-08
Position 731: 9.065491244871092e-09
Position 601: 8.02946162601155e-09
Position 393: 6.9615762721137434e-09
Position 831: 5.748085889577534e-09
Position 1633: 5.297392539234645e-09
Position 640: 2.6451011824079e-09
Position 722: 2.365197314058275e-09
Position 115: 1.616022919026876e-09
Position 632: 1.3291501000460369e-09
Position 685: 5.52956238439197e-10
Position 395: 4.71179578369006e-10
Position 428: 4.5805767116502876e-10
Position 79: 1.6658640922360063e-13
