Gene = HHLA3
Position 2658: 1.4861042214333804e-06
Position 41: 1.4315110810321642e-06
Position 1618: 1.2648881094080477e-06
Position 358: 1.142138344295731e-06
Position 39: 1.0134698467985505e-06
Position 140: 9.5226327829582e-07
Position 1454: 4.062765887598657e-07
Position 1603: 3.640862361081794e-07
Position 620: 2.951474405748568e-07
Position 268: 1.9498089325672425e-07
Position 470: 1.9197624093993385e-07
Position 447: 5.742181756251355e-08
Position 450: 5.4322724089365954e-08
Position 408: 4.5260238293205066e-08
Position 243: 4.4400779866098296e-08
Position 2862: 3.55823049730065e-08
Position 2922: 1.869765905582049e-08
Position 298: 1.5584789175657837e-08
Position 2544: 1.2428743589224718e-08
Position 2443: 1.0918603005090035e-08
Position 936: 9.277716171779805e-09
Position 459: 7.887458901285125e-09
Position 2108: 7.667045129040731e-09
Position 2231: 6.4099419766082725e-09
Position 2987: 5.608653912396976e-09
Position 637: 4.7852078990838785e-14
Position 798: 3.013191717597963e-14
Position 440: 8.024904819209743e-15
Position 643: 6.18825431527859e-15
Position 502: 3.752575213859049e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 11638: 0.7657389895201017
Position 11340: 0.5884054665902745
Position 6987: 0.3872253019574044
Position 12811: 0.1540664737116546
Position 12886: 0.09966226620523641
Position 12127: 0.09371509849892287
Position 11588: 0.09335280316405095
Position 2522: 0.07163534543130572
Position 8878: 0.06677170513203673
Position 11607: 0.058256380504513317
Position 11922: 0.0547000653275202
Position 8078: 0.03965518893817009
Position 10927: 0.037122764191684976
Position 234: 0.03661091050529561
Position 8788: 0.03401634733587548
Position 5494: 0.03373738851769322
Position 10945: 0.03292660477697684
Position 12018: 0.022321315215692902
Position 9048: 0.021982892948575247
Position 2543: 0.020672910785664817
Position 5458: 0.019874074988590694
Position 13076: 0.018630772065759357
Position 12610: 0.01677019693501343
Position 5664: 0.016711174432511865
Position 12539: 0.01569589551280151
Position 2498: 0.013924941240555334
Position 8823: 0.013227043637394513
Position 10990: 0.011000288846750842
Position 4525: 0.008992429499084624
Position 12168: 0.008751244786131152
Position 12268: 0.00865575713493047
Position 2815: 0.008249674715297303
Position 7257: 0.00819648392270209
Position 8926: 0.008154375807883547
Position 13028: 0.00775242572587454
Position 665: 0.0076363335358275745
Position 5431: 0.007557997974978692
Position 9591: 0.007292310672122611
Position 4575: 0.005620609641005648
Position 3705: 0.005555097729144234
Position 12531: 0.005518128193352225
Position 3260: 0.005039686323937647
Position 9648: 0.004614742549843515
Position 2607: 0.00450653015503708
Position 12757: 0.004378928257037294
Position 643: 0.004069995684524795
Position 5553: 0.004015647181553527
Position 9192: 0.0034893108554297503
Position 8031: 0.002788544479235784
Position 12070: 0.0023120042908602294
Position 5612: 0.0020741661734005284
Position 3899: 0.00194462751686559
Position 545: 0.001735648467250392
Position 3848: 0.0017015740912190204
Position 6725: 0.001687708659973356
Position 4498: 0.001382971139428329
Position 12664: 0.0013638745600909412
Position 5545: 0.001242105176653692
Position 12816: 0.001229844187393295
Position 5498: 0.0012202154372792863
Position 2339: 0.0012045461483476095
Position 12829: 0.0011396576115620827
Position 10590: 0.0010995651743489778
Position 3731: 0.0010631621178523796
Position 11875: 0.0010353220373258316
Position 1677: 0.0009923019544218416
Position 5596: 0.000925098392612725
Position 3075: 0.0009186939867635473
Position 7431: 0.000917751958861978
Position 9719: 0.0009143553220087315
Position 1495: 0.0008728057485690177
Position 2667: 0.0008686717179878069
Position 2709: 0.0008546318528408698
Position 869: 0.0008042615357219585
Position 7078: 0.0007929588700268319
Position 5586: 0.0007890683153945758
Position 7556: 0.0007459148235455465
Position 8002: 0.0007260043826261318
Position 6944: 0.0006815252240585408
Position 2955: 0.0006432810337878667
Position 8609: 0.0006353374723530673
Position 11068: 0.0006258903766129644
Position 5052: 0.0005962724518631565
Position 6704: 0.0005947114477399896
Position 603: 0.0005668448064554815
Position 2610: 0.0005392021608264156
Position 3874: 0.0005226847710921636
Position 2628: 0.0005072740794645091
Position 204: 0.0004965050940822651
Position 1991: 0.0004674255537976809
Position 5532: 0.00045256688719555487
Position 564: 0.0004458153221187181
Position 5471: 0.0003909957039494963
Position 2592: 0.0003867420801735538
Position 6533: 0.0003777964845071679
Position 8676: 0.00037398734570802806
Position 1810: 0.0003231730630058519
Position 4137: 0.00032251387793902434
Position 4616: 0.00031172488189187483
Position 2550: 0.0002950736643771084
Position 10132: 0.0002937069731206986
Position 2558: 0.0002849998273041048
Position 257: 0.0002769768187494476
Position 4840: 0.00025687993550648153
Position 2360: 0.00023764326034627283
Position 5823: 0.00021399512062204753
Position 6680: 0.0002137447706152654
Position 2324: 0.00018213543017447123
Position 3981: 0.00017108027787935605
Position 1634: 0.000167586581063631
Position 8056: 0.00015786015532025748
Position 3473: 0.00015783212171507002
Position 8642: 0.0001532398516134434
Position 1517: 0.00015097255468748448
Position 5186: 0.00014904626968199262
Position 7336: 0.0001441775126984717
Position 2041: 0.00014164044495712673
Position 4685: 0.00013243075748004584
Position 2698: 0.0001312498385631232
Position 2575: 0.00012877915739685272
Position 2788: 0.00012571459596523582
Position 680: 0.00012381781141233394
Position 1422: 0.00011622892734005086
Position 2344: 0.00011142564281711097
Position 5196: 9.719675279250564e-05
Position 1225: 8.950184838093855e-05
Position 7215: 8.932923217729269e-05
Position 3256: 8.814141105624698e-05
Position 2911: 8.353318016552021e-05
Position 1259: 7.999919103726124e-05
Position 11669: 6.620509911810467e-05
Position 4332: 6.119418328369249e-05
Position 5741: 5.7143456996709164e-05
Position 1348: 5.539577189286887e-05
Position 314: 5.505643143444002e-05
Position 5583: 5.2583459057696906e-05
Position 4747: 5.253903222873792e-05
Position 6184: 4.8318241071368834e-05
Position 3707: 4.193540280825638e-05
Position 1159: 4.090036085231225e-05
Position 7302: 3.97328988899227e-05
Position 3917: 3.9291715626088865e-05
Position 3421: 3.384163452768798e-05
Position 935: 3.366794689148067e-05
Position 1307: 3.331712231955776e-05
Position 4199: 3.2218798603007924e-05
Position 613: 2.4999401641222e-05
Position 4781: 2.4631310146236728e-05
Position 3049: 2.4388852705841074e-05
Position 6860: 2.3447609963131417e-05
Position 2640: 2.2687887240841643e-05
Position 1962: 2.256861129680499e-05
Position 507: 1.994713257222387e-05
Position 4981: 1.9895426107488204e-05
Position 454: 1.9127587869973544e-05
Position 440: 1.8991001886025263e-05
Position 1371: 1.8157592926901874e-05
Position 4940: 1.6259358699915807e-05
Position 206: 1.5563757871139648e-05
Position 6108: 1.5226000417211546e-05
Position 2169: 1.3184937096544249e-05
Position 1268: 1.1943709626592421e-05
Position 2260: 1.1539351735567248e-05
Position 798: 6.888354665914074e-06
Position 2224: 6.35339160690718e-06
Position 1022: 5.212837258783929e-06
Position 3307: 4.603593544611824e-06
Position 1550: 3.4178645432584668e-06
Position 1025: 2.908757229360329e-06
Position 2315: 2.3908511434775705e-06
Position 1076: 1.8140384287982963e-06
Position 1446: 1.4911571444979732e-06
Position 716: 1.3578387571666256e-06
Position 1117: 1.3460241023519732e-06
Position 2052: 1.3131412942537372e-06
Position 1969: 1.3052445664883034e-06
Position 3081: 1.2886063846192727e-06
Position 214: 1.0704451910398678e-06
Position 606: 8.610180137815036e-07
Position 1933: 8.352003108391125e-07
Position 251: 8.004872881222422e-07
Position 349: 4.957269013689285e-07
Position 2373: 4.801345906725446e-07
Position 2774: 4.785281886515067e-07
Position 3634: 3.780202237499623e-07
Position 1895: 3.7643146621550674e-07
Position 390: 3.569809396534671e-07
Position 423: 3.46201687716518e-07
Position 3559: 3.4235843789443577e-07
Position 259: 3.4082584913080157e-07
Position 287: 3.25787644500956e-07
Position 2873: 2.7600932869481344e-07
Position 318: 2.5714016831225193e-07
Position 725: 2.422427135381182e-07
Position 571: 2.3184009621752462e-07
Position 331: 1.7413575473393637e-07
Position 194: 1.0327259496176767e-07
Position 2790: 6.913216775056132e-08
Position 447: 8.441986549172631e-09
Position 518: 5.630158848765199e-09
Position 587: 5.555540553847967e-09
Position 459: 3.0728496685754496e-09
Position 374: 3.0271358335449278e-09
Position 475: 2.434690703089237e-09
Position 468: 2.296225724841143e-09
Position 1501: 2.2656480197666935e-09
Position 337: 2.1915938026577254e-09
Position 395: 1.8850475739488924e-09
Position 366: 1.8215330883411235e-09
Position 1374: 1.4543803619282379e-09
Position 134: 1.4304096128863197e-09
Position 1450: 1.0804516413713614e-09
Position 525: 9.277283783050786e-10
Position 1367: 9.248011843962052e-10
Position 268: 9.204175988876524e-10
Position 465: 8.414303600587022e-10
Position 737: 5.035552281713879e-10
Position 427: 3.121957891380258e-10
Position 361: 2.935429750538016e-10
Position 520: 1.8172482511018576e-10
Position 403: 1.0750876875428845e-10
Position 353: 8.021072610788638e-11
Position 573: 7.754949439878824e-11
Position 470: 6.868704342103932e-11
Position 364: 2.5840450829753338e-11
