Gene = ATOX1
Position 362: 8.959113587793586e-08
Position 770: 8.557960274828073e-08
Position 251: 6.457237140805423e-09
Position 585: 5.1293693114464494e-09
Position 721: 3.159332707562896e-10
Position 1529: 8.54503712754013e-12
Position 1527: 6.481379273419742e-13
Position 1469: 5.475765950667739e-13
Position 1399: 5.382600134269797e-13
Position 1546: 1.7244960313330643e-13
Position 1522: 1.0332336209229825e-13
Position 1467: 9.205869329219734e-14
Position 670: 3.784532295324977e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 26082: 0.9791015321882588
Position 20752: 0.9316707887556024
Position 13472: 0.7317963101132824
Position 29572: 0.5765648226502442
Position 13752: 0.5694085604633644
Position 16820: 0.32576672765006354
Position 13780: 0.304018247401496
Position 6768: 0.2004538996794051
Position 24189: 0.08630975345442947
Position 27687: 0.08121945097936248
Position 18956: 0.07434459961611585
Position 6174: 0.07412539118624303
Position 13513: 0.06265332456904094
Position 27015: 0.057905161563429106
Position 20718: 0.05753284612088794
Position 11888: 0.053597299783571924
Position 28311: 0.052258097281023805
Position 27580: 0.05037806747581462
Position 14490: 0.04699891047158568
Position 4236: 0.04176376799120878
Position 27082: 0.039672947677711554
Position 28052: 0.03784406001582341
Position 1377: 0.03678839627152831
Position 10597: 0.03404143813492498
Position 27472: 0.031008314708109837
Position 29239: 0.030667390617881072
Position 28599: 0.02929716972628722
Position 29533: 0.028516434223040225
Position 18527: 0.025526151029536502
Position 25853: 0.02426360245138691
Position 19740: 0.02387793173353415
Position 22322: 0.02196315655895915
Position 27757: 0.02170253686048478
Position 13405: 0.019577232683205076
Position 29450: 0.01923896677332225
Position 18637: 0.01797799137881338
Position 13443: 0.017831911874516423
Position 1653: 0.017561828989415443
Position 638: 0.01670334913154673
Position 4212: 0.015092874361729802
Position 14993: 0.0140935432854291
Position 21282: 0.013828163675963087
Position 6695: 0.013826036902014342
Position 26968: 0.01346829016001958
Position 28503: 0.012383691271890164
Position 14783: 0.011386440928156133
Position 15071: 0.010509981594573062
Position 20187: 0.01041932871684462
Position 29599: 0.01033690842004342
Position 22220: 0.010249288293329701
Position 22053: 0.010021528673540149
Position 24575: 0.009863767497742267
Position 28083: 0.009852451909334306
Position 22025: 0.009335561456813284
Position 28920: 0.009298547102653942
Position 677: 0.008417018676994424
Position 28398: 0.008060872063573666
Position 779: 0.007173033263668358
Position 1976: 0.006343447020102419
Position 25945: 0.006179419861295193
Position 21027: 0.006058791878844314
Position 14800: 0.005763280822889133
Position 22142: 0.005439339568096143
Position 28336: 0.005062043640901121
Position 10617: 0.0049154060316305365
Position 785: 0.0048259308156347385
Position 20755: 0.004817685148821824
Position 27038: 0.004535080316720922
Position 6556: 0.0044398906913000625
Position 26606: 0.004198702277737636
Position 20980: 0.003909254410379648
Position 24536: 0.003848999682499611
Position 29193: 0.003556912711657302
Position 6523: 0.003441215226745198
Position 5334: 0.0034065421572164988
Position 24097: 0.0032007564043546755
Position 21753: 0.002948118029808441
Position 28974: 0.0027528628611528626
Position 29493: 0.0025425285744040925
Position 691: 0.0024440125386870066
Position 24102: 0.002400539791477774
Position 29675: 0.00237237305079877
Position 4217: 0.0023470005948005674
Position 22264: 0.0015214624499698467
Position 4959: 0.0014678647229481865
Position 4376: 0.0014545481709590867
Position 29603: 0.0013743574370028606
Position 21493: 0.001332068856929172
Position 27803: 0.0013003759612560172
Position 25342: 0.00126892598899025
Position 21613: 0.001250849298876168
Position 28996: 0.0011352119860379133
Position 27292: 0.0010887714348200598
Position 26907: 0.0008589982809408037
Position 3759: 0.0008470547763110261
Position 6273: 0.0008289472011921992
Position 6207: 0.0008161442493135271
Position 26491: 0.000776539922803186
Position 6245: 0.0007243398413291813
Position 27767: 0.0007180581237346148
Position 1623: 0.0006482108688524259
Position 1492: 0.000641238506933298
Position 21439: 0.000605036764018307
Position 6505: 0.0005291038770476621
Position 247: 0.0005197374699959161
Position 2948: 0.0004745405910268525
Position 1329: 0.000451983389892099
Position 755: 0.00044040395597507256
Position 937: 0.0004137547374756662
Position 26882: 0.0004133060629779719
Position 1992: 0.00040175367751291716
Position 26504: 0.00039361258945968565
Position 215: 0.0003724837642698321
Position 5027: 0.0003135440974741923
Position 1995: 0.00030642743370276826
Position 22561: 0.00029301082131839455
Position 21046: 0.00026483137991507166
Position 2223: 0.00025877811285717893
Position 26114: 0.0002581818562460322
Position 196: 0.00023290625028162006
Position 28673: 0.0002303244603522196
Position 26787: 0.0002139568431842435
Position 28613: 0.00021209211050547957
Position 1218: 0.0002028116095926099
Position 1759: 0.0001724939193586597
Position 718: 0.0001678599130973609
Position 2189: 0.00015161050177316167
Position 26117: 0.00014485980394364468
Position 4402: 0.0001414111722796001
Position 2809: 0.0001312608092231136
Position 27873: 0.00013078145458099061
Position 26227: 0.0001269876592491903
Position 1706: 0.00012007692359036426
Position 1430: 0.00011560870530240798
Position 2158: 0.00010594864800085245
Position 27361: 9.71435003633874e-05
Position 21278: 9.438976234599755e-05
Position 22874: 9.23932432073621e-05
Position 23748: 6.227965437759418e-05
Position 2015: 5.733899570547262e-05
Position 2784: 5.619187238755548e-05
Position 2304: 5.173284781682247e-05
Position 21061: 4.327809792825492e-05
Position 2091: 4.130012667037157e-05
Position 2881: 2.869646222583928e-05
Position 2912: 2.6016205855139134e-05
Position 865: 2.5402451497276938e-05
Position 22002: 1.750259804401708e-05
Position 261: 1.5389243873947544e-05
Position 6520: 1.4958882272849593e-05
Position 26291: 1.4699544732821221e-05
Position 862: 1.4424134946389749e-05
Position 23424: 1.3618833747953736e-05
Position 23074: 1.311627717865687e-05
Position 198: 1.2109934825435136e-05
Position 21303: 1.127096864550548e-05
Position 920: 9.617470181031304e-06
Position 6203: 3.96228357171793e-06
Position 1391: 2.6259105504816772e-06
Position 17064: 1.9062827524529095e-06
Position 26834: 5.984745789128823e-07
Position 12480: 2.768065888911015e-07
Position 2419: 3.2541498544158225e-08
Position 5610: 1.2725831478665469e-08
Position 3611: 1.2234868083176109e-08
Position 7124: 6.182005426856793e-09
Position 3755: 2.8104902074598634e-09
Position 3782: 2.0671539830546694e-09
Position 1052: 7.483249596632754e-11
Position 991: 3.877026195640033e-11
Position 955: 3.5100214587431755e-11
Position 439: 2.1822057437674536e-11
Position 980: 1.9476557717476598e-11
Position 536: 1.8308482896573714e-11
Position 998: 1.4767428030409925e-11
Position 1572: 1.389769929545473e-11
Position 1732: 1.1874455603402987e-11
Position 457: 8.62664812115851e-12
Position 2212: 8.489054527457213e-12
Position 940: 7.922763094551239e-12
Position 1719: 7.683493918803266e-12
Position 1522: 7.134145308081144e-12
Position 1130: 4.079531014443119e-12
Position 1022: 2.6225082358368925e-12
Position 1026: 2.40175145091726e-12
Position 421: 2.182232879298615e-12
Position 763: 2.005950095641975e-12
Position 1089: 1.8320751605417045e-12
Position 825: 1.8236474626008857e-12
Position 817: 1.7174667745210637e-12
Position 543: 1.6931047500760742e-12
Position 1087: 1.344434222824987e-12
Position 1677: 1.2251890649414198e-12
Position 797: 1.0346373058972388e-12
Position 1055: 9.654744666546213e-13
Position 1062: 8.864580373208132e-13
Position 296: 6.3146443037283e-13
Position 523: 6.283700652860424e-13
Position 548: 5.201812720529947e-13
Position 1016: 5.159238148769726e-13
Position 1345: 1.5138905698350358e-13
Position 1302: 3.4652828629071914e-14
Position 411: 1.338023436152121e-14
Position 514: 9.068481802879066e-15
Position 508: 4.711033828035165e-15
Position 801: 1.6507432766545354e-15
Position 799: 9.920691262673608e-16
Position 829: 3.5090169282813333e-16
Position 516: 1.347824334571698e-16
Position 153: 3.741398900078281e-17
Position 1139: 1.8422949769756743e-17
Position 841: 5.966753778500625e-18
