Gene = TPK1
Position 1093: 0.00017881061922731139
Position 320: 0.00015194030358084328
Position 600: 0.00014387478722848135
Position 728: 0.00013929240850656344
Position 726: 0.00011730879361857877
Position 3285: 0.00011187466198302113
Position 883: 0.00010411551876041305
Position 1743: 9.800110367741158e-05
Position 5506: 9.201441098499848e-05
Position 227: 7.818776240046447e-05
Position 1237: 7.440934284213676e-05
Position 276: 5.049747064846884e-05
Position 1303: 4.982169539069429e-05
Position 687: 4.6468584640113946e-05
Position 62: 3.936672161599099e-05
Position 1062: 3.851147034616929e-05
Position 3160: 3.5065626049054466e-05
Position 929: 3.444122512906487e-05
Position 2147: 3.3438307053167696e-05
Position 735: 2.8918520173941122e-05
Position 499: 1.695135466551552e-05
Position 584: 1.581196105514454e-05
Position 343: 1.4006971446015047e-05
Position 654: 9.774854141069113e-06
Position 1769: 9.016572143342989e-06
Position 386: 6.479612505881961e-06
Position 768: 4.2147425209051595e-06
Position 1393: 3.706291626873922e-06
Position 1292: 3.1383176091959673e-06
Position 26: 2.00745544870951e-06
Position 66: 1.358654050331934e-06
Position 1568: 9.129849293032844e-07
Position 1195: 9.125854795657983e-07
Position 1257: 8.444449272767294e-07
Position 1608: 4.5001979216582506e-07
Position 1550: 2.958276749236283e-07
Position 2077: 1.1560109339021472e-07
Position 732: 3.403899773930187e-08
Position 36: 8.720974767293796e-09
Position 530: 3.119098752063907e-09
Position 365: 2.604658317268498e-09
Position 85: 1.6884539534596036e-09
Position 693: 1.0906410499579989e-09
Position 404: 9.96697613138337e-10
Position 471: 1.2928480428948264e-11
Position 605: 5.4223456870726745e-12
Position 269: 3.8536387708291924e-13
Position 448: 3.421068752864669e-13
Position 521: 2.9899873190448597e-13
Position 519: 2.8586144904349056e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 14778: 0.6494276178921533
Position 11559: 0.6439548156363721
Position 21170: 0.524245010074878
Position 1025: 0.4206010311030939
Position 19730: 0.2536747167635209
Position 8036: 0.16642682790179256
Position 8007: 0.09308576695033767
Position 973: 0.07972713587588406
Position 19185: 0.07968825040070124
Position 16354: 0.06751452935516813
Position 16455: 0.056690778680008054
Position 14436: 0.029900202759289014
Position 1446: 0.025708728629498606
Position 6663: 0.022715678610690515
Position 15092: 0.01625380607792213
Position 16850: 0.014082109178590565
Position 7971: 0.012625730592742229
Position 7767: 0.012396175911037892
Position 1818: 0.010672618867213332
Position 1002: 0.008250250652905721
Position 8220: 0.007056196288701061
Position 9647: 0.006435904370795211
Position 6410: 0.00593296545594157
Position 7635: 0.0055685311464636475
Position 3318: 0.004512748092004367
Position 8585: 0.004306910949466458
Position 786: 0.003958546451377198
Position 9163: 0.0036810160808760425
Position 6304: 0.003357102394178106
Position 11831: 0.0031330434909519174
Position 8258: 0.002893613570174536
Position 10284: 0.0027107801646226674
Position 3116: 0.0025901279985209528
Position 149: 0.002059135952476263
Position 11762: 0.001951787458847362
Position 1340: 0.0018637386698625315
Position 6232: 0.001596679745409551
Position 9577: 0.0014261254992211398
Position 6375: 0.0014251380702536484
Position 954: 0.0010751995174454257
Position 519: 0.001030790644557943
Position 8609: 0.0010080572970705408
Position 8296: 0.000984377533105227
Position 434: 0.0009562260299981874
Position 6174: 0.0009552415763761657
Position 211: 0.000889681531048328
Position 4862: 0.0008808842397676367
Position 5403: 0.0008266208900902607
Position 997: 0.0007555371561171927
Position 620: 0.0007511132128790911
Position 4981: 0.0007162469731451763
Position 6559: 0.0007120935148405911
Position 1660: 0.0006863247385058975
Position 6338: 0.0006589070676347564
Position 5945: 0.0006307916119836024
Position 6681: 0.0006271656935292061
Position 3491: 0.0006133304836481805
Position 4204: 0.0005440395070571626
Position 6073: 0.0005078952774427193
Position 2146: 0.0004956040102221085
Position 6985: 0.000495087662274698
Position 9423: 0.0004466032998170313
Position 2793: 0.00041141217894731356
Position 4124: 0.0004078174912114326
Position 1302: 0.0003703830402288422
Position 9499: 0.00036855302589986844
Position 7218: 0.0003392648540380081
Position 543: 0.00032231895732882677
Position 261: 0.00032069719026403564
Position 5901: 0.00031219717113203504
Position 1027: 0.0002884190268062346
Position 1284: 0.0002671295244037741
Position 3822: 0.0002494258788162254
Position 4383: 0.00024839273710730196
Position 4909: 0.00024350838575397873
Position 2934: 0.0002336423263452438
Position 1207: 0.00022648690795893858
Position 10104: 0.00022337538192635157
Position 1376: 0.00021987876949692474
Position 1360: 0.0002068004339654699
Position 7045: 0.00019476151051477656
Position 3589: 0.00018643877923129514
Position 5460: 0.00015555345177455568
Position 2738: 0.0001452358782553425
Position 1345: 0.00014308275973713334
Position 9166: 0.00014076760213327057
Position 6921: 0.00013858802494765986
Position 4757: 0.00010751436315239276
Position 6094: 0.00010503897673362598
Position 7596: 0.00010085702967451346
Position 2877: 0.0001007133225215028
Position 4822: 8.728776202308746e-05
Position 303: 8.439936321509635e-05
Position 4403: 8.281417786782787e-05
Position 2004: 7.5005433484031e-05
Position 3790: 6.992251007881416e-05
Position 5743: 6.71822060138854e-05
Position 7313: 6.087272667383013e-05
Position 3634: 5.390387710051789e-05
Position 5966: 4.8932858523919706e-05
Position 3753: 4.731965328195075e-05
Position 2658: 4.454898506585185e-05
Position 4585: 4.021471849722029e-05
Position 283: 3.8195302801824036e-05
Position 4210: 3.729978579849798e-05
Position 2052: 3.6274174347131396e-05
Position 4468: 3.3814583943697906e-05
Position 2233: 3.28838879326312e-05
Position 4206: 3.277408711415122e-05
Position 2200: 3.129066885011015e-05
Position 1797: 2.572777186525474e-05
Position 436: 2.491637512598569e-05
Position 3620: 2.457284768611349e-05
Position 3901: 2.4274143612340503e-05
Position 3375: 2.0890034825457505e-05
Position 3595: 2.0503550332731036e-05
Position 3389: 2.0497112786032213e-05
Position 1189: 1.91633015750158e-05
Position 2197: 1.4930325661596991e-05
Position 1415: 1.3471546672232991e-05
Position 555: 1.333832144219551e-05
Position 1628: 1.1989936186462962e-05
Position 477: 1.1512195287163733e-05
Position 635: 7.83918513408576e-06
Position 1397: 6.303190698682292e-06
Position 1451: 2.9320029947018546e-06
Position 1418: 2.267036706621836e-06
Position 1078: 1.8551161186793885e-06
Position 1467: 1.4398930298149617e-06
Position 693: 1.2580001227355235e-06
Position 2893: 1.1854009220358306e-06
Position 643: 7.510868563909156e-07
Position 181: 6.933360252040037e-07
Position 1082: 3.8281682322202e-07
Position 1664: 3.5074786487935855e-07
Position 594: 3.469750219684971e-07
Position 188: 2.868631909934259e-07
Position 1039: 2.63359482209485e-07
Position 1046: 2.6120210277331655e-07
Position 576: 2.485038821251287e-07
Position 706: 2.4168579316055724e-07
Position 726: 2.2500898427514724e-07
Position 1057: 2.0119416034838255e-07
Position 751: 1.2957669593567685e-07
Position 828: 1.2515687724055092e-07
Position 1257: 1.2122793721722797e-07
Position 308: 1.1276372413220442e-07
Position 808: 1.0627546325967562e-07
Position 3118: 1.0389738318736015e-07
Position 907: 8.380095261083422e-08
Position 1292: 8.246193892461773e-08
Position 1493: 7.025145229009569e-08
Position 349: 6.881861318490944e-08
Position 883: 5.842609636366866e-08
Position 929: 5.1678577622762455e-08
Position 720: 4.722223509207232e-08
Position 1874: 4.364125685094783e-08
Position 681: 4.083182817589295e-08
Position 1308: 4.063933048977814e-08
Position 177: 3.9797891284550414e-08
Position 456: 2.9671639425369282e-08
Position 582: 2.488502674167383e-08
Position 755: 2.4105692721712668e-08
Position 179: 2.2487676249476854e-08
Position 328: 1.4551930554683065e-08
Position 266: 1.212768697378993e-08
Position 1501: 1.0690344732947003e-08
Position 404: 2.2644965138025027e-09
Position 735: 1.9956564429215254e-09
Position 563: 1.1669867733584976e-09
Position 343: 3.5957626771230597e-10
Position 355: 1.1662461973176077e-10
Position 402: 1.2297053401694033e-11
Position 746: 1.0448964514599877e-11
Position 124: 6.493875185274011e-13
Position 91: 9.990708065418591e-15
