Gene = ZBED8
Position 4111: 0.00027382917035761556
Position 3297: 0.00026742014601653766
Position 3875: 0.0002510547369925354
Position 2423: 0.00023921339980287419
Position 3424: 0.0002380740932810533
Position 2022: 0.00021700042903671568
Position 1568: 0.00021683625220037488
Position 375: 0.00018860747981996485
Position 2900: 0.00018719653652837434
Position 1132: 0.00017241695373223652
Position 254: 0.00016571654118013944
Position 906: 0.0001604752200370295
Position 1586: 0.00014791240042757534
Position 1714: 0.00011912509349574447
Position 1061: 0.00011324040267666662
Position 1108: 0.00010046763774728634
Position 536: 8.134904582575516e-05
Position 1793: 7.676095937563673e-05
Position 2963: 6.941792936384543e-05
Position 1046: 4.987645336371065e-05
Position 1408: 4.042961651962269e-05
Position 2550: 3.074705413920676e-05
Position 462: 2.703342087647134e-05
Position 2803: 2.2914575660664995e-05
Position 1141: 1.987791168087412e-05
Position 711: 1.5254957764666741e-05
Position 1341: 1.5183586039744307e-05
Position 516: 1.2994809171994705e-05
Position 563: 1.246696515778492e-05
Position 349: 9.858126427996383e-06
Position 1066: 9.711578953491585e-06
Position 176: 9.275504073192004e-06
Position 387: 8.79946872432077e-06
Position 793: 8.635379912955119e-06
Position 491: 7.15763466789402e-06
Position 267: 6.764420068401111e-06
Position 501: 4.779208971527326e-06
Position 725: 4.711917710256198e-06
Position 2861: 4.317498201069976e-06
Position 1118: 3.6259429829950216e-06
Position 190: 3.46791103471233e-06
Position 178: 3.3952931779731117e-06
Position 524: 3.336548216582637e-06
Position 682: 3.3276706205103302e-06
Position 397: 2.2876606317195123e-06
Position 552: 1.7069405052163392e-06
Position 689: 1.6327467307053304e-06
Position 767: 1.4476202673242015e-06
Position 1313: 1.2472574034725799e-06
Position 144: 1.1374523367421686e-06
Position 939: 1.1077416920637969e-06
Position 1939: 8.360209220272938e-07
Position 2000: 7.952238293706085e-07
Position 571: 6.015522772167924e-07
Position 107: 5.497364767889797e-07
Position 235: 5.163251455072696e-07
Position 238: 3.0616062331802203e-07
Position 275: 1.7460280906587284e-07
Position 686: 6.866293170060801e-08
Position 402: 2.8561138208069373e-08
Position 289: 1.7598241142942306e-08
Position 300: 1.6750169117224568e-08
Position 214: 8.51572811247783e-09
Position 1326: 8.331078450104592e-09
Position 118: 3.3002665939019687e-09
Position 2101: 2.9785991334289412e-09
Position 404: 3.36974911553537e-10
Position 196: 2.511947992170069e-10
Position 203: 1.3897019488310762e-10
Position 201: 1.3349708329975788e-10
