Gene = FTSJ2
Position 2506: 1.0362306642137846e-07
Position 420: 6.448906595774978e-08
Position 921: 3.9568462747351915e-08
Position 849: 3.6803415946106115e-08
Position 146: 1.4993639194657974e-08
Position 388: 9.227923657529537e-09
Position 512: 5.521101480769548e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2490: 0.5512422673815057
Position 6633: 0.46226542011510263
Position 2521: 0.32539514108022205
Position 3738: 0.15952691394638818
Position 3260: 0.07045411593433183
Position 4689: 0.0494066435099518
Position 4098: 0.04245170100756861
Position 5518: 0.032828814463980484
Position 3580: 0.024137428217367248
Position 4059: 0.02400556676016925
Position 4566: 0.01768548563971171
Position 6772: 0.015526220859327212
Position 4009: 0.015490945502277075
Position 1653: 0.013902566569045625
Position 5971: 0.012023851368762672
Position 3868: 0.01051204069575039
Position 3768: 0.01011960427844621
Position 6696: 0.010107966618611717
Position 5855: 0.010031114918115912
Position 581: 0.009716880255497773
Position 4187: 0.009445255102954872
Position 4125: 0.008804423681320298
Position 4733: 0.008079766639425522
Position 6746: 0.007757504544015023
Position 2400: 0.007578490828859206
Position 4500: 0.0075653908949011505
Position 4130: 0.007334229239097305
Position 2936: 0.00709639187629787
Position 3658: 0.006762826023337556
Position 4314: 0.00611030015212312
Position 3481: 0.005729425486990394
Position 5367: 0.00563567409101833
Position 2003: 0.005408950136316234
Position 7577: 0.005111606164333641
Position 2961: 0.005037103845068646
Position 2888: 0.0047388484712707684
Position 6669: 0.0046818335153475145
Position 6950: 0.004652413475588126
Position 6816: 0.003978784592320763
Position 1236: 0.0037209070547664347
Position 6871: 0.0036604027345105185
Position 2139: 0.0036437532558343346
Position 3854: 0.00343375313157841
Position 2915: 0.003412078195470796
Position 2601: 0.0034093353090339116
Position 4449: 0.0031743593840236543
Position 1983: 0.0031433323765457295
Position 2142: 0.0031246505701424013
Position 2203: 0.003081578363910683
Position 5676: 0.0030694314309097515
Position 630: 0.00301516564205252
Position 7775: 0.002910293063924511
Position 3980: 0.002837799089332664
Position 4280: 0.0025569356731843817
Position 6472: 0.00213201095601467
Position 3976: 0.0020923026677241697
Position 2353: 0.002054236722262143
Position 5858: 0.0018939246065116013
Position 5568: 0.001830548720585409
Position 2178: 0.001709394221464901
Position 6371: 0.0016383000255576997
Position 518: 0.0012297288819147236
Position 5466: 0.0011756402621856195
Position 5060: 0.0011008493572018082
Position 1675: 0.0010717535620059296
Position 362: 0.0010378376806901694
Position 5327: 0.0010335824534140963
Position 4467: 0.0009717411438444675
Position 2231: 0.0009361442240094216
Position 2780: 0.0009321663539014601
Position 4699: 0.0009264952948440143
Position 2617: 0.0008785206555300826
Position 4423: 0.0008591233052788093
Position 4248: 0.0008433130046186035
Position 4334: 0.0007420986210750076
Position 2245: 0.000741146968298034
Position 6265: 0.0007381191497777984
Position 3902: 0.0007341935232297092
Position 7242: 0.0007101914143351077
Position 159: 0.0006413908044421737
Position 3017: 0.000638782804565488
Position 3282: 0.0006029369010121099
Position 7110: 0.0005989681871676206
Position 7752: 0.0005874378935604633
Position 2823: 0.0005845661591736296
Position 3751: 0.0005555948735617002
Position 308: 0.0005295791143997061
Position 5285: 0.0004991651041831404
Position 1683: 0.0004856191147368287
Position 4420: 0.00048341530439255457
Position 3881: 0.0004829885964869473
Position 4670: 0.00045430885889060144
Position 4391: 0.00042194722463568624
Position 2120: 0.00039595194817105406
Position 6426: 0.0003933403651952573
Position 1372: 0.0003529101065460301
Position 6595: 0.0003446199243794965
Position 5916: 0.00032731891937018935
Position 2774: 0.000307790143500141
Position 3523: 0.00030231767118981285
Position 2528: 0.0002967056799424128
Position 5454: 0.00029454517124805036
Position 3509: 0.00029375616396876006
Position 780: 0.00029111994858619056
Position 5995: 0.000289718449132397
Position 6306: 0.00028402405536893303
Position 3704: 0.0002695883901126515
Position 1253: 0.0002691337911662734
Position 2432: 0.0002650040828458192
Position 3585: 0.00026295336638188334
Position 437: 0.000257213982704884
Position 3813: 0.0002448369183769331
Position 1892: 0.00022255735499262808
Position 1449: 0.0002160524387912027
Position 4934: 0.00021056261160090663
Position 1214: 0.00019482445266475888
Position 5745: 0.000194308339996237
Position 5342: 0.00019354846553598152
Position 2714: 0.00019309598997342342
Position 2966: 0.00018505631687000334
Position 5769: 0.0001721776317693216
Position 2059: 0.00016734583360610586
Position 2856: 0.00015630841989079005
Position 5486: 0.0001542359407045757
Position 2746: 0.00014255600732576454
Position 3053: 0.00014141781937495525
Position 4793: 0.00013995301968163635
Position 1415: 0.00012578690306869883
Position 4474: 0.00012128060621739344
Position 4613: 0.00011264833890642415
Position 930: 9.816874030561027e-05
Position 447: 9.55488978249297e-05
Position 3124: 8.52045114606162e-05
Position 1617: 6.337409465951217e-05
Position 585: 6.151629110063127e-05
Position 500: 6.112636446784728e-05
Position 3456: 5.9495356934548174e-05
Position 1354: 4.662212683298451e-05
Position 1461: 4.51053659636161e-05
Position 3834: 3.925542510009662e-05
Position 1150: 3.7478764682845727e-05
Position 1967: 3.675061736940133e-05
Position 478: 3.6558706880905445e-05
Position 1706: 3.3720163411834495e-05
Position 1393: 3.3359670899418326e-05
Position 1751: 2.9552258175770124e-05
Position 295: 2.9376067097391582e-05
Position 2144: 2.6987256130013318e-05
Position 872: 2.599208861341059e-05
Position 641: 2.3685971287159054e-05
Position 475: 2.243418437649465e-05
Position 720: 2.1219397717948837e-05
Position 1567: 2.0809575502535814e-05
Position 1121: 2.0461162158548758e-05
Position 1194: 2.020358221763219e-05
Position 786: 1.984221924710427e-05
Position 827: 1.492611590705996e-05
Position 947: 1.4513813518767055e-05
Position 821: 1.4118013232519807e-05
Position 1428: 1.3911652362632584e-05
Position 2500: 1.222240928204163e-05
Position 282: 1.2070301944011452e-05
Position 1421: 1.1769025738215428e-05
Position 521: 1.0812824128240497e-05
Position 2829: 1.0338850394800564e-05
Position 1659: 8.49929403614066e-06
Position 315: 8.423028813431913e-06
Position 1191: 6.018948473877034e-06
Position 1338: 5.3421617093363595e-06
Position 729: 4.8920373337463094e-06
Position 277: 4.232849935561389e-06
Position 2567: 2.0344513685852167e-06
Position 2319: 1.9709772157728823e-06
Position 2761: 1.5626725199046912e-06
Position 2742: 1.829010162207709e-07
Position 1850: 1.6221647683848478e-07
Position 1247: 1.4840464131123872e-07
Position 1923: 1.4459844799186443e-07
Position 1485: 1.2834561654058518e-07
Position 753: 1.049657196698057e-07
Position 829: 9.864558237621143e-08
Position 1526: 9.713777068944877e-08
Position 1261: 9.50581793623055e-08
Position 794: 8.554336814140904e-08
Position 1763: 7.979401666467663e-08
Position 1788: 7.327458965614771e-08
Position 839: 6.059957811307814e-08
Position 651: 3.601826066844577e-08
Position 1024: 3.1525427476403053e-08
Position 1162: 2.7597154478551607e-08
Position 803: 1.9859733165383346e-08
Position 846: 1.8122168594539012e-08
Position 758: 1.4412969752330642e-08
Position 1106: 1.3131794206753624e-08
Position 647: 1.0040776618916867e-08
Position 797: 8.341203556821887e-09
Position 457: 5.731921768175792e-09
Position 482: 5.441684665725363e-09
Position 393: 4.595721139659979e-09
Position 461: 4.441203301449566e-09
Position 231: 3.585061271118551e-09
Position 198: 2.699967421080982e-09
Position 134: 2.251088674929461e-09
Position 237: 1.1145078009260945e-09
