Gene = SIT1
Position 717: 1.0641019760643043e-06
Position 151: 8.926316004287242e-07
Position 729: 7.376351488045688e-07
Position 83: 6.561016478142155e-07
Position 95: 4.758306631315474e-07
Position 236: 4.5302225470135714e-07
Position 448: 2.376343059023843e-07
Position 474: 1.8914134467639127e-07
Position 745: 1.5123949597273014e-07
Position 472: 5.878161668952067e-08
Position 156: 3.252409663742227e-08
Position 598: 3.077131916520853e-08
Position 620: 2.7212343674245045e-08
Position 726: 2.6703045011783213e-08
Position 613: 2.394207378766403e-08
Position 587: 1.7086228341574908e-08
Position 615: 1.631954982692062e-08
Position 782: 1.3732621461292955e-08
Position 605: 3.1973655360239497e-09
Position 602: 1.531402891383828e-09
Position 600: 1.0846242373561041e-09
Position 199: 4.376747415859957e-10
Position 191: 2.314916221539688e-10
Position 797: 2.0612701572679793e-10
Position 591: 9.939694471543399e-11
Position 777: 4.817931380691866e-11
Position 204: 3.917383508273486e-11
Position 219: 1.0968113030125645e-12
Position 793: 7.84406384135031e-14
