Gene = CHTOP
Position 3036: 0.0008934607944147396
Position 5598: 0.000883131706717255
Position 3237: 0.0008151720878612227
Position 3591: 0.0007780644970009571
Position 1164: 0.000654097560321505
Position 4445: 0.000642064757671863
Position 6356: 0.0006123780317259385
Position 1559: 0.0005611410093828547
Position 5978: 0.0005577800005359033
Position 10095: 0.0004950036194284737
Position 7504: 0.0004902332707595097
Position 3418: 0.0004120749876596942
Position 1454: 0.0003923103052688726
Position 5702: 0.0003508960509244634
Position 4436: 0.00030463982880983575
Position 4571: 0.00026999534135430054
Position 9307: 0.0002680358030145242
Position 4474: 0.0002478246637137124
Position 3115: 0.00024427134761125153
Position 528: 0.00023937718327658272
Position 5227: 0.000223255689941625
Position 308: 0.00020690295490214877
Position 10504: 0.0002042459172972132
Position 4536: 0.00020058050301662483
Position 10300: 0.00015622794566835986
Position 1845: 0.00013511731929811917
Position 703: 0.00012280589131946515
Position 3541: 0.00010031837131415686
Position 900: 9.471053687499404e-05
Position 7713: 9.395806157776327e-05
Position 5204: 8.857879333354769e-05
Position 2746: 7.854850340434912e-05
Position 299: 7.555045023298889e-05
Position 2161: 7.485661998571732e-05
Position 498: 7.162688053239271e-05
Position 474: 6.932644371621298e-05
Position 4077: 6.811215846820614e-05
Position 398: 6.76818716153938e-05
Position 2827: 6.361062682058334e-05
Position 9746: 5.947091799277493e-05
Position 2564: 5.5071618491292884e-05
Position 2816: 5.1969891080695244e-05
Position 6658: 5.16762516061387e-05
Position 10414: 5.036104260289942e-05
Position 4828: 5.0243415415140085e-05
Position 10975: 4.3325825651079776e-05
Position 3848: 4.237416714246089e-05
Position 281: 4.109017028667704e-05
Position 228: 3.9843621121055e-05
Position 1475: 3.6115581372338247e-05
Position 2913: 3.5053999050943445e-05
Position 1404: 3.223499386058411e-05
Position 4639: 3.14761258182047e-05
Position 628: 3.100122157506208e-05
Position 3524: 2.9578970072714465e-05
Position 7387: 2.95482325705116e-05
Position 10704: 2.832364882933663e-05
Position 4373: 2.731587212552018e-05
Position 9235: 2.494004574014293e-05
Position 779: 1.8970545156664253e-05
Position 2834: 1.7998943654810576e-05
Position 2668: 1.7856443094044887e-05
Position 1064: 1.7828283368197413e-05
Position 4035: 1.729986617553646e-05
Position 1118: 1.2965550579898962e-05
Position 1016: 1.2338104584825864e-05
Position 3279: 1.2107065893095177e-05
Position 985: 1.1685617125025683e-05
Position 2905: 1.1604144095089647e-05
Position 1107: 9.393392420088938e-06
Position 932: 8.450516298689642e-06
Position 1007: 8.386901595990144e-06
Position 373: 7.89491105679747e-06
Position 2767: 5.9784766324642795e-06
Position 10149: 4.30562990343709e-06
Position 255: 3.8893662766001275e-06
Position 584: 3.327133236873436e-06
Position 285: 3.269898086386315e-06
Position 603: 2.7797374483336007e-06
Position 1246: 2.754589241071353e-06
Position 6213: 2.427290296371385e-06
Position 408: 2.222088434393264e-06
Position 5447: 1.6917915773150699e-06
Position 6874: 1.461109706878787e-06
Position 2927: 6.513774555957744e-07
Position 7143: 9.251675374795467e-08
Position 2789: 9.06547605824627e-08
Position 17: 2.2369000594905918e-08
Position 383: 2.217419797999616e-08
Position 6518: 2.0380094432925684e-08
Position 714: 1.545793688341768e-08
Position 2743: 1.4817501334690677e-08
Position 739: 1.4733783976091241e-08
Position 720: 1.4038075132171058e-08
Position 376: 1.4035248128563353e-08
Position 333: 9.944360351744831e-09
Position 31: 9.902012839708965e-09
Position 545: 7.2621075240490706e-09
Position 633: 6.950963441326395e-09
Position 252: 6.532244970178395e-09
Position 400: 5.179303635966804e-09
Position 209: 2.15571548732582e-09
Position 707: 1.502866599657757e-09
Position 539: 1.1888312080787685e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2522: 0.9910320757355517
Position 9177: 0.962820835690739
Position 6158: 0.8008805491665381
Position 5318: 0.6998934047884047
Position 4245: 0.6826213827556659
Position 12167: 0.268290282302733
Position 218: 0.26032327091906177
Position 11014: 0.2541075664007469
Position 7503: 0.2416459767090845
Position 11449: 0.2316824988552514
Position 12016: 0.21194510975893566
Position 8079: 0.1755741555423831
Position 188: 0.14566907350287514
Position 10884: 0.14136028191982147
Position 5264: 0.10062658920337873
Position 11609: 0.09685908056659465
Position 8193: 0.09074591714011918
Position 4264: 0.08700521266982332
Position 7613: 0.08490199074828869
Position 8522: 0.04058175365431986
Position 11481: 0.03357330212877327
Position 11657: 0.02871403988486123
Position 7639: 0.02742149083772384
Position 10094: 0.026675172048376
Position 4306: 0.02450178332708764
Position 5763: 0.020830393807477355
Position 8100: 0.01947795102973559
Position 8196: 0.013610461456867519
Position 5567: 0.013269647287239889
Position 6840: 0.012680850841400313
Position 7837: 0.012134110011331562
Position 10911: 0.01109935412893255
Position 9119: 0.010960490760965691
Position 4209: 0.009528018603509507
Position 7698: 0.00915731389852206
Position 7730: 0.009090891644229803
Position 4852: 0.008034797826716854
Position 5787: 0.007732243146736071
Position 5978: 0.0075848470671591416
Position 5906: 0.007414977459629146
Position 1313: 0.007199085514892224
Position 3178: 0.007099251335879641
Position 3115: 0.006780500494838666
Position 9667: 0.006094195026567797
Position 7521: 0.005982268672533481
Position 8134: 0.0059760797715593976
Position 8254: 0.0058988919987066814
Position 4426: 0.005727483487900517
Position 3157: 0.005629799824037483
Position 11989: 0.00521798830922848
Position 3087: 0.004961854224750077
Position 2090: 0.004894656380087461
Position 10777: 0.00479733075090103
Position 8267: 0.004759607701698801
Position 4470: 0.0044907024776439765
Position 5909: 0.004486143698242313
Position 1902: 0.004471468510305534
Position 10242: 0.004435739751329403
Position 849: 0.004278923877005858
Position 1952: 0.003986078974959381
Position 7225: 0.0037487459098584264
Position 8304: 0.0036283429059192755
Position 4492: 0.0034321202568975105
Position 10477: 0.0033977047956265946
Position 7309: 0.0033676459852057463
Position 12201: 0.003355812659578784
Position 2143: 0.0033398361364423514
Position 5867: 0.0033068895114242826
Position 8472: 0.0032264377723048112
Position 1425: 0.0030974166435554134
Position 2472: 0.00275470826269315
Position 11695: 0.0027432623819787605
Position 4797: 0.0026967712945363525
Position 11112: 0.002609683348648795
Position 10009: 0.0024437754075156185
Position 11716: 0.00244103148399225
Position 7385: 0.002420408210853407
Position 11713: 0.002369010822457742
Position 8834: 0.002068355619392808
Position 5535: 0.0020610561614613724
Position 6310: 0.0020103297931169982
Position 6449: 0.001988706400585108
Position 5018: 0.001887586616102807
Position 9841: 0.0018779216113288357
Position 10370: 0.001841152962130677
Position 9578: 0.0018339705454781842
Position 6482: 0.0018242951950894972
Position 6910: 0.0017710208021270708
Position 7773: 0.001675847779402166
Position 5935: 0.0016709581437188929
Position 1287: 0.0016095072445555985
Position 2064: 0.001586912141994408
Position 1366: 0.0015617229738578034
Position 2061: 0.0015360571740084155
Position 5861: 0.0015184030028660067
Position 9943: 0.0014684812908897487
Position 11837: 0.0014486359817453063
Position 6163: 0.0014348661397893764
Position 6862: 0.0014258706852488593
Position 11786: 0.0014205143225789298
Position 4273: 0.0014020657732930894
Position 4429: 0.0013950964950804796
Position 4399: 0.001334818379858806
Position 4283: 0.0012116997853913215
Position 9502: 0.001182257676853706
Position 6973: 0.0011717336614481665
Position 4598: 0.001145499616602554
Position 3879: 0.001098573984587148
Position 11670: 0.0010973148006045634
Position 6940: 0.0010153486467850074
Position 4876: 0.0009753414777461289
Position 3997: 0.0009724009082104654
Position 7922: 0.0009619171937119448
Position 7358: 0.0009510616056485372
Position 10797: 0.0009479441553567094
Position 4500: 0.0008711980545809217
Position 11758: 0.0008312562419892091
Position 9609: 0.0008300095420061823
Position 12139: 0.0008168957031007582
Position 10041: 0.0007968666649665463
Position 2731: 0.0007920616347022724
Position 1973: 0.0007878723086182766
Position 3776: 0.0007844208064919365
Position 9604: 0.0007798848838920001
Position 5823: 0.0007435745500418521
Position 5961: 0.0007418564239443054
Position 11923: 0.0007409222894133159
Position 2900: 0.0007294000217452964
Position 6177: 0.000708571055291948
Position 506: 0.0006930691915223502
Position 2845: 0.0006662474292481433
Position 1473: 0.0006511182120923243
Position 7011: 0.0006323468283568921
Position 2927: 0.0006231998826948987
Position 5632: 0.0006131360213579199
Position 5284: 0.0005943050305311152
Position 10397: 0.0005771095663469395
Position 4527: 0.0005424283961458174
Position 3352: 0.0005356121003370541
Position 6899: 0.0004591051355993822
Position 4382: 0.0004561344777185075
Position 2417: 0.0004443799287357613
Position 9394: 0.0004436227936719039
Position 4449: 0.0004386922581089063
Position 10746: 0.0004348955837479517
Position 4453: 0.000425122479411567
Position 4432: 0.0004214788084499248
Position 5844: 0.0003942559927153696
Position 11059: 0.0003877824332547735
Position 5988: 0.0003806325578716289
Position 626: 0.00037881275953075623
Position 3363: 0.00036972793918418613
Position 2943: 0.000366513921071667
Position 2930: 0.0003642939578112548
Position 5186: 0.00036020583974392885
Position 2539: 0.00034148404507468435
Position 3309: 0.0003210384486403464
Position 249: 0.00029588428410161176
Position 6002: 0.0002953097152682852
Position 1523: 0.0002817604031331645
Position 7647: 0.0002792865732298801
Position 4769: 0.0002716482401312659
Position 4047: 0.00026680000050656916
Position 7906: 0.0002549972688840821
Position 4144: 0.00025398902489768947
Position 9554: 0.00024809404114161385
Position 4112: 0.0002305524570608183
Position 6194: 0.0002197261024542295
Position 9043: 0.00021557779039284557
Position 2789: 0.00020642299033506422
Position 2792: 0.00020276534042245375
Position 5995: 0.000192603717837554
Position 4077: 0.0001820647466914945
Position 699: 0.00017724785639412131
Position 4679: 0.00016905580623322023
Position 1036: 0.00016899602863858012
Position 2149: 0.00016877900858963847
Position 5769: 0.00016594239978344423
Position 1331: 0.0001598325583577406
Position 4378: 0.0001555896703745095
Position 11158: 0.0001549304006259458
Position 3485: 0.0001518162878329044
Position 1990: 0.0001433451357881175
Position 1812: 0.00014304886952410629
Position 531: 0.00013976513881088867
Position 3847: 0.00013579817021134994
Position 6889: 0.00012920454309137147
Position 5596: 0.00012881777954117148
Position 5024: 0.00012836088567688852
Position 536: 0.00012586780451433915
Position 6503: 0.00011368169821534357
Position 4462: 0.00011096199022183717
Position 6346: 0.00010692206852100097
Position 9525: 0.0001053070048571488
Position 392: 0.0001051464517519021
Position 4802: 0.00010501151828205585
Position 261: 9.549062317298089e-05
Position 4531: 9.347232831569604e-05
Position 5332: 9.19580175208122e-05
Position 4715: 8.660792102791768e-05
Position 4315: 7.900914118749789e-05
Position 1540: 7.628972890459525e-05
Position 6073: 7.355805015836055e-05
Position 9845: 7.121942101232321e-05
Position 3819: 6.633657142171074e-05
Position 4994: 6.575757290692919e-05
Position 5341: 6.515575462587688e-05
Position 5511: 6.31967481027409e-05
Position 1744: 6.244332618502572e-05
Position 6119: 6.016635409379993e-05
Position 3214: 5.9326616759174176e-05
Position 5575: 5.066178701147138e-05
Position 3324: 4.984385448410477e-05
Position 2977: 4.9671020267122784e-05
Position 2551: 4.912066220865785e-05
Position 2252: 4.695388369303988e-05
Position 1121: 4.613441202631299e-05
Position 7803: 4.585656463901474e-05
Position 2157: 4.220568928683694e-05
Position 2693: 3.9408474894514974e-05
Position 4172: 3.854795559413786e-05
Position 1237: 3.837987231341321e-05
Position 571: 3.8158395796013764e-05
Position 4354: 3.795775636373846e-05
Position 554: 3.754262653314662e-05
Position 9476: 3.722845015264399e-05
Position 198: 3.667367978337163e-05
Position 988: 3.613458495416237e-05
Position 1380: 3.5509987055199424e-05
Position 2806: 3.4662822121546026e-05
Position 3444: 3.4269766462924894e-05
Position 6879: 3.383697089844548e-05
Position 2707: 3.295993512185176e-05
Position 369: 3.1491226311335036e-05
Position 4318: 2.870991935696578e-05
Position 4396: 2.7847388851543497e-05
Position 3694: 2.6503058893219403e-05
Position 3821: 2.569595469723919e-05
Position 2003: 2.4032341698619462e-05
Position 5040: 2.4010588502255576e-05
Position 7540: 2.364568751267399e-05
Position 4090: 2.123356685563103e-05
Position 1448: 1.9431891194804393e-05
Position 2066: 1.5782960960740143e-05
Position 2178: 1.264122662388924e-05
Position 1904: 1.1847247406172918e-05
Position 1064: 1.0736598792332403e-05
Position 5095: 1.0685282849761686e-05
Position 3534: 1.0647627468652257e-05
Position 1864: 1.0597827284795697e-05
Position 985: 1.0051221954985252e-05
Position 6608: 9.87342041173901e-06
Position 3839: 9.05722734587428e-06
Position 308: 8.881364090191552e-06
Position 491: 8.625630739392806e-06
Position 515: 8.061555724334563e-06
Position 2332: 7.97625123318541e-06
Position 1142: 7.972743424960213e-06
Position 1325: 7.68770038053686e-06
Position 2424: 6.823023384353421e-06
Position 413: 6.737284058358883e-06
Position 633: 6.1261955853749886e-06
Position 906: 6.067947902755373e-06
Position 1214: 4.876750426770039e-06
Position 2555: 4.812317469797401e-06
Position 2949: 3.2103532680767963e-06
Position 3528: 3.091798574561915e-06
Position 875: 3.0378111486592192e-06
Position 667: 2.4851227211863903e-06
Position 533: 2.3328471773347773e-06
Position 3009: 2.247990407362453e-06
Position 5572: 1.0342890007599907e-06
Position 5109: 4.937346374376317e-07
Position 2710: 3.19920138814122e-07
Position 5240: 3.126023191074869e-07
Position 2816: 2.4619060836649654e-07
Position 2682: 2.3823407542710408e-07
Position 923: 1.9323059642806132e-07
Position 4060: 1.736720408253763e-07
Position 2276: 1.5445687165825217e-07
Position 1012: 1.5397194442875072e-07
Position 2908: 1.4516166498360487e-07
Position 2983: 1.3518039152429504e-07
Position 3901: 1.2944199692790896e-07
Position 2564: 1.213473921403649e-07
Position 299: 1.1813490187591617e-07
Position 2954: 1.0916123980182438e-07
Position 7005: 1.0840825776860686e-07
Position 2717: 8.318168396167123e-08
Position 1453: 7.81702257963017e-08
Position 575: 6.13450479589733e-08
Position 563: 5.180771051718606e-08
Position 1916: 5.0499325295603986e-08
Position 2577: 4.7616968465466374e-08
Position 7049: 4.220824633782028e-08
Position 2217: 4.1287317844494234e-08
Position 2587: 3.652545434835944e-08
Position 1078: 2.538764749711322e-08
Position 273: 2.5056477955004756e-08
Position 830: 2.4562990740777475e-08
Position 762: 2.186814089176762e-08
Position 2299: 1.9095027516590236e-08
Position 1438: 1.7961967274992094e-08
Position 3734: 1.579116136502374e-08
Position 444: 1.3446078470908133e-08
Position 3040: 1.335454028664779e-08
Position 340: 1.198398923905199e-08
Position 539: 1.0834887078230445e-08
Position 3120: 1.0817799572826383e-08
Position 427: 9.918666641663677e-09
Position 656: 8.740809145950883e-09
Position 3570: 6.716568839850577e-09
Position 1475: 6.181073669393297e-09
Position 2957: 6.086528687256613e-09
Position 584: 5.2402853230145776e-09
Position 433: 4.394417958565544e-09
Position 406: 4.180766500012869e-09
Position 9513: 3.2212928368522738e-09
Position 2270: 3.1844470806830807e-09
Position 581: 3.0182442506388616e-09
Position 270: 1.875303934018674e-09
Position 349: 1.5349592804189047e-09
Position 3231: 1.479747716867345e-09
Position 677: 1.4176770737116992e-09
Position 315: 9.535326444633045e-10
Position 545: 7.577692696607539e-10
Position 424: 6.967854964113398e-10
Position 2315: 5.706447835133243e-10
Position 343: 5.262001946284858e-10
Position 643: 5.133721860995152e-10
Position 318: 4.402838138690701e-10
Position 598: 3.195272760291673e-10
Position 590: 3.112388624468969e-10
Position 2294: 2.893152728330207e-10
Position 720: 7.303386889055475e-11
Position 312: 6.000765066730093e-11
Position 2189: 5.411739875848761e-11
Position 455: 4.386465381116521e-11
Position 935: 1.902873168415635e-11
Position 327: 6.259890523153032e-12
Position 101: 8.107924882914357e-14
Position 118: 6.527159932782311e-14
Position 122: 1.810406831188736e-14
Position 130: 9.546432774906156e-16
Position 145: 4.305247979860582e-16
Position 88: 2.3295320262600104e-16
Position 83: 1.1870201939053478e-16
Position 98: 1.4978561932894445e-17
