Gene = ALAD
Position 13703: 0.0020196540876259404
Position 3929: 0.001961707383793936
Position 2867: 0.0018626244232219115
Position 2176: 0.0018266594389276163
Position 13159: 0.001807593455576577
Position 12083: 0.0017714261429434624
Position 13446: 0.001746046921984068
Position 12419: 0.0017103823622319845
Position 1478: 0.0016782465408684243
Position 12944: 0.0016431477471141734
Position 198: 0.00160161013951851
Position 14402: 0.0015124762815866492
Position 2419: 0.0013072275881692809
Position 2476: 0.001274367053700377
Position 9014: 0.0012446630944557761
Position 10355: 0.0012374604555589128
Position 12396: 0.0011588534546352683
Position 2254: 0.0011494186498940935
Position 12514: 0.0011454119443660787
Position 9656: 0.0011346933352037623
Position 2677: 0.0010814240953417246
Position 5022: 0.0010469380062868238
Position 7562: 0.0009958606429033858
Position 1457: 0.0009647320604897016
Position 12536: 0.0009530454207906848
Position 9796: 0.0008934901763917446
Position 4081: 0.0008041733041081212
Position 12566: 0.0007887812947434911
Position 538: 0.0007729899040911447
Position 1798: 0.0007601298265731748
Position 10124: 0.0007470896851439138
Position 8625: 0.0006882745785315191
Position 9530: 0.0006715319904830365
Position 2091: 0.0006579013929818511
Position 8551: 0.0006405916176702141
Position 13744: 0.0006308373706162293
Position 10241: 0.0006099686917257508
Position 3851: 0.0005792235757948288
Position 8106: 0.0005737074263585878
Position 7661: 0.0005645893162327851
Position 4070: 0.0005435618563834675
Position 8944: 0.000529102043617619
Position 703: 0.0005219021454884147
Position 1510: 0.0004593889311474424
Position 2880: 0.0004379024508107027
Position 12498: 0.00042674951137922226
Position 12543: 0.00040440437826833145
Position 14018: 0.00039437059454253695
Position 513: 0.0003857728191057705
Position 9185: 0.00037941004677455347
Position 13015: 0.0003686335887747776
Position 4947: 0.00036719126687739307
Position 12540: 0.000359252220514771
Position 9363: 0.0003439183750670241
Position 9421: 0.0003334784472182921
Position 13443: 0.00033212128038631844
Position 14757: 0.0003320656758037618
Position 2852: 0.00032476252828233447
Position 11827: 0.0003218769653506463
Position 11256: 0.0002855936951531171
Position 9445: 0.0002514433594579818
Position 2558: 0.00024504418075657527
Position 1334: 0.00024294227838666556
Position 2323: 0.00024209889772818487
Position 12500: 0.00023457191170022631
Position 11467: 0.00022545720820493025
Position 13121: 0.00021915428795013278
Position 4111: 0.00021911624829629807
Position 9863: 0.00021573672591790647
Position 8849: 0.0002090893966224376
Position 9593: 0.00020127316540480104
Position 8643: 0.00019942777764023
Position 11396: 0.0001782304092372798
Position 306: 0.00017671527146146177
Position 10418: 0.00017486896181641255
Position 11850: 0.00017097094943133485
Position 11000: 0.00016895440989517864
Position 10558: 0.00016578844589128426
Position 13986: 0.00016158893636811764
Position 9018: 0.00015935342384406734
Position 13088: 0.00015579187600685564
Position 10691: 0.00015330610494243988
Position 11695: 0.00014971811150803904
Position 8949: 0.00014261499156770165
Position 12351: 0.00013707732210902493
Position 9631: 0.00013197863846995067
Position 11568: 0.00013007723751528617
Position 13613: 0.00012512272513101543
Position 12494: 0.0001219705352272168
Position 1879: 0.00011487982295424248
Position 10623: 0.00010942221442554272
Position 11403: 0.00010801280957004617
Position 10615: 0.0001043016630729739
Position 7559: 0.00010243766391549362
Position 13879: 0.00010140652654443716
Position 10666: 9.929271123615237e-05
Position 376: 9.705639145971043e-05
Position 12686: 9.34835624458828e-05
Position 10468: 9.078319918214527e-05
Position 955: 8.653378947080558e-05
Position 12703: 8.085391268183814e-05
Position 756: 8.065605784572102e-05
Position 8057: 7.89654797565987e-05
Position 2043: 7.350842099054561e-05
Position 12316: 7.335690227937899e-05
Position 12268: 7.058223479521525e-05
Position 12442: 6.871137543310351e-05
Position 11967: 6.542362165402711e-05
Position 728: 6.18321662548232e-05
Position 9463: 5.5134188780434e-05
Position 11991: 5.0427136644594176e-05
Position 10810: 4.855955390302489e-05
Position 11223: 4.524810599291145e-05
Position 11296: 4.390481801543996e-05
Position 12440: 4.3283069723807124e-05
Position 9504: 4.234528925359074e-05
Position 915: 4.1762969270353626e-05
Position 11478: 4.151681111088718e-05
Position 14035: 3.775288075656417e-05
Position 11524: 3.651807451607931e-05
Position 12356: 3.543094066216312e-05
Position 2148: 3.5333931267008436e-05
Position 260: 3.423202783797086e-05
Position 11180: 3.267720119653256e-05
Position 12295: 3.0621212997436295e-05
Position 11227: 3.0477612739833766e-05
Position 7991: 2.9352633632272617e-05
Position 12069: 2.911217915774071e-05
Position 8043: 2.8980659753472263e-05
Position 11304: 2.7264903577996322e-05
Position 1017: 2.273458308443745e-05
Position 10677: 1.9895735328348082e-05
Position 2955: 1.9390183625375704e-05
Position 11374: 1.8685198687548617e-05
Position 12266: 1.6436851266554463e-05
Position 11164: 1.579304895657632e-05
Position 10927: 1.5165831669004251e-05
Position 1893: 1.4876881732071743e-05
Position 1780: 1.4801231736247023e-05
Position 1875: 1.441856267645673e-05
Position 11039: 1.3285297035029955e-05
Position 11830: 1.3080120723574836e-05
Position 200: 1.2690984012180097e-05
Position 958: 1.2631966282603773e-05
Position 10694: 1.259670115508167e-05
Position 11268: 1.1412620210323268e-05
Position 1997: 1.1343433586629438e-05
Position 7971: 1.1194208891799739e-05
Position 2434: 1.1012149274488074e-05
Position 11008: 1.0598723104087242e-05
Position 677: 1.0451033619249524e-05
Position 11620: 9.863335601336738e-06
Position 12175: 9.694231381840494e-06
Position 674: 9.359999854189404e-06
Position 1922: 9.224861834640225e-06
Position 11379: 8.459914752137558e-06
Position 172: 7.701736194247279e-06
Position 10736: 7.68019245670234e-06
Position 3160: 7.195682823440343e-06
Position 12290: 7.1240769203453474e-06
Position 11777: 6.95379513221007e-06
Position 391: 6.625441944871516e-06
Position 11889: 6.281464789030681e-06
Position 1168: 5.868329321145119e-06
Position 2382: 5.651180368271516e-06
Position 10820: 5.3933939647620396e-06
Position 3873: 4.694261988944363e-06
Position 11316: 4.435672413197542e-06
Position 1038: 4.326977973426206e-06
Position 3932: 4.197019282098993e-06
Position 2943: 4.004622382661642e-06
Position 3094: 3.825614677945477e-06
Position 11148: 3.053721440601938e-06
Position 10854: 2.876281518636882e-06
Position 986: 2.4953871020734855e-06
Position 11274: 2.465306155941415e-06
Position 1675: 2.280848116963387e-06
Position 770: 2.2803652021331163e-06
Position 12923: 1.818106697058934e-06
Position 11201: 1.647108949712038e-06
Position 1645: 1.6467945568843678e-06
Position 11312: 1.5595293840509282e-06
Position 12121: 1.3445789755482868e-06
Position 1665: 1.2729228539418997e-06
Position 11669: 1.2536328051692343e-06
Position 11952: 1.0347497198657988e-06
Position 1516: 9.404139609038475e-07
Position 11766: 9.135690909486618e-07
Position 9376: 8.438494359264929e-07
Position 2012: 8.203832785825787e-07
Position 11714: 8.196095543690883e-07
Position 12089: 7.676211902455962e-07
Position 11565: 7.5537992372056e-07
Position 11578: 7.339957730451688e-07
Position 11708: 6.53456457030342e-07
Position 11659: 6.372793327953776e-07
Position 2285: 6.188876132658801e-07
Position 1345: 6.111804232571137e-07
Position 856: 5.515751067361692e-07
Position 12059: 5.501815422003565e-07
Position 11094: 5.454901887543248e-07
Position 922: 5.187054234576739e-07
Position 270: 4.962610025450226e-07
Position 12631: 4.953698147164294e-07
Position 11729: 4.885110331282398e-07
Position 11045: 4.77604057338372e-07
Position 12656: 4.3262447139123127e-07
Position 1093: 4.0145400633851445e-07
Position 1786: 3.7533588683070176e-07
Position 10780: 3.686614733693317e-07
Position 877: 3.6333158718393564e-07
Position 997: 3.513647262734969e-07
Position 1418: 3.465185882094338e-07
Position 10812: 3.324243201132448e-07
Position 113: 3.151982791938889e-07
Position 12816: 2.594420326113071e-07
Position 1701: 2.494248278186859e-07
Position 595: 1.8955998734714601e-07
Position 887: 1.8535007211121725e-07
Position 836: 1.7674665922660918e-07
Position 10887: 1.6170985071313112e-07
Position 10896: 1.4458858443028998e-07
Position 10740: 1.2517781986777026e-07
Position 825: 9.867278163962985e-08
Position 12136: 9.33175906193502e-08
Position 12146: 9.320231906770084e-08
Position 708: 8.66430070572317e-08
Position 12113: 7.998366153674491e-08
Position 96: 6.411710267131218e-08
Position 679: 5.987473753804757e-08
Position 1216: 5.392274472013584e-08
Position 612: 4.5783611750101064e-08
Position 519: 4.496177640471096e-08
Position 1151: 4.495608725654933e-08
Position 11883: 2.6716560163634525e-08
Position 1233: 2.04024866626057e-08
Position 12353: 1.7834606559792118e-08
Position 12331: 6.462503587047394e-09
Position 12099: 6.110685980538898e-09
Position 11895: 5.328671137307406e-09
Position 11979: 4.9598176023368034e-09
Position 399: 3.9090226871484185e-09
Position 11746: 2.7524565610183543e-09
Position 11062: 2.287829037279056e-09
Position 150: 1.9684934878442665e-09
Position 178: 1.553738070713471e-09
Position 427: 6.044393862511321e-10
Position 462: 5.78733865809173e-10
Position 121: 4.912928255053149e-10
Position 564: 1.532996513446077e-10
Position 106: 1.5294648661284072e-10
Position 11066: 1.34860944089739e-10
Position 723: 9.996569885256556e-11
Position 146: 7.792749234283971e-11
Position 624: 6.825011736381818e-11
Position 636: 6.268382705910672e-11
Position 161: 3.46163615222447e-11
Position 117: 3.1754233969215797e-11
Position 93: 1.579170568619651e-11
Position 447: 7.139125417659177e-12
Position 962: 4.794454637099492e-12
Position 1045: 3.7261341508118244e-12
Position 126: 2.11783594989332e-12
Position 81: 7.418890166554932e-14
Position 90: 4.514774338828249e-14
Position 10961: 7.58261396820379e-15
Position 77: 5.872317807169606e-16
