Gene = GTF2B
Position 617: 3.4701450840152574e-12
Position 3414: 3.303920338539995e-12
Position 2126: 3.1478316705469027e-12
Position 2183: 3.1008531634143584e-12
Position 2870: 2.6505178380629924e-12
Position 6854: 2.3572564451312848e-12
Position 1084: 2.032719016092036e-12
Position 2635: 2.015657070397626e-12
Position 7194: 1.9101991810694022e-12
Position 6089: 1.5402133209332972e-12
Position 3252: 9.893546359775449e-13
Position 6916: 7.811392481574279e-13
Position 2212: 6.959365039879043e-13
Position 4624: 6.175412521300938e-13
Position 5946: 4.721444656937974e-13
Position 311: 4.490342339774162e-13
Position 76: 4.224547911294751e-13
Position 5952: 4.063544825318904e-13
Position 2280: 2.3591694565056976e-13
Position 82: 2.30816986383589e-13
Position 92: 1.912477516404028e-13
Position 43: 1.8160052203274646e-13
Position 403: 1.5362485884542557e-13
Position 337: 1.4691636528534938e-13
Position 331: 1.1751917102759122e-13
Position 16: 1.1665924584464035e-13
Position 2508: 1.162668173313655e-13
Position 4451: 8.248180379337902e-14
Position 396: 6.345386154463038e-14
Position 85: 5.967215369510993e-14
Position 966: 3.878507385929925e-14
Position 539: 3.298131373651208e-14
Position 608: 3.277588584159226e-14
Position 351: 2.585067923377154e-14
Position 144: 1.8704229097585402e-14
Position 124: 1.5670460677177124e-14
Position 675: 7.976399092534247e-15
Position 87: 6.985678154854397e-15
Position 113: 2.5580756764142e-15
Position 1246: 1.255212267055652e-15
Position 107: 1.0844284865097502e-15
Position 789: 4.82392422751466e-17
Position 19: 1.0684481344999484e-17
Position 575: 1.885097531831137e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 27503: 0.9999998040350088
Position 31331: 0.9978310514717138
Position 38271: 0.8442006874083824
Position 4250: 0.74152222570912
Position 31606: 0.6552284860743253
Position 34130: 0.596715794457321
Position 35057: 0.38455632334439066
Position 30364: 0.21366911716390322
Position 4191: 0.1741832376221184
Position 38612: 0.15197661275868982
Position 31561: 0.13367820915570813
Position 34245: 0.08626249284040567
Position 36626: 0.04957529122709802
Position 32830: 0.043620723871140486
Position 34196: 0.0400733815708733
Position 4194: 0.03992707634577388
Position 34358: 0.030945227726330113
Position 32292: 0.030053420232293158
Position 34277: 0.025814966166637476
Position 35109: 0.018016380690187354
Position 35358: 0.01756970274524401
Position 34951: 0.01669009507955621
Position 4291: 0.015673512227844147
Position 31630: 0.015285856726447371
Position 38361: 0.015281577259408463
Position 34282: 0.012878217931251587
Position 35376: 0.012330319175369168
Position 38171: 0.01148277816856788
Position 4121: 0.01128002962919866
Position 32331: 0.009996809952602465
Position 37534: 0.008605863731149993
Position 4268: 0.008188362270848092
Position 31578: 0.008073323476086162
Position 38213: 0.007319308476298461
Position 32805: 0.006667182098372602
Position 37841: 0.006297276008215184
Position 34384: 0.006055790622522889
Position 4137: 0.006008708740180438
Position 34483: 0.005765703557392181
Position 37208: 0.0056473046837662525
Position 32837: 0.004366427825087494
Position 34523: 0.0038211601650379235
Position 35999: 0.003644590681457106
Position 34551: 0.002626467562966422
Position 32867: 0.002221288835863111
Position 4270: 0.0021957925823009425
Position 31109: 0.002155728402414321
Position 37748: 0.0021446983089638393
Position 36629: 0.001956841179756723
Position 34202: 0.0019398041761436804
Position 38620: 0.001802573626919073
Position 37170: 0.0017659614893519877
Position 32251: 0.0017596940771833997
Position 34364: 0.0012964462236042709
Position 35187: 0.0012093809905075385
Position 32895: 0.0011431829739756807
Position 4023: 0.0010210499550306945
Position 38460: 0.0010083411093990012
Position 38311: 0.0009787119402147157
Position 33283: 0.0009304863329465836
Position 38346: 0.0008465197058004591
Position 32418: 0.0007346765265540833
Position 32334: 0.0006565875398172199
Position 34976: 0.0005984288477810705
Position 37744: 0.0005683913770487793
Position 37725: 0.0005548932273794744
Position 32486: 0.0005024757464789003
Position 32158: 0.0004757253035453543
Position 32403: 0.00046776157711269956
Position 32390: 0.00046129477572870144
Position 31859: 0.00042298054385635046
Position 35917: 0.0004035005870844311
Position 33053: 0.00037810005294654074
Position 34159: 0.00036549101445058153
Position 37432: 0.00035550321963536725
Position 37475: 0.0003397611996157864
Position 35162: 0.0003238507333019352
Position 37419: 0.0003172247632530364
Position 32210: 0.00029607365240799985
Position 35267: 0.00027083944994890435
Position 37816: 0.00024931555889797153
Position 34876: 0.00022205190786909681
Position 31789: 0.00020865806763474402
Position 34879: 0.00020331497219303152
Position 31809: 0.0001898248535452552
Position 36605: 0.0001056726779448633
Position 36669: 0.00010412717094181115
Position 35275: 5.6518449431079324e-05
Position 34770: 5.093705853776529e-05
Position 31707: 3.2601821290950255e-05
Position 32938: 3.2351654195121424e-05
Position 34013: 2.4550354373547946e-05
Position 32000: 2.3675881772711013e-05
Position 31946: 2.1816171163242734e-05
Position 33303: 1.8853315203768655e-05
Position 32028: 1.7053172479071086e-05
Position 31949: 1.1860068575869675e-05
Position 13351: 5.9574462174488406e-08
Position 1282: 3.53233178769775e-08
Position 11237: 2.853017585059825e-08
Position 5870: 1.962410602295953e-08
Position 16874: 1.8196847645946017e-08
Position 558: 1.737158537105934e-08
Position 7963: 1.2648757969046205e-08
Position 7267: 1.192826021558454e-08
Position 11559: 9.665003434645646e-09
Position 15648: 8.07701413493765e-09
Position 5613: 7.399438362568892e-09
Position 1921: 7.243324080369204e-09
Position 4433: 7.145644980321928e-09
Position 12554: 5.7008637186537405e-09
Position 3552: 5.125045364016453e-09
Position 9335: 4.685459995860655e-09
Position 10773: 4.598451161416432e-09
Position 3453: 4.47189010514603e-09
Position 1103: 4.15320994544132e-09
Position 9156: 3.936101485325351e-09
Position 9133: 3.3969033563454613e-09
Position 3660: 2.5989617683137747e-09
Position 14951: 2.474138960306661e-09
Position 5895: 2.472735772728973e-09
Position 7081: 2.323147211372355e-09
Position 1598: 2.01119134149368e-09
Position 1231: 1.9574504758879063e-09
Position 600: 1.7898653107521685e-09
Position 3152: 1.5107736369456799e-09
Position 9630: 1.4658647690916838e-09
Position 5525: 1.4522962291003234e-09
Position 11201: 1.3907112695420742e-09
Position 10616: 1.3176328377074937e-09
Position 12763: 1.2207716330173244e-09
Position 13371: 1.1821336785079223e-09
Position 846: 1.1497447192464e-09
Position 2350: 1.145688963332129e-09
Position 3867: 1.0363415674982199e-09
Position 107: 9.284637060192684e-10
Position 11216: 8.75568286607506e-10
Position 7056: 8.349178224839055e-10
Position 9663: 7.804743077884875e-10
Position 7983: 7.739158414471453e-10
Position 3725: 7.327695727891761e-10
Position 1500: 7.303200220424309e-10
Position 11038: 6.928828337318454e-10
Position 2545: 6.810826939734342e-10
Position 1968: 5.642501728245533e-10
Position 11586: 5.203851886304422e-10
Position 2085: 5.18999591190702e-10
Position 10305: 4.682660608731597e-10
Position 8562: 4.633824867484705e-10
Position 9186: 4.6312101094788146e-10
Position 2488: 4.4294465177345234e-10
Position 6205: 4.2921204101066933e-10
Position 9048: 4.20000725170633e-10
Position 2426: 3.966718106562276e-10
Position 3917: 3.7997786767913545e-10
Position 7959: 3.556574316728338e-10
Position 1168: 3.528277091226617e-10
Position 8073: 3.410148837360056e-10
Position 10612: 3.2362920755153944e-10
Position 8978: 3.1956996327931317e-10
Position 2513: 2.792997057557006e-10
Position 10914: 2.637541073685185e-10
Position 6513: 2.6317538878230753e-10
Position 1256: 2.631061792966816e-10
Position 1524: 2.561779025483895e-10
Position 10999: 2.5559878413376906e-10
Position 6759: 2.5153868795359466e-10
Position 5812: 2.4649219001567205e-10
Position 6955: 2.4216883300499554e-10
Position 6796: 2.3045647850519916e-10
Position 7326: 2.2225493958862568e-10
Position 6607: 2.2103977016021137e-10
Position 7243: 2.1144295298931602e-10
Position 6255: 2.0599528746295798e-10
Position 7119: 1.7128780599286463e-10
Position 9051: 1.7002405256800206e-10
Position 1527: 1.6175014233311067e-10
Position 1191: 1.548967171177159e-10
Position 5558: 1.490559891696948e-10
Position 6542: 1.4822004286868431e-10
Position 8742: 1.464454435113434e-10
Position 403: 1.3412704971566093e-10
Position 3481: 1.3346140027020605e-10
Position 2598: 1.240369895315494e-10
Position 4450: 1.1982429880194875e-10
Position 7742: 1.0948334115428228e-10
Position 662: 1.0734051773817246e-10
Position 1084: 9.988293767711819e-11
Position 829: 8.163900911535033e-11
Position 1551: 7.266332411912191e-11
Position 822: 6.835653303234768e-11
Position 1940: 6.343801909206849e-11
Position 533: 6.033686735188977e-11
Position 1821: 5.728056017791364e-11
Position 6343: 5.649581963552245e-11
Position 4576: 5.538423652537969e-11
Position 6173: 5.257429566640319e-11
Position 1773: 5.2416822082211264e-11
Position 1212: 5.105689421609462e-11
Position 6397: 4.971537484149514e-11
Position 1768: 4.916544818279614e-11
Position 7762: 4.7444633460272346e-11
Position 1818: 4.054908422243945e-11
Position 1342: 3.9653451246357685e-11
Position 2216: 3.88995790859854e-11
Position 1925: 3.3786911154645016e-11
Position 1375: 2.2034178963170703e-11
Position 1482: 2.0749061062447522e-11
Position 1000: 1.7960013650535032e-11
Position 197: 1.2694378590420842e-11
Position 3341: 1.2434373075571563e-11
Position 907: 1.088035190681528e-11
Position 810: 9.928006110180179e-12
Position 759: 6.104090157242232e-12
Position 604: 5.583718845305677e-12
Position 868: 2.640463311749822e-12
Position 1641: 2.498902890448968e-12
Position 3154: 2.409643450941922e-12
Position 2827: 2.217665348643484e-12
Position 720: 1.6353506701178977e-12
Position 581: 1.562685862946882e-12
Position 1011: 1.4138838378704166e-12
Position 1792: 1.3258218586998801e-12
Position 351: 8.878597866841705e-13
Position 361: 8.709849836831861e-13
Position 220: 7.928022391771159e-13
Position 964: 7.882191398875747e-13
Position 782: 7.032307084786952e-13
Position 1859: 5.715320285868127e-13
Position 571: 5.144062567758257e-13
Position 1236: 5.057591111201509e-13
Position 1002: 4.668957437496245e-13
Position 2722: 4.328524894195134e-13
Position 774: 3.8973770650116246e-13
Position 2602: 3.8399151062126445e-13
Position 874: 3.52069990909339e-13
Position 2071: 3.3624047350726566e-13
Position 291: 3.259184986227431e-13
Position 1297: 3.2009050518338603e-13
Position 1293: 3.03374551679449e-13
Position 1262: 2.8352944480420583e-13
Position 1413: 2.82720567172379e-13
Position 212: 2.7881904046823495e-13
Position 943: 2.7097017616635466e-13
Position 798: 2.666844880754236e-13
Position 307: 2.5555510549208665e-13
Position 281: 2.434896344288936e-13
Position 1656: 2.278456275730778e-13
Position 250: 2.2689195593380973e-13
Position 118: 2.1069978620313865e-13
Position 939: 1.9649053435948038e-13
Position 317: 1.8604328819053707e-13
Position 621: 1.8150027792880612e-13
Position 132: 1.7429077485942963e-13
Position 1845: 1.7358564399019735e-13
Position 859: 1.5639595140507245e-13
Position 2194: 1.1709439799131886e-13
Position 635: 1.0304232968997564e-13
Position 575: 4.482233901521146e-14
Position 2155: 3.3614314917524915e-14
Position 234: 3.0220970854022045e-14
Position 681: 8.514272201185717e-15
Position 140: 5.256911130994444e-15
Position 298: 4.85977022731362e-15
Position 1539: 1.8559751082111265e-15
Position 1576: 1.833120395653831e-15
Position 154: 7.078360133836282e-16
Position 163: 1.4588933936978677e-16
Position 328: 8.415598395568809e-17
Position 227: 7.242708216104755e-17
Position 245: 6.443988988068663e-17
Position 631: 6.137126783020128e-17
Position 608: 5.087332952575055e-17
Position 247: 3.9392119011380443e-17
Position 181: 3.012293441130076e-17
Position 168: 2.908938926399225e-17
Position 675: 2.637615523284662e-18
