Gene = HMCES
Position 9995: 0.2569647234081587
Position 14754: 0.21287967028885277
Position 9965: 0.21118864931180972
Position 17200: 0.20456757325384176
Position 3581: 0.1341125797884483
Position 3642: 0.13066937212958613
Position 11878: 0.12207525361330564
Position 18946: 0.08995744708840347
Position 11875: 0.08957956082241354
Position 4093: 0.06929155928804925
Position 18371: 0.06460928228548733
Position 21208: 0.06389110691771574
Position 21504: 0.040537732373178106
Position 17949: 0.03811297171489821
Position 17241: 0.027584853189551863
Position 14775: 0.02666267746000014
Position 20836: 0.025429923274321642
Position 3540: 0.018013420209960357
Position 19513: 0.017948920367613228
Position 4197: 0.017279755604675685
Position 19760: 0.016144251646561032
Position 4219: 0.01471649963666134
Position 16997: 0.014368179876927203
Position 955: 0.012500282896770975
Position 14147: 0.012355770206636661
Position 14750: 0.01181777089566939
Position 16035: 0.011290457417492905
Position 23371: 0.010096692051070706
Position 18517: 0.009770538579598623
Position 12076: 0.009554157973390324
Position 8427: 0.009085248660711373
Position 12049: 0.008759509623331926
Position 4169: 0.008489072194410571
Position 15863: 0.008098557869417164
Position 19028: 0.008035361649899918
Position 12675: 0.007655990702826947
Position 926: 0.007396760111018395
Position 11465: 0.0061766713958818
Position 22810: 0.0059348354973951
Position 363: 0.00575454820590261
Position 20663: 0.0048369654164672
Position 12511: 0.004780945570896909
Position 3500: 0.0044857628554021796
Position 12492: 0.0044077881755040455
Position 15816: 0.0039749672028664956
Position 3924: 0.003658063076684126
Position 16960: 0.003583621673897624
Position 15297: 0.00343455924479579
Position 16948: 0.0031060418925984595
Position 14237: 0.003022707557948941
Position 15797: 0.0029640973106485453
Position 16796: 0.0029632956973941397
Position 335: 0.002895381701280678
Position 15921: 0.0028824925703799485
Position 3962: 0.0028546792420108425
Position 625: 0.0027363518683336543
Position 12876: 0.002575395478343339
Position 11099: 0.0025673974883667385
Position 14399: 0.0024497781746114565
Position 745: 0.00217187739863477
Position 15895: 0.002159881167261123
Position 2537: 0.0021235497801752852
Position 2135: 0.0020361408964739394
Position 17205: 0.0018984940324452318
Position 973: 0.0018789071790097094
Position 1041: 0.0015724789571828263
Position 13677: 0.0014893423292823783
Position 3594: 0.00144281433154344
Position 14433: 0.0013699719787561818
Position 443: 0.0012879962768493096
Position 15168: 0.0011626527865034727
Position 13353: 0.0011467173715223433
Position 19381: 0.0011295309574869726
Position 3604: 0.0011076490699282885
Position 891: 0.0010888629658494264
Position 970: 0.0010051976143618053
Position 941: 0.0010028858508264221
Position 12444: 0.0009917039741151991
Position 752: 0.0009619500608808482
Position 17026: 0.0008657090803248315
Position 8403: 0.0008479907261826714
Position 4142: 0.0008081368521714273
Position 3369: 0.0008013473358639209
Position 10430: 0.0007726776971502347
Position 2602: 0.0007581753264732192
Position 4244: 0.0007575899840616823
Position 1024: 0.0006991941713188068
Position 17969: 0.0006972008557389724
Position 17945: 0.0006568128057400025
Position 8408: 0.0006162438000318708
Position 12769: 0.0006051717972961407
Position 663: 0.0006036473374626394
Position 12114: 0.0005601503459407407
Position 12563: 0.0005290281856048192
Position 15110: 0.00048541225715123727
Position 14049: 0.0004768874980549915
Position 3819: 0.0004428070318725542
Position 16483: 0.0003967840932466649
Position 4248: 0.00036714715218891166
Position 16430: 0.0003269038450807875
Position 14963: 0.00031196028312755993
Position 11055: 0.0003118774386647395
Position 14011: 0.0003061231814955053
Position 16399: 0.00028772101784769837
Position 3879: 0.0002805399640197396
Position 16069: 0.0002780096061216379
Position 10586: 0.0002223919013827958
Position 3662: 0.00021494833281164246
Position 15330: 0.0001866368943143504
Position 629: 0.00018661255266334964
Position 594: 0.0001743485455316795
Position 10719: 0.00017275687654038488
Position 6331: 0.00016378174504124958
Position 371: 0.00015926570552538018
Position 13921: 0.00015685563206193089
Position 310: 0.0001539327835521169
Position 8047: 0.00015372676750523637
Position 495: 0.000145571031391113
Position 11489: 0.00012397765857702025
Position 558: 0.00011304105385825266
Position 6523: 0.0001085097005915644
Position 14263: 0.00010428212749116755
Position 10745: 9.99622870016383e-05
Position 13907: 8.043770145111688e-05
Position 2910: 7.599412883571855e-05
Position 13002: 7.496543730411081e-05
Position 13697: 7.085408941887349e-05
Position 13302: 6.999004903226234e-05
Position 12737: 6.49391263273627e-05
Position 12690: 6.291166126829688e-05
Position 10228: 5.836155803955988e-05
Position 2031: 5.783789413636194e-05
Position 12514: 5.453127321765619e-05
Position 145: 5.083882149529038e-05
Position 2562: 4.224261542769801e-05
Position 12533: 4.0700178866055756e-05
Position 1206: 3.57987915890866e-05
Position 12087: 3.3547266025854065e-05
Position 337: 2.8804604410883475e-05
Position 7251: 2.4886472359599076e-05
Position 398: 2.2275031684098405e-05
Position 639: 2.205764965183521e-05
Position 10491: 2.1804260742250826e-05
Position 10402: 2.1752172492002294e-05
Position 10637: 2.1568546067087192e-05
Position 2834: 2.1182593671557133e-05
Position 1046: 2.0955328087047884e-05
Position 548: 1.903838758133768e-05
Position 1026: 1.8868819011153333e-05
Position 332: 1.8103665371478315e-05
Position 4516: 1.7127962131597734e-05
Position 990: 1.7015317589813916e-05
Position 10416: 1.653860808979106e-05
Position 5596: 1.6296889298435504e-05
Position 187: 1.6252918559320078e-05
Position 204: 1.58823121956365e-05
Position 457: 1.5742870468877784e-05
Position 939: 1.5539217530088883e-05
Position 2152: 1.5320342036793215e-05
Position 174: 1.5140816072012652e-05
Position 6218: 1.4692946620594405e-05
Position 1911: 1.3729454077651554e-05
Position 2569: 1.2544386754753305e-05
Position 3173: 1.2185610912299492e-05
Position 7071: 1.151188344564233e-05
Position 877: 1.0536279994371262e-05
Position 4536: 1.0533303808334303e-05
Position 1003: 1.0395944038913919e-05
Position 1962: 9.455039843442415e-06
Position 793: 8.73271074633029e-06
Position 7789: 8.657566857608516e-06
Position 694: 8.207802071935159e-06
Position 545: 8.193497679870293e-06
Position 1851: 8.045091084537912e-06
Position 1363: 7.74073596028167e-06
Position 512: 7.374707142305801e-06
Position 3859: 7.160542902744352e-06
Position 5304: 7.000480392453141e-06
Position 7998: 6.993761257752152e-06
Position 1075: 6.8930101272874354e-06
Position 3508: 6.8410154079056196e-06
Position 685: 6.8382174171963515e-06
Position 562: 5.572917896638125e-06
Position 271: 5.555076608097682e-06
Position 535: 5.486079626417745e-06
Position 6931: 5.178294391771029e-06
Position 227: 4.566204224710291e-06
Position 1710: 3.217851180963916e-06
Position 6437: 3.0793327676567464e-06
Position 1366: 2.8175630030221055e-06
Position 677: 2.748459767940833e-06
Position 5377: 2.6941848835091247e-06
Position 832: 2.546137051143966e-06
Position 1383: 2.385778865461756e-06
Position 1072: 2.1748436050982063e-06
Position 4512: 2.035184940244576e-06
Position 185: 1.7818194540838521e-06
Position 147: 1.7035511445251643e-06
Position 5269: 1.6666582040172948e-06
Position 5687: 1.5897040630575468e-06
Position 1280: 1.5496564799557796e-06
Position 1424: 1.4867231244333892e-06
Position 155: 1.4347940627146492e-06
Position 5174: 1.3958248841521327e-06
Position 5044: 1.3293054399932968e-06
Position 1926: 1.2397713726802196e-06
Position 1457: 1.1912918391911036e-06
Position 208: 1.1488354359209114e-06
Position 811: 1.1330558317952322e-06
Position 767: 1.1053317002681565e-06
Position 818: 8.19519546243144e-07
Position 1153: 6.805391349133607e-07
Position 703: 6.705822382417876e-07
Position 2619: 6.141879128388562e-07
Position 798: 5.912436792138444e-07
Position 1885: 5.193210363216264e-07
Position 1639: 4.788869350622009e-07
Position 157: 4.326282995334673e-07
Position 1429: 4.19160547019116e-07
Position 125: 4.100107664290573e-07
Position 138: 3.8232853409316705e-07
Position 264: 3.452562259706445e-07
Position 1985: 2.619479682723448e-07
Position 233: 2.6064617987941407e-07
Position 241: 2.494932412008007e-07
Position 246: 2.2337875778345259e-07
Position 521: 2.0870302837261266e-07
Position 164: 1.693515998713677e-07
Position 152: 1.6490038658216757e-07
Position 795: 1.3127132865211413e-07
Position 129: 1.1585863366791814e-07
Position 408: 1.1531461133153468e-07
Position 251: 1.0740792704952336e-07
Position 641: 9.761865501845707e-08
Position 4273: 9.016272047058308e-08
Position 118: 4.4027881120070104e-08
Position 113: 4.333561702561657e-08
Position 108: 1.4368274091437221e-08
Position 841: 1.0331708220857974e-08
Position 344: 5.890145462907442e-09
Position 985: 3.390628015078945e-09
Position 1099: 4.2365897354107414e-11
Position 1111: 5.798884287532593e-12
