Gene = DISC1
Position 1171: 2.680557149419603e-06
Position 351: 2.3694737444048593e-06
Position 196: 2.0375743307426773e-06
Position 269: 1.9190852749636483e-06
Position 66: 1.2911962496410467e-06
Position 545: 1.2751539021995361e-06
Position 375: 9.456589412076338e-07
Position 415: 8.787252121760808e-07
Position 417: 7.45545442607935e-07
Position 139: 4.3244157057233773e-07
Position 393: 1.0915160367732888e-07
Position 221: 4.502628955325452e-08
Position 292: 3.053266594892982e-08
Position 789: 1.1468516149635756e-08
Position 882: 5.201101674299772e-09
Position 447: 3.1148462502110356e-09
Position 213: 1.5648161356605017e-09
Position 646: 1.4086105223024037e-09
Position 149: 4.056075394425418e-10
Position 466: 3.7434029534453064e-10
Position 503: 1.8255380304300023e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 25556: 0.6372226100682662
Position 5622: 0.6077728710600662
Position 3945: 0.585170323461671
Position 14611: 0.4611180578050478
Position 13455: 0.41699443491316107
Position 9461: 0.36476042607532805
Position 14507: 0.3609805735675825
Position 2566: 0.34376228949369153
Position 2540: 0.3295718949571344
Position 6744: 0.325455510478032
Position 4604: 0.2736151120702875
Position 4255: 0.1955970345069937
Position 5503: 0.1913834979149128
Position 3987: 0.15796998368611356
Position 4277: 0.14531709266011625
Position 4648: 0.1449191354840364
Position 4221: 0.11728978578125149
Position 3562: 0.10531341166641417
Position 9864: 0.09563011913764664
Position 13409: 0.06998767779289024
Position 17957: 0.05030611778839493
Position 5220: 0.04570742160151114
Position 658: 0.04380944657180935
Position 6875: 0.04058098543888135
Position 2716: 0.039692812398088057
Position 6821: 0.03969048517611078
Position 5780: 0.03875109572129201
Position 4608: 0.03624075348751615
Position 4573: 0.03477062903090881
Position 6654: 0.03351292410164526
Position 422: 0.03253613215123318
Position 16066: 0.02723391278348997
Position 16318: 0.02685834730203808
Position 3538: 0.026534808199721868
Position 6915: 0.025801764043046866
Position 14634: 0.025334792566124507
Position 10919: 0.021312176743536436
Position 16658: 0.020404615888496864
Position 5189: 0.019900141755525
Position 9807: 0.0193117835528832
Position 10814: 0.01900230286133619
Position 3302: 0.017802117042536016
Position 19100: 0.016552958945602693
Position 14670: 0.016384584521852163
Position 4289: 0.014890732534485541
Position 4683: 0.013000927289460772
Position 3367: 0.012448333043695964
Position 2735: 0.011367538526432313
Position 2650: 0.010691183053994729
Position 6759: 0.010649767227215817
Position 15887: 0.010076529128455154
Position 6804: 0.009801073897403964
Position 4310: 0.009547023058425266
Position 8677: 0.007652671210771253
Position 8275: 0.007616035445597162
Position 18866: 0.007420774504375879
Position 4357: 0.0071356786079125895
Position 4651: 0.006136477381982806
Position 706: 0.005832602242537181
Position 9997: 0.0057488730960395884
Position 192: 0.005560661580456944
Position 2473: 0.005534540683964108
Position 4617: 0.005121092792493425
Position 3306: 0.004941284687476355
Position 3954: 0.003579219184177519
Position 2587: 0.0035667091384584877
Position 6837: 0.003551609496379558
Position 12997: 0.003125138454318599
Position 10263: 0.0031121566441761135
Position 9042: 0.0029964635082777307
Position 11459: 0.0028500450400737714
Position 7455: 0.002819786791902215
Position 2482: 0.0028144131504601027
Position 2185: 0.00268484038285174
Position 3067: 0.002656827493131424
Position 239: 0.002397964965223511
Position 3777: 0.002357736481441854
Position 4016: 0.0023139556295503527
Position 11500: 0.002276062640901177
Position 2310: 0.002177939497020726
Position 2685: 0.0021485500783641506
Position 3989: 0.002095316563909157
Position 13984: 0.0018732970674209882
Position 5878: 0.0018018302817538448
Position 10087: 0.001674918486622521
Position 3606: 0.0016191131297425983
Position 375: 0.0015766983452760832
Position 5967: 0.0015755792759126154
Position 3138: 0.001525868133199284
Position 3391: 0.0015044110022223024
Position 3326: 0.0014567545244085153
Position 1002: 0.0013743647144671106
Position 9289: 0.0013074194402997426
Position 15144: 0.0013063049231554795
Position 2132: 0.00124144187666511
Position 1971: 0.0012387240098405143
Position 5115: 0.0012324972376104417
Position 3726: 0.001198421314857969
Position 676: 0.0011469084593354372
Position 4330: 0.0011387631299860658
Position 2372: 0.0011135114097688863
Position 3901: 0.0010788637001356417
Position 1158: 0.0009278507009512615
Position 1406: 0.0009207130819863707
Position 2570: 0.0009048057708723813
Position 3161: 0.0008565680554551131
Position 5943: 0.0008265962720093074
Position 4234: 0.000825532568907136
Position 4297: 0.0008114519893784543
Position 1788: 0.000769426230944325
Position 13905: 0.0007601792475074307
Position 1349: 0.0007504891117195243
Position 6007: 0.0007345303633530722
Position 3278: 0.0007107076432133066
Position 567: 0.0007054793341409072
Position 780: 0.0006719728573666196
Position 816: 0.0006563974164552325
Position 5053: 0.0006444147488707077
Position 6948: 0.0006431715472086201
Position 306: 0.0006387472742092735
Position 3962: 0.0005954445365113556
Position 6624: 0.0005900175532893914
Position 1944: 0.0005795154482918145
Position 4143: 0.0005636549485227313
Position 346: 0.0005417540092334048
Position 5020: 0.0005228889635137601
Position 2106: 0.0005151270121366734
Position 1319: 0.0003947052067177604
Position 333: 0.00037444265152084834
Position 2400: 0.0003567544493484218
Position 317: 0.00033687235381287174
Position 390: 0.0003368060258952562
Position 4779: 0.000328606322792204
Position 2600: 0.0003012799664300081
Position 4316: 0.0002958903240746322
Position 1754: 0.00028046038107875385
Position 5516: 0.0002759346096328951
Position 5975: 0.000274682202902028
Position 1393: 0.00027298106069820747
Position 3707: 0.0002630108757794728
Position 5844: 0.0002594442673133615
Position 4011: 0.00024296166309261977
Position 2597: 0.0002393037315206903
Position 4105: 0.00023002220991188377
Position 1644: 0.00021649415043355094
Position 2045: 0.00019397500832936103
Position 6010: 0.00017834738312368158
Position 539: 0.0001731645418805864
Position 914: 0.00016611484773337552
Position 1795: 0.0001628456177799049
Position 1951: 0.00015023560169509344
Position 5904: 0.00014992129549596983
Position 4898: 0.00014793378773717664
Position 8833: 0.00013558241516114513
Position 847: 0.00012294763558516595
Position 1131: 0.00012093867438475735
Position 941: 0.00011958127067110942
Position 1487: 0.00011438836188517878
Position 10038: 0.00011046981058100943
Position 3710: 0.00010088626590600271
Position 7669: 9.565334590478516e-05
Position 7684: 9.458283434681444e-05
Position 4630: 9.177223665327861e-05
Position 244: 8.101336565696822e-05
Position 1652: 7.630617953350328e-05
Position 519: 7.439497871587478e-05
Position 9068: 7.42727490182822e-05
Position 7108: 6.746148515953589e-05
Position 356: 6.25954436825878e-05
Position 3218: 5.745339864364871e-05
Position 4826: 5.662232108648544e-05
Position 1732: 5.544881011518347e-05
Position 1067: 5.192021761586912e-05
Position 2007: 4.906181535948349e-05
Position 2089: 4.393795777006305e-05
Position 2191: 4.3763878666869774e-05
Position 1101: 3.850430034391233e-05
Position 3581: 3.720121439856464e-05
Position 3863: 3.538624024454467e-05
Position 5423: 3.209685477750157e-05
Position 858: 3.08778760398053e-05
Position 1947: 2.6369178758587777e-05
Position 1884: 2.3210523243292915e-05
Position 2199: 2.259318170674498e-05
Position 1669: 2.190291892182062e-05
Position 435: 1.8386934416218002e-05
Position 196: 1.5012831381734159e-05
Position 1378: 1.3079608744902398e-05
Position 4529: 1.1338994892970983e-05
Position 862: 1.0732797234680712e-05
Position 2241: 1.015641423482091e-05
Position 3424: 9.809673161682133e-06
Position 3077: 9.717493737830128e-06
Position 3015: 8.4561740661385e-06
Position 3235: 8.414694251875446e-06
Position 2395: 5.6156413760291085e-06
Position 1073: 4.719623524093796e-06
Position 258: 3.96807237782657e-06
Position 286: 3.736183308404944e-06
Position 4627: 5.680656530881765e-07
Position 204: 1.682178065051367e-07
Position 442: 1.428754945761668e-07
Position 324: 7.024697928878237e-08
Position 275: 4.718693347969121e-08
Position 288: 3.926375722486719e-08
Position 266: 2.66297768830996e-08
Position 755: 2.298010971063861e-08
Position 209: 2.280670008308766e-08
Position 724: 2.2071934813641667e-08
Position 281: 2.1227681374059782e-08
Position 966: 1.602481547559533e-08
Position 254: 1.4386212661241424e-08
Position 393: 1.2742382935273801e-08
Position 909: 1.1891577348160656e-08
Position 283: 1.1407126751094605e-08
Position 969: 9.26767892745506e-09
Position 609: 8.239511896974995e-09
Position 292: 5.86215187319369e-09
Position 444: 3.6440196602066758e-09
Position 573: 3.269968669600699e-09
Position 730: 2.455516101027209e-09
Position 170: 1.105331778724861e-09
Position 878: 1.0972151648442941e-09
Position 980: 9.83552792629994e-10
Position 173: 2.4234578755395187e-10
Position 633: 1.968590227739328e-10
Position 616: 1.8249358455688995e-10
Position 613: 3.387313068823758e-11
Position 137: 9.81968254323643e-13
Position 145: 5.3092713348409634e-14
Position 139: 4.863443384082861e-15
Position 128: 2.7256329412772754e-16
