Gene = VOPP1
Position 737: 1.1834684273073043e-10
Position 1036: 7.275360147124695e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 15264: 0.9399191417306738
Position 8922: 0.7697061521972351
Position 22868: 0.6219930462361899
Position 18341: 0.5902466295067401
Position 16519: 0.5092548081633513
Position 7448: 0.4879857823890478
Position 581: 0.45532938139038687
Position 9772: 0.3513986148639838
Position 10473: 0.2950662547426593
Position 17500: 0.2623666477207976
Position 13019: 0.26183777531788194
Position 15121: 0.24076212010609857
Position 8362: 0.2203159922155551
Position 18770: 0.1984610166795479
Position 13635: 0.1942896076244799
Position 5289: 0.18735426841161973
Position 17578: 0.1855802267591803
Position 23359: 0.13285964808112782
Position 8942: 0.13272217909238834
Position 22409: 0.12858373177327942
Position 16112: 0.12408858360270751
Position 18434: 0.11846794127242001
Position 16305: 0.07369994000357862
Position 16465: 0.062284287701788565
Position 25649: 0.057048611063454165
Position 4050: 0.052454131931204406
Position 19483: 0.05095978421226884
Position 21131: 0.049981791234411016
Position 20406: 0.04945984867774455
Position 10497: 0.047330586097169954
Position 17481: 0.044816215534726936
Position 21320: 0.04356397722207673
Position 18560: 0.04205632548835135
Position 9740: 0.03784528587727366
Position 5216: 0.03736462747862009
Position 3063: 0.03724779344573852
Position 21435: 0.035189312442766046
Position 10267: 0.032583521241224184
Position 14018: 0.028322279052207525
Position 16652: 0.0273902194276443
Position 17463: 0.02498660952515984
Position 20924: 0.02358107574041405
Position 10192: 0.023084783565378297
Position 25304: 0.021960719125145536
Position 17299: 0.02085174828657276
Position 15233: 0.02041519274329758
Position 10074: 0.01984617369341782
Position 22240: 0.01946209980264256
Position 17068: 0.019318743471765768
Position 7298: 0.019199454101219076
Position 21975: 0.01916185174805751
Position 26465: 0.018648563753808186
Position 3156: 0.018295832656859228
Position 22839: 0.01692330018180484
Position 12857: 0.01606342699579154
Position 16788: 0.015826671720557375
Position 16649: 0.015498269070589227
Position 5145: 0.014989188002748089
Position 8000: 0.014988517233449232
Position 11442: 0.012366835013596126
Position 16785: 0.010840881795876093
Position 9838: 0.010760735280591426
Position 9998: 0.009833314453419057
Position 9893: 0.009474767776225386
Position 22345: 0.009428276678052776
Position 19738: 0.008207813245525547
Position 7379: 0.007832817625938049
Position 5157: 0.0076892476277559945
Position 583: 0.007234899669475847
Position 11377: 0.007214989958392492
Position 15990: 0.007005835020950433
Position 8811: 0.0065048437009062815
Position 20806: 0.004856983031917162
Position 15629: 0.004462496214561193
Position 19130: 0.004453560968755051
Position 23511: 0.004370285325945315
Position 20962: 0.004350436153354778
Position 7283: 0.003998085688764091
Position 10831: 0.0035295448727474792
Position 10835: 0.003135048332359116
Position 535: 0.0030400736716400816
Position 19575: 0.002589386649005199
Position 7202: 0.002506288235312134
Position 3198: 0.002348488830033849
Position 3289: 0.0023120886570494716
Position 5238: 0.0022994397949980356
Position 17854: 0.002287696168131159
Position 3174: 0.0021942287139716955
Position 11321: 0.0021885311505992753
Position 1415: 0.0021362931649839775
Position 20109: 0.002130112567230178
Position 24477: 0.0020029974696677013
Position 17695: 0.0019923614962343668
Position 3014: 0.001738700860415537
Position 8643: 0.001442735910840311
Position 9368: 0.0012726409293048642
Position 10241: 0.001222270367108416
Position 360: 0.0011674985191036406
Position 8778: 0.0011580972582053784
Position 16806: 0.0010622045339912845
Position 10018: 0.000996431105951205
Position 17902: 0.0009952773764214777
Position 8534: 0.0008454830776860277
Position 322: 0.0007742860449052043
Position 5659: 0.0005795301634528541
Position 1579: 0.0005694765208521655
Position 17878: 0.0004621864699909119
Position 1610: 0.0004461859946256931
Position 5313: 0.0004443380714697672
Position 1308: 0.00039737201629495156
Position 1747: 0.0003781705531673374
Position 1750: 0.0003770224859288497
Position 1074: 0.00033452529830513034
Position 1154: 0.0003329318433986385
Position 3599: 0.00030198153675361047
Position 15762: 0.0002776276042968982
Position 1684: 0.00016441152010224555
Position 1423: 0.0001266092069297777
Position 2641: 0.00012103376614936191
Position 3134: 0.00011957287769673091
Position 3476: 0.00011496338350766785
Position 338: 0.00010734979205923858
Position 804: 0.00010243280992515918
Position 640: 9.459661028878195e-05
Position 1801: 8.172738374627793e-05
Position 3347: 8.104963937029372e-05
Position 404: 7.939949241311536e-05
Position 1586: 7.602717017830493e-05
Position 10391: 6.606702201526437e-05
Position 3236: 6.52596824143315e-05
Position 5715: 5.600695693789952e-05
Position 340: 5.418106761675093e-05
Position 2973: 4.901733775311411e-05
Position 1776: 4.54257886936814e-05
Position 1667: 3.064174719072446e-05
Position 1279: 2.9499580780115955e-05
Position 3834: 2.6302758713922187e-05
Position 1431: 2.5782431273917757e-05
Position 2782: 1.9306682905919003e-05
Position 1182: 1.6808972328841004e-05
Position 678: 1.2531177865075191e-05
Position 1090: 1.154182807851823e-05
Position 1275: 9.897698468483445e-06
Position 2053: 9.648278076956455e-06
Position 2171: 8.926408225300278e-06
Position 2911: 6.4972472420064056e-06
Position 385: 5.835166228052895e-06
Position 2034: 5.709055304222138e-06
Position 1234: 5.269441911682535e-06
Position 1000: 4.640856049234616e-06
Position 2018: 4.518962141742111e-06
Position 9263: 4.2218182361683e-06
Position 329: 4.024068474365465e-06
Position 411: 3.0387887396588514e-06
Position 4699: 1.733313294535518e-06
Position 1209: 1.5645418031216925e-06
Position 1829: 1.3666255943154455e-06
Position 4683: 1.1950760896178824e-06
Position 997: 1.1228099422719655e-06
Position 355: 9.340632120666395e-07
Position 735: 8.459078810143477e-07
Position 435: 8.432179508876387e-07
Position 667: 8.286832102934991e-07
Position 3249: 7.652872144765728e-07
Position 284: 5.075151129102998e-07
Position 379: 5.759936485644526e-08
Position 1320: 4.7915092172023894e-08
Position 1021: 4.5593138406647046e-08
Position 1051: 4.2430224973291436e-08
Position 1358: 4.073258955122449e-08
Position 809: 3.411004697845579e-08
Position 1262: 3.3500691536956e-08
Position 771: 2.989268322238048e-08
Position 1461: 2.7002901360627383e-08
Position 1114: 2.6855492859683298e-08
Position 1041: 2.209975623098329e-08
Position 891: 1.888757123029454e-08
Position 871: 1.578424739680998e-08
Position 369: 1.4348101114396393e-08
Position 763: 9.72666311132745e-09
Position 1023: 7.3571349666697814e-09
Position 816: 3.749999977558693e-09
Position 720: 3.2193858846641173e-09
Position 254: 3.017020103197773e-09
Position 865: 2.7727360428463142e-09
Position 590: 2.12407513592989e-09
Position 505: 1.85857962244644e-09
Position 258: 1.0941440762405163e-09
Position 908: 4.5806050880843357e-10
Position 768: 3.701053526619003e-10
Position 683: 3.0408565192952274e-10
Position 842: 2.0791843488061217e-10
Position 746: 1.9754960381394207e-10
Position 696: 1.6604507722802322e-10
Position 187: 1.3154862899767803e-10
Position 1256: 8.090066806077539e-11
Position 205: 3.8905370670606994e-11
Position 185: 3.4188137875019955e-11
Position 151: 2.3803570428748026e-11
Position 755: 2.0880055164684835e-11
Position 706: 1.8346347955443672e-11
Position 840: 1.6663298531430913e-11
Position 221: 1.5578803906776086e-11
Position 711: 1.4391849136560466e-11
Position 212: 9.061190088160365e-12
Position 650: 4.4899587017085376e-12
Position 195: 1.0772386632907576e-12
Position 198: 5.133853265418341e-13
Position 648: 6.285662217396549e-15
