Gene = DMAP1
Position 5867: 0.0001705779340914985
Position 5389: 0.00017025746435898992
Position 7007: 0.00012736934753646977
Position 2162: 0.00011441524154996451
Position 5858: 0.00010478269678652739
Position 6453: 9.61650374837211e-05
Position 5601: 9.574905307533736e-05
Position 6430: 9.480590395139845e-05
Position 6717: 9.405655696906087e-05
Position 6591: 8.970210489565934e-05
Position 3086: 8.720746055752176e-05
Position 6080: 8.490013631505652e-05
Position 7031: 7.13691436068462e-05
Position 5824: 6.866708180966519e-05
Position 6054: 5.4977938924714e-05
Position 696: 5.026263472952121e-05
Position 6652: 4.876204229242356e-05
Position 1712: 4.508008047817074e-05
Position 242: 3.878974558790662e-05
Position 733: 3.848227974619282e-05
Position 342: 3.708672179397901e-05
Position 6479: 3.619218639355301e-05
Position 6428: 3.4777880578183026e-05
Position 520: 2.5670785736523293e-05
Position 753: 2.5098569447196624e-05
Position 485: 2.4830092015998632e-05
Position 862: 2.3817906066681223e-05
Position 6599: 2.2488326657722748e-05
Position 6825: 2.0291269655471962e-05
Position 274: 1.797409378146229e-05
Position 7029: 1.6697689703329015e-05
Position 5885: 1.617711431487874e-05
Position 6236: 1.5492176784520416e-05
Position 660: 1.376538056770082e-05
Position 682: 1.3335201036030996e-05
Position 6451: 1.3324537046407457e-05
Position 778: 1.238948401990726e-05
Position 6796: 1.2015830113332268e-05
Position 6918: 1.1947512509443243e-05
Position 6116: 1.1201675331744753e-05
Position 448: 1.0836097499983284e-05
Position 6777: 1.0312543708680254e-05
Position 774: 9.957388160271381e-06
Position 958: 9.945255511500686e-06
Position 6161: 9.265778138433707e-06
Position 5851: 8.363798677830366e-06
Position 6166: 6.576679149728596e-06
Position 5353: 5.604784210022018e-06
Position 6999: 5.173062482652094e-06
Position 10: 4.87078222883635e-06
Position 5874: 3.6207326104688114e-06
Position 7160: 2.5762021618886495e-06
Position 5229: 1.6064186171745911e-06
Position 47: 1.50867503781014e-06
Position 5565: 1.2514344481487451e-06
Position 7094: 1.0899574980354427e-06
Position 5992: 8.900723954095006e-07
Position 580: 8.494522719202924e-07
Position 741: 7.081227373990361e-07
Position 41: 5.803831884181527e-07
Position 816: 4.4739299387557445e-07
Position 503: 4.0557511744101197e-07
Position 2188: 1.240246360483345e-07
Position 464: 5.282957915264686e-08
Position 6369: 1.0380185821763945e-08
Position 688: 1.0023242088388579e-09
Position 6861: 9.586586778478738e-12
Position 544: 5.024671053123543e-12
Position 5977: 8.576387331854118e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 5950: 0.9926923276898757
Position 6561: 0.9853111705815354
Position 5132: 0.9777235504412842
Position 5600: 0.9388552209026534
Position 7103: 0.8005921666450451
Position 6350: 0.7264997697757768
Position 293: 0.5642400085318916
Position 1744: 0.47633420148962463
Position 1247: 0.34113310869599583
Position 4739: 0.30506534737260943
Position 894: 0.27541434395555925
Position 4855: 0.26354724140056873
Position 1271: 0.21367968699652637
Position 6324: 0.21214315385042506
Position 1850: 0.1636412698345977
Position 4852: 0.09954164801934684
Position 3799: 0.09789263831847426
Position 6939: 0.09750706089870133
Position 1160: 0.08937280596710039
Position 1083: 0.0831860870472831
Position 4885: 0.07948150884127943
Position 1764: 0.07217762524120523
Position 3687: 0.06978968052053983
Position 1929: 0.06065250115041274
Position 6741: 0.05689335556979661
Position 1284: 0.05496034039297957
Position 253: 0.05288861217614074
Position 1698: 0.05141161352794064
Position 6305: 0.04480077546907937
Position 207: 0.04215975829278467
Position 3626: 0.03468068354447708
Position 1905: 0.02677643874499213
Position 1953: 0.024990776621667866
Position 3765: 0.021250675715466193
Position 6809: 0.019594040072305526
Position 5135: 0.017267378844027702
Position 531: 0.016196583838705498
Position 3916: 0.01602869020395874
Position 1323: 0.015449717795031619
Position 5562: 0.013833639041684654
Position 1107: 0.012310090551577104
Position 4508: 0.01224909361473788
Position 1055: 0.012134347316075359
Position 6236: 0.011785768154159635
Position 499: 0.011365101393877607
Position 4953: 0.010556791985764353
Position 1297: 0.010372785874734534
Position 3815: 0.010339957451680336
Position 1966: 0.008799028260440952
Position 2603: 0.008135191906818735
Position 1623: 0.007904827084405817
Position 5472: 0.007334794200868903
Position 1368: 0.007251335440733221
Position 6777: 0.007057814048988286
Position 6747: 0.0061872197945669555
Position 2006: 0.005173573622752714
Position 774: 0.005118467284217519
Position 1711: 0.004732045287233974
Position 805: 0.004402838471969405
Position 7105: 0.0042486521123984685
Position 332: 0.0037013991268076704
Position 736: 0.0032829537145720364
Position 1780: 0.00324419711324633
Position 3102: 0.0032380564943734745
Position 7129: 0.0032171691707115835
Position 3388: 0.00313011814661741
Position 5506: 0.003013504670023113
Position 1433: 0.0030074003494422285
Position 4556: 0.0029031840540954578
Position 1338: 0.0028722949375290076
Position 6097: 0.0027978372724207926
Position 6948: 0.0027785261087819044
Position 1139: 0.002270325975796235
Position 5627: 0.001989882687539109
Position 5208: 0.001974054082117024
Position 1815: 0.0017635174998612295
Position 4534: 0.001667116620880828
Position 3455: 0.0014117160271377566
Position 5388: 0.001401262364021948
Position 1104: 0.0013415570149198548
Position 5687: 0.0010958687674958788
Position 6951: 0.001093751930747187
Position 1087: 0.001084807059577372
Position 6330: 0.001058403009956818
Position 1720: 0.0009259464289015491
Position 7109: 0.0009203092980614483
Position 5969: 0.0007688606796716545
Position 4280: 0.0007126692447170689
Position 5183: 0.000705967429166784
Position 1402: 0.0006962397827284321
Position 6356: 0.0006907505869524084
Position 5565: 0.0006604550323064047
Position 1864: 0.0006256691953642013
Position 7145: 0.0006168795963056873
Position 347: 0.0005922537115339701
Position 7203: 0.0005878905591643383
Position 5214: 0.0005798987009141208
Position 5518: 0.0005455503119817787
Position 6584: 0.0005269095824931638
Position 6770: 0.0004917448771940662
Position 6338: 0.00045766614106194665
Position 6753: 0.0004443549757508161
Position 5607: 0.0003665224065822593
Position 5891: 0.00035991353961498877
Position 6563: 0.0003515044160620216
Position 2015: 0.00032806809625800834
Position 6723: 0.0003249944932161228
Position 5295: 0.0003202943005432513
Position 2651: 0.00027564918042956635
Position 6638: 0.0002541203972514257
Position 933: 0.00024302310422919107
Position 3555: 0.0002202785221744957
Position 5657: 0.00020065056955380483
Position 821: 0.0001748696400289043
Position 987: 0.00016375814281805175
Position 1302: 0.00015281595092952408
Position 6921: 0.0001502456418507713
Position 5639: 0.0001433608310053505
Position 6380: 0.0001299709235543202
Position 6377: 0.00012914642218923606
Position 375: 0.00011721282042602969
Position 849: 0.00011528333236641403
Position 6205: 0.00011227643676136586
Position 5962: 0.00010700937186157913
Position 5718: 0.00010418429588679235
Position 7059: 0.00010153397518420386
Position 562: 9.735147508250662e-05
Position 1165: 9.356641698684226e-05
Position 517: 9.175602307748786e-05
Position 2799: 8.720746055752167e-05
Position 909: 8.055042265575513e-05
Position 5645: 8.042261407519603e-05
Position 1592: 7.700631825464009e-05
Position 1192: 7.041205021066903e-05
Position 1792: 6.304985493953972e-05
Position 7027: 6.158139636815805e-05
Position 138: 6.095912738296875e-05
Position 984: 5.781302986336916e-05
Position 942: 4.915056731629259e-05
Position 7149: 4.749183592949994e-05
Position 350: 4.727538396348186e-05
Position 5630: 4.59091989446317e-05
Position 6383: 4.4773749388477074e-05
Position 2609: 4.3421995660786555e-05
Position 6587: 4.315273133267081e-05
Position 5723: 4.0824091626485534e-05
Position 6644: 4.0297169456608824e-05
Position 569: 3.900510798759638e-05
Position 403: 3.8304446478232584e-05
Position 5429: 3.431638342170582e-05
Position 5612: 3.2078457985789524e-05
Position 6677: 2.9924086114721006e-05
Position 958: 2.9063514695274295e-05
Position 536: 2.7051679864329587e-05
Position 2033: 2.679382076386699e-05
Position 566: 2.67734387796935e-05
Position 935: 2.6440921271040027e-05
Position 237: 2.267924623960175e-05
Position 5522: 2.266812394952181e-05
Position 6616: 2.1239832988719852e-05
Position 6153: 2.0861398298417494e-05
Position 7036: 2.0719655920431938e-05
Position 6101: 2.010418044395211e-05
Position 5674: 1.9902935933020443e-05
Position 5609: 1.6438125254223234e-05
Position 861: 1.360620479863767e-05
Position 5654: 1.345064817037059e-05
Position 6608: 1.0759910544030152e-05
Position 6698: 1.02085500122123e-05
Position 1014: 9.94960830518372e-06
Position 5999: 9.93649316062529e-06
Position 142: 9.186442438252435e-06
Position 5700: 9.043304436957167e-06
Position 654: 9.034708577180495e-06
Position 1468: 7.969289681247693e-06
Position 1797: 7.657196114533692e-06
Position 5690: 7.624520042572404e-06
Position 7222: 7.3542535934898685e-06
Position 619: 7.04524695805069e-06
Position 7205: 7.028522849721669e-06
Position 5984: 6.530932988307325e-06
Position 1700: 6.077359866678655e-06
Position 6647: 5.866054155609258e-06
Position 6859: 5.352988881288227e-06
Position 6173: 5.0976001977609345e-06
Position 7049: 5.071112801762801e-06
Position 5706: 4.662392819403956e-06
Position 906: 4.206406783583229e-06
Position 478: 4.179389598230655e-06
Position 6401: 3.674426867636813e-06
Position 5660: 2.6268271633537167e-06
Position 5741: 2.5073789932369687e-06
Position 6134: 2.480775934436696e-06
Position 503: 2.3597000140061294e-06
Position 433: 2.018797867477176e-06
Position 5615: 1.6812511350545788e-06
Position 782: 1.6489801983617807e-06
Position 5874: 1.4993566919371502e-06
Position 6138: 1.4816698900638455e-06
Position 5753: 1.40715134081647e-06
Position 6116: 1.3810127036315683e-06
Position 5756: 1.1026436652394494e-06
Position 359: 8.088846708334147e-07
Position 6119: 7.934523722086916e-07
Position 3125: 7.182285442148016e-07
Position 688: 6.582117746160771e-07
Position 443: 6.215375257032734e-07
Position 1993: 3.991288772019433e-07
Position 382: 3.5904447198491957e-07
Position 423: 3.530877057967573e-07
Position 5856: 3.372720863891786e-07
Position 5992: 3.346366943004549e-07
Position 379: 3.2975972706793085e-07
Position 600: 2.526991331132459e-07
Position 6179: 2.193082541838639e-07
Position 6498: 1.8699952219600142e-07
Position 6161: 1.4788538836644613e-07
Position 854: 1.467283769825792e-07
Position 5977: 1.3609799126451912e-07
Position 410: 1.2021800402142801e-07
Position 6568: 1.1163594124360718e-07
Position 6478: 1.0065461612762519e-07
Position 6487: 7.245670687228095e-08
Position 676: 6.94423254653148e-08
Position 670: 6.20270929121576e-08
Position 829: 6.157657607998467e-08
Position 407: 4.4633963823205744e-08
Position 114: 3.354029357308664e-09
Position 125: 1.8687465834954414e-09
Position 602: 1.5216742661551795e-09
Position 453: 1.2855916646080892e-09
Position 438: 1.2165176391467041e-09
Position 586: 7.040218311632575e-10
Position 464: 3.0448377117676974e-10
Position 621: 2.795643797470383e-10
Position 72: 1.7395018041085237e-10
Position 634: 5.099349202309408e-11
Position 104: 3.815006953153909e-12
Position 94: 2.8549560985911736e-12
Position 81: 7.436863551304746e-13
Position 87: 2.1923144012343342e-13
Position 461: 2.890163587385533e-14
Position 448: 1.2476906865444641e-14
