Gene = AVL9
Position 397: 0.11222080602554686
Position 8977: 0.10051412636679596
Position 757: 0.051614725888334864
Position 6318: 0.03526372916498414
Position 14035: 0.0326709309556457
Position 8933: 0.031761218806371914
Position 423: 0.03044313603435264
Position 12318: 0.027275798794749496
Position 9405: 0.0262249622946158
Position 720: 0.025126345611879448
Position 8874: 0.024082458487232002
Position 4276: 0.021661150726509714
Position 6626: 0.020145141668714298
Position 7082: 0.01943963103160965
Position 4381: 0.019267724938208382
Position 12321: 0.019173774364698963
Position 5402: 0.017056092207330616
Position 9165: 0.016491159817407765
Position 11825: 0.01399700644304143
Position 2187: 0.011716951854302228
Position 12689: 0.009115651825864155
Position 13583: 0.009103831974567276
Position 4156: 0.008614710694089412
Position 16592: 0.007239241848479636
Position 4661: 0.006430962558822502
Position 7122: 0.00600533118923733
Position 910: 0.005956529744008053
Position 563: 0.005083849366925416
Position 12510: 0.005050133384482227
Position 8804: 0.005037717528742292
Position 8787: 0.004985105126059243
Position 10747: 0.004978978233821903
Position 6336: 0.004165361671102607
Position 8152: 0.003941738679376705
Position 411: 0.0038143293673858856
Position 3889: 0.003451562174519413
Position 14009: 0.003378013641435956
Position 2775: 0.003229448007290814
Position 2035: 0.003087206676870772
Position 887: 0.0029250169164864266
Position 6598: 0.0027142420534132937
Position 6004: 0.002661043449960546
Position 1234: 0.0026017261219589507
Position 12048: 0.002442336657238899
Position 7691: 0.0024184458633260946
Position 10894: 0.002318724267958339
Position 7629: 0.002307963723377482
Position 4115: 0.002115355051646976
Position 4587: 0.0020647028778376653
Position 5525: 0.0020542318197192856
Position 11699: 0.0019533744250766353
Position 8936: 0.0019208138164138592
Position 840: 0.001774934630541452
Position 12836: 0.0017615110627864793
Position 8214: 0.0017160128174722124
Position 5534: 0.0016351682914541648
Position 2576: 0.0013936477543447148
Position 727: 0.0012879023095627182
Position 9203: 0.0012043004525968276
Position 12167: 0.0011958704594994191
Position 5041: 0.0011743661956422926
Position 6069: 0.0009119568167131694
Position 4405: 0.0008990790756871335
Position 595: 0.0008716488485650183
Position 9788: 0.0008474796010111704
Position 489: 0.0008248066167935571
Position 7276: 0.0007839446016261977
Position 538: 0.0007269599457978844
Position 761: 0.0007152798595874356
Position 5177: 0.0007132641435800329
Position 6549: 0.0006633025220193177
Position 9429: 0.0006558573255429239
Position 5490: 0.0006541042527980164
Position 7318: 0.000646601471689505
Position 1618: 0.0006188726177293036
Position 7356: 0.0005498020476485327
Position 6349: 0.00047603002080319365
Position 7709: 0.00044077215542658065
Position 7231: 0.0004262263093658625
Position 10457: 0.00042573455662885676
Position 5354: 0.000418984000927804
Position 4725: 0.0004175713895599156
Position 4590: 0.00039895327012358085
Position 4427: 0.00038979233232416723
Position 9050: 0.0003796245198271064
Position 7090: 0.00034700654210819207
Position 6248: 0.00032311125465662115
Position 2211: 0.00029774570342483024
Position 1029: 0.0002737065864747071
Position 8238: 0.00026630777694713534
Position 786: 0.0002534032357520835
Position 7738: 0.0002533954316099819
Position 5298: 0.00023121982721699676
Position 819: 0.00022899155772299957
Position 2720: 0.00022760147881421925
Position 5731: 0.00021923391097126933
Position 7596: 0.000216882448956769
Position 4017: 0.00021355049193309247
Position 9127: 0.0002089671976709338
Position 3379: 0.00020462455939727122
Position 8593: 0.000201151479581086
Position 8766: 0.00019269753095733184
Position 2799: 0.00017845395433612862
Position 5251: 0.00017827307012002335
Position 5110: 0.00017462002174630723
Position 4758: 0.00017250713985282417
Position 570: 0.00016856816585757075
Position 5718: 0.00016769453672128203
Position 342: 0.00013742194273490136
Position 6072: 0.00013142830147369454
Position 689: 0.00012265856962259753
Position 6262: 0.00011854151605714343
Position 7420: 0.00011694328253450603
Position 1007: 0.00011670747320156047
Position 2945: 0.00011621882694046187
Position 1941: 0.00010925585371614859
Position 6444: 0.00010695720375602499
Position 1066: 0.00010585059467030799
Position 4499: 0.0001020614854720633
Position 3765: 0.00010045256074522705
Position 6380: 0.00010001854524920984
Position 3404: 9.461969781157592e-05
Position 6210: 9.356143939458981e-05
Position 2589: 9.099725525258455e-05
Position 2592: 8.085333714530906e-05
Position 4890: 7.945343012888416e-05
Position 2544: 7.532901613786697e-05
Position 777: 7.4178657953371e-05
Position 6113: 6.733186413117804e-05
Position 3443: 6.624391361675042e-05
Position 2740: 6.0194761212050675e-05
Position 4970: 5.633351887646049e-05
Position 5946: 5.2243629948338815e-05
Position 2345: 5.159640245085233e-05
Position 6160: 5.0702284364403495e-05
Position 3996: 4.6260042868015304e-05
Position 5911: 4.496765878120181e-05
Position 5360: 4.351637991862138e-05
Position 4552: 4.185521843109239e-05
Position 3779: 3.626896997892408e-05
Position 993: 3.562226993741465e-05
Position 1985: 3.3921113737065186e-05
Position 135: 3.3700281464547354e-05
Position 3231: 3.217934754871071e-05
Position 1173: 2.7435076180758388e-05
Position 2606: 2.637830886528244e-05
Position 3747: 2.5769759284978316e-05
Position 1251: 2.273381049744678e-05
Position 3407: 2.1680700985817748e-05
Position 3437: 2.062938565045454e-05
Position 2161: 1.9652320735199902e-05
Position 3340: 1.85257162274902e-05
Position 5487: 1.8248263014532807e-05
Position 1582: 1.7453859842692757e-05
Position 3173: 1.7374676730573536e-05
Position 2747: 1.700528834194262e-05
Position 2348: 1.602720313304529e-05
Position 3177: 1.4864401458522686e-05
Position 192: 1.3536801337364695e-05
Position 2112: 1.3003748684040359e-05
Position 3024: 1.2698670899026114e-05
Position 1201: 1.2184434308491833e-05
Position 2674: 1.2102713596070025e-05
Position 2281: 1.1661204906244376e-05
Position 1004: 1.131455402572504e-05
Position 1363: 9.855589913811521e-06
Position 229: 9.833326165270286e-06
Position 1254: 9.642943043574825e-06
Position 1951: 8.866199239734247e-06
Position 2425: 8.661499770177125e-06
Position 168: 8.536831223748287e-06
Position 930: 6.5496017683482224e-06
Position 1837: 6.512291677839885e-06
Position 959: 6.047015455975099e-06
Position 1282: 5.950407014532429e-06
Position 226: 5.905458146184781e-06
Position 1372: 5.877552206780339e-06
Position 768: 3.596973256649545e-06
Position 795: 2.3647603755539504e-06
Position 601: 1.985355044603472e-06
Position 301: 1.2965401440002263e-06
Position 494: 1.2473217205612918e-06
Position 3706: 1.0106602979435644e-06
Position 1480: 7.712083020222695e-07
Position 606: 7.672269109850155e-07
Position 234: 6.300526845873878e-07
Position 684: 5.869413702458215e-07
Position 1537: 4.349379963301555e-07
Position 1467: 3.296393943443355e-07
Position 1491: 3.2479457645106126e-07
Position 1508: 3.110388292507893e-07
Position 535: 2.5984015985318195e-07
Position 304: 2.2920183309779622e-07
Position 699: 5.333053137771901e-08
Position 614: 1.3078322426593655e-08
Position 543: 1.067070954297614e-08
Position 733: 6.670809901249484e-09
Position 313: 4.862438210993486e-09
Position 1752: 3.4178271047228116e-09
Position 72: 2.577284992050059e-09
Position 546: 2.407949685273406e-09
Position 239: 2.229594949845857e-09
Position 237: 1.7188513987690853e-09
Position 1635: 2.8728496907366243e-10
Position 1540: 2.561075982920985e-10
Position 323: 1.935438329191753e-10
Position 318: 5.321853232862259e-11
Position 1185: 5.120948688214443e-11
