Gene = GBE1
Position 957: 1.1278595983274237e-07
Position 943: 7.704824395134763e-08
Position 1046: 7.38657529128919e-08
Position 99: 6.762395658850834e-08
Position 2487: 1.1829550596462955e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8742: 0.6627479980438935
Position 1664: 0.629723721745038
Position 1318: 0.5691996244971222
Position 4283: 0.538571679457146
Position 3983: 0.5359387501501163
Position 8880: 0.36376397993186455
Position 960: 0.34588258852613507
Position 19455: 0.29790730778885327
Position 9515: 0.25563232154043414
Position 4129: 0.2549370858826274
Position 10688: 0.23263098590584008
Position 4438: 0.20340344992037446
Position 4349: 0.18818064053283123
Position 15099: 0.1677727435083277
Position 4635: 0.15235754663044998
Position 15215: 0.14207946639544017
Position 8932: 0.13079180004783847
Position 2983: 0.11208682709839705
Position 3741: 0.07950631481015559
Position 679: 0.07753750040198386
Position 10376: 0.07520764164510063
Position 13162: 0.06909697319214811
Position 966: 0.061730817588951034
Position 2927: 0.06147454131756934
Position 4902: 0.05268724328496113
Position 4481: 0.04442698502600566
Position 8904: 0.04340897157336654
Position 8410: 0.03722274789474336
Position 18799: 0.03678374761682481
Position 5424: 0.035563156514257094
Position 1649: 0.03526860162168526
Position 4747: 0.034997626161102774
Position 8492: 0.03188497763307002
Position 16927: 0.026929548834151773
Position 3909: 0.02527152260837415
Position 13554: 0.022287315664221482
Position 8591: 0.022032027002532577
Position 893: 0.020155540713433086
Position 10118: 0.020037845633462566
Position 350: 0.019470329988228004
Position 11096: 0.018214718981564144
Position 10835: 0.017623705814712096
Position 5786: 0.01706342603831353
Position 15936: 0.016997768392014598
Position 1043: 0.016963992770626116
Position 8164: 0.016287130687048318
Position 7987: 0.015362241750887639
Position 4640: 0.015113393320256654
Position 16225: 0.014399531233334099
Position 10416: 0.014207000251728682
Position 559: 0.013441086390644664
Position 14531: 0.012123796404571055
Position 4864: 0.011051674375944315
Position 9754: 0.008705740396280734
Position 3177: 0.008373406322099262
Position 15606: 0.008148469441640523
Position 3688: 0.008003116314512015
Position 2889: 0.007903337682151458
Position 1059: 0.007860446248315422
Position 14045: 0.007761765817015756
Position 1093: 0.0077460874550183785
Position 11958: 0.0076705813347489335
Position 11890: 0.007538090845708503
Position 3900: 0.007452494740431642
Position 4669: 0.0073686118334059135
Position 9419: 0.007144068051267416
Position 7209: 0.006948833220854122
Position 3635: 0.006843019725259796
Position 5679: 0.00674757742116928
Position 2062: 0.006726550741549847
Position 2006: 0.006665778292704464
Position 15912: 0.0062312050410368355
Position 3602: 0.006146151417361251
Position 9416: 0.005648996401298394
Position 537: 0.00550283032923991
Position 1127: 0.005227111321074956
Position 9474: 0.005159043480894804
Position 13033: 0.004922592761601334
Position 4197: 0.004870648676450995
Position 9054: 0.004680750286105762
Position 9371: 0.004578221930222099
Position 1701: 0.004251745223809127
Position 4845: 0.004008166047288991
Position 1219: 0.003952902012804809
Position 3060: 0.003791803379550879
Position 17002: 0.0035271115308959677
Position 12901: 0.00351695958053626
Position 17042: 0.003445226276096875
Position 4835: 0.003272433753009878
Position 490: 0.003265005583026776
Position 9074: 0.0031774317441055767
Position 8111: 0.003064679832565849
Position 12837: 0.0028488681757867142
Position 13438: 0.002823046180342524
Position 7160: 0.002629724243774443
Position 1667: 0.002606312396816957
Position 1472: 0.002522532770678292
Position 577: 0.0023455072505356596
Position 3240: 0.0022527457848928317
Position 5617: 0.002110180790895605
Position 4598: 0.0020799500814468875
Position 9325: 0.0019207868987168762
Position 4104: 0.0018257958532266361
Position 4605: 0.0018229696109422423
Position 7948: 0.0017351263990969534
Position 3651: 0.0017020254861450225
Position 9391: 0.0016918302227656903
Position 732: 0.001551995837009101
Position 10558: 0.0015169134339140513
Position 12147: 0.0014825408765315956
Position 1231: 0.0014634426860109353
Position 10635: 0.0013446819351422504
Position 3007: 0.0013166783380782494
Position 573: 0.0011326246745071772
Position 4867: 0.0011308751828296658
Position 10723: 0.0010904013691574958
Position 975: 0.0010665601927711676
Position 1256: 0.0010326472645628107
Position 285: 0.0009615546607209134
Position 781: 0.0009302148990272754
Position 4166: 0.00088028870539068
Position 11217: 0.0008504354269021032
Position 5501: 0.0008117135600782909
Position 596: 0.0007476370697049363
Position 6348: 0.0007268571704999494
Position 8280: 0.0007230596309869413
Position 1324: 0.0007061742181099877
Position 10813: 0.0006985955947558936
Position 10837: 0.0006742842481604506
Position 10532: 0.0006517591508716986
Position 4683: 0.0006153028300701608
Position 990: 0.000578357491785963
Position 1152: 0.0005294206285892613
Position 1424: 0.0005105882946415724
Position 7895: 0.0004971868307682084
Position 181: 0.0004853605190713197
Position 3203: 0.0004228678770961652
Position 5059: 0.00039799416632113014
Position 4077: 0.00038743234175095983
Position 9260: 0.00038226640271486523
Position 7699: 0.0003593433654482548
Position 1269: 0.0003293310503455861
Position 7448: 0.0003047445732805839
Position 8391: 0.00029725122120473156
Position 303: 0.0002971771293445376
Position 10179: 0.0002928994395274237
Position 9133: 0.0002889665981282318
Position 2681: 0.0002666136229328563
Position 10062: 0.00026388384022810516
Position 4504: 0.00024839149481451015
Position 3560: 0.00021444030047237754
Position 1273: 0.00020944209452217286
Position 1375: 0.00019610403266323795
Position 5271: 0.00018002914144343553
Position 688: 0.0001727375701907612
Position 122: 0.00016105633773257815
Position 3254: 0.00014846187309543903
Position 817: 0.00013830381934467346
Position 10065: 0.00013444432347358486
Position 7575: 0.00013201236060454696
Position 6802: 0.00012181115061172355
Position 1507: 0.00012011998606985894
Position 5356: 0.00011671019472886666
Position 1669: 0.00011137822968117113
Position 128: 0.00010306390316275945
Position 2772: 9.911602944108899e-05
Position 2645: 9.448757683527322e-05
Position 1002: 9.144860941290857e-05
Position 760: 7.752238792721534e-05
Position 4559: 7.19553231463812e-05
Position 2586: 7.093970740929761e-05
Position 5090: 5.469084803915391e-05
Position 1372: 5.168711491861358e-05
Position 1535: 5.1622298395848586e-05
Position 7928: 5.0040073027988335e-05
Position 2348: 4.4633398766353886e-05
Position 786: 4.0335277916467244e-05
Position 579: 4.026248489513028e-05
Position 2392: 4.000869701317374e-05
Position 357: 3.868371078081814e-05
Position 460: 3.4454922962958555e-05
Position 2329: 2.865919346102736e-05
Position 4928: 2.7753058168925074e-05
Position 1832: 2.3414993812216274e-05
Position 300: 2.197808283457363e-05
Position 1456: 2.165265816428921e-05
Position 837: 2.0745477553229307e-05
Position 2245: 2.0383972263026715e-05
Position 5980: 2.0175690651392e-05
Position 318: 1.9268024659675912e-05
Position 5454: 1.631710867557015e-05
Position 2433: 1.4339942129400518e-05
Position 901: 1.1206604866343714e-05
Position 1258: 1.0996926077701396e-05
Position 1430: 1.0864099062595149e-05
Position 1678: 9.463998588998999e-06
Position 821: 6.451144185732184e-06
Position 377: 6.412727225520343e-06
Position 1095: 4.816952946989153e-06
Position 194: 4.690145634095882e-06
Position 456: 4.431812472337104e-06
Position 1907: 3.6159462218016784e-06
Position 5834: 2.8413662713380523e-06
Position 742: 1.835761746916216e-06
Position 585: 1.7678189881785445e-06
Position 235: 1.7424432794484006e-06
Position 206: 1.6618521136026974e-06
Position 333: 1.5901969612767497e-06
Position 465: 1.5498526356904102e-06
Position 2071: 1.44640241346108e-06
Position 328: 1.2850912645576122e-06
Position 910: 1.0789503773371543e-06
Position 5705: 9.053776010474653e-07
Position 266: 3.2197636308972045e-07
Position 1746: 3.122370983615945e-07
Position 215: 2.817664625139155e-07
Position 1584: 2.636800288557801e-07
Position 1426: 2.5927298057689786e-07
Position 375: 2.472108150269521e-07
Position 251: 2.4468943750302356e-07
Position 245: 2.0592192139024797e-07
Position 2084: 1.65666430362224e-07
Position 323: 1.0400514948011561e-07
Position 241: 6.818292313493062e-08
Position 220: 5.835291135441846e-08
Position 137: 5.3161554811558916e-08
Position 366: 4.601633647419711e-08
Position 468: 1.1233868375651088e-08
Position 840: 1.0054487668399663e-08
Position 225: 4.5170392348457204e-09
Position 261: 3.867651350076241e-09
Position 2110: 1.991079924110266e-09
Position 257: 3.183354145266699e-11
