Gene = NAPEPLD
Position 998: 7.681514455130751e-06
Position 1317: 7.325943464756398e-06
Position 629: 6.9948075486261464e-06
Position 651: 6.65435699828474e-06
Position 658: 6.533204619632356e-06
Position 1081: 6.17709122910795e-06
Position 1220: 5.8587463001485824e-06
Position 488: 5.383364643833413e-06
Position 560: 5.356937832898653e-06
Position 663: 3.137752099350908e-06
Position 1663: 2.597942047330066e-06
Position 2025: 9.999547928950416e-07
Position 2229: 9.181996151290297e-07
Position 503: 8.189323050785297e-07
Position 669: 7.084192204103556e-07
Position 1962: 6.182365618110572e-07
Position 815: 5.317389457989887e-07
Position 1917: 5.263352418624283e-07
Position 3115: 2.9965326625035817e-07
Position 2385: 2.2255849659625137e-07
Position 200: 9.865267609718145e-08
Position 1027: 1.318946215997974e-10
Position 1053: 6.637805018041354e-11
Position 950: 1.7325952623028986e-12
Position 747: 1.4065193165302666e-12
Position 751: 1.2229689885601966e-12
Position 909: 1.0152272208122656e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 20439: 0.6433668511598374
Position 1127: 0.31397184183866983
Position 781: 0.2844950564543409
Position 11980: 0.15482123519719662
Position 13620: 0.15217389672530895
Position 1389: 0.13389776281986712
Position 19616: 0.03404808152281932
Position 9641: 0.02977097016931987
Position 1032: 0.029270243966408847
Position 7412: 0.025557924872880583
Position 10894: 0.02151742833258893
Position 2346: 0.017709510332359936
Position 709: 0.01675098608785068
Position 785: 0.013865531234507292
Position 1333: 0.013023142164849608
Position 1147: 0.01195707478192083
Position 3266: 0.011048718352636006
Position 1303: 0.009843699875645848
Position 9505: 0.00922003915542287
Position 5049: 0.006650010902268988
Position 13137: 0.005899509816784271
Position 7290: 0.0058653545464214755
Position 9392: 0.005193674754311723
Position 10854: 0.004594183768164705
Position 15284: 0.0042420116404561425
Position 1199: 0.00417687234812757
Position 10409: 0.004076637584247475
Position 989: 0.003720651161738386
Position 5485: 0.0035413509327947355
Position 2890: 0.0032870653881943756
Position 6032: 0.0030135815506414842
Position 10166: 0.0029493741248175394
Position 5114: 0.0029387086657830094
Position 10185: 0.002388647344986803
Position 7409: 0.002228981482009108
Position 3168: 0.0020629164672398503
Position 4081: 0.0019177462525583535
Position 2554: 0.0018742255952484026
Position 3678: 0.0018239409038757948
Position 3557: 0.0018071194432055693
Position 1196: 0.0016245944704432098
Position 1362: 0.0015714793114460057
Position 3745: 0.001475054126282025
Position 1220: 0.001393695858808916
Position 1349: 0.0013297865132035004
Position 1170: 0.001307124946136931
Position 6175: 0.0011552666073857713
Position 8273: 0.0011209655380151244
Position 3884: 0.001086430921437119
Position 533: 0.0010365271243791057
Position 726: 0.0010135944628886708
Position 5518: 0.0010100028682612327
Position 503: 0.0009934259068519182
Position 9287: 0.0009292481608010057
Position 2460: 0.0008819121867179554
Position 413: 0.000841088400170055
Position 6008: 0.0008156615069830108
Position 3114: 0.0007662307022466567
Position 6653: 0.000764682253088414
Position 3829: 0.0006899209211141848
Position 4117: 0.0006878638372290872
Position 4031: 0.0006291520635411605
Position 2186: 0.0004766909690032224
Position 5866: 0.0004500193174407767
Position 1153: 0.0004060226505393086
Position 2319: 0.00039387536263067
Position 2690: 0.00036979857695344385
Position 394: 0.00036417694950133435
Position 1262: 0.00036063129155836706
Position 5678: 0.00034470079496630945
Position 4836: 0.0003087514192793365
Position 2592: 0.0002676029566607678
Position 1596: 0.00021669567211226882
Position 1858: 0.00020615456963031214
Position 3436: 0.00017919710726514823
Position 1712: 0.00016016894878910731
Position 2146: 0.0001487721644780276
Position 3809: 0.00014845156092260862
Position 1527: 0.00014180369051506304
Position 2012: 0.00013274372847330476
Position 2132: 0.000129843831658903
Position 2731: 0.00010088636034517827
Position 6962: 8.851977635479988e-05
Position 5283: 7.536380891649103e-05
Position 1491: 7.362174015348846e-05
Position 2159: 7.090655997228984e-05
Position 787: 6.769373082769985e-05
Position 1471: 6.244135956570599e-05
Position 6502: 6.225218874521024e-05
Position 1628: 5.879606874197145e-05
Position 6388: 5.823108034571336e-05
Position 3056: 5.721079583806135e-05
Position 2079: 4.5707257223134334e-05
Position 2775: 4.5557757696651065e-05
Position 5187: 3.628549457393368e-05
Position 226: 3.297820681452261e-05
Position 1693: 3.1919638380923194e-05
Position 1036: 3.14224020729267e-05
Position 722: 3.094686944379435e-05
Position 1053: 2.988268005990405e-05
Position 651: 2.84120916843799e-05
Position 1270: 2.753795232037083e-05
Position 2851: 2.676930698605485e-05
Position 4460: 2.5559921646790242e-05
Position 3971: 2.1938214499107975e-05
Position 2300: 2.0800754767252083e-05
Position 1577: 2.0674680774795198e-05
Position 3354: 1.958166963199688e-05
Position 847: 1.9490728231527413e-05
Position 208: 1.7968667822969726e-05
Position 352: 1.766433152448343e-05
Position 1896: 1.6123327514998504e-05
Position 560: 1.481301332502649e-05
Position 1259: 1.4351027828017213e-05
Position 1353: 1.3753145578352645e-05
Position 2586: 1.3690672499350933e-05
Position 2915: 1.1160014693860701e-05
Position 800: 1.0428157831298645e-05
Position 1174: 1.0230452152202317e-05
Position 3446: 6.898074674827859e-06
Position 1308: 5.590525737135459e-06
Position 301: 3.79783185461945e-06
Position 1238: 3.102114098252223e-06
Position 248: 1.984402015517715e-06
Position 347: 1.540073516275353e-06
Position 909: 1.2882241180280326e-06
Position 1177: 1.0520925015155587e-06
Position 1405: 1.025681099893923e-06
Position 173: 9.379187648723994e-07
Position 901: 7.753947329088089e-07
Position 1709: 7.309890983916733e-07
Position 592: 7.007552035707147e-07
Position 868: 5.504881089169045e-07
Position 1067: 4.875425965354158e-07
Position 478: 3.4104866069647317e-07
Position 615: 3.138377186012644e-07
Position 635: 2.99957752473414e-07
Position 1558: 2.90945484822164e-07
Position 368: 2.1678881829178477e-07
Position 315: 1.374800806705756e-07
Position 1939: 1.1105079610871429e-07
Position 242: 4.8531875941380464e-08
Position 1905: 2.854647130739439e-08
Position 278: 1.1356404796311727e-08
Position 323: 5.831195282919479e-09
Position 594: 3.6094203610200585e-09
Position 349: 1.967073824698869e-09
Position 317: 1.2985076990111486e-09
Position 126: 1.2708608331787958e-09
Position 178: 1.2614480402294456e-09
Position 286: 1.0479919111609826e-09
Position 187: 2.199584317926549e-10
Position 143: 1.880990288186217e-10
Position 1605: 3.127039889409899e-11
Position 1767: 2.9745828194557335e-11
Position 189: 7.366227686677869e-13
