Gene = MGST3
Position 993: 6.382360151569938e-05
Position 879: 6.139055647890685e-05
Position 81: 3.906084472102611e-05
Position 157: 3.688336989824522e-05
Position 3516: 3.6340477138898346e-05
Position 639: 3.59621567498101e-05
Position 849: 3.493233134919139e-05
Position 21126: 2.608184898072636e-05
Position 1212: 2.5578539800364975e-05
Position 965: 2.48630977272741e-05
Position 924: 1.8647917788040987e-05
Position 1345: 1.673895093928179e-05
Position 1019: 8.069676431790313e-06
Position 808: 6.029828044943912e-06
Position 1757: 5.616369000520215e-06
Position 643: 5.5713531223845e-06
Position 680: 5.5502142305665015e-06
Position 855: 5.468660511472035e-06
Position 252: 4.80054240628559e-06
Position 1149: 4.684955707696982e-06
Position 1005: 4.6572246441683504e-06
Position 1138: 3.2570678017346902e-06
Position 437: 2.7448477805793257e-06
Position 416: 1.4708378256478615e-06
Position 634: 9.818496151206325e-07
Position 73: 1.1720565989622458e-07
Position 545: 9.618608459124149e-08
Position 242: 8.35081920123508e-08
Position 652: 5.3884239777269006e-08
Position 397: 3.9387625650009065e-08
Position 678: 1.649064476621947e-08
Position 167: 1.613509475530642e-08
Position 303: 1.01740954036973e-08
Position 402: 6.378188524102144e-09
Position 6: 7.854821763095553e-10
Position 740: 3.7699389401548067e-13
Position 756: 6.8174472358693745e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 18979: 0.9899776149879714
Position 20152: 0.8446200297329792
Position 24506: 0.8446041408531642
Position 15707: 0.8337116787465461
Position 4865: 0.7291307850519648
Position 21116: 0.720867893329777
Position 1098: 0.32431027086566805
Position 16038: 0.30606087257473613
Position 9506: 0.2993079152468993
Position 13922: 0.29766476313679646
Position 17324: 0.2588346620051578
Position 21322: 0.2106822410101745
Position 21362: 0.17646341277119343
Position 21151: 0.15771783469854006
Position 3640: 0.15224323657303723
Position 4420: 0.11445706265426646
Position 23417: 0.10070212366533714
Position 756: 0.08537081418165793
Position 1413: 0.07646796358251359
Position 2157: 0.06257059790307475
Position 353: 0.06180175263246024
Position 4925: 0.06070863384922735
Position 19330: 0.05790546906369265
Position 20083: 0.055368771316922846
Position 8203: 0.054344753054464526
Position 1375: 0.053315012129480165
Position 413: 0.04896123059751615
Position 20132: 0.04852761050599945
Position 23356: 0.048108869763816224
Position 4458: 0.04440387653998019
Position 19413: 0.04097887578703048
Position 19718: 0.03970178898038315
Position 22835: 0.03604745399778173
Position 22906: 0.03553983574071326
Position 988: 0.035506277211957996
Position 242: 0.03491893374792046
Position 4601: 0.033017589934163837
Position 9597: 0.03287961831535684
Position 4895: 0.032421830005124726
Position 8059: 0.0308044198364173
Position 9041: 0.03071683559143852
Position 20169: 0.030665353155939646
Position 819: 0.0276328579997782
Position 1041: 0.023987310918177695
Position 20599: 0.019900556572863482
Position 11312: 0.019850281860351402
Position 20520: 0.01738048042667485
Position 4871: 0.016785393977750113
Position 22094: 0.015933927088347132
Position 364: 0.014339415146043288
Position 1128: 0.013437329227979267
Position 7335: 0.012743598074311753
Position 1433: 0.01253462527220854
Position 4702: 0.01159486479464949
Position 1079: 0.010929316299771438
Position 19829: 0.010311452591919314
Position 20651: 0.009557604970917394
Position 19493: 0.009316099328819718
Position 3778: 0.009177438912679997
Position 3449: 0.008762717038643028
Position 23182: 0.008531255940836468
Position 397: 0.008252900487705349
Position 1015: 0.0079811935504607
Position 211: 0.007796834960498882
Position 19259: 0.007624450977928421
Position 784: 0.007357264819305373
Position 21819: 0.007313963142609039
Position 3660: 0.007263453092699436
Position 22065: 0.006440978568702783
Position 3961: 0.006391406754288521
Position 20576: 0.005171330928289195
Position 10836: 0.005133085246497529
Position 10674: 0.004882980762394905
Position 24066: 0.004667583658626087
Position 9098: 0.0046591676105888725
Position 24589: 0.00445641258772502
Position 4546: 0.004031102167411742
Position 1149: 0.003942662735613402
Position 1909: 0.003690311366834112
Position 1166: 0.003376015396556047
Position 24701: 0.0029722682994720753
Position 4002: 0.002813949207489138
Position 9218: 0.0026355134209788285
Position 1141: 0.002428767741346971
Position 1889: 0.002222016638259324
Position 4005: 0.00213166501406764
Position 1378: 0.002019257916314806
Position 20620: 0.0019888735881487063
Position 9779: 0.0019826095067601974
Position 21574: 0.0018813137917722297
Position 1458: 0.0018596763063866851
Position 21272: 0.001819296105910947
Position 3693: 0.0017432880970945374
Position 3316: 0.0017426466234330045
Position 688: 0.0017304663146841869
Position 3716: 0.0014914107380396132
Position 1212: 0.0014796714335736359
Position 7369: 0.0013550512213278889
Position 4265: 0.0013547198031032134
Position 21724: 0.0013286772280230758
Position 22767: 0.0013084475128570228
Position 3275: 0.0012775472631862974
Position 21067: 0.0012054486453039063
Position 284: 0.0011580776463953168
Position 423: 0.0011527406813963135
Position 5503: 0.0011200043635974867
Position 22288: 0.0011135236003512019
Position 22203: 0.0011017748470939937
Position 4531: 0.0010383656461658065
Position 20719: 0.001011058398378932
Position 20478: 0.0009753310391957678
Position 22499: 0.0009339775102271456
Position 264: 0.0009246117479131316
Position 5626: 0.0008484500234544151
Position 5598: 0.0008373815831738656
Position 21537: 0.0008266518295068925
Position 21540: 0.0007868383799342255
Position 21492: 0.0007382661665141121
Position 23403: 0.0007243673806560627
Position 21096: 0.0006529565984201605
Position 24361: 0.0006358382901842422
Position 821: 0.0005901383327787307
Position 21297: 0.0005543368673796172
Position 19808: 0.0005356093982823351
Position 24239: 0.0005106426373963658
Position 20044: 0.0005081661089780681
Position 1195: 0.0004953367645055422
Position 23424: 0.00042488584133163507
Position 20293: 0.000395751325760742
Position 20209: 0.00038158061689372454
Position 19770: 0.00037380054850665414
Position 19928: 0.00034033085993270443
Position 933: 0.0003393453710207582
Position 3309: 0.00032466711340055923
Position 2196: 0.0003087497829648333
Position 8125: 0.0003062993819554584
Position 23581: 0.0002937290065037722
Position 20794: 0.00028840121552150963
Position 268: 0.00026495687974186703
Position 22089: 0.00026080296404957197
Position 23045: 0.0002562441478045532
Position 20396: 0.00022671750119296867
Position 5549: 0.0002214325432623304
Position 22069: 0.0001958993131850796
Position 572: 0.00017835826079518096
Position 1797: 0.0001752969146901947
Position 8301: 0.00016951903040286233
Position 24420: 0.00015824261706719685
Position 20526: 0.0001533944175618212
Position 24513: 0.00014895168791624253
Position 22113: 0.00014358900338245606
Position 22680: 0.00014097567320670324
Position 21823: 0.00013554568100547062
Position 175: 0.00013541792595987562
Position 1241: 0.00010898668753751449
Position 2480: 9.979188221134141e-05
Position 1152: 9.612646324242811e-05
Position 6560: 9.151644689348207e-05
Position 2370: 8.896028671715463e-05
Position 22868: 8.68632227965286e-05
Position 1243: 8.39986441784226e-05
Position 885: 7.056809592517242e-05
Position 1043: 6.242070443888306e-05
Position 22241: 6.120065637156966e-05
Position 22316: 6.009331987509048e-05
Position 23207: 6.003784694364188e-05
Position 23062: 5.940388654762638e-05
Position 20920: 5.8262251963126706e-05
Position 517: 5.486272472627411e-05
Position 21402: 5.245861830396865e-05
Position 20486: 5.0819241764459576e-05
Position 252: 4.2716622576982435e-05
Position 20888: 3.212412481901049e-05
Position 369: 3.1546179640414434e-05
Position 208: 3.152761394488315e-05
Position 21874: 2.9626681206141094e-05
Position 2562: 2.7653380024086582e-05
Position 2519: 2.7458646495309323e-05
Position 2604: 2.6732812042531234e-05
Position 1177: 2.5784763629821597e-05
Position 4899: 2.5250795706962506e-05
Position 639: 2.5144869132792993e-05
Position 2206: 2.3318131399049366e-05
Position 21649: 2.1937544854774396e-05
Position 181: 2.1759088172859875e-05
Position 701: 2.1690188544039774e-05
Position 183: 2.168595642164746e-05
Position 223: 1.8121088335828356e-05
Position 22260: 1.5645733084185987e-05
Position 1960: 1.4291433791791946e-05
Position 1135: 1.1873262273900844e-05
Position 1269: 1.1581907531953734e-05
Position 1059: 1.0501786651287714e-05
Position 1844: 9.470265213473373e-06
Position 21279: 9.377505244605e-06
Position 860: 8.705240988513862e-06
Position 21612: 8.249597102545183e-06
Position 888: 8.096161321422856e-06
Position 287: 7.443771830057043e-06
Position 21334: 6.493685235283183e-06
Position 1186: 6.450375033316101e-06
Position 1512: 6.232770985736064e-06
Position 278: 6.221641898495475e-06
Position 215: 5.404844071497571e-06
Position 1047: 4.144033069901577e-06
Position 1634: 3.958306660102e-06
Position 2007: 2.8449644878511575e-06
Position 432: 2.4296141979556744e-06
Position 580: 2.2826134046617296e-06
Position 186: 2.200227480762109e-06
Position 1049: 9.776501891301367e-07
Position 957: 8.385320684777585e-07
Position 2223: 6.862340678749591e-07
Position 658: 5.464725604973566e-07
Position 499: 4.575882094263399e-07
Position 488: 3.475991158870955e-07
Position 160: 2.7661767759178247e-07
Position 21324: 2.307758902607066e-07
Position 123: 2.149173001075267e-07
Position 456: 1.8256764085528375e-07
Position 128: 1.7509314859719004e-07
Position 2247: 7.032416326639795e-08
Position 1395: 4.7135036511338884e-08
Position 870: 3.85467729638117e-08
Position 662: 2.577998227590176e-08
Position 849: 1.64603611485502e-08
Position 650: 1.1184855519679671e-08
Position 535: 4.8304884789132615e-09
Position 463: 4.310413449010228e-09
Position 830: 2.0428181972577445e-09
Position 443: 9.702660470031494e-10
Position 437: 5.508695933324744e-10
Position 144: 5.468266935389679e-10
Position 527: 3.3704436558134813e-10
Position 537: 1.4099878917985804e-10
Position 132: 9.37114132164074e-11
Position 157: 6.513732958781423e-14
Position 103: 1.2623043678948493e-17
