Gene = GLYCTK
Position 2109: 1.2451925731778906e-05
Position 1724: 1.1385171486936837e-05
Position 1204: 9.478490697267153e-06
Position 966: 7.906559191129086e-06
Position 25: 7.814784655134905e-06
Position 560: 7.407501491445746e-06
Position 569: 7.134091430634752e-06
Position 3471: 6.509415789093854e-06
Position 173: 5.977713278305767e-06
Position 243: 4.484496827300392e-06
Position 1976: 4.472961667160371e-06
Position 3485: 4.266986438991373e-06
Position 4196: 4.095384182165119e-06
Position 3702: 3.2244720949362984e-06
Position 4099: 2.3326868441835832e-06
Position 3670: 1.2230342335506404e-06
Position 3748: 3.8043280038688856e-07
Position 3258: 2.6257635497408595e-07
Position 556: 5.6921549201954397e-08
Position 484: 4.546991498439567e-08
Position 361: 2.8109734648579903e-08
Position 312: 1.756643703097812e-08
Position 256: 9.378994789767082e-09
Position 773: 5.7083929068982596e-09
Position 546: 3.810148803247179e-09
Position 475: 2.359099940767433e-09
Position 526: 1.892034676060097e-09
Position 193: 1.243859688128481e-09
Position 452: 1.0806135845192315e-09
Position 273: 8.697982352047108e-10
Position 408: 4.089500037757399e-10
Position 778: 1.45207000477355e-10
Position 413: 3.708003487656891e-11
Position 393: 1.8447870489243825e-11
Position 270: 4.4610743988871305e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 3103: 0.9438503633792422
Position 5189: 0.47088742819661106
Position 4403: 0.43505331648215295
Position 2447: 0.27576190407139306
Position 5450: 0.26324432415954446
Position 4088: 0.18942134334821817
Position 5420: 0.11003215251525868
Position 3940: 0.03710716187958648
Position 2202: 0.02222088910719158
Position 5454: 0.01772331492725894
Position 3946: 0.014133080618001585
Position 3655: 0.011981361207738656
Position 2233: 0.01142179317437866
Position 2714: 0.008409074984075126
Position 3797: 0.008282336504086149
Position 4066: 0.007592939625483426
Position 3890: 0.006786396476098347
Position 2578: 0.006576644786517337
Position 4477: 0.0055646723306411235
Position 3949: 0.005519092826854028
Position 793: 0.0053376416073764605
Position 4127: 0.005026939920761694
Position 2145: 0.005020412760081969
Position 1038: 0.00476967240048588
Position 4533: 0.00471940909689948
Position 2683: 0.004166857261606181
Position 2769: 0.0037618098713561366
Position 5214: 0.0033874790741886406
Position 1880: 0.0031482335614409335
Position 2597: 0.0030051229199685166
Position 4112: 0.0029343027254019574
Position 198: 0.0024278986123153785
Position 2625: 0.0023746923069473164
Position 2451: 0.002319633747632879
Position 1744: 0.0022137210775724048
Position 3526: 0.0019823221725780485
Position 3770: 0.0019321275969049934
Position 2592: 0.001776795707656499
Position 2198: 0.0016779028146463625
Position 2807: 0.0015978779166763153
Position 4809: 0.0015970913296186682
Position 1905: 0.0015829312981572926
Position 5542: 0.0014918592423702848
Position 1458: 0.0014016564510119128
Position 5582: 0.0013958632524630253
Position 2631: 0.001391719849150863
Position 100: 0.0012868107085859002
Position 3857: 0.0012181404214004511
Position 4219: 0.001156820592513559
Position 3477: 0.0011357790712997712
Position 4995: 0.0010580225693592512
Position 154: 0.001047143157373397
Position 3943: 0.0010450568943401613
Position 3902: 0.001024908649170108
Position 2575: 0.0009880517266564553
Position 3991: 0.0009544983372153181
Position 5605: 0.0009372682786406133
Position 5487: 0.0008951863640754557
Position 2775: 0.0008858935922204014
Position 2420: 0.0008565117522984475
Position 535: 0.0008214052825378046
Position 2526: 0.000791442195225217
Position 2989: 0.0007650206851513758
Position 2559: 0.0007058246808987704
Position 4425: 0.0006819054683670256
Position 3255: 0.0006470557407495668
Position 3888: 0.0006339974664292495
Position 5025: 0.0006140544194153675
Position 2204: 0.0005816902164340518
Position 1243: 0.0005700523115155473
Position 2795: 0.0005578384523445314
Position 4647: 0.0005387922359577828
Position 3971: 0.0005168418870777214
Position 2504: 0.0005155508893552508
Position 1919: 0.0005062722501418094
Position 1991: 0.0004961695704219969
Position 1831: 0.0004780098805558288
Position 97: 0.00047012440808301604
Position 2236: 0.0004500326305900882
Position 3351: 0.0004272332048431672
Position 2005: 0.0004179392864968468
Position 4459: 0.00040720178375125166
Position 1163: 0.00038939986772312406
Position 2750: 0.00038914072861948024
Position 5278: 0.0003749764847400832
Position 3960: 0.0003732191107108904
Position 1479: 0.00035089488505136545
Position 2175: 0.0003439027248463539
Position 4162: 0.0003358378354206058
Position 4330: 0.0003289575997754356
Position 3137: 0.0003095488602430057
Position 589: 0.0003024514430960191
Position 834: 0.00030165153172671686
Position 2151: 0.0002956284578380342
Position 4553: 0.0002731858879106898
Position 4805: 0.0002714507714235341
Position 4494: 0.00025518670856615797
Position 166: 0.00025260894684959355
Position 879: 0.00024234791616460595
Position 1641: 0.00022972520390022037
Position 3107: 0.0002063569006937978
Position 3313: 0.00020359644765880158
Position 5462: 0.00018278362061571176
Position 1966: 0.0001807747112624191
Position 2496: 0.00017028437802071926
Position 1559: 0.00016758661202580471
Position 1505: 0.0001670476729671137
Position 4685: 0.000152791754623574
Position 4704: 0.0001519241793739521
Position 2346: 0.0001447678733947725
Position 5041: 0.0001368562398207204
Position 4248: 0.00012996141392806443
Position 3203: 0.000124572406895141
Position 2002: 0.0001229274999345575
Position 2054: 0.0001221257483863828
Position 137: 0.00011945180979954756
Position 1890: 0.00011849544989383047
Position 4765: 0.00011773718053236683
Position 1272: 0.0001157774453945901
Position 3127: 0.00011512057195274312
Position 286: 0.00011404625719479871
Position 1041: 0.00011134617175655715
Position 1284: 0.00010317113002826812
Position 2112: 0.00010160271944234894
Position 4448: 0.00010050070831248687
Position 4736: 9.655190169778459e-05
Position 2168: 9.520714221474277e-05
Position 1623: 9.043416708969155e-05
Position 919: 8.809561053289105e-05
Position 3585: 8.565652447154582e-05
Position 5223: 8.381413524550123e-05
Position 3037: 8.113334518786727e-05
Position 2259: 8.064658219370061e-05
Position 3418: 7.440018421654473e-05
Position 2165: 7.434736479009674e-05
Position 2464: 6.900851714905984e-05
Position 4932: 6.694019858574398e-05
Position 2343: 6.0672357430711654e-05
Position 1315: 5.867940794879106e-05
Position 4833: 5.798196576306538e-05
Position 401: 5.140152912751812e-05
Position 538: 4.9929731385001996e-05
Position 1333: 4.822704135098046e-05
Position 1940: 4.502342715708313e-05
Position 937: 4.372338357372857e-05
Position 1596: 4.308698727353197e-05
Position 773: 3.955260889076262e-05
Position 2468: 3.717202584014582e-05
Position 3711: 3.6958896470516304e-05
Position 4357: 3.636369816233191e-05
Position 475: 3.496437541450574e-05
Position 1249: 3.129300523447483e-05
Position 2182: 3.116644354734928e-05
Position 2238: 3.1093283143527134e-05
Position 2687: 3.067557038625221e-05
Position 896: 2.9828462738325606e-05
Position 2211: 2.9768819458922306e-05
Position 2273: 2.8123183420224326e-05
Position 2379: 2.7421797091837976e-05
Position 799: 2.7366858983320148e-05
Position 1070: 2.3932192877157317e-05
Position 1170: 2.289447663570473e-05
Position 4024: 2.261955758350955e-05
Position 3664: 1.859049521026435e-05
Position 1280: 1.728716677005231e-05
Position 2428: 1.5927299302997458e-05
Position 3508: 1.46124630980185e-05
Position 1972: 1.4123228406072395e-05
Position 1072: 1.2461159472044568e-05
Position 1489: 1.155409990535653e-05
Position 1761: 1.0366296181859498e-05
Position 1846: 9.821552002132314e-06
Position 1822: 9.630806609642598e-06
Position 1669: 8.269090392320363e-06
Position 1626: 8.00461949168447e-06
Position 2062: 5.8371749392246565e-06
Position 856: 3.6241811837039534e-06
Position 1945: 2.9088989158332058e-06
Position 1928: 2.6207444442730055e-06
Position 564: 1.916360372429261e-06
Position 1391: 1.7854574130106776e-06
Position 1195: 1.7709541029673987e-06
Position 963: 1.74362827794201e-06
Position 1352: 1.473466804612653e-06
Position 1375: 1.4299466171549019e-06
Position 1416: 1.4186162576762828e-06
Position 381: 1.3030607400848204e-06
Position 927: 9.502423969946337e-07
Position 3119: 7.3625885481424e-07
Position 1942: 2.9232272055149625e-07
Position 2326: 1.808746251249618e-07
Position 2007: 1.7804471121593868e-07
Position 540: 1.3202859247817329e-07
Position 1202: 1.2753957693014354e-07
Position 1411: 1.1316479313570765e-07
Position 631: 8.842743954592369e-08
Position 1294: 7.454112249043807e-08
Position 2927: 5.480401768559932e-08
Position 3225: 5.039885539011315e-08
Position 2905: 4.822099420692716e-08
Position 607: 2.8961673404645248e-08
Position 322: 2.154144985008689e-08
Position 487: 2.004863290128148e-08
Position 204: 1.833487787624729e-08
Position 1200: 1.7808962213882233e-08
Position 1207: 1.7213873785613474e-08
Position 957: 1.5017078586994388e-08
Position 700: 1.496084016647741e-08
Position 1083: 1.1961312761369005e-08
Position 617: 1.182604523231203e-08
Position 944: 1.0969506459676282e-08
Position 2241: 5.785426199603313e-09
Position 240: 4.882923131759613e-09
Position 377: 3.748599697703548e-09
Position 1356: 3.5796422446534844e-09
Position 1176: 3.2481740830563322e-09
Position 243: 2.3421573344365803e-09
Position 1150: 2.290883477358863e-09
Position 413: 1.8639723645648854e-09
Position 220: 1.8120643016464622e-09
Position 1263: 1.6483296555379894e-09
Position 661: 1.4906402564080528e-09
Position 1045: 1.2274408270017048e-09
Position 296: 1.1313516319231406e-09
Position 841: 1.1112429418975083e-09
Position 905: 3.281370904567197e-10
Position 677: 1.799049915807438e-10
Position 306: 3.8766260153247485e-11
Position 408: 3.530368187563102e-11
Position 484: 3.1869852114826564e-11
Position 248: 2.3173969057688454e-11
Position 354: 2.2164006471041166e-11
Position 304: 2.1747228206539682e-11
Position 361: 6.849729195975362e-12
