Gene = NREP
Position 3522: 1.346766876801723e-05
Position 2941: 1.2158165461983226e-05
Position 4253: 1.1266135872205594e-05
Position 901: 8.516392555670156e-06
Position 2414: 7.472147188189966e-06
Position 6093: 5.4438015083521246e-06
Position 1133: 4.115983057578466e-06
Position 210: 3.921994455071817e-06
Position 1113: 2.5950783110896658e-06
Position 5344: 2.457290776611825e-06
Position 879: 2.2934838019041223e-06
Position 856: 2.1338929998061616e-06
Position 2473: 1.8485386205793954e-06
Position 3321: 1.736193994560652e-06
Position 1199: 1.7089400189256429e-06
Position 3942: 1.6906193672749319e-06
Position 2161: 1.6127227881018001e-06
Position 157: 1.5701670428467103e-06
Position 2603: 1.3446949459024026e-06
Position 466: 1.3180630652590234e-06
Position 305: 1.0885722277139315e-06
Position 2306: 1.050092229109481e-06
Position 1139: 9.959119241244644e-07
Position 2943: 9.484517850521349e-07
Position 3399: 9.386590691670519e-07
Position 2360: 8.547679223992646e-07
Position 2591: 6.743009999938625e-07
Position 721: 6.716870581271868e-07
Position 810: 6.621644982281798e-07
Position 2743: 4.839982739209206e-07
Position 1335: 3.701829516628675e-07
Position 1115: 2.4877583863547395e-07
Position 182: 2.2093607882177634e-07
Position 796: 1.8968157489935042e-07
Position 892: 9.540617482397835e-08
Position 130: 9.342608734992966e-08
Position 1010: 6.413775335673669e-08
Position 24: 6.133766555201144e-08
Position 1117: 5.0408000312963676e-08
Position 2167: 4.635769566780563e-08
Position 241: 4.118651159223456e-08
Position 986: 3.067353657352675e-08
Position 1163: 2.1401777792704754e-08
Position 976: 2.0685113622183514e-08
Position 170: 1.699323678380231e-08
Position 1093: 1.6605348263804875e-08
Position 5: 1.4969031902485438e-08
Position 692: 7.901868941936841e-09
Position 644: 6.69923122567761e-09
Position 92: 5.894442615918722e-09
Position 357: 4.402836851081291e-09
Position 290: 1.6162016494428833e-09
Position 486: 1.4977658770874186e-09
Position 468: 1.1788800801993523e-09
Position 800: 4.5804570037346715e-10
Position 288: 2.506324938224271e-10
Position 659: 1.630720234971076e-10
Position 38: 6.623950741577564e-11
Position 470: 3.314939658633538e-11
Position 478: 2.2406706821123394e-11
Position 763: 5.1359889907606325e-12
Position 533: 1.4263302304059117e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 22085: 0.4379561402173405
Position 13186: 0.4364123582766556
Position 5328: 0.2864239699198775
Position 19148: 0.23766397935273867
Position 19536: 0.14084903252663086
Position 5971: 0.10720794985663008
Position 9935: 0.05564602490615486
Position 4346: 0.025758775162576665
Position 20967: 0.024756135191890162
Position 6449: 0.023007951756758353
Position 9240: 0.022044643813141147
Position 15641: 0.020077559657056526
Position 12249: 0.019792560601749047
Position 1191: 0.013464616981299402
Position 548: 0.008959024126398535
Position 491: 0.008690452072412935
Position 5272: 0.008071017410961143
Position 9525: 0.007787090221402619
Position 466: 0.006140556098156753
Position 1517: 0.005311427711912643
Position 5891: 0.004780912848249629
Position 12145: 0.004043413858309026
Position 5335: 0.004024517048635897
Position 4664: 0.004014991143992928
Position 3843: 0.003956848159581359
Position 2512: 0.00390698216686456
Position 11150: 0.0037118140754437002
Position 7921: 0.0036895012868813737
Position 5910: 0.003528929671848228
Position 8146: 0.003434112615438905
Position 7277: 0.0028540646501178787
Position 2092: 0.0026840154367950785
Position 3867: 0.0025325217936326
Position 1010: 0.002405965343077761
Position 529: 0.0023639030419637954
Position 4722: 0.0023056635568639997
Position 5216: 0.002105220993384327
Position 2793: 0.002091283601370989
Position 753: 0.0020593619757134905
Position 7149: 0.0019970882939887033
Position 7310: 0.0019599841394115918
Position 13762: 0.0018955131168126643
Position 4927: 0.0018408671232971417
Position 1568: 0.001786536872322747
Position 12522: 0.0015637661995913771
Position 8833: 0.0015413663849359314
Position 12460: 0.0015154240639970865
Position 8658: 0.0014849785230711227
Position 12278: 0.0013994496931110127
Position 8029: 0.0013628782391045219
Position 1322: 0.0013154624628774992
Position 2160: 0.001254230961984311
Position 1585: 0.0012207425450268864
Position 5304: 0.00101918045474211
Position 1488: 0.0009178726155361065
Position 4110: 0.000915278697705249
Position 3335: 0.0008384719307282904
Position 5133: 0.0008330387548879135
Position 1520: 0.0008194432025996939
Position 12951: 0.0007650259511616711
Position 4967: 0.0007406327853327515
Position 13730: 0.0007285427167343855
Position 510: 0.000650236702861438
Position 5307: 0.0006382679707432672
Position 6633: 0.0006009917168936752
Position 4131: 0.0005748001180074744
Position 2861: 0.0005121987195230931
Position 5016: 0.000504071738650858
Position 7324: 0.00048645670745206093
Position 2459: 0.0004714622017363036
Position 6619: 0.0004579332082309106
Position 1497: 0.00041839447062623237
Position 3798: 0.00041345344715795215
Position 4580: 0.0004118078110622322
Position 1238: 0.00039785795092561906
Position 9546: 0.00039271058879440917
Position 7587: 0.00038555649721455556
Position 11599: 0.0003846747010707617
Position 1459: 0.00034767009528617604
Position 846: 0.00033816786782414756
Position 3185: 0.00033577551163474837
Position 3373: 0.0003234468217585119
Position 4593: 0.00031114071950799247
Position 11234: 0.0002973990614294111
Position 2359: 0.00029571291492259396
Position 9303: 0.00029176631364579613
Position 6222: 0.00028039250179782564
Position 8047: 0.0002551028746455196
Position 2389: 0.00025265637991727584
Position 10562: 0.0002180261646009171
Position 2536: 0.0002174308577098896
Position 1554: 0.00020930623965228665
Position 3723: 0.00019987146289794245
Position 8153: 0.00019095503144368268
Position 1122: 0.00018997673578496262
Position 2897: 0.0001890708390390491
Position 6920: 0.00018800633798465765
Position 5073: 0.00018313312925573522
Position 3114: 0.00018208256080244633
Position 6977: 0.00015513441621703804
Position 6603: 0.00014940294254645736
Position 6291: 0.00013083696846693822
Position 2558: 0.00012663980096163434
Position 2088: 0.00011897025921712369
Position 2719: 0.00011091070928863276
Position 4365: 0.0001102339020329527
Position 1601: 0.00010596847586412945
Position 3398: 0.00010585504338738035
Position 399: 9.892008708715394e-05
Position 8975: 9.712951204401023e-05
Position 269: 9.082756638573037e-05
Position 3050: 8.950243785933767e-05
Position 6070: 7.608836411431591e-05
Position 6428: 7.003932800406567e-05
Position 1352: 6.908685726755403e-05
Position 830: 6.676647937974572e-05
Position 5620: 6.240016608615444e-05
Position 1729: 6.146896373699052e-05
Position 5275: 6.091647607517147e-05
Position 7925: 5.8743145682269386e-05
Position 5245: 5.743719749303403e-05
Position 604: 5.655384473390557e-05
Position 7708: 5.624843106754146e-05
Position 1387: 4.751752470632182e-05
Position 638: 4.581812512582233e-05
Position 4669: 4.5110136257786385e-05
Position 5194: 4.496606640817393e-05
Position 2335: 4.158180817429509e-05
Position 1267: 4.032675080176273e-05
Position 4980: 3.942488705282512e-05
Position 664: 3.616965849739061e-05
Position 6951: 3.504143007211e-05
Position 1087: 3.3780683566890326e-05
Position 3869: 3.267085178179865e-05
Position 554: 3.079946693131081e-05
Position 3124: 3.0319319963319273e-05
Position 6457: 2.997449854186359e-05
Position 3047: 2.72957199804411e-05
Position 1792: 2.3950286300618978e-05
Position 2683: 2.2312126952201043e-05
Position 2630: 2.18346581864966e-05
Position 3275: 2.1818334779127577e-05
Position 3226: 2.013717051293626e-05
Position 3149: 2.0022111431035435e-05
Position 1290: 1.840422539261533e-05
Position 2264: 1.8369935350441716e-05
Position 2664: 1.7738078329898586e-05
Position 1153: 1.7519582228882256e-05
Position 210: 1.7028290538863798e-05
Position 1063: 1.5566234072575226e-05
Position 2305: 1.4279512964953685e-05
Position 4466: 1.3272364977550413e-05
Position 1324: 1.2414074559830373e-05
Position 810: 1.0388063827026595e-05
Position 327: 1.0304555360406319e-05
Position 3641: 9.488718515172017e-06
Position 4228: 9.373435100473605e-06
Position 1648: 9.169708023865478e-06
Position 2722: 8.645512710215937e-06
Position 2750: 8.635164061903753e-06
Position 895: 7.235009959976027e-06
Position 601: 6.634784034339952e-06
Position 2591: 5.918465370904144e-06
Position 5806: 5.584011049026871e-06
Position 216: 5.037992064711657e-06
Position 3951: 4.202051907550744e-06
Position 788: 3.2093600082315457e-06
Position 3728: 1.6192757587782537e-06
Position 288: 1.3889229355620297e-06
Position 1501: 1.0373749784984955e-06
Position 2199: 1.0023210484199837e-06
Position 668: 4.172872037735514e-07
Position 1195: 3.789968440090435e-07
Position 758: 3.350037760395382e-07
Position 2122: 1.977331895401506e-07
Position 644: 1.815337281435735e-07
Position 761: 1.5847772824953076e-07
Position 408: 1.5637635012963995e-07
Position 3691: 1.5417821752249888e-07
Position 692: 1.4999486757646432e-07
Position 2184: 1.1660818642201678e-07
Position 686: 8.57796340790936e-08
Position 1273: 8.226261174575665e-08
Position 1296: 7.725797949377733e-08
Position 1356: 4.841992929085387e-08
Position 671: 2.6643099401728256e-08
Position 1292: 2.4663969166587222e-08
Position 856: 2.1189024243365996e-08
Position 921: 1.6379125949852914e-08
Position 1016: 1.1769973369974436e-08
Position 963: 8.846757073026444e-09
Position 1093: 8.189456263838046e-09
Position 1651: 7.7688663477185e-09
Position 337: 6.015792473722581e-09
Position 1130: 5.20783382367792e-09
Position 1359: 4.762981942445913e-09
Position 1974: 2.966102049741445e-09
Position 1073: 2.430085548698511e-09
Position 966: 2.3912136914183746e-09
Position 763: 1.9421661975623452e-09
Position 1132: 5.837631305820656e-10
Position 277: 3.4011659843077677e-10
Position 863: 1.9896137253746494e-10
Position 241: 1.4649651429058987e-10
Position 234: 1.3605380527357598e-10
Position 933: 1.254893300115196e-10
Position 673: 1.0527029500099286e-10
Position 221: 1.9546325335041837e-11
Position 99: 1.6170401009613725e-11
Position 103: 9.027765973840547e-12
Position 274: 8.459832309489725e-12
Position 227: 3.0667040769775285e-12
Position 123: 2.704747843977619e-13
Position 105: 5.917393916068592e-14
Position 157: 2.1185588785715904e-14
Position 108: 4.127861292409728e-15
Position 127: 3.5279433027016034e-15
Position 170: 2.5841712100337547e-15
Position 125: 2.353259157866084e-15
Position 112: 5.4157820314313936e-17
Position 140: 2.0144988323211275e-17
Position 176: 1.1136385195560003e-17
Position 135: 4.681917860994415e-19
Position 137: 7.770778819585829e-21
