Gene = FAM205C
Position 1026: 0.049793280446633954
Position 943: 0.04292037709324967
Position 5386: 0.03085755765841672
Position 6086: 0.029651857566253575
Position 2619: 0.027880075942062297
Position 2852: 0.027345622240112874
Position 6025: 0.0273042232276449
Position 299: 0.02430823590998265
Position 1224: 0.02296466895834388
Position 3307: 0.020901383186487967
Position 5131: 0.019967155744342296
Position 1702: 0.018913586569994638
Position 2996: 0.018275531344397057
Position 2927: 0.018041409571619864
Position 2892: 0.01726312555448086
Position 5042: 0.016806114025392952
Position 4460: 0.016737840194299948
Position 6351: 0.016463592519582584
Position 2963: 0.011467816691492274
Position 4301: 0.011160133115460784
Position 4412: 0.011037276639219478
Position 4188: 0.010345013654226383
Position 2867: 0.009885532189802843
Position 2993: 0.009668243206395344
Position 392: 0.009425353865092936
Position 4218: 0.009156829360289541
Position 2768: 0.008664691746019446
Position 978: 0.008160912223030723
Position 4651: 0.008150161864911899
Position 5027: 0.008078196447826709
Position 2127: 0.007831354028058835
Position 3516: 0.007099303041610364
Position 2755: 0.007059475348194058
Position 4534: 0.00656369432475115
Position 1749: 0.005753173897388889
Position 2588: 0.005626531376337819
Position 1128: 0.005513913774138538
Position 262: 0.005416281661621638
Position 5702: 0.005265118210020447
Position 4074: 0.0052024654732709275
Position 1163: 0.004059885234274163
Position 4273: 0.003979180240056648
Position 2896: 0.0037141652900732304
Position 3652: 0.0037052995299210706
Position 1947: 0.0035962122941216867
Position 5429: 0.0035706917058647716
Position 4726: 0.0034910799057992236
Position 1145: 0.003402182825951638
Position 2148: 0.002935585447081578
Position 4607: 0.0025096163265780165
Position 6089: 0.0023527086339177133
Position 2883: 0.0021829006574449286
Position 5575: 0.0021727769565917567
Position 4768: 0.0018987791426328992
Position 2523: 0.0018876306108167637
Position 2871: 0.001800459659917366
Position 3568: 0.0016912312431762735
Position 265: 0.0016261037410201374
Position 792: 0.0015779755047829634
Position 5936: 0.0015594787872646463
Position 605: 0.0014986776494846257
Position 307: 0.0014382660528265453
Position 2520: 0.0013630572401442023
Position 5426: 0.0013217863578095924
Position 1556: 0.0013149187600478582
Position 3973: 0.0012780224927866073
Position 771: 0.0012649649363736996
Position 4548: 0.0012364532443930147
Position 4126: 0.001180491246849175
Position 774: 0.0011666854783772664
Position 2773: 0.0011609155153862506
Position 4811: 0.0011074533463784682
Position 3133: 0.0010443409560704062
Position 2123: 0.0008886589924979598
Position 6251: 0.0008707385073545197
Position 3085: 0.000771654081401331
Position 4504: 0.0007251563259616081
Position 2802: 0.0006849352528090823
Position 3442: 0.0006505183951367828
Position 892: 0.0006320461429509709
Position 648: 0.0005744766384342594
Position 1757: 0.0005154577029619753
Position 3378: 0.0005132418390099449
Position 5626: 0.0004972639912157858
Position 962: 0.0004892143728045427
Position 413: 0.0004818007235847952
Position 809: 0.00047298245922499705
Position 4185: 0.0004589078707235512
Position 1153: 0.00044001701410422664
Position 543: 0.00043432560779920165
Position 3673: 0.00043031056400870605
Position 3181: 0.0004098833786584066
Position 1493: 0.00039174457555795364
Position 850: 0.0003527660267492156
Position 3363: 0.000340963632351336
Position 2592: 0.0003285637024343982
Position 3017: 0.0003177692698189167
Position 912: 0.00026547374359309873
Position 3063: 0.00025769280533264563
Position 4698: 0.0002260161773229506
Position 4820: 0.00021228088986211628
Position 1875: 0.0001794509410470042
Position 3020: 0.0001766261656358205
Position 1921: 0.00017543203618595953
Position 1780: 0.00017460579786392495
Position 899: 0.0001724689570053399
Position 1656: 0.00013401940817138428
Position 3604: 0.0001296437219285718
Position 3688: 0.00012696177790362637
Position 608: 0.00011592039095372355
Position 1039: 9.91327113031273e-05
Position 1302: 9.618697978871462e-05
Position 2423: 8.241003316166815e-05
Position 828: 6.873056753047542e-05
Position 267: 6.618504946296068e-05
Position 2476: 6.391849278627071e-05
Position 661: 6.223568039051914e-05
Position 1237: 5.9183871545310374e-05
Position 672: 5.699673798259589e-05
Position 1545: 5.681352595086723e-05
Position 1952: 5.462023670083019e-05
Position 4050: 5.0006139328605885e-05
Position 4089: 4.473088620720578e-05
Position 498: 3.394179947906428e-05
Position 2596: 3.223661728015806e-05
Position 3056: 2.879348272488394e-05
Position 2736: 2.582238963364925e-05
Position 1094: 2.2222057417783583e-05
Position 2285: 1.9254696491492646e-05
Position 920: 1.7959634498694788e-05
Position 2288: 1.26388253353601e-05
Position 568: 1.185370924189489e-05
Position 650: 1.155178428938868e-05
Position 2412: 1.0564335548369039e-05
Position 799: 7.755551409024831e-06
Position 505: 7.45739689188047e-06
Position 2339: 7.337583159018961e-06
Position 3864: 6.952596962237774e-06
Position 724: 5.185027286170246e-06
Position 549: 4.672411154045999e-06
Position 728: 4.312216438208761e-06
Position 2657: 3.940935631345207e-06
Position 190: 2.237480371069286e-06
Position 917: 1.9814943603379415e-06
Position 668: 1.3358200690798558e-06
Position 2663: 8.267218809881178e-07
Position 1227: 4.344939861824662e-07
Position 204: 3.697296810227439e-07
Position 1084: 3.1380185391123345e-07
Position 436: 2.746154132044138e-07
Position 1281: 1.9004413128925815e-07
Position 428: 1.1233933875090557e-07
Position 469: 1.0967053717573797e-07
Position 1517: 7.805014297792045e-08
Position 444: 6.669940238693834e-08
Position 477: 6.211841165878747e-08
Position 689: 6.194990640917869e-08
Position 681: 4.732631526949702e-08
Position 130: 4.3421579291526444e-08
Position 518: 2.5185248085534194e-08
Position 695: 2.4729804963068825e-08
Position 446: 2.4088329424354592e-08
Position 1568: 2.1414565942037665e-08
Position 509: 1.993713442168331e-08
Position 462: 1.7326181515610677e-08
Position 521: 5.225104833542664e-09
Position 454: 5.010231230856002e-09
Position 554: 4.720864565972863e-09
Position 514: 3.665104451363533e-09
Position 458: 3.5436146124780735e-09
Position 1244: 1.6172206169146488e-09
Position 115: 1.227977022974336e-09
Position 90: 7.553289311157001e-10
Position 147: 6.082383120402942e-10
Position 98: 1.0688124323925762e-10
Position 683: 4.2058564531175426e-11
Position 133: 4.2004307289290537e-11
Position 100: 8.00007829070667e-12
Position 523: 2.492338663339547e-12
