Gene = TIGIT
Position 11963: 0.00047681702724464874
Position 2003: 0.0004554064800751579
Position 1145: 0.0003120473941366484
Position 732: 0.0002940904790626811
Position 3546: 0.00025589266471526365
Position 3976: 0.0002513822086630251
Position 3406: 0.00021237307123488864
Position 262: 0.00019693216204279133
Position 10370: 0.00016065572957032456
Position 3870: 0.00014148890553288327
Position 1261: 0.00013173901126042547
Position 1693: 0.00012174388522863622
Position 3201: 0.00010997805769804423
Position 2152: 7.566023443693391e-05
Position 3399: 7.076842403818104e-05
Position 3322: 7.021626395921494e-05
Position 1702: 6.0251141123360125e-05
Position 1806: 5.660184721481395e-05
Position 709: 4.652107280716345e-05
Position 3949: 4.623648169718951e-05
Position 1953: 4.2525623561360225e-05
Position 1680: 3.74788735128335e-05
Position 1822: 3.286177321889448e-05
Position 1982: 2.392173477617659e-05
Position 1347: 2.084288242300152e-05
Position 9319: 1.6262679998405052e-05
Position 673: 1.625332466752706e-05
Position 658: 1.6236198887697373e-05
Position 671: 1.593565100369338e-05
Position 1395: 1.3302241211111276e-05
Position 2027: 1.171719424021151e-05
Position 2142: 9.85502143933733e-06
Position 2071: 9.615195705207704e-06
Position 3250: 5.999485539828086e-06
Position 259: 5.972211374680786e-06
Position 5482: 5.422246607784328e-06
Position 136: 4.477057971753259e-06
Position 5693: 4.466184352361154e-06
Position 161: 3.315949309495423e-06
Position 339: 3.004816821126091e-06
Position 2939: 2.366751959281069e-06
Position 2248: 1.8698089610055274e-06
Position 3095: 1.8067052553574628e-06
Position 2370: 1.6243153687902054e-06
Position 713: 1.3768528859751085e-06
Position 4791: 1.282984709199826e-06
Position 880: 1.2745361138132675e-06
Position 457: 1.1870911998159436e-06
Position 8657: 1.1544501602164971e-06
Position 355: 1.0562155700931265e-06
Position 899: 4.97096786909476e-07
Position 808: 3.713448282044073e-07
Position 795: 3.3198084685346323e-07
Position 422: 3.180974632088241e-07
Position 535: 3.1678893967202396e-07
Position 499: 2.2331430177003148e-07
Position 400: 2.1683637910091037e-07
Position 811: 1.3010454579457887e-07
Position 159: 1.105899582615591e-07
Position 45: 1.0545148727501343e-07
Position 253: 5.009686610040378e-08
Position 188: 3.4821748475934755e-08
Position 272: 3.028398939898992e-08
Position 168: 2.8945112955126535e-08
Position 3087: 1.087614985851093e-08
Position 1192: 4.726718715263644e-09
Position 363: 1.0716918241118874e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8494: 0.9795510130147523
Position 5400: 0.6530248941526291
Position 2897: 0.5473211527307343
Position 12058: 0.46720786133299197
Position 4627: 0.434658898687062
Position 1878: 0.4260421378994979
Position 4442: 0.2917679944223703
Position 2869: 0.1899580616445303
Position 16886: 0.15595451330879131
Position 2237: 0.1156894851135065
Position 18269: 0.08455276951649639
Position 5430: 0.07112058340779721
Position 416: 0.0559544052524231
Position 9509: 0.05013921337260174
Position 16792: 0.04745138532858624
Position 8143: 0.04646170211990589
Position 8790: 0.04285844114548589
Position 1444: 0.03880892332031115
Position 4816: 0.03397622228603609
Position 18226: 0.03380350608231644
Position 2854: 0.03325242335932226
Position 4669: 0.0306013642049018
Position 1036: 0.029304474069793196
Position 18457: 0.024967487719220614
Position 7699: 0.024486844779694653
Position 10134: 0.023416260447592926
Position 3224: 0.0232776858171402
Position 2911: 0.02303566169237408
Position 6775: 0.023000170200779324
Position 2942: 0.022408836908518245
Position 3374: 0.02085522040162929
Position 2303: 0.01844427492923841
Position 1551: 0.018029078642954544
Position 13311: 0.016079179676481335
Position 11736: 0.01600792075246274
Position 17078: 0.014103269967535732
Position 1884: 0.013504563548085727
Position 4848: 0.013314082058281808
Position 11840: 0.012865491262688636
Position 5485: 0.012834688793142023
Position 7494: 0.01247972273059193
Position 12982: 0.011506920559777534
Position 11486: 0.010952767069326413
Position 13864: 0.010435941287553579
Position 6417: 0.010305008610042023
Position 1569: 0.010288858513157785
Position 1492: 0.010148423123322684
Position 5812: 0.009881594405305843
Position 16795: 0.009872799872023542
Position 8235: 0.0096732714330521
Position 10199: 0.009468567155043801
Position 5448: 0.008723728879386779
Position 14228: 0.008422024920469416
Position 16777: 0.007782753235903401
Position 4691: 0.006878626863895567
Position 6193: 0.006768836997140948
Position 5404: 0.006440150091205542
Position 3706: 0.0060785818352370605
Position 4851: 0.005784351986529048
Position 10636: 0.005640056784247253
Position 11540: 0.0056317374590889
Position 11574: 0.005499761628865312
Position 6084: 0.0054275407055092385
Position 825: 0.005170198677976381
Position 1372: 0.005153319687062992
Position 852: 0.005051302091365869
Position 5285: 0.0047822462065775255
Position 10432: 0.0038427427072420185
Position 13430: 0.0036492013875562735
Position 8173: 0.0035852160067272854
Position 13011: 0.0035514400084906456
Position 15745: 0.003477264305149821
Position 1516: 0.00345420353356891
Position 13556: 0.0034184963944021663
Position 14488: 0.002918817914148299
Position 4487: 0.002831345228282797
Position 13345: 0.002779272432177882
Position 17152: 0.002567186303863261
Position 17308: 0.0025187366639600403
Position 15768: 0.0025183464323007775
Position 6556: 0.0024514999503205117
Position 10301: 0.002432859729410116
Position 2871: 0.0024066427441580026
Position 13985: 0.002329327029314406
Position 8666: 0.00222669440323716
Position 10447: 0.002188792768907414
Position 2788: 0.0020990374398379844
Position 6731: 0.002097107974580912
Position 558: 0.0020802684385217533
Position 4821: 0.002061312972194585
Position 1855: 0.001967507851247741
Position 2473: 0.001942991072329206
Position 2052: 0.0018978357115236781
Position 13665: 0.001790281586801366
Position 1892: 0.0017378773222098296
Position 4643: 0.0016556309249898687
Position 10759: 0.0016448478854630428
Position 14517: 0.0016128802886465343
Position 13553: 0.0016081859901668507
Position 12672: 0.0016072326888325519
Position 8753: 0.0015951167036162533
Position 12240: 0.0015893178879737954
Position 2547: 0.001565615231347106
Position 5837: 0.0015571260175627254
Position 8422: 0.0015314943494088291
Position 11712: 0.0014587517447208756
Position 8873: 0.0012942358519789491
Position 13884: 0.0012649549346337057
Position 6149: 0.001114808613717277
Position 783: 0.0010917504280313758
Position 10450: 0.001085126339425737
Position 11378: 0.0010636529596149383
Position 2261: 0.0010116633679619212
Position 9041: 0.0009904006449874844
Position 7446: 0.0009778508120822835
Position 12752: 0.0009688948292916454
Position 9152: 0.0009535436336402346
Position 9691: 0.0009502292868647517
Position 1819: 0.00091836032167704
Position 13133: 0.0008163926936807551
Position 6608: 0.0007249143583802963
Position 1918: 0.0006863550364083643
Position 11326: 0.0006858615548116505
Position 8683: 0.0006711439253834443
Position 5230: 0.0006679745765715438
Position 14240: 0.0005849574103407306
Position 8569: 0.0005650196124862054
Position 9486: 0.000564172317106272
Position 2204: 0.0005426168073565258
Position 5064: 0.0005304674150609874
Position 1862: 0.0005228166531642351
Position 12846: 0.0005031936663917891
Position 13743: 0.0004990874308537049
Position 10684: 0.000494549731200413
Position 10724: 0.00048105459554589387
Position 10987: 0.00044858253111118454
Position 14165: 0.0004387638744847346
Position 363: 0.0003810151224351568
Position 13035: 0.00037014123926837046
Position 11295: 0.0003597421542127583
Position 433: 0.0003548282785393998
Position 1214: 0.00035482171641357957
Position 11883: 0.00035167928971602583
Position 2992: 0.00035075635820692395
Position 1067: 0.00034839989328980844
Position 1453: 0.0003462335037920169
Position 9338: 0.0003349297198033882
Position 10519: 0.00032197605780399344
Position 2877: 0.0003145764374432914
Position 3431: 0.0003005680599330381
Position 9895: 0.00029492304876233103
Position 9446: 0.00029363903127307343
Position 1408: 0.00029232704144306447
Position 787: 0.000282163956376669
Position 2305: 0.00026271066694523676
Position 9424: 0.00025501840568659687
Position 12332: 0.0002395416835150483
Position 4384: 0.0002265523766643474
Position 14106: 0.00020489003052224752
Position 368: 0.0001924275690421204
Position 645: 0.0001698953027508554
Position 512: 0.00014955338019838137
Position 307: 0.00014498866426125297
Position 1575: 0.00014014159564592718
Position 13274: 0.00013633845940306912
Position 8758: 0.0001347409558226249
Position 3177: 0.00013122097739109558
Position 2412: 0.00013003229601696003
Position 9756: 0.0001286780714390032
Position 11437: 0.0001251923323274135
Position 526: 0.00012308473360256206
Position 1391: 0.00011624139327793951
Position 8986: 9.280920774267179e-05
Position 3716: 9.137666174392059e-05
Position 1316: 8.671040039136855e-05
Position 12074: 8.452044209590285e-05
Position 10651: 8.358068787180041e-05
Position 9977: 8.333034577134029e-05
Position 469: 7.842588999272493e-05
Position 8957: 7.547525687815447e-05
Position 9568: 6.87182951584731e-05
Position 9204: 6.368636820247903e-05
Position 3098: 6.278992757997527e-05
Position 2081: 4.7806153500424e-05
Position 577: 4.728786273252874e-05
Position 599: 4.721883313265363e-05
Position 1175: 4.671445206867674e-05
Position 930: 4.3391790763884554e-05
Position 1643: 3.603055730384521e-05
Position 1629: 3.0845128846467275e-05
Position 5591: 3.0699116759505444e-05
Position 7331: 3.0026049286092067e-05
Position 5644: 2.8105537618824573e-05
Position 3240: 2.682285325598194e-05
Position 1342: 2.5822272726517826e-05
Position 240: 2.379782509001723e-05
Position 1420: 2.3566333653301068e-05
Position 1678: 1.880574886912415e-05
Position 7070: 1.859859059878351e-05
Position 1096: 1.7057710830261697e-05
Position 1982: 1.5922954196142118e-05
Position 7108: 1.5664090039573448e-05
Position 942: 1.3826794069918785e-05
Position 1786: 5.160659227995343e-06
Position 1269: 4.990610044582021e-06
Position 1584: 4.272613434644872e-06
Position 1496: 4.130354371064247e-06
Position 718: 3.8281743822453605e-06
Position 857: 3.1433211532418152e-06
Position 1594: 3.098748734603377e-06
Position 268: 2.9029714333908515e-06
Position 351: 2.8619082714034826e-06
Position 9536: 2.7119917157656523e-06
Position 911: 2.6499672316873057e-06
Position 793: 2.566960883454601e-06
Position 946: 2.5120860578085584e-06
Position 210: 2.473083492103332e-06
Position 604: 2.1512622496011747e-06
Position 1789: 2.128094380688829e-06
Position 1069: 2.0463345539981437e-06
Position 1766: 1.6751966759819833e-06
Position 443: 1.6461299248313335e-06
Position 2690: 1.631182761850743e-06
Position 625: 1.617563862766892e-06
Position 194: 1.337216204623016e-06
Position 2109: 5.344842285274865e-07
Position 3230: 4.929509569473051e-07
Position 742: 4.594649082027339e-07
Position 539: 3.9971542587314396e-07
Position 630: 2.4859587105891e-07
Position 248: 1.612164336949399e-07
Position 478: 1.0246727070862702e-07
Position 860: 8.581171937682098e-08
Position 225: 7.61360207686804e-08
Position 314: 4.594726029914622e-08
Position 373: 3.892786928212353e-08
Position 535: 3.018174317745434e-08
Position 482: 2.1784277152109952e-08
Position 1624: 2.057903629860878e-08
Position 709: 1.5067601444744348e-08
Position 692: 1.4052422433054258e-08
Position 800: 1.1015918831946646e-08
Position 452: 9.047277257713719e-09
Position 282: 8.285491646083065e-09
Position 678: 8.094640940741225e-09
Position 1934: 7.523309775477781e-09
Position 696: 7.156194753098387e-09
Position 487: 6.358103005558056e-09
Position 324: 3.178583330976009e-09
Position 757: 2.9922468037882015e-09
Position 658: 2.408524736884708e-09
Position 650: 6.736246872418735e-10
Position 618: 4.067437605554785e-10
Position 494: 3.033497811344666e-10
Position 899: 1.6693322796117397e-10
Position 336: 8.008984503275926e-11
Position 906: 9.337482919062338e-12
Position 499: 6.956343105477873e-12
Position 330: 5.671141756520797e-12
Position 155: 2.6565855717202626e-14
Position 176: 8.693082281563996e-15
Position 147: 1.4778180026803931e-19
Position 127: 5.050800780067474e-21
Position 107: 1.1182057992182925e-21
Position 114: 7.2212183603995555e-22
