Gene = ATPIF1
Position 227: 0.9608248141916542
Position 1703: 0.39700385078597594
Position 499: 0.15751684469159277
Position 1521: 0.05356467436923577
Position 1562: 0.05166882775521606
Position 936: 0.05008052598043086
Position 437: 0.044663812175146096
Position 1013: 0.03656086573138887
Position 752: 0.03536394526150343
Position 1942: 0.024436955787051826
Position 1401: 0.023746984368709294
Position 1627: 0.023123606756079208
Position 1159: 0.02004451219515628
Position 1277: 0.01956135197580057
Position 625: 0.01951308140287647
Position 208: 0.017011877662370365
Position 1436: 0.010562514564647693
Position 1297: 0.009298537005138661
Position 1710: 0.007201179618101132
Position 693: 0.005450630081232247
Position 969: 0.004745663352176364
Position 1542: 0.004701474990010752
Position 1750: 0.004502824839735361
Position 805: 0.003755770956247711
Position 1349: 0.0036633516119258386
Position 458: 0.0035706690832466234
Position 658: 0.003367820509625768
Position 1483: 0.002804325047745842
Position 645: 0.002777978937740104
Position 1963: 0.002575138403004236
Position 525: 0.002551004872504548
Position 795: 0.002370257151853923
Position 1636: 0.002230250659094412
Position 1468: 0.0019656098309148687
Position 1208: 0.0019402447605507919
Position 1897: 0.0018717702876168444
Position 615: 0.0017060345542705502
Position 531: 0.0016626515318844833
Position 1666: 0.0012663470083175716
Position 899: 0.0010509022926499783
Position 762: 0.0009234638799736694
Position 1072: 0.0007943431213989662
Position 1008: 0.0007509583976994852
Position 1770: 0.0006234399567461033
Position 786: 0.0006234153783470619
Position 1443: 0.0006181363387421363
Position 882: 0.0005765681733456487
Position 1773: 0.0005740452572081615
Position 1105: 0.0005371200297854368
Position 510: 0.0005357936770049728
Position 1164: 0.0005093087850717042
Position 1705: 0.0004000930182981306
Position 267: 0.00037728053078667434
Position 665: 0.0003304868305272572
Position 822: 0.00029150766149322086
Position 1485: 0.00028435314257352806
Position 1865: 0.0002460868628858599
Position 233: 0.00012843030905130559
Position 939: 0.0001224412171394062
Position 1753: 0.00012134140264162341
Position 1010: 0.00011925990005951386
Position 1729: 9.803845753747525e-05
Position 1240: 9.7405854950126e-05
Position 1791: 9.022185323594757e-05
Position 1649: 7.241247068362487e-05
Position 824: 5.574673064380156e-05
Position 287: 4.121477048216755e-05
Position 917: 3.563565809063684e-05
Position 909: 3.063445197383764e-05
Position 1591: 2.9784163754381906e-05
Position 976: 2.73662743418679e-05
Position 1686: 2.6135395893270074e-05
Position 1573: 1.896355395371163e-05
Position 1567: 1.838909904628238e-05
Position 1503: 1.7915795618326467e-05
Position 291: 1.1976507582049891e-05
Position 296: 1.1928140913584083e-05
Position 346: 1.1551616692543826e-05
Position 1715: 1.0809631161743127e-05
Position 1815: 1.068223787894225e-05
Position 828: 9.665319775503921e-06
Position 1795: 9.00688277779703e-06
Position 1406: 8.952875982473394e-06
Position 1776: 8.712121537382601e-06
Position 771: 8.282971576138037e-06
Position 1812: 8.095000243014169e-06
Position 1496: 5.504242460989016e-06
Position 1846: 5.322814049461172e-06
Position 1303: 4.8093419242593275e-06
Position 1255: 4.629648314387747e-06
Position 341: 4.406256937069411e-06
Position 1017: 2.5120935488840423e-06
Position 293: 2.2189559458054373e-06
Position 289: 1.155257157670662e-06
Position 166: 6.4227646714104e-07
Position 137: 8.662027377741687e-08
Position 946: 3.518403807919492e-08
Position 1109: 5.823730166289842e-09
Position 324: 4.6903994774389376e-09
Position 305: 4.0422305841777825e-09
Position 151: 3.135633554041155e-09
Position 303: 7.031512306486985e-10
Position 103: 6.311139457593854e-10
Position 120: 5.925766565086718e-10
Position 114: 4.73600148809071e-10
