Gene = NAIF1
Position 267: 0.0014470681330116023
Position 1738: 0.0013066650453083266
Position 4860: 0.0012500383895487578
Position 4406: 0.0011538161102241287
Position 5445: 0.0010663967003936923
Position 1174: 0.0010394024444613128
Position 869: 0.0009098251297592119
Position 1070: 0.000728302477524054
Position 1491: 0.0006897120367019835
Position 1938: 0.000607224406146146
Position 242: 0.0006012405220030118
Position 3330: 0.0005683819703390789
Position 6066: 0.000499937376330295
Position 4991: 0.0004848407563982737
Position 204: 0.00047814979679888634
Position 246: 0.00046843668838246016
Position 294: 0.000457889804753198
Position 351: 0.0004520947155651034
Position 380: 0.0003108744500799193
Position 216: 0.0002985565365375742
Position 4283: 0.00029021667108487434
Position 5514: 0.0002630592889732965
Position 5370: 0.00025698442437871075
Position 1697: 0.0002453019369281941
Position 3429: 0.00024070439799032557
Position 944: 0.00019890039193784303
Position 3506: 0.00019181969992755586
Position 557: 0.0001892774202418844
Position 2902: 0.00018850634858794146
Position 4919: 0.0001861118568708563
Position 4020: 0.00017386205531940484
Position 209: 0.00016836676467968031
Position 4938: 0.0001638585832427989
Position 729: 0.0001603118374835232
Position 1481: 0.00014678749035300508
Position 4700: 0.00011297147541849462
Position 2979: 9.858398240938094e-05
Position 2927: 9.429489002812256e-05
Position 3257: 8.909864328263044e-05
Position 4512: 8.834781457692517e-05
Position 2741: 8.693090360411857e-05
Position 2485: 7.681762876290557e-05
Position 261: 7.517022347076507e-05
Position 3452: 7.398876841255378e-05
Position 846: 5.6154812012846616e-05
Position 2951: 4.76648786993713e-05
Position 1073: 4.591495401884564e-05
Position 3365: 4.400549148227958e-05
Position 2719: 4.3256564717360575e-05
Position 1326: 4.0763159923695694e-05
Position 409: 3.448461071992371e-05
Position 864: 2.5750406586400303e-05
Position 474: 2.4627054166757956e-05
Position 522: 2.3417274271554574e-05
Position 519: 2.1934189118610946e-05
Position 1329: 2.1751564272230448e-05
Position 709: 1.6031364828293907e-05
Position 377: 1.3141557819126451e-05
Position 288: 1.1674297769921681e-05
Position 1419: 9.405126240128591e-06
Position 353: 9.26351705327027e-06
Position 1533: 8.9887825575397e-06
Position 666: 6.904890014990296e-06
Position 447: 6.902884479224164e-06
Position 214: 6.769332213864292e-06
Position 465: 6.181743712010401e-06
Position 300: 5.37192372613148e-06
Position 303: 5.26033655465803e-06
Position 752: 4.056162984284313e-06
Position 123: 2.9541187865529905e-06
Position 453: 2.827900567129348e-06
Position 804: 2.6050703161223392e-06
Position 529: 2.2427823338931388e-06
Position 411: 1.43550500655589e-06
Position 492: 1.3715854236097806e-06
Position 1624: 1.2716340985290655e-06
Position 1124: 1.182524240714049e-06
Position 5657: 1.1589847617179952e-06
Position 426: 8.641905123953063e-07
Position 1310: 7.996793745973096e-07
Position 285: 6.956519524298655e-07
Position 429: 3.357541486347591e-07
Position 876: 2.860079968904868e-07
Position 432: 5.331823732769543e-08
Position 1349: 5.2812969267647864e-08
Position 420: 5.2463653831287555e-08
Position 866: 4.73505890732475e-08
Position 880: 4.07492990373705e-08
Position 854: 3.2446716133214613e-08
Position 817: 2.9727361616652305e-08
Position 104: 3.5544183311064864e-09
Position 100: 2.7647962592262417e-09
Position 179: 1.3523232203893277e-09
Position 142: 7.705140771395083e-11
Position 152: 2.223913762791571e-11
Position 155: 1.677278189639606e-11
Position 157: 8.600408255805234e-12
Position 160: 3.611207389521175e-12
Position 148: 2.775142440881644e-12
Position 135: 1.8310067786168957e-12
