Gene = TIPRL
Position 2915: 9.313644137521532e-05
Position 131: 5.381608296638708e-05
Position 12725: 5.249240519822963e-05
Position 12572: 4.7828269991885345e-05
Position 18200: 4.031914601610368e-05
Position 583: 3.756881895017004e-05
Position 19213: 3.609986410682528e-05
Position 85: 3.5914619941549846e-05
Position 483: 3.212672326502513e-05
Position 497: 2.4531764404096284e-05
Position 83: 2.3969610215754236e-05
Position 357: 2.3458053380710637e-05
Position 721: 2.33960443607799e-05
Position 485: 2.3043199077650553e-05
Position 742: 2.1801405249873003e-05
Position 1009: 2.1046277116519928e-05
Position 4387: 1.8494302387841074e-05
Position 491: 1.6354366432068373e-05
Position 558: 1.6006102022633572e-05
Position 670: 1.5722356141521452e-05
Position 628: 1.1889089720954874e-05
Position 838: 5.926220771524332e-06
Position 1362: 5.043359095757441e-06
Position 118: 3.8689718826292735e-06
Position 320: 3.2429506196236062e-06
Position 210: 2.5818060070171108e-06
Position 451: 2.168616390259216e-06
Position 1031: 1.1191972547515903e-06
Position 753: 1.0002326557891096e-06
Position 939: 8.336673325385179e-07
Position 874: 4.5158035902865486e-07
Position 687: 3.184181630475557e-07
Position 658: 1.7509731789952271e-07
Position 564: 1.4692454746506863e-07
Position 458: 8.459453353122833e-08
Position 623: 4.174033697466357e-09
Position 607: 2.5522151006147133e-09
Position 404: 5.032737103427613e-11
Position 612: 2.878791821665997e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12435: 0.9981390499515413
Position 17613: 0.8483785536959215
Position 19985: 0.3911046968411268
Position 627: 0.24857327776754848
Position 19332: 0.1781794745691974
Position 5627: 0.14053261237345713
Position 20969: 0.11385961273515792
Position 5792: 0.11215377279598791
Position 21814: 0.10100914488832577
Position 4968: 0.0976980848487024
Position 15880: 0.07680897164934655
Position 8099: 0.07618838865813628
Position 4765: 0.0759940319786526
Position 22223: 0.07449467755040008
Position 5537: 0.06849116035808663
Position 5075: 0.06395663597970645
Position 8126: 0.046349799333873634
Position 14534: 0.045059306629784406
Position 17552: 0.04386898883859064
Position 20291: 0.03696763301034145
Position 8330: 0.035556343491802506
Position 687: 0.035186424666753084
Position 22669: 0.03453151243123794
Position 21497: 0.032122224231755925
Position 18026: 0.03137155252284488
Position 23002: 0.029487681101075323
Position 10760: 0.025655987278770175
Position 13243: 0.024118747900727548
Position 4878: 0.020091761529059858
Position 16375: 0.019301367722485974
Position 21404: 0.01867261359758803
Position 5845: 0.016503939232414243
Position 15832: 0.01642495609694059
Position 14551: 0.014850596141098616
Position 19414: 0.014323351536037556
Position 5038: 0.01403214009766089
Position 652: 0.013664825920427968
Position 21314: 0.012846162443686764
Position 22089: 0.012657284384856466
Position 22907: 0.012648693761874615
Position 5062: 0.012435116635787578
Position 107: 0.011073246899070003
Position 16341: 0.010984081251342129
Position 580: 0.010905366199527384
Position 1143: 0.010775804370748432
Position 7986: 0.009354615740234787
Position 719: 0.009122014787391776
Position 920: 0.0086126163288087
Position 5454: 0.00758250999710216
Position 18603: 0.007260880450527599
Position 21216: 0.00708136725418859
Position 19152: 0.006873538352349764
Position 6158: 0.006654631027951894
Position 15445: 0.006478759499237639
Position 17864: 0.006320728396984265
Position 6113: 0.006298292426317035
Position 18563: 0.005796936304556564
Position 20758: 0.0055605169069260505
Position 22311: 0.005465157119507902
Position 165: 0.00534442817754011
Position 5747: 0.005284830655270496
Position 5311: 0.005272304007746453
Position 5295: 0.005134220316832314
Position 14654: 0.005127051111316687
Position 9313: 0.004856215474613927
Position 20927: 0.004797533789456165
Position 985: 0.004530690416887004
Position 15348: 0.004469387886697211
Position 5403: 0.0044499708360996055
Position 16394: 0.004350122815483154
Position 142: 0.004300217678067757
Position 17630: 0.004238305779696165
Position 18631: 0.0042277566618811645
Position 11539: 0.004185783430856697
Position 5852: 0.004160965658157507
Position 771: 0.004148102243503684
Position 5762: 0.0040541464268642
Position 16323: 0.003943107312950759
Position 20577: 0.0036652816646583187
Position 6075: 0.0036500034199237223
Position 17832: 0.003509483707719314
Position 18520: 0.0034669879189252587
Position 1547: 0.0033158250476672977
Position 6116: 0.003302185028890388
Position 2879: 0.003243391632865934
Position 13274: 0.0031093620821807085
Position 20600: 0.0030840182766784024
Position 18069: 0.0030040625154922527
Position 22183: 0.002881485593595301
Position 20736: 0.0027261845393388344
Position 5250: 0.0026251104349999943
Position 345: 0.002592543944680559
Position 23134: 0.0025828943063746796
Position 5105: 0.0025238939252408546
Position 18940: 0.002205241117038975
Position 8305: 0.0020734284827752937
Position 4477: 0.0020328440496666825
Position 15328: 0.0019931751513666738
Position 15779: 0.0017631826126484785
Position 13684: 0.0017373906048973652
Position 22879: 0.0017049544541981976
Position 17899: 0.001695949209060119
Position 18093: 0.001652445580526059
Position 17815: 0.0015824772248421624
Position 21783: 0.0015515034169183112
Position 8155: 0.0015319608021533559
Position 20137: 0.001509449219921038
Position 20395: 0.0014978963333593884
Position 21029: 0.001473834661182149
Position 2746: 0.0014322167136810345
Position 13183: 0.0014321483025979635
Position 21084: 0.0014257677668801992
Position 22970: 0.0013913429705936025
Position 8401: 0.0011372114443403236
Position 648: 0.0010748372170070017
Position 21014: 0.0010512630139459117
Position 956: 0.001047641839507351
Position 739: 0.0010317316024075404
Position 20109: 0.0010118548407409258
Position 17005: 0.000987373032757403
Position 351: 0.000933567699917175
Position 17384: 0.0009312661501556254
Position 22067: 0.0009255121771251089
Position 21882: 0.0009174205465425555
Position 19192: 0.0008635554809329355
Position 1158: 0.0008204839305887346
Position 15756: 0.0008155693554935874
Position 20181: 0.0007936914128052603
Position 18465: 0.0007809730398054303
Position 14679: 0.0007469788156747482
Position 16686: 0.0007375625798457884
Position 12385: 0.0007060515482949618
Position 1095: 0.0006873314718852501
Position 944: 0.0006765848005532587
Position 21653: 0.000664312293486761
Position 1146: 0.0004189455580743967
Position 170: 0.0004133830845684787
Position 3003: 0.0003960934336059735
Position 3066: 0.00038809444935637
Position 5502: 0.00029922902642068663
Position 13574: 0.00029018088374896606
Position 2967: 0.0002660059367405155
Position 5638: 0.0002554944768084555
Position 3028: 0.00025258161791799557
Position 13529: 0.00021631243280649436
Position 201: 0.0001986079404653411
Position 12690: 0.0001878114346629782
Position 6163: 0.00016097250490383565
Position 16918: 0.00015030190130437145
Position 16825: 0.00014136174734173445
Position 13056: 0.00013955105053715025
Position 607: 0.00013190834603519597
Position 13106: 0.00011928394113354775
Position 13717: 0.00011445649532992205
Position 16428: 0.00011371061637514746
Position 13068: 9.602114109966618e-05
Position 17354: 8.680075745664386e-05
Position 929: 8.613068758464535e-05
Position 13137: 6.60207604009552e-05
Position 16425: 6.51252663389173e-05
Position 16666: 6.409079702174868e-05
Position 845: 6.349665751923213e-05
Position 5359: 5.9925930343039145e-05
Position 16851: 5.734039980577749e-05
Position 14130: 4.312583064684313e-05
Position 3017: 4.236321317638787e-05
Position 15569: 4.054864511425981e-05
Position 1333: 3.482290222362056e-05
Position 535: 3.033288581516709e-05
Position 859: 2.804168674996407e-05
Position 15168: 2.7429320940041844e-05
Position 3064: 2.5557554940241478e-05
Position 14813: 2.4992908117016383e-05
Position 14378: 2.4034943154504332e-05
Position 1378: 2.065698680184471e-05
Position 14141: 1.9423255240663566e-05
Position 14001: 1.4878639557521358e-05
Position 1209: 9.794045054010945e-06
Position 1286: 9.668011845874606e-06
Position 4199: 9.17181278800604e-06
Position 4777: 8.4940875951456e-06
Position 325: 8.39651517134287e-06
Position 4296: 6.041888335663723e-06
Position 1600: 4.294158583381549e-06
Position 1174: 3.70765250495061e-06
Position 15743: 3.689384665934214e-06
Position 4062: 3.512396441152475e-06
Position 9340: 3.3607342029648777e-06
Position 439: 2.828050707435035e-06
Position 1912: 1.9652241716799895e-06
Position 704: 1.7196619366899289e-06
Position 2301: 1.5302075483395878e-06
Position 3444: 9.46250125340065e-07
Position 753: 9.150665303596957e-07
Position 481: 8.305772210689056e-07
Position 1941: 6.34233401538207e-07
Position 167: 5.9861807773277e-07
Position 297: 5.616039284290343e-07
Position 1915: 5.375074740546346e-07
Position 868: 5.323850792106489e-07
Position 762: 4.668623777215317e-07
Position 2324: 4.61558135133246e-07
Position 404: 3.92524795067815e-07
Position 1217: 3.913079943222624e-07
Position 1007: 3.450516943728266e-07
Position 1098: 3.0325163915553005e-07
Position 3309: 2.8776097109633814e-07
Position 664: 2.749116732196855e-07
Position 1186: 2.7442679186657274e-07
Position 1314: 2.713545097882127e-07
Position 2074: 2.705487544469538e-07
Position 1022: 2.4711753770541334e-07
Position 3356: 2.2475014922353806e-07
Position 3807: 2.1731018582267476e-07
Position 987: 1.536112908509838e-07
Position 1966: 1.126680524468876e-07
Position 2070: 9.75471943299149e-08
Position 962: 8.66462902530888e-08
Position 864: 8.516809120804918e-08
Position 1316: 8.167727782291817e-08
Position 231: 8.131140124928878e-08
Position 2144: 7.546608626042122e-08
Position 1779: 6.653220401464502e-08
Position 216: 5.6761121142206916e-08
Position 1735: 4.4478077041637815e-08
Position 1667: 4.322791915024105e-08
Position 1044: 2.7613884560411402e-08
Position 483: 8.824042757977313e-09
Position 700: 8.380087900140948e-09
Position 309: 1.3998472407740005e-09
Position 478: 1.020468484477506e-09
Position 249: 9.225546529156949e-10
Position 698: 7.512826364413602e-10
Position 246: 4.652017820719933e-10
Position 1055: 1.8824172554743412e-10
Position 305: 4.909281654478169e-11
Position 253: 4.276121560953772e-11
