Gene = CRCT1
Position 864: 7.205171685854268e-10
Position 139: 3.025257963733336e-10
Position 769: 1.1600301551423623e-10
Position 718: 6.955143258236193e-11
Position 812: 1.8704392249177115e-11
Position 443: 7.117730733985341e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 755: 0.6850425306467343
Position 1012: 0.2677834380937037
Position 859: 0.1021839057577478
Position 1075: 0.03873199799325331
Position 896: 0.017489155168280507
Position 1078: 0.012421606524675242
Position 1331: 0.011380327816766227
Position 760: 0.008383728655555036
Position 1312: 0.008355827662133983
Position 1475: 0.0066616510356242034
Position 1126: 0.006122634840716231
Position 843: 0.005201627784477837
Position 1435: 0.004185222061583346
Position 1048: 0.00413404159874676
Position 175: 0.004119652830117864
Position 915: 0.003679760823868761
Position 556: 0.00250376264181437
Position 938: 0.0024842369626582967
Position 408: 0.00245609183836118
Position 1032: 0.002333018621766896
Position 289: 0.0013225752068655307
Position 792: 0.0012000026747440145
Position 1161: 0.0010784592241570067
Position 466: 0.0009907147519617502
Position 618: 0.0007891000784917664
Position 159: 0.0006489519935294237
Position 778: 0.0006147492254378455
Position 1432: 0.0006123596999105894
Position 1199: 0.0005975040050417176
Position 801: 0.0005883428852024316
Position 926: 0.00048128809918868457
Position 118: 0.0003875600493683393
Position 1091: 0.0003715798757250185
Position 825: 0.00032706625019617025
Position 1057: 0.00024822422469499944
Position 473: 0.0002445254001204376
Position 518: 0.00023302454951045818
Position 1290: 0.00020744356791050142
Position 622: 0.00019778429512481624
Position 819: 0.0001685586704250327
Position 132: 0.00016415586747944906
Position 497: 0.0001467975399531625
Position 192: 0.00014453732178667576
Position 1210: 0.000140980168784713
Position 1489: 0.00013307695474706134
Position 280: 9.913467814180128e-05
Position 797: 9.002640062943118e-05
Position 353: 8.9435675200714e-05
Position 247: 8.86047240878011e-05
Position 361: 8.669527265750497e-05
Position 238: 8.556823663288865e-05
Position 483: 8.35367891762954e-05
Position 125: 8.255450500340995e-05
Position 570: 7.379918277516997e-05
Position 355: 6.877424622460294e-05
Position 1130: 6.653859882472583e-05
Position 1382: 5.282782474306095e-05
Position 1384: 4.391191014056905e-05
Position 414: 4.098751992065684e-05
Position 596: 4.0450332702474234e-05
Position 379: 3.57888234145675e-05
Position 261: 3.544915704578958e-05
Position 1156: 3.2374856655196404e-05
Position 525: 3.010948703203855e-05
Position 417: 2.3852545503044135e-05
Position 1504: 2.2651940920343356e-05
Position 1182: 2.1406852587941017e-05
Position 672: 1.998865248264291e-05
Position 1099: 1.887033068333323e-05
Position 898: 1.8799625990092804e-05
Position 212: 1.8414786839968093e-05
Position 871: 1.734712012586701e-05
Position 1229: 1.704438357851467e-05
Position 221: 1.5891274907248544e-05
Position 1184: 1.567173466758213e-05
Position 203: 1.2726030284598705e-05
Position 1212: 1.2625503883260507e-05
Position 607: 1.2477991595274596e-05
Position 1132: 1.1689860874771654e-05
Position 258: 7.803458208725206e-06
Position 803: 7.347483463360992e-06
Position 129: 6.174524353484409e-06
Position 1139: 6.134006532553865e-06
Position 1276: 4.325227973381516e-06
Position 179: 4.2376219047239495e-06
Position 273: 4.166559086007913e-06
Position 136: 3.2451169195538475e-06
Position 145: 2.384201016309898e-06
Position 103: 2.277506162570808e-06
Position 874: 2.147593936635952e-06
Position 1443: 2.133017843358437e-06
Position 477: 1.8713806121932605e-06
Position 561: 1.7787100810453765e-06
Position 1224: 1.6709129428773956e-06
Position 624: 1.3526688542491182e-06
Position 604: 1.344898909260541e-06
Position 251: 1.2965952901333176e-06
Position 489: 1.1034510141050622e-06
Position 224: 9.323981751803952e-07
Position 263: 7.285390025625568e-07
Position 370: 4.933925145683073e-07
Position 366: 5.9468109913493077e-08
Position 111: 4.318048498551673e-08
Position 96: 1.4990197243989538e-08
Position 108: 1.7433891122700888e-11
Position 91: 6.259218091046734e-13
Position 80: 2.820271878845806e-14
Position 78: 1.3312039350809517e-16
