Gene = CH17-270A2.2
Position 6780: 7.548610502530425e-05
Position 4126: 7.363537442108826e-05
Position 2843: 7.101497896041818e-05
Position 1683: 6.963007992107338e-05
Position 6445: 6.94806001884667e-05
Position 7031: 6.933264488223863e-05
Position 6260: 6.805260132837657e-05
Position 2366: 6.727815552514497e-05
Position 1165: 6.687219096421331e-05
Position 5494: 6.197198094477924e-05
Position 2632: 5.8720866361607096e-05
Position 6098: 5.7064553819178845e-05
Position 2006: 5.573506949882046e-05
Position 1072: 5.234165896298786e-05
Position 3815: 5.1298910853649134e-05
Position 4608: 5.128370312104404e-05
Position 6290: 5.0714160914742146e-05
Position 6940: 4.274296430714917e-05
Position 3421: 4.201852118307471e-05
Position 2881: 4.005306350705759e-05
Position 3229: 3.9797363107553525e-05
Position 2149: 3.918372783841319e-05
Position 3991: 3.851919042652992e-05
Position 6220: 3.81858727653612e-05
Position 3950: 3.0993450681310894e-05
Position 1489: 3.0350979738544565e-05
Position 6338: 3.0074333700750098e-05
Position 2289: 2.759697528420379e-05
Position 1097: 2.542812978970092e-05
Position 2915: 2.269102982089276e-05
Position 3655: 2.0866035368350348e-05
Position 3524: 2.0604896135339916e-05
Position 5445: 1.9994848999608906e-05
Position 2380: 1.950726393931477e-05
Position 2542: 1.8554722357114956e-05
Position 870: 1.701878399825782e-05
Position 4845: 1.620007764402712e-05
Position 2656: 1.4521014273651797e-05
Position 1953: 1.3353776541482971e-05
Position 3993: 1.3255616133221082e-05
Position 2593: 1.3175267364475015e-05
Position 3641: 1.2260536614018399e-05
Position 3652: 1.190471939245635e-05
Position 2286: 1.1678843838691282e-05
Position 4369: 1.0952473966388658e-05
Position 2907: 1.0556231554304375e-05
Position 1537: 1.0500745207221219e-05
Position 1381: 1.0254442000421305e-05
Position 4035: 1.0245710758160756e-05
Position 2848: 9.862262035486084e-06
Position 1770: 9.687311660747068e-06
Position 1861: 9.646836871812472e-06
Position 830: 9.072080041242543e-06
Position 2423: 8.350876290377337e-06
Position 2223: 7.88315903047734e-06
Position 2989: 7.234805920388753e-06
Position 2596: 7.048726814639263e-06
Position 499: 6.783174158873901e-06
Position 1241: 6.758224567963555e-06
Position 2608: 6.454422284685375e-06
Position 1552: 6.1100428979536244e-06
Position 1147: 5.829449155770624e-06
Position 4372: 5.636504571731894e-06
Position 140: 5.589865875954719e-06
Position 1873: 5.269893316786996e-06
Position 1905: 5.2324209385771306e-06
Position 399: 3.228581614513957e-06
Position 645: 1.6159692942785812e-06
Position 4378: 1.2091995216327557e-06
Position 546: 4.3528437505873015e-07
Position 346: 3.321930392197116e-07
Position 204: 2.8273770295241526e-07
Position 336: 2.138165005767715e-07
Position 613: 1.643682825668625e-07
Position 654: 1.2901115101637456e-07
Position 405: 1.220945972492406e-07
Position 378: 5.1434360516957236e-08
Position 269: 3.839137577547708e-08
Position 474: 3.140470572097642e-08
Position 150: 2.8655681678153043e-08
Position 704: 2.1656274955949116e-08
Position 184: 1.3176086814831682e-08
Position 156: 2.8477539651800723e-09
Position 233: 2.240960651012626e-09
Position 211: 1.5102914406197284e-09
Position 412: 4.49490344823879e-10
Position 242: 2.1146360344803005e-10
Position 235: 5.293298942214031e-11
Position 250: 6.618185628697933e-12
Position 255: 2.9897745034595883e-12
Position 656: 1.9372619255744338e-12
