Gene = MINOS1
Position 4148: 6.930828805085153e-06
Position 1996: 6.71470732546102e-06
Position 4758: 6.106064963920032e-06
Position 140: 5.677267594705028e-06
Position 3079: 5.636379576393487e-06
Position 762: 5.142618446623542e-06
Position 2303: 5.109781001239035e-06
Position 1337: 5.034224429558482e-06
Position 2570: 4.815343594618568e-06
Position 783: 3.959011561559251e-06
Position 1276: 3.866284224054664e-06
Position 634: 3.843336864328162e-06
Position 4097: 3.4009486350734516e-06
Position 787: 3.2939390466252915e-06
Position 1636: 3.0658207114379997e-06
Position 1538: 3.0467039447257597e-06
Position 2982: 2.9746870761198194e-06
Position 2834: 2.827423414021044e-06
Position 2168: 2.7437557811361105e-06
Position 2013: 2.581100662305416e-06
Position 2857: 2.5197217416513575e-06
Position 3149: 2.215712250611484e-06
Position 2792: 2.0769151223465745e-06
Position 1172: 1.292142762443258e-06
Position 1377: 1.2790102019201073e-06
Position 909: 1.074894937959719e-06
Position 922: 7.897263727095071e-07
Position 496: 7.079759413066534e-07
Position 3682: 7.070182001433235e-07
Position 6880: 6.718925434680412e-07
Position 346: 6.520789093508146e-07
Position 319: 6.364511432059179e-07
Position 3944: 3.9910125114656746e-07
Position 1739: 2.3632946711562632e-07
Position 214: 2.3124095620670357e-07
Position 3637: 1.667189665402572e-07
Position 3502: 1.533374233162248e-07
Position 2541: 1.172382974346179e-07
Position 194: 9.611390069120044e-08
Position 804: 9.154459603340646e-08
Position 1081: 7.913005332963222e-08
Position 499: 7.675385297086213e-08
Position 574: 3.988486153679377e-08
Position 437: 3.9025891027184414e-08
Position 938: 3.515762294339887e-08
Position 2330: 3.48704271695066e-08
Position 158: 2.1895352314827927e-08
Position 1127: 1.991278971892487e-08
Position 1555: 1.7948525083414777e-08
Position 1488: 1.755178488231258e-08
Position 2459: 1.3393021565625801e-08
Position 411: 1.3234740085039197e-08
Position 2185: 1.3137888023638096e-08
Position 2364: 1.2804841685449556e-08
Position 2371: 1.1581657112892173e-08
Position 2467: 1.0285199974368717e-08
Position 1524: 9.59807249168409e-09
Position 1422: 7.996980540132854e-09
Position 693: 7.775280766035253e-09
Position 316: 7.262281539162308e-09
Position 1015: 6.970098783077419e-09
Position 696: 5.756629854415962e-09
Position 780: 5.382343702005932e-09
Position 1493: 5.068177658114412e-09
Position 540: 4.744112170026639e-09
Position 198: 4.581362394700804e-09
Position 1232: 3.5916284923231322e-09
Position 631: 2.092442457167441e-09
Position 689: 5.322362731498039e-10
Position 322: 5.041587449398278e-10
Position 654: 4.846443535452485e-10
Position 859: 3.9354312885019403e-10
Position 380: 3.193616556492862e-10
Position 407: 2.6396407017381233e-10
Position 173: 1.8965790605955552e-10
Position 1067: 1.3262254388450403e-10
Position 587: 1.1298578977971489e-10
Position 674: 6.84225140473692e-11
Position 119: 5.944541983723558e-11
Position 203: 4.536281712560982e-11
Position 340: 4.4615489181431667e-11
Position 857: 3.1892788869254585e-11
Position 307: 2.2870781953230995e-11
Position 391: 2.1011927422327842e-11
Position 310: 9.929146143567989e-12
Position 115: 9.444839347218707e-12
Position 160: 3.706544075336224e-12
Position 78: 4.873218367647388e-13
Position 82: 5.4502936073234656e-14
