Gene = PERM1
Position 405: 0.00026851788037690274
Position 473: 0.00025692683271264036
Position 3313: 0.00024274931420509988
Position 644: 0.00023178967265151106
Position 2078: 0.00020100758917852046
Position 4500: 0.00017897942876701772
Position 1720: 0.00017462988583329676
Position 5136: 0.00016953365464772148
Position 1973: 0.00016362583774827495
Position 4515: 0.00016355133330969417
Position 5757: 0.00016256541236404936
Position 1175: 0.00014841682560938049
Position 2436: 0.00013910366671449748
Position 1590: 0.00013313140517549435
Position 734: 0.00012247589518418783
Position 2171: 0.00011105825441317185
Position 4550: 9.556326994760876e-05
Position 2423: 9.530976281696509e-05
Position 1440: 9.103236172480121e-05
Position 2105: 9.041183390945973e-05
Position 5516: 8.94182314742647e-05
Position 2347: 8.369316634412764e-05
Position 1947: 7.613970220919376e-05
Position 4975: 6.590151258396607e-05
Position 1491: 6.494288261205049e-05
Position 2499: 6.492496078788368e-05
Position 721: 6.152021451810256e-05
Position 2299: 5.916634041767939e-05
Position 2000: 5.663912210072109e-05
Position 2693: 5.3005967276879224e-05
Position 2918: 5.2420607581707286e-05
Position 1251: 4.8570312712884176e-05
Position 2109: 4.451691915106092e-05
Position 4492: 3.951120552612969e-05
Position 428: 3.7308047575029395e-05
Position 1498: 3.384847122003314e-05
Position 3077: 2.9719534155712613e-05
Position 188: 2.950276478836695e-05
Position 416: 2.8860772417117475e-05
Position 1617: 2.8075741188953425e-05
Position 2754: 2.375096953293276e-05
Position 931: 2.3516365888594694e-05
Position 2674: 2.091531238721334e-05
Position 455: 2.0774425471875218e-05
Position 2290: 1.8384726128795715e-05
Position 1066: 1.8110804909056156e-05
Position 699: 1.7767311282021773e-05
Position 572: 1.7354099339016966e-05
Position 4591: 1.5797428759427672e-05
Position 2785: 1.5232422503598196e-05
Position 302: 1.1967748206775591e-05
Position 4739: 1.1687642367639333e-05
Position 591: 1.0555151313161082e-05
Position 1904: 1.042506878179881e-05
Position 653: 1.0083510074592762e-05
Position 502: 8.513332915761298e-06
Position 535: 7.5212548994703365e-06
Position 2626: 2.1248132935147405e-06
Position 2585: 1.2148921384622774e-06
Position 1353: 1.1818093903853083e-06
Position 1142: 9.471511207705006e-07
Position 1097: 7.339630754553791e-07
Position 522: 7.253933401792769e-07
Position 976: 5.130326100524104e-07
Position 1392: 4.3068012927990504e-07
Position 548: 4.061558513483435e-07
Position 299: 3.1396566235330585e-07
Position 86: 2.2298681774414016e-07
Position 466: 1.7607847620945238e-07
Position 163: 1.4029207869878703e-07
Position 1877: 8.693832825011134e-08
Position 259: 8.60131729556287e-08
Position 666: 7.37222330062682e-08
Position 690: 6.789656062896876e-08
Position 192: 5.7957135375380836e-08
Position 1824: 5.0045108872753636e-08
Position 245: 3.949359936738581e-08
Position 551: 3.678649459812528e-08
Position 738: 3.569804915050491e-08
Position 248: 2.3669602669435733e-08
Position 418: 2.201783020201073e-08
Position 1443: 2.1373668350939157e-08
Position 198: 1.7602461849744693e-08
Position 310: 1.436667419919837e-08
Position 230: 6.715485276293019e-09
Position 674: 4.167816624835379e-09
Position 121: 3.252458141593126e-09
Position 266: 2.263402005296979e-09
Position 135: 2.203953704012968e-09
Position 224: 1.746350790724462e-09
Position 154: 1.6101615907647827e-09
Position 145: 1.6066967719244613e-09
Position 110: 1.5160942878660897e-09
Position 142: 8.623693746846834e-10
Position 227: 4.737465560134279e-10
Position 553: 4.387237339234466e-10
Position 742: 2.452532250313697e-10
Position 208: 2.1332357498417905e-10
Position 256: 1.619225297185118e-10
Position 151: 1.374854189465272e-10
Position 201: 8.523387860675488e-11
Position 272: 7.133314748198612e-11
Position 680: 5.422459315058108e-11
Position 558: 8.966096977130013e-12
