Gene = CCSAP
Position 1605: 1.3824349333068503e-05
Position 499: 1.3017556247139794e-05
Position 598: 1.1339655231400715e-05
Position 2703: 1.0855454898034457e-05
Position 1089: 1.0745798778847016e-05
Position 1225: 1.0471212110708953e-05
Position 1166: 1.0289738931598507e-05
Position 1247: 8.320032397566341e-06
Position 3973: 7.6086986498581555e-06
Position 3867: 7.119622525075235e-06
Position 1362: 6.149708102061153e-06
Position 442: 5.904720106436298e-06
Position 514: 5.122699627412629e-06
Position 1541: 5.025565533590967e-06
Position 670: 4.287706108459383e-06
Position 388: 4.201347060026553e-06
Position 796: 3.645972213344161e-06
Position 526: 2.947740443839312e-06
Position 2540: 2.9410409566643756e-06
Position 1559: 2.744422526203579e-06
Position 538: 2.671513750291534e-06
Position 445: 2.5461423753512486e-06
Position 1206: 1.924476267221059e-06
Position 1209: 1.8823016804755568e-06
Position 826: 1.7925777083647752e-06
Position 1384: 1.5828151101723656e-06
Position 541: 1.44088574515929e-06
Position 3916: 1.3456373689983972e-06
Position 817: 1.1629363886442543e-06
Position 1235: 1.098056480029692e-06
Position 3444: 9.038928437188706e-07
Position 842: 7.646298967871786e-07
Position 1001: 6.896563523958463e-07
Position 501: 3.853346823592736e-07
Position 1261: 3.77640192868672e-07
Position 882: 2.2611092159787078e-07
Position 505: 2.1273762343267318e-07
Position 909: 1.598037000336456e-07
Position 1215: 1.311503949026924e-07
Position 283: 9.269259593741582e-08
Position 1253: 8.717340480604361e-08
Position 1008: 4.280740395134243e-08
Position 899: 3.6524287839395124e-08
Position 862: 1.7882600691156518e-08
Position 857: 1.2274329446179494e-08
