Gene = GS1-114I9.3
Position 888: 3.4742007111459215e-05
Position 37: 3.410594196902155e-05
Position 69: 2.6192842322396206e-05
Position 87: 1.84053482273553e-05
Position 6875: 1.739583531740267e-05
Position 1660: 1.6069380115740185e-05
Position 2113: 1.3778761106009146e-05
Position 592: 8.103512299099957e-06
Position 2279: 7.938598063189337e-06
Position 3016: 7.488608970728265e-06
Position 1344: 7.20679970926004e-06
Position 3125: 7.196686396141959e-06
Position 651: 6.466684124961651e-06
Position 810: 6.379942858822841e-06
Position 4603: 5.037333702099986e-06
Position 6132: 3.6182273705440106e-06
Position 1027: 2.586418674809648e-06
Position 1048: 2.3959076783999684e-06
Position 2336: 2.2327157823543894e-06
Position 2774: 2.2290879753656756e-06
Position 2568: 1.9779558679580972e-06
Position 3635: 1.8518851096661403e-06
Position 2199: 1.4914782139232571e-06
Position 3165: 1.4623235027767994e-06
Position 4986: 1.4174159764599934e-06
Position 1421: 1.3073260563378415e-06
Position 6198: 1.2607117871732914e-06
Position 2494: 1.15633481359573e-06
Position 2565: 1.1446653808215119e-06
Position 3075: 3.9159553946296275e-07
Position 3249: 3.528298612927072e-07
Position 2553: 3.460195183984821e-07
Position 636: 7.407284409648773e-08
Position 710: 3.4025436207471604e-08
Position 585: 3.084681414809578e-08
Position 871: 3.054349490070795e-08
Position 769: 2.4768721080625498e-08
Position 392: 2.4367814678732008e-08
Position 447: 2.0405447002712507e-08
Position 495: 1.740087596097005e-08
Position 460: 1.7176588084746027e-08
Position 309: 1.5561510791626252e-08
Position 379: 1.503708963328766e-08
Position 917: 1.1943787324925267e-08
Position 382: 9.310194051232206e-09
Position 215: 1.0657942735725574e-09
Position 161: 9.910827724780143e-10
Position 256: 7.582036172154263e-10
Position 881: 6.69831926129972e-10
Position 995: 4.955982934275816e-10
Position 155: 4.075198878884316e-10
Position 48: 7.867757923246673e-11
Position 1218: 5.941322274948239e-11
Position 546: 3.9191448827948816e-11
Position 1040: 2.6882461621606308e-11
Position 1044: 2.5144305491168814e-11
Position 344: 2.0399413234509096e-11
Position 167: 9.418497963895719e-12
Position 229: 2.5414031885873073e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17604: 0.4525427026107253
Position 20722: 0.1547660883463532
Position 7124: 0.13132157674421832
Position 19561: 0.10427181431839591
Position 17787: 0.08937798638342148
Position 20007: 0.08195068181791729
Position 13560: 0.08018619125769781
Position 8553: 0.06590639904376128
Position 15641: 0.06489714348109454
Position 9911: 0.06024302027982756
Position 17883: 0.05846337450153659
Position 7202: 0.05033554395316025
Position 13512: 0.04210648453076693
Position 7575: 0.03471291375816362
Position 3539: 0.027293213013055945
Position 6573: 0.02073234240152782
Position 3634: 0.019168160884251467
Position 13759: 0.01796309853175866
Position 9054: 0.01766165605810141
Position 19225: 0.014754316064521912
Position 12897: 0.014070524064618093
Position 14042: 0.011137958505087722
Position 15274: 0.01113275463860803
Position 18558: 0.01109461802109766
Position 5009: 0.009239144698819176
Position 16627: 0.008918748127653454
Position 8117: 0.007951532961532537
Position 17929: 0.007841852174798748
Position 2979: 0.007368271542521188
Position 5298: 0.0072647530444712935
Position 3653: 0.0071552879347308845
Position 16273: 0.007094485196573919
Position 5654: 0.006223135171441801
Position 12290: 0.006017962095869571
Position 7953: 0.004615808529087661
Position 6966: 0.004381206205286316
Position 173: 0.004007131498441573
Position 15357: 0.003923407758245864
Position 12796: 0.003525794132039006
Position 12894: 0.003468265222493275
Position 15480: 0.003364376980685007
Position 12556: 0.0030558996011962013
Position 13774: 0.00303554375898205
Position 9360: 0.0027481163112380545
Position 7172: 0.0022789559040710234
Position 5208: 0.0022390084008221595
Position 6483: 0.002209409774989035
Position 5835: 0.002072461029473612
Position 14068: 0.0020436555116231134
Position 14638: 0.0020083107155479457
Position 8781: 0.0017500760250914295
Position 10966: 0.0012871180476520428
Position 7414: 0.001204179038353447
Position 2816: 0.0011925397505374127
Position 4720: 0.0011431894003130025
Position 7928: 0.0011037926024032292
Position 3391: 0.0010617351198794213
Position 4547: 0.001053495081230877
Position 8085: 0.0010534238102965635
Position 9077: 0.0010089118808789919
Position 10116: 0.0009916491424827123
Position 981: 0.0009231003049678889
Position 9133: 0.0009111809508438046
Position 6758: 0.0008689878900355083
Position 7204: 0.0008675959754046587
Position 2193: 0.000816394614100654
Position 9826: 0.0007795622383838743
Position 4843: 0.000750437786696573
Position 12604: 0.0007180437143770927
Position 12684: 0.0006671450097550986
Position 9104: 0.0006667361844083619
Position 3033: 0.0006606275687756178
Position 4119: 0.0006570611911455345
Position 4397: 0.0006565429854832918
Position 9130: 0.0005741770158374766
Position 9080: 0.0005675892917725821
Position 8720: 0.00054079497821146
Position 1566: 0.0005303894946256546
Position 6397: 0.0005200417305777682
Position 3296: 0.0005158186131023111
Position 9294: 0.0004908359108843078
Position 11601: 0.00043920626192560185
Position 6534: 0.00042378678236014943
Position 3448: 0.0004143071944973972
Position 8332: 0.0004115077224554522
Position 3563: 0.0004002887670990051
Position 1598: 0.000396964538479939
Position 5321: 0.0003888189301846679
Position 4268: 0.00038672975290718375
Position 9638: 0.0003775153466824362
Position 2833: 0.0003660350881776478
Position 5861: 0.0003610306757603392
Position 1116: 0.00034730626851063514
Position 8335: 0.0003090007529443699
Position 4334: 0.0002992912146550056
Position 10465: 0.0002844794666405536
Position 9856: 0.0002810534927372439
Position 7684: 0.000280264364673882
Position 1355: 0.00026379224925472753
Position 7615: 0.0002629404370806379
Position 5818: 0.00025843006962107586
Position 3253: 0.0002457317867488872
Position 265: 0.00023605395473410187
Position 6791: 0.00023148196453324504
Position 1544: 0.00020630781197574866
Position 10051: 0.00020274184187515953
Position 3695: 0.0001736605342576503
Position 5716: 0.00017127662946810372
Position 3043: 0.00016767883433896268
Position 2447: 0.00016613123964437382
Position 1949: 0.00015956280254219245
Position 4173: 0.00015580326298014416
Position 956: 0.0001544830848591905
Position 4827: 0.0001541780388160424
Position 8982: 0.00015026927068564512
Position 6841: 0.00014409994809870557
Position 2882: 0.00014311607310981935
Position 8225: 0.00014229300493733116
Position 8784: 0.0001420333334817464
Position 3193: 0.0001404843417818305
Position 2363: 0.00013995270547721098
Position 8222: 0.00013752978378558245
Position 2382: 0.00013393193657404082
Position 1404: 0.00013384100920558402
Position 2998: 0.0001317813264707636
Position 3968: 0.00012105276613879033
Position 8432: 0.00011803108380776804
Position 4852: 0.000108140459415681
Position 6026: 0.00010646182613280478
Position 1420: 0.00010417247549137329
Position 8573: 0.00010171000289585017
Position 6772: 9.631381703756644e-05
Position 144: 9.407829950872732e-05
Position 1191: 9.375346073958793e-05
Position 4138: 8.894778952278465e-05
Position 5487: 8.60880948706645e-05
Position 3755: 8.177290382342001e-05
Position 8270: 8.159180849920903e-05
Position 5388: 8.141899995981539e-05
Position 3165: 7.756079611238384e-05
Position 7487: 7.537645504081638e-05
Position 4688: 7.448261199728652e-05
Position 3356: 7.323662796177897e-05
Position 4423: 7.157239542332138e-05
Position 5531: 7.078002124051604e-05
Position 5119: 7.007091592067184e-05
Position 6660: 6.773827246692823e-05
Position 3670: 6.178029049859096e-05
Position 1032: 6.023417218372183e-05
Position 1381: 5.6249660801673244e-05
Position 1509: 5.555909400864178e-05
Position 6715: 5.159020893759402e-05
Position 4763: 5.0235101453033836e-05
Position 3463: 4.911328645650853e-05
Position 283: 4.8811713169393445e-05
Position 5363: 4.8543403959902156e-05
Position 3795: 4.742438264834596e-05
Position 2677: 4.482116904158625e-05
Position 1318: 4.354632259298262e-05
Position 6700: 4.29163280808842e-05
Position 2425: 3.9807438830692e-05
Position 1283: 3.9731441932111446e-05
Position 5770: 3.9237438536822826e-05
Position 1455: 3.878315425486306e-05
Position 1513: 3.775954105241485e-05
Position 2319: 3.5938368831186086e-05
Position 1601: 3.569895441351274e-05
Position 5701: 3.498946533139011e-05
Position 5303: 3.49866382046293e-05
Position 5963: 3.339805309829415e-05
Position 5881: 3.338944007165575e-05
Position 6219: 3.0172559612634015e-05
Position 3923: 2.8917503898472608e-05
Position 5671: 2.741059733165402e-05
Position 917: 2.7335197530534405e-05
Position 1575: 2.5969247185196216e-05
Position 2841: 2.5834299431874373e-05
Position 4582: 2.4833703356820643e-05
Position 692: 2.357461710829243e-05
Position 2464: 2.3237353800895324e-05
Position 4579: 2.2951333927516783e-05
Position 4551: 2.2809684282712058e-05
Position 4151: 2.2327202901226082e-05
Position 3014: 2.1509000671061656e-05
Position 469: 2.084886638368441e-05
Position 3083: 2.066149538019736e-05
Position 1027: 1.9850387584528655e-05
Position 7339: 1.6434082766575513e-05
Position 601: 1.6008267094078794e-05
Position 1760: 1.5908216236562338e-05
Position 951: 1.564082430149349e-05
Position 2233: 1.4352735197726497e-05
Position 3883: 1.4041558083139153e-05
Position 2392: 1.2976569511882719e-05
Position 2579: 1.2258978308582834e-05
Position 887: 1.164997173762562e-05
Position 181: 1.1194591243727805e-05
Position 3199: 1.0432332453260248e-05
Position 1070: 1.0387903532910876e-05
Position 1221: 9.122551611176722e-06
Position 647: 8.887585205711203e-06
Position 1120: 7.874600986572422e-06
Position 1263: 6.871246853328816e-06
Position 1139: 6.8076789582394666e-06
Position 1087: 6.356171163502093e-06
Position 1734: 6.065218490918724e-06
Position 1468: 5.979456731745253e-06
Position 2655: 5.810426314782632e-06
Position 1843: 5.2226780766845564e-06
Position 1983: 5.031772521435171e-06
Position 1218: 4.1242934690656565e-06
Position 759: 3.2179081161635205e-06
Position 2004: 3.126522461078107e-06
Position 2068: 1.3692044811837028e-06
Position 3703: 1.2015563642058438e-06
Position 3842: 8.058502258895908e-07
Position 2009: 7.946033454617011e-07
Position 607: 6.940091556414183e-07
Position 481: 6.123739624936479e-07
Position 1551: 5.477526618633297e-07
Position 575: 5.215451735624109e-07
Position 2044: 5.199566525960584e-07
Position 2025: 4.6769852194337926e-07
Position 1533: 4.5407205176600256e-07
Position 987: 4.095661702591995e-07
Position 900: 3.471215075985826e-07
Position 650: 3.1661986645085947e-07
Position 287: 2.8331002373009893e-07
Position 624: 2.5649882129911297e-07
Position 871: 1.0705434949390953e-07
Position 1626: 3.986215974101057e-08
Position 628: 2.2322975165427844e-08
Position 656: 1.9038797138665352e-08
Position 507: 1.630554359613267e-08
Position 1547: 1.1917611404363669e-08
Position 1701: 1.1552330187233942e-08
Position 1515: 9.962571471097734e-09
Position 1579: 9.934031878377745e-09
Position 1098: 7.100189558644476e-09
Position 995: 2.2019577370660354e-09
