Gene = RIIAD1
Position 6593: 0.057199670970242
Position 5859: 0.044105847590193904
Position 6638: 0.03317638326436849
Position 4285: 0.02974609951239213
Position 1029: 0.026354077823809514
Position 6660: 0.02481982316246079
Position 5945: 0.02248818574675809
Position 7429: 0.014571407717522593
Position 1309: 0.01161225464642098
Position 2812: 0.010257542648818197
Position 2607: 0.008300165704996774
Position 7512: 0.007030494163328314
Position 1221: 0.007024245264563927
Position 6228: 0.005853261685358331
Position 4707: 0.0054928037097760115
Position 3093: 0.005306446133700246
Position 748: 0.0051934967504846845
Position 260: 0.004754618598870316
Position 2562: 0.004505224637323582
Position 2387: 0.004344216821568682
Position 5930: 0.0037588724841745554
Position 5837: 0.0030606147295769675
Position 203: 0.0030475413468307416
Position 2202: 0.0025544439493865615
Position 7555: 0.0025129239054240823
Position 5139: 0.002348211892789099
Position 5903: 0.002228012014546047
Position 4732: 0.0021689260017906564
Position 7484: 0.0021190897045787385
Position 1196: 0.0017120001921013784
Position 844: 0.0016164929373664277
Position 554: 0.001563894005406615
Position 927: 0.0014849972127577902
Position 255: 0.0014454922282500437
Position 6665: 0.0014400449912376936
Position 1276: 0.0013951609536316896
Position 6084: 0.0013855095686058777
Position 4310: 0.001314847974363599
Position 2738: 0.0012583884412337438
Position 1568: 0.001144553040241714
Position 2573: 0.0011414254358740722
Position 3126: 0.001110065057265717
Position 286: 0.001036660956164859
Position 524: 0.0010088154518625224
Position 7379: 0.0008952658011066807
Position 5225: 0.0008301231054652171
Position 2343: 0.0008154936674448649
Position 3283: 0.0008052336979036086
Position 7845: 0.0006962728341205578
Position 5242: 0.0006850864028763089
Position 6617: 0.000668737526955167
Position 7808: 0.0006425919364733629
Position 4625: 0.0006159658430834154
Position 7260: 0.0005974659254907614
Position 8031: 0.000589301005103018
Position 1401: 0.0004993184786031958
Position 1151: 0.0004907824888352268
Position 2518: 0.0004860818203708886
Position 5306: 0.00048581059384511125
Position 3107: 0.0004707919392545688
Position 6537: 0.0003873585690479832
Position 1358: 0.00038488965018971394
Position 7099: 0.0003288056251233779
Position 7552: 0.00029956388107617104
Position 7558: 0.0002916264713810071
Position 807: 0.0002770818235058163
Position 5811: 0.00026948293717113023
Position 1320: 0.00026770509223569307
Position 7096: 0.0002664625079733602
Position 2654: 0.00025466918901802753
Position 7247: 0.00024552315338172864
Position 338: 0.00022838256319352603
Position 3594: 0.00021130120171842612
Position 824: 0.00019680769234616582
Position 2547: 0.00019454785549972764
Position 4210: 0.00019312272304778096
Position 2696: 0.0001827737257952408
Position 3307: 0.0001803376970089637
Position 217: 0.00017724806025967217
Position 4070: 0.00017332585157658672
Position 354: 0.00017187338995775054
Position 1609: 0.00016970205498928465
Position 3198: 0.00016948928891581016
Position 301: 0.00016524046639671976
Position 407: 0.00016482420273252073
Position 6387: 0.0001569948240589793
Position 404: 0.0001556489891625747
Position 778: 0.00014744998331041258
Position 429: 0.00014731204147993605
Position 1535: 0.00014398434972066058
Position 378: 0.000134083053644545
Position 3229: 0.00011845541370621739
Position 4197: 9.402852797943032e-05
Position 149: 8.936328178953873e-05
Position 4019: 8.657721389019532e-05
Position 5088: 8.406328580472052e-05
Position 4496: 8.09518344916877e-05
Position 5789: 8.02380500424725e-05
Position 2871: 7.36554321516939e-05
Position 1248: 7.100817910181317e-05
Position 4861: 6.745660498613961e-05
Position 968: 6.560470562219618e-05
Position 313: 6.391536739296921e-05
Position 1455: 6.384001027608055e-05
Position 2277: 4.926642894411859e-05
Position 359: 4.836474962234499e-05
Position 3756: 4.7998444651125704e-05
Position 443: 4.71050450514699e-05
Position 780: 3.961262346827775e-05
Position 4847: 3.8487402293484616e-05
Position 6369: 3.724321297738529e-05
Position 4844: 3.5729135447427765e-05
Position 4678: 3.26160172232377e-05
Position 4643: 3.229606386672491e-05
Position 2701: 2.9741978957049422e-05
Position 5351: 2.973581582070109e-05
Position 2232: 2.9105491174118444e-05
Position 4332: 2.864152390092519e-05
Position 2614: 2.6223344640659215e-05
Position 575: 2.560523501552379e-05
Position 973: 2.5522320359338623e-05
Position 3454: 2.2704467574717658e-05
Position 1372: 2.2281683546602992e-05
Position 886: 2.1806159519735485e-05
Position 4243: 1.9158484768675063e-05
Position 315: 1.7516777798346888e-05
Position 864: 1.7437959182806738e-05
Position 3836: 1.7206303208172638e-05
Position 2788: 1.7088279308888236e-05
Position 4459: 1.6625625158499865e-05
Position 2781: 1.6415701325372503e-05
Position 1828: 1.3715567806112444e-05
Position 2620: 1.3610453457193346e-05
Position 3759: 1.2657808675145918e-05
Position 279: 1.2141743533585817e-05
Position 3457: 1.1968494727201783e-05
Position 4091: 1.1333055506500978e-05
Position 4088: 1.1015888093125655e-05
Position 3534: 1.094791617452378e-05
Position 685: 1.0768996535787613e-05
Position 1443: 9.59748208831236e-06
Position 939: 8.971011822227409e-06
Position 1072: 8.165731715053522e-06
Position 175: 7.693335475406861e-06
Position 2215: 7.335738843454562e-06
Position 210: 7.296855374581191e-06
Position 2434: 7.248576775752695e-06
Position 2134: 6.7756428603138435e-06
Position 2927: 6.526105542320021e-06
Position 1376: 5.121230842037204e-06
Position 583: 4.226963205398447e-06
Position 1495: 3.939752984384976e-06
Position 1498: 3.775212838740628e-06
Position 2806: 3.482863800014827e-06
Position 2919: 2.73284505794802e-06
Position 2877: 2.0782293353423026e-06
Position 2660: 1.4969613381396852e-06
Position 262: 1.458286971679225e-06
Position 281: 1.379793687278548e-06
Position 290: 1.1733817861676023e-06
Position 162: 1.1489835596160546e-06
Position 384: 7.659395860781569e-07
Position 3785: 5.581913263400859e-07
Position 158: 3.684751869187781e-07
Position 597: 2.742030723480185e-07
Position 222: 1.7887329969322517e-07
Position 594: 1.4554570959400965e-07
Position 186: 9.501230350202657e-08
Position 698: 8.896525390078569e-08
Position 3009: 8.155388644748986e-08
Position 970: 7.79810312251377e-08
Position 625: 7.392093719205878e-08
Position 160: 7.038980935536892e-08
Position 664: 6.39004732967267e-08
Position 1075: 5.530780173851792e-08
Position 600: 4.881738987335166e-08
Position 1420: 4.041644943585634e-08
Position 687: 3.8559023061649955e-08
Position 847: 3.276413086738297e-08
Position 3043: 3.208618861777764e-08
Position 2924: 2.2059385456440263e-08
Position 948: 1.973425187864177e-08
Position 180: 1.4316576503061466e-08
Position 172: 1.384575662688522e-08
Position 629: 8.69432139775401e-09
Position 985: 3.2148102238141502e-09
Position 1539: 2.9090106619083074e-09
Position 1123: 1.8107108018125154e-09
Position 170: 1.2887105533264073e-09
Position 641: 1.2002879268488667e-09
Position 613: 1.429111032044575e-10
Position 1107: 3.611501320315481e-11
Position 602: 3.377975359812582e-11
