Gene = PLEKHM2
Position 9231: 0.00010585103961785958
Position 2337: 9.956961253635952e-05
Position 7161: 9.709599014858899e-05
Position 5080: 9.653482450788348e-05
Position 3262: 9.550600913121718e-05
Position 9625: 9.235706608347295e-05
Position 5047: 8.690365576601344e-05
Position 4446: 8.68311203244616e-05
Position 3918: 8.553418134009572e-05
Position 5997: 8.34728541934488e-05
Position 4685: 7.550098534830564e-05
Position 1125: 7.378915580353707e-05
Position 1429: 6.889951014482556e-05
Position 3721: 6.845346581662257e-05
Position 2775: 6.695311862439303e-05
Position 5659: 6.67380294635333e-05
Position 3701: 6.666027612176837e-05
Position 6268: 6.632428306130765e-05
Position 1480: 6.618554457415203e-05
Position 3761: 6.0933371255094925e-05
Position 8069: 5.889131161008932e-05
Position 3633: 5.777920500420017e-05
Position 3025: 5.6204831530563724e-05
Position 973: 5.272519620484241e-05
Position 2500: 5.174793599413041e-05
Position 819: 4.766118841411048e-05
Position 3820: 4.7352546267220806e-05
Position 5334: 4.700135583306258e-05
Position 5241: 4.538885076086301e-05
Position 844: 4.389770789434065e-05
Position 3186: 4.327466262995561e-05
Position 2719: 4.1569334270027295e-05
Position 1607: 4.15590710520663e-05
Position 3204: 3.997665518263482e-05
Position 4802: 3.953511619884024e-05
Position 3968: 3.7348950454512697e-05
Position 2666: 3.671497189988396e-05
Position 7446: 3.408346896623162e-05
Position 4679: 3.2975762402601414e-05
Position 1385: 3.2682653012979e-05
Position 4088: 3.208087285350193e-05
Position 3686: 3.034688030701953e-05
Position 3293: 3.034062772791003e-05
Position 2361: 3.0172605596820953e-05
Position 4489: 2.695841382404879e-05
Position 5836: 2.660316775755134e-05
Position 3028: 2.56935104140486e-05
Position 2503: 2.3966597683241855e-05
Position 4038: 2.3775696514020496e-05
Position 800: 2.343760017957527e-05
Position 5779: 2.1136237643599862e-05
Position 1301: 1.9918062635203378e-05
Position 3411: 1.934373091732364e-05
Position 3206: 1.9244809994168778e-05
Position 2929: 1.8150267877086385e-05
Position 5608: 1.8013910444888607e-05
Position 1924: 1.714878046501895e-05
Position 3487: 1.5222347271239311e-05
Position 993: 1.5023198730666209e-05
Position 3319: 1.4331155876720486e-05
Position 4552: 1.289122306913587e-05
Position 2104: 1.2553353688580927e-05
Position 3464: 1.2080434233529945e-05
Position 2084: 1.1044908298565524e-05
Position 1497: 1.0444865188672467e-05
Position 5089: 1.0172692275471286e-05
Position 624: 1.013763585464338e-05
Position 1837: 9.567857104385746e-06
Position 1633: 9.096769882379025e-06
Position 1984: 7.877722946126601e-06
Position 2581: 7.163891956827723e-06
Position 485: 6.923090819258371e-06
Position 2953: 6.871503327634919e-06
Position 2529: 6.859770056680168e-06
Position 611: 6.3375257038508e-06
Position 2861: 6.216572799562576e-06
Position 1197: 5.436812285294824e-06
Position 1298: 5.197448024062491e-06
Position 1962: 5.154861946669554e-06
Position 1729: 4.701214873870126e-06
Position 2392: 4.178278799900301e-06
Position 551: 4.123465176716398e-06
Position 1851: 4.108666470114172e-06
Position 2733: 3.7494035520674342e-06
Position 2435: 3.7292296320943516e-06
Position 2101: 3.452841106645186e-06
Position 1909: 3.228865033802202e-06
Position 2060: 3.2237300392955755e-06
Position 553: 3.128211138359129e-06
Position 560: 2.970651833505358e-06
Position 1521: 2.2664680319229766e-06
Position 5012: 2.2521318590623307e-06
Position 431: 2.198593764939507e-06
Position 222: 2.1693275880557795e-06
Position 1601: 2.1667796959820118e-06
Position 1377: 2.050061373454575e-06
Position 3755: 1.910395470775703e-06
Position 3147: 1.6948863461733246e-06
Position 1088: 1.5166692673193255e-06
Position 690: 1.2453685842340851e-06
Position 680: 1.2420286284720832e-06
Position 694: 1.1124854953369408e-06
Position 1725: 1.010064424302976e-06
Position 3105: 5.83071477621543e-07
Position 283: 2.713682594511003e-07
Position 808: 1.6706497366009715e-07
Position 1011: 8.312321817221778e-08
Position 1743: 5.543192539333782e-08
Position 1629: 4.317177790340263e-08
Position 810: 4.2139604600120115e-08
Position 407: 2.950189721822514e-08
Position 232: 2.9418864528540416e-08
Position 602: 2.7698884244633248e-08
Position 1229: 2.5391283455478127e-08
Position 1026: 2.3261401735240475e-08
Position 2200: 1.9994151632716498e-08
Position 433: 1.6752829097199836e-08
Position 457: 1.6028477849547602e-08
Position 1794: 1.471895278662644e-08
Position 492: 1.4590795838271949e-08
Position 247: 1.2975176795779229e-08
Position 1798: 1.258712415551533e-08
Position 1203: 1.185499920306833e-08
Position 1750: 9.207731250677486e-09
Position 701: 8.697605908365826e-09
Position 1023: 8.179404785262879e-09
Position 286: 5.569500368316694e-09
Position 241: 3.2597609361275494e-09
Position 1233: 1.6366566811975128e-09
Position 706: 1.0248644174263654e-09
Position 133: 9.422926288658233e-10
Position 417: 8.500460840268416e-10
Position 169: 7.418116883682556e-10
Position 1778: 5.344021205002713e-10
Position 1531: 4.1532579287408227e-10
Position 1747: 7.214667427256646e-11
Position 1237: 6.214945410523961e-11
Position 958: 5.5912491141299226e-11
Position 1254: 2.9398560101103875e-11
Position 713: 2.760113099220694e-11
Position 262: 1.142576828076541e-11
