Gene = PP2D1
Position 8606: 0.0034096624332196454
Position 1817: 0.0028650104219303495
Position 3438: 0.0027838143534896897
Position 6111: 0.0025762643431516356
Position 2922: 0.002446249643304935
Position 5402: 0.0021454113290271825
Position 2707: 0.002118830422899477
Position 9026: 0.0021108973214540787
Position 4062: 0.00204354527310194
Position 7640: 0.001988516412870721
Position 7222: 0.0019440014859855507
Position 8200: 0.0017450113120624942
Position 2470: 0.0016509308430823688
Position 3502: 0.0016262139870507298
Position 10718: 0.0014971596347636128
Position 10314: 0.0014232290479221292
Position 11851: 0.0014221278059667513
Position 11981: 0.0014197865830069556
Position 6912: 0.0012159172079180512
Position 10977: 0.0011573773991226581
Position 4153: 0.001151285600740354
Position 341: 0.0010982137542691717
Position 10597: 0.0009725550127381387
Position 6444: 0.0009661403629329172
Position 3581: 0.0007129878928580585
Position 4172: 0.0006945139175590409
Position 4178: 0.0006839042799058346
Position 2826: 0.0006730589719637669
Position 6161: 0.0006550162024452719
Position 1530: 0.0006492625731101981
Position 9302: 0.0006475653922626028
Position 534: 0.0006032325975402496
Position 3428: 0.0005975037395297516
Position 2365: 0.0005794972530953091
Position 4968: 0.0005756944427500998
Position 1083: 0.0005443317249255233
Position 4779: 0.0005256672489490083
Position 1788: 0.0004949252207878556
Position 3378: 0.00046834464870473174
Position 1279: 0.00041557243902243317
Position 2639: 0.0004149766594395485
Position 9440: 0.00040374147429527677
Position 4875: 0.00038741254629869943
Position 2666: 0.0003823773033882894
Position 6636: 0.0003670189018871667
Position 1611: 0.00036526958658214716
Position 4343: 0.00035409768366818
Position 3765: 0.00033935402911396194
Position 7766: 0.0003037123203507355
Position 2896: 0.00029962937321568827
Position 996: 0.00029318783283795017
Position 5103: 0.00026496171461571244
Position 3061: 0.00025562712776171985
Position 93: 0.000250090381889775
Position 6763: 0.00024423456988490686
Position 1258: 0.0002344533840159611
Position 7672: 0.00023190499391053754
Position 4430: 0.00022106431356022055
Position 3929: 0.00021644589941726425
Position 1936: 0.00021164127065412941
Position 3406: 0.00021016425596881056
Position 4488: 0.00020887391153368224
Position 3257: 0.00018909440153797356
Position 4112: 0.00017199255637589947
Position 2669: 0.00016855581794053334
Position 1536: 0.00015312901137579002
Position 1628: 0.00013865386497868178
Position 6501: 0.00013863202895595997
Position 888: 0.0001350101993125861
Position 1102: 0.00012833475581202041
Position 953: 0.00010898380679117596
Position 1454: 0.00010491671551943337
Position 1229: 9.840393292156884e-05
Position 4728: 9.054586065040166e-05
Position 2609: 8.779507203710951e-05
Position 2683: 8.630247297079053e-05
Position 4948: 7.244680917664488e-05
Position 4398: 7.151103678700138e-05
Position 486: 7.14749537645183e-05
Position 5422: 7.120899087621833e-05
Position 869: 7.106342995880373e-05
Position 5207: 6.925757528624166e-05
Position 4725: 6.775406708852475e-05
Position 5597: 6.567583356500047e-05
Position 3104: 5.711284165374295e-05
Position 3314: 5.6376417238248004e-05
Position 4150: 5.600539026261304e-05
Position 3926: 5.4693545882442364e-05
Position 1245: 5.238968400532374e-05
Position 1049: 4.7908395899114574e-05
Position 4157: 4.716858273360826e-05
Position 4005: 4.145359253930183e-05
Position 2420: 3.960335937705248e-05
Position 3908: 3.822640956904718e-05
Position 1726: 3.623615672222626e-05
Position 3864: 3.404571825818684e-05
Position 411: 3.3584825681270645e-05
Position 2686: 3.2571801441708825e-05
Position 2495: 2.953340569872534e-05
Position 2553: 2.818523038662867e-05
Position 695: 2.6739648558850355e-05
Position 318: 2.392818647765754e-05
Position 615: 2.2147982404789882e-05
Position 698: 1.669026187339259e-05
Position 192: 1.5679548607913502e-05
Position 1108: 1.1821078312840075e-05
Position 540: 1.1272079356861883e-05
Position 1388: 8.83291218534757e-06
Position 1092: 7.057010900467355e-06
Position 97: 4.3540441104522956e-06
Position 1640: 4.324902106553127e-06
Position 1419: 4.076919608685815e-06
Position 1483: 2.7501473762340835e-06
Position 890: 2.57453351063361e-06
Position 2981: 2.5049471268600218e-06
Position 928: 2.4186733944441727e-06
Position 2978: 2.4014880864110473e-06
Position 2289: 2.3435399133031467e-06
Position 1283: 2.2557355668144263e-06
Position 1887: 1.512205475962823e-06
Position 724: 1.320305604289767e-06
Position 1637: 1.1623796196996166e-06
Position 1469: 8.865990016291933e-07
Position 2150: 8.838090209618047e-07
Position 1424: 8.287130473647153e-07
Position 1908: 6.470075179637342e-07
Position 1005: 4.0292711359557023e-07
Position 1295: 2.9460390245529034e-07
Position 1377: 2.2430331168459954e-07
Position 777: 1.8776208545037322e-07
Position 791: 1.6549516415961296e-07
Position 750: 1.2109740041080723e-07
Position 253: 1.081801359035964e-07
Position 443: 1.0246488068265382e-07
Position 1289: 8.729931708707338e-08
Position 1841: 7.261015507814491e-08
Position 441: 6.564992109385715e-08
Position 632: 4.9306388010239486e-08
Position 204: 3.609121297467629e-08
Position 226: 2.1849328830219867e-08
Position 940: 1.5159675291168678e-08
Position 198: 1.4616884018446244e-08
Position 756: 1.4086066892894324e-08
Position 76: 6.909973739391331e-09
Position 280: 2.270741983851761e-09
Position 241: 2.2345392740823744e-09
Position 206: 1.5811470136163263e-09
Position 262: 1.2559834107112946e-09
Position 413: 1.0519647828423553e-09
Position 2257: 1.0101720026983484e-09
Position 237: 7.186284649150183e-10
Position 211: 5.410928195576468e-10
Position 230: 4.0898926563867317e-10
Position 326: 3.9932009556667836e-10
Position 767: 2.999125816170857e-10
Position 700: 2.2429410479806292e-10
Position 217: 1.747505930195416e-10
Position 704: 1.5092428002056471e-10
Position 80: 1.9553799144710862e-11
Position 644: 5.54336267173189e-12
Position 784: 2.79258488132743e-12
Position 656: 2.684301884064315e-12
