Gene = UIMC1
Position 32761: 0.0015696532695413374
Position 961: 0.0014500465369688042
Position 951: 0.001449194454069267
Position 65409: 0.0013034365511928807
Position 1303: 0.0011813152724426434
Position 31159: 0.0011459480573638519
Position 34762: 0.0010512148761650693
Position 6713: 0.0008840283570314281
Position 31038: 0.0008407608919324584
Position 38830: 0.000823720725727416
Position 7600: 0.000622945601150984
Position 31308: 0.0005587302493970066
Position 8412: 0.0005427995968332625
Position 8381: 0.0004847977742260418
Position 32631: 0.0003915863226795693
Position 107: 0.00037262844549077373
Position 8249: 0.00035506844021389577
Position 35278: 0.0003285807448040932
Position 142: 0.0002773492965416218
Position 31313: 0.0002524171772137721
Position 31219: 0.0002317345843826787
Position 34433: 0.000218293010713622
Position 8388: 0.00020772802419293177
Position 656: 0.00018392272446749055
Position 819: 0.00015407015640271708
Position 2579: 0.00013688537736788
Position 726: 0.0001264226980385474
Position 1401: 0.0001090486721278593
Position 8582: 8.500495557866498e-05
Position 2249: 8.389824815565712e-05
Position 3393: 8.319404780100633e-05
Position 343: 7.32081630684267e-05
Position 519: 7.02841519500809e-05
Position 8533: 6.75916152394092e-05
Position 879: 6.61850554706729e-05
Position 940: 6.332544912182581e-05
Position 534: 4.919797509408062e-05
Position 2331: 4.5170461209450184e-05
Position 663: 4.498774775292552e-05
Position 3182: 4.1606561773677355e-05
Position 850: 3.326446044690629e-05
Position 3314: 3.171664728758601e-05
Position 2540: 2.9628163458836925e-05
Position 2156: 2.7450106089524664e-05
Position 844: 2.7051671403857657e-05
Position 2105: 2.025754651087217e-05
Position 3508: 1.984562342241752e-05
Position 2056: 1.6786248163879405e-05
Position 957: 1.6603641210818908e-05
Position 2298: 1.5201233311302257e-05
Position 2504: 1.3274829605064746e-05
Position 289: 1.1579844498682571e-05
Position 2122: 1.1563699301416323e-05
Position 1557: 1.0810673567007944e-05
Position 3487: 8.476295694732468e-06
Position 3210: 8.382274557985065e-06
Position 2681: 7.813834836777468e-06
Position 870: 6.294869531684114e-06
Position 1947: 5.427980794446834e-06
Position 1600: 3.821773947265678e-06
Position 868: 3.574081339167338e-06
Position 847: 3.544878849349922e-06
Position 217: 3.5417944160241e-06
Position 147: 3.4670986247352304e-06
Position 1632: 3.091368717429585e-06
Position 559: 2.9545555528654726e-06
Position 2203: 2.9043710698496334e-06
Position 794: 1.6667257338919635e-06
Position 1234: 1.4339745444407078e-06
Position 6494: 1.186012254094674e-06
Position 1430: 1.1168652619436012e-06
Position 799: 1.0087170805747232e-06
Position 2839: 7.392775447689886e-07
Position 1465: 5.748082896854182e-07
Position 1500: 5.513700527031049e-07
Position 42626: 5.17397505903707e-07
Position 1212: 4.7427192227877946e-07
Position 359: 3.306045144911838e-07
Position 205: 1.8426089234152878e-07
Position 42483: 1.7410497606144827e-07
Position 43561: 1.4449659825134511e-07
Position 41556: 1.0370189388849297e-07
Position 354: 5.116514634413475e-08
Position 549: 3.9426272568753923e-08
Position 42058: 3.370651229528686e-08
Position 349: 2.7735180604014233e-08
Position 357: 2.167866842321306e-08
Position 40197: 7.075526450387061e-09
Position 258: 5.929431022588938e-09
Position 42480: 4.446634722185628e-09
Position 336: 4.081859516718567e-09
Position 43150: 2.0282399261561756e-09
Position 286: 1.2325897544443152e-09
Position 41523: 7.725623310484054e-10
Position 1950: 3.198689556899198e-10
Position 600: 2.274736927372943e-10
Position 462: 1.6265824559015873e-10
Position 1670: 1.425549612447943e-10
Position 1740: 7.739586388862504e-11
Position 712: 3.473467192769236e-11
Position 37849: 1.8799354779163435e-11
Position 368: 1.6645302864332355e-11
Position 705: 3.5922516658250063e-12
Position 598: 8.962607568507074e-13
Position 562: 7.449615970915747e-13
Position 428: 6.60718381521945e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 23784: 1.0000000000000058
Position 47422: 0.9999662094001558
Position 50372: 0.999962761152883
Position 62919: 0.9980781533663361
Position 30927: 0.9924265372008063
Position 37652: 0.9742983200202734
Position 53219: 0.9532238598699845
Position 4906: 0.7827336589877472
Position 41406: 0.6980551732514599
Position 26017: 0.5698458167962941
Position 35541: 0.35297293399896384
Position 3964: 0.32153977450581694
Position 32835: 0.31765296618229577
Position 27132: 0.25576696275468647
Position 28042: 0.2260346491889211
Position 16004: 0.2165511635021467
Position 7244: 0.2161205150104177
Position 67831: 0.2130668689260889
Position 9458: 0.20592813815389613
Position 41155: 0.20243745378678016
Position 9345: 0.18822742423006938
Position 52997: 0.1636993575567467
Position 68225: 0.1493830008652406
Position 68922: 0.13733091851558799
Position 13629: 0.13328232994401362
Position 54830: 0.1292815739617814
Position 65910: 0.11654851030796781
Position 65832: 0.10318484466093937
Position 41498: 0.10259412096595337
Position 66404: 0.10091330841795135
Position 36701: 0.0949191071028511
Position 67158: 0.0925701376672729
Position 61269: 0.08711353551954489
Position 30507: 0.08677712734292396
Position 13665: 0.07969255829102918
Position 24953: 0.07676257562796647
Position 36733: 0.07601056349794141
Position 3619: 0.07345200356206621
Position 73788: 0.05726317110917018
Position 1067: 0.054116649568745054
Position 64136: 0.051523844080643436
Position 27090: 0.050279378212383805
Position 2762: 0.04602136343512824
Position 35896: 0.04401450787128003
Position 68026: 0.038339947839935815
Position 26808: 0.0322511128774173
Position 8730: 0.0315800015677457
Position 41376: 0.026893129558041025
Position 32831: 0.024547514806251388
Position 31427: 0.02435168801750973
Position 65185: 0.02413647310864838
Position 63357: 0.022519803936837814
Position 67322: 0.02192690070084206
Position 4865: 0.02095195672902286
Position 67154: 0.019801166017747313
Position 7240: 0.0195531780867489
Position 8380: 0.01788770395649204
Position 3940: 0.017691893702542996
Position 40211: 0.017107114678776007
Position 1650: 0.01568666008292245
Position 1197: 0.015625879074813987
Position 4845: 0.01497457272027889
Position 71358: 0.0148395311845229
Position 7264: 0.014690658229416505
Position 35498: 0.014641779128021577
Position 26832: 0.013705665033715118
Position 1383: 0.013270994675921213
Position 66291: 0.012236839604174408
Position 26043: 0.012154746100226202
Position 66540: 0.011725947637895216
Position 26026: 0.010488199660815701
Position 28062: 0.00980243581040801
Position 66619: 0.009620868696767027
Position 3920: 0.009603709058300767
Position 70112: 0.008424261282076753
Position 67748: 0.008414792700936561
Position 31103: 0.008279113756664926
Position 63993: 0.008248620817007345
Position 40624: 0.00782522793306935
Position 66964: 0.007672138756785839
Position 4042: 0.00762100795704057
Position 28828: 0.007581478143194928
Position 40602: 0.006954435040255527
Position 1429: 0.006369776753164575
Position 799: 0.006141917039240464
Position 743: 0.005980936749447407
Position 28038: 0.005063704801001192
Position 63211: 0.004848515840229614
Position 66503: 0.004797526465083529
Position 1016: 0.0047931313177754465
Position 63353: 0.004778551053283304
Position 8286: 0.004644447307123867
Position 67178: 0.004606978174930058
Position 3937: 0.004487136689799897
Position 24998: 0.0044079719156154985
Position 68221: 0.0037608295812068546
Position 1636: 0.0036108847643608706
Position 40125: 0.0034693738813725995
Position 4884: 0.0034321322622547024
Position 766: 0.003420794734679888
Position 452: 0.003420156611856782
Position 2997: 0.0033062308161248702
Position 35228: 0.0031393896405315386
Position 2758: 0.0029196184309673765
Position 6548: 0.002876018921920481
Position 31372: 0.002826103099754823
Position 3772: 0.002713564227665113
Position 1654: 0.0027094853055518457
Position 4818: 0.0026676334297560554
Position 4296: 0.0025990506541522587
Position 65396: 0.0025910677380070486
Position 1174: 0.0025813377160484
Position 6608: 0.0022013513209035267
Position 40529: 0.0021796099720503333
Position 777: 0.0021402302899209526
Position 40409: 0.002134036381965397
Position 1797: 0.0021029646939511627
Position 9295: 0.002027273422023764
Position 38062: 0.0020119953575257533
Position 31918: 0.0020016654371959
Position 63665: 0.001978579227488851
Position 32523: 0.0019612456811901042
Position 67047: 0.0019518001896359465
Position 39521: 0.0019488435617150295
Position 3997: 0.0019356469018173515
Position 3987: 0.0019100983607945024
Position 4126: 0.0017788694677929246
Position 31447: 0.0016830102036876201
Position 697: 0.0016715288888635214
Position 4014: 0.0016476751479770806
Position 1136: 0.001571637539418741
Position 1023: 0.0015454266653148138
Position 63250: 0.001398719135266291
Position 7204: 0.0013846596370059579
Position 3775: 0.0013161777752839488
Position 64257: 0.0012740397609383846
Position 39953: 0.001261709086957845
Position 404: 0.0011061261037700707
Position 63385: 0.0010256326534463036
Position 4932: 0.0010068105160021845
Position 4292: 0.0009370177605377013
Position 4637: 0.0009232327970967167
Position 964: 0.0009100884867219379
Position 63517: 0.0008953476829165034
Position 63423: 0.0008636555115677444
Position 34526: 0.0008270156762711328
Position 38698: 0.0008237330239802907
Position 63253: 0.0007695338151557479
Position 65093: 0.0007560276445607537
Position 4972: 0.0006806681813835177
Position 24038: 0.0006513831478870426
Position 64586: 0.000624797284776185
Position 3615: 0.0005937579086684209
Position 3559: 0.0005685657278652316
Position 1717: 0.0005038394475176741
Position 3711: 0.0005028741550603394
Position 6559: 0.0004977013200298705
Position 31938: 0.00042617641210609714
Position 1824: 0.00040560452603869703
Position 57974: 0.0003895529801547828
Position 434: 0.00037234106026532256
Position 53508: 0.0003683650170790863
Position 8889: 0.0003489772071747776
Position 8726: 0.0003411031709712925
Position 4634: 0.00027602533896312255
Position 2783: 0.0002644355979647804
Position 2038: 0.00026064373100378427
Position 2948: 0.00025705241603125
Position 7385: 0.00025536411035352005
Position 753: 0.00025330493460602694
Position 31755: 0.00025193402714695774
Position 1211: 0.00023635295628907506
Position 1350: 0.0002355809794285217
Position 2922: 0.0002333774133667086
Position 34501: 0.00022420243177108688
Position 31267: 0.00021831129746872818
Position 34390: 0.00021829301071362245
Position 1556: 0.00020612485768109042
Position 4312: 0.00019088449084988428
Position 56693: 0.00018376526726634722
Position 1868: 0.00018178672267375124
Position 4705: 0.00017459766615118477
Position 7411: 0.0001742672575552559
Position 2919: 0.0001680658973568742
Position 61224: 0.0001640772527233323
Position 859: 0.00015645203288698422
Position 31293: 0.00015022419090729395
Position 1224: 0.00014618005942487497
Position 1607: 0.00014503533012375167
Position 31597: 0.0001445812776081929
Position 1002: 0.00013498084366986459
Position 31163: 0.0001250408565378284
Position 1203: 0.00012426433377106533
Position 1289: 0.00011160674750645413
Position 469: 0.00010755593992768229
Position 3852: 0.00010497888677476306
Position 319: 0.00010385668546762127
Position 418: 0.00010053826175788837
Position 3240: 9.921815087784781e-05
Position 8108: 9.863518762410329e-05
Position 8162: 9.753422691453914e-05
Position 3013: 9.268860489813339e-05
Position 1107: 8.580711931495085e-05
Position 7948: 8.291597848285256e-05
Position 1827: 8.227047387118231e-05
Position 1753: 7.966595627075807e-05
Position 8111: 7.598304719240086e-05
Position 1707: 7.563778343175706e-05
Position 7431: 6.579003722751635e-05
Position 7462: 5.314320644762648e-05
Position 6574: 4.671190486538726e-05
Position 167: 4.472609525782409e-05
Position 3379: 4.40144633278946e-05
Position 2352: 3.9212508869332655e-05
Position 2313: 3.479760532529966e-05
Position 57919: 2.9548139880166555e-05
Position 56825: 2.6865985009288308e-05
Position 51667: 2.5304764626453926e-05
Position 2538: 2.3067537809099776e-05
Position 2442: 2.3066210749567218e-05
Position 3044: 2.08929279597812e-05
Position 53618: 1.8310988790020737e-05
Position 1400: 1.8168172041999712e-05
Position 53439: 1.4864450642255087e-05
Position 1084: 1.4275837849864352e-05
Position 8242: 1.391313503329328e-05
Position 2229: 1.2774681731436644e-05
Position 587: 1.247933938165317e-05
Position 53411: 1.2336487615990693e-05
Position 54214: 1.2018982034187875e-05
Position 50714: 9.76798864118667e-06
Position 55564: 8.331705331294475e-06
Position 2448: 8.300037419480826e-06
Position 50658: 7.553529018475141e-06
Position 42192: 6.801460000453007e-06
Position 52570: 6.312807689186726e-06
Position 53638: 5.083860161501113e-06
Position 2492: 4.27657363898186e-06
Position 842: 4.0166328496112756e-06
Position 1459: 3.484442386995312e-06
Position 701: 3.4716409014775597e-06
Position 2599: 3.401607912461451e-06
Position 1844: 3.225164331524891e-06
Position 1076: 3.1519239483938334e-06
Position 46382: 2.967274315944958e-06
Position 1573: 2.8917719187508426e-06
Position 185: 2.8663084847568263e-06
Position 51866: 2.7278128670086704e-06
Position 3073: 2.7147768828219998e-06
Position 283: 2.5059320831018557e-06
Position 534: 2.2740022494669817e-06
Position 715: 2.0815733034384704e-06
Position 51452: 1.9803891343325412e-06
Position 42564: 1.9051797648392316e-06
Position 584: 1.7334268819364726e-06
Position 42718: 1.672658859768101e-06
Position 705: 1.5703355882519243e-06
Position 45194: 1.4526262246362053e-06
Position 37389: 1.39294659657788e-06
Position 1139: 1.341996102443603e-06
Position 51663: 1.3036380202753547e-06
Position 2254: 1.293624621277512e-06
Position 43655: 1.2930868499795252e-06
Position 43291: 1.1423690607734678e-06
Position 41934: 1.1369671259712183e-06
Position 940: 1.033437834070498e-06
Position 50837: 9.608735452365012e-07
Position 44921: 9.459866956880213e-07
Position 1243: 8.881053915542438e-07
Position 42532: 8.382617559640596e-07
Position 1102: 7.695739310021687e-07
Position 6415: 6.165988282683637e-07
Position 43375: 6.097998095165228e-07
Position 6318: 5.694134258263105e-07
Position 637: 5.557132314088286e-07
Position 48253: 5.393999436424699e-07
Position 1888: 4.4542043266623245e-07
Position 844: 4.0002822004273135e-07
Position 1404: 3.4837570619797536e-07
Position 1496: 3.2032934072178425e-07
Position 946: 3.1569171993578287e-07
Position 907: 2.933133506487741e-07
Position 1088: 2.807831778353983e-07
Position 1176: 2.6741531851559335e-07
Position 1078: 2.6477444927357724e-07
Position 41747: 2.592081453231656e-07
Position 2704: 2.5875704078986233e-07
Position 507: 2.0721397051901562e-07
Position 1227: 1.4586720158283824e-07
Position 726: 1.3869773675450618e-07
Position 45234: 1.3713504631478727e-07
Position 41890: 1.2209514028244204e-07
Position 38532: 1.0716824193432275e-07
Position 1025: 9.807682659378677e-08
Position 38568: 9.289846720110049e-08
Position 38508: 8.784346509573183e-08
Position 477: 8.716019526515362e-08
Position 1247: 8.149765504189568e-08
Position 43054: 8.045611321403618e-08
Position 267: 8.001147013212492e-08
Position 1471: 7.575072857850624e-08
Position 42510: 7.183150229305773e-08
Position 598: 6.510540423487765e-08
Position 868: 5.8838491190075214e-08
Position 1220: 5.091003247621743e-08
Position 631: 4.691481361960743e-08
Position 559: 4.296796457476889e-08
Position 656: 2.543260469527843e-08
Position 38903: 2.1025295230904973e-08
Position 274: 1.3515168182212346e-08
Position 39332: 1.273151048742329e-08
Position 37957: 1.2143912943528709e-08
Position 37116: 1.1835840314661028e-08
Position 39891: 1.0312498707184032e-08
Position 38829: 9.93034018540738e-09
Position 489: 9.193262435198275e-09
Position 481: 8.965201916793508e-09
Position 38038: 7.565949434510343e-09
Position 33699: 5.402881059909284e-09
Position 32356: 2.0268470544802697e-09
Position 32376: 1.078991566622024e-09
Position 33675: 1.0225505008262625e-09
Position 32543: 3.3082976245211256e-10
Position 31114: 1.7792758881931868e-10
Position 1543: 9.341451084385106e-11
Position 37309: 4.338654620317611e-11
Position 562: 6.906791789000668e-12
Position 31324: 2.969265602626471e-12
Position 549: 1.2141956450362963e-12
Position 499: 3.737847818314862e-13
Position 663: 1.7681223146342096e-13
Position 7643: 7.438053656832032e-15
Position 5093: 2.0865131725689266e-15
