Gene = NEXN
Position 892: 0.002825695246640237
Position 6106: 0.002454546015238837
Position 4283: 0.0024396931408975676
Position 5074: 0.00223579921441274
Position 2991: 0.0022036659710520387
Position 4984: 0.002075282035092904
Position 4182: 0.002044108548463226
Position 8393: 0.0019877962990049215
Position 5857: 0.0018237436745736925
Position 1108: 0.0016902656751024894
Position 6437: 0.0014991359418969402
Position 5018: 0.0014302074057028949
Position 1102: 0.0014151724807106266
Position 1844: 0.0013542065496145444
Position 5997: 0.0012167239817501777
Position 3601: 0.0011627003606822968
Position 4667: 0.0011325323498512596
Position 8916: 0.001124128919260096
Position 6913: 0.0011220748158547505
Position 1318: 0.0010089027249772303
Position 759: 0.0009922855596373634
Position 3604: 0.000987739455567918
Position 3676: 0.0009527735333577045
Position 1522: 0.0009442678224684773
Position 1011: 0.0009368096306597538
Position 6951: 0.0008337175392080857
Position 6189: 0.0008043031817428885
Position 2487: 0.0007599943554598833
Position 2778: 0.0006945546632296534
Position 2016: 0.0006925872225922323
Position 7839: 0.0006497643073320764
Position 486: 0.0005717492341650558
Position 8862: 0.0005304874799388767
Position 4502: 0.0004969399937123354
Position 930: 0.00045782456318104603
Position 2554: 0.0004439109227170873
Position 6879: 0.00043226608487899126
Position 649: 0.0004027488083158484
Position 1783: 0.0003765548039295021
Position 6461: 0.0003632701515319677
Position 2167: 0.00036290180077012756
Position 3770: 0.0003612485516062692
Position 1202: 0.00032790796289914096
Position 5833: 0.00031270676426574037
Position 1877: 0.0003003258319090148
Position 1140: 0.0002938881183669241
Position 1696: 0.000228075043712988
Position 986: 0.00018067670359212448
Position 1655: 0.0001798308426983357
Position 3583: 0.0001603641737456787
Position 3946: 0.00014975312156416173
Position 4024: 0.0001483469998611052
Position 3714: 0.00013535893026132172
Position 275: 0.0001345167217461319
Position 3732: 0.0001284841755299709
Position 1205: 0.00011958857399632198
Position 673: 0.00011053099095806878
Position 2514: 0.00010156139145390359
Position 2511: 9.83336611993808e-05
Position 1711: 9.401034903194697e-05
Position 3696: 9.23858950038457e-05
Position 2792: 8.66964310083857e-05
Position 2909: 8.481214028947549e-05
Position 4423: 8.11872053536336e-05
Position 1020: 7.651054037423583e-05
Position 2171: 7.371901733831902e-05
Position 1043: 7.297148486406977e-05
Position 1957: 7.020757492850666e-05
Position 813: 6.933267983536794e-05
Position 2258: 6.717217677002448e-05
Position 225: 6.367295468215508e-05
Position 1984: 6.347890727715323e-05
Position 1964: 6.309074977354858e-05
Position 1917: 5.2103766667734817e-05
Position 947: 4.2707974422123335e-05
Position 2207: 3.494275290948891e-05
Position 339: 3.35853167229162e-05
Position 973: 3.059348787182924e-05
Position 2806: 2.4979915931574078e-05
Position 994: 2.4524482536113766e-05
Position 395: 2.2023495608356684e-05
Position 227: 2.0703265688431882e-05
Position 462: 1.8306848836069868e-05
Position 1929: 1.5420061639581797e-05
Position 2870: 7.219160683162983e-06
Position 1065: 6.432657618058093e-06
Position 1389: 3.623448357093112e-06
Position 554: 2.3023804042877848e-06
Position 1419: 1.0289013084933627e-06
Position 615: 6.570089485164194e-07
Position 1036: 5.49909406477717e-07
Position 786: 5.280779250810564e-07
Position 1246: 4.1520617905875956e-07
Position 1133: 4.067315359380173e-07
Position 819: 3.33270824673319e-07
Position 1112: 2.495772914598358e-07
Position 1633: 2.4801677078840054e-07
Position 1071: 2.130298713049831e-07
Position 996: 1.7934692848813792e-07
Position 966: 1.68934419922802e-07
Position 847: 1.575727830246139e-07
Position 1891: 1.0182301491613437e-07
Position 959: 8.500326760112152e-08
Position 1224: 5.4939412272448345e-08
Position 559: 2.6857979286767036e-08
Position 130: 5.28903092760469e-09
Position 510: 3.787689746589635e-09
Position 620: 2.863648070485053e-09
Position 102: 1.6003366087366957e-09
Position 835: 7.129530349629145e-10
Position 99: 6.236288980110092e-10
Position 505: 4.854510259122314e-10
Position 804: 4.264987330105959e-10
Position 779: 3.367227277410224e-10
Position 657: 2.855409905200048e-10
Position 490: 2.391098988637581e-10
Position 494: 2.0662698464672e-10
Position 177: 1.8878978598645998e-10
Position 795: 1.5009737157397196e-10
Position 171: 1.2132935863612517e-10
Position 166: 3.146781791032183e-13
Position 139: 1.8465058045434594e-13
Position 136: 1.131907221408168e-13
Position 141: 3.955109347272868e-15
