Gene = MTPN
Position 1601: 0.00020584407216905304
Position 2692: 0.000204524299314583
Position 557: 0.00020309015980178133
Position 1018: 0.00019849909950894518
Position 549: 0.00015999576558574756
Position 467: 0.00014461846155061563
Position 5286: 0.00013437742359268272
Position 2984: 0.00012432510187800332
Position 2140: 0.00011391162375010612
Position 4258: 8.935700700520805e-05
Position 2202: 8.507336588553071e-05
Position 438: 8.134372234446011e-05
Position 479: 7.068593295448182e-05
Position 2046: 6.821897633477403e-05
Position 421: 6.814164167301494e-05
Position 1874: 6.406918542052563e-05
Position 814: 6.368827151820934e-05
Position 410: 5.3549696142652385e-05
Position 932: 4.9338915348247294e-05
Position 213: 4.8686107436836365e-05
Position 2152: 4.321665429083842e-05
Position 1196: 3.561690195627874e-05
Position 395: 3.449373308884449e-05
Position 1562: 2.7055920250472455e-05
Position 902: 2.529196112662219e-05
Position 652: 2.3382940441746963e-05
Position 393: 2.1960699487900453e-05
Position 1834: 2.156734020679723e-05
Position 2920: 1.9548053937330944e-05
Position 4187: 1.7828419498898156e-05
Position 460: 1.7500259098921956e-05
Position 2332: 1.7296113819285308e-05
Position 970: 1.5011953819683154e-05
Position 5610: 1.4987601552118557e-05
Position 5597: 1.4807596320827452e-05
Position 2398: 1.476367420331143e-05
Position 2434: 1.4730908280479816e-05
Position 2236: 1.4017071465397959e-05
Position 1608: 1.4016570834253794e-05
Position 390: 1.363747980802461e-05
Position 2365: 1.2682126780344515e-05
Position 1094: 1.1157683264125998e-05
Position 789: 1.0387030020331753e-05
Position 1782: 9.520150500538517e-06
Position 1155: 9.47909515731195e-06
Position 1379: 9.455897884049738e-06
Position 1198: 9.440342888382497e-06
Position 1997: 9.393795134088373e-06
Position 3780: 8.654219368947412e-06
Position 713: 7.966243831442509e-06
Position 457: 7.631585347517227e-06
Position 1427: 7.185784248718731e-06
Position 1441: 7.120107829425605e-06
Position 1830: 5.609763975671089e-06
Position 795: 5.225341441582847e-06
Position 1315: 5.126987157971509e-06
Position 1913: 4.690537858489088e-06
Position 1320: 4.269548761689863e-06
Position 1917: 3.6656070264801317e-06
Position 1383: 3.5956993669634794e-06
Position 2876: 3.3504189265945434e-06
Position 287: 2.821939402300025e-06
Position 1666: 2.78734519321355e-06
Position 1662: 1.6831218174194917e-06
Position 1729: 1.2539408066611134e-06
Position 700: 9.836901497831518e-07
Position 1025: 9.671948359128803e-07
Position 2033: 9.640080608586388e-07
Position 424: 9.552796847769579e-07
Position 428: 8.243293880658016e-07
Position 2050: 8.124308917905149e-07
Position 1033: 7.809395745081244e-07
Position 1982: 7.776736395937883e-07
Position 445: 7.390625264483527e-07
Position 777: 7.235028704461035e-07
Position 715: 6.963036268427742e-07
Position 2011: 6.857028654816826e-07
Position 944: 6.606038250200534e-07
Position 1073: 5.83227589979024e-07
Position 426: 5.751709790150252e-07
Position 335: 4.890283390932289e-07
Position 1077: 4.018333856659982e-07
Position 350: 3.82543536097342e-07
Position 1038: 3.0429347158173807e-07
Position 292: 1.7654511872375217e-07
Position 1151: 1.498407332355598e-07
Position 442: 8.868620702591585e-08
Position 82: 6.962349730640532e-08
Position 956: 4.5173822360041917e-08
Position 1738: 4.155566844460408e-08
Position 360: 9.740788779285644e-09
Position 340: 9.119646283019524e-09
Position 324: 5.191270801158891e-09
Position 310: 3.296699794522559e-09
Position 2022: 2.808851907763895e-09
Position 305: 1.4612227175573292e-09
Position 227: 1.1121308033459336e-09
Position 346: 7.06960423821784e-10
Position 2019: 6.911895189206345e-10
Position 230: 2.876759703811403e-10
Position 255: 2.5186476832056703e-10
Position 273: 1.5219092818850302e-10
Position 2067: 6.695403623092078e-11
Position 307: 1.5834480494895872e-11
Position 302: 1.2317414199924487e-11
Position 266: 1.223665743892069e-11
Position 315: 6.733012760328247e-14
