Gene = CH17-140K24.5
Position 816: 7.687037865702652e-06
Position 1120: 3.884470523302191e-06
Position 827: 3.491288965388794e-06
Position 1177: 3.2354706236384973e-06
Position 1142: 2.353886615716542e-06
Position 715: 1.2024279352641916e-06
Position 307: 1.1984823288747387e-06
Position 911: 9.453108497993478e-07
Position 31: 6.851331584241149e-07
Position 185: 5.502720286474785e-07
Position 526: 4.119466519559082e-07
Position 2622: 1.8704977000286118e-07
Position 1223: 1.4919012662666338e-07
Position 894: 6.890408663307944e-08
Position 567: 5.847233631784329e-08
Position 176: 4.1184592672986096e-08
Position 583: 1.5396167723702503e-08
Position 263: 3.726693320707209e-11
Position 236: 2.8009171924339128e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3005: 0.5891273085680249
Position 2330: 0.5522776693829448
Position 1138: 0.3864125399315254
Position 1680: 0.17367622036085822
Position 1655: 0.10227887831132554
Position 1244: 0.09975189191031081
Position 2371: 0.08502026992411636
Position 2153: 0.06932087560314448
Position 1612: 0.06783983892092989
Position 4588: 0.05756702592015536
Position 1168: 0.04556698615299312
Position 3820: 0.043826700258765734
Position 4648: 0.04074370687059289
Position 2650: 0.03436291959386464
Position 930: 0.03019507067982914
Position 687: 0.024698320704831057
Position 3026: 0.02064826971187675
Position 1403: 0.020463641626233535
Position 2626: 0.019285472910835093
Position 1945: 0.013709844639518586
Position 3001: 0.01338288917236061
Position 1236: 0.0111797672730852
Position 4628: 0.010759225128432316
Position 4853: 0.010393810072260905
Position 1191: 0.010369406541293908
Position 2461: 0.010003311728333575
Position 1288: 0.00930899422920117
Position 4404: 0.009286741936004018
Position 3484: 0.009139755936715618
Position 2813: 0.008999621664750336
Position 1758: 0.007958156963521302
Position 1545: 0.00701463507314883
Position 770: 0.006316222686045039
Position 1828: 0.005749148737191551
Position 4296: 0.005684681552112258
Position 4655: 0.004874196309400549
Position 2527: 0.004705754186131578
Position 1319: 0.004553012744101271
Position 2349: 0.004531396001110969
Position 2605: 0.004201100281034572
Position 2274: 0.0041100540485428435
Position 4443: 0.003803817911859485
Position 1445: 0.0034486600431356293
Position 979: 0.003193092761581411
Position 617: 0.0028727055053889895
Position 4073: 0.0028149961979272845
Position 3874: 0.002793433168394628
Position 1202: 0.0026219374490378225
Position 713: 0.0024907296315259376
Position 2399: 0.0023016027770095342
Position 811: 0.002181405438077597
Position 689: 0.00213027705739491
Position 3300: 0.0020801935313297607
Position 2858: 0.0018667536618167644
Position 880: 0.0017601930425190494
Position 2176: 0.001755855789963484
Position 79: 0.0017434538167266755
Position 2317: 0.001742787351509745
Position 4030: 0.0015910614527665102
Position 538: 0.001559702353572511
Position 2952: 0.0012164140503746247
Position 2679: 0.0011938909991469284
Position 3600: 0.0011443540836460191
Position 725: 0.0010707931815185255
Position 3659: 0.0010689496568458887
Position 1585: 0.0010539837157899374
Position 938: 0.000960929499642754
Position 4134: 0.0008712694131626367
Position 4667: 0.0007880233642833682
Position 4967: 0.0007814492968947358
Position 1733: 0.0006959999865047914
Position 1025: 0.0006456631387545342
Position 3158: 0.0006257447170265579
Position 575: 0.0006243234083294595
Position 275: 0.0005982856976662338
Position 4098: 0.0005923122854083469
Position 862: 0.0005655701565859822
Position 2505: 0.000561142358169777
Position 70: 0.000542255467739156
Position 1115: 0.0005200777710687781
Position 1524: 0.0005031113767670218
Position 1924: 0.0005020275718076851
Position 696: 0.00046102508194150837
Position 236: 0.00046014902186961715
Position 2729: 0.0004485279292734104
Position 3100: 0.0004260043518692058
Position 567: 0.0004213953112198062
Position 2170: 0.0003574524195797657
Position 648: 0.0003538791317265604
Position 875: 0.00035246409295614704
Position 1079: 0.00034687089160514474
Position 122: 0.0003291933361510791
Position 2065: 0.00030647412995684714
Position 3554: 0.00029548071585654774
Position 3739: 0.00028597771016608775
Position 1292: 0.0002643527933876156
Position 1450: 0.0002311144613116676
Position 824: 0.0002143149652174595
Position 4801: 0.00015724013244154038
Position 745: 0.0001359197756192711
Position 3949: 0.00013170343408167793
Position 1894: 0.00012800398125160028
Position 337: 0.00011958223580679946
Position 484: 0.00011235044983138931
Position 99: 0.00010799354948834764
Position 2134: 0.00010609022756046728
Position 853: 8.710904090742286e-05
Position 2821: 7.724405317576755e-05
Position 1755: 5.334553469720516e-05
Position 1419: 5.13709184338905e-05
Position 302: 4.703623487589972e-05
Position 1516: 4.658249915757921e-05
Position 1559: 3.926920647515684e-05
Position 727: 3.751730250430691e-05
Position 473: 3.305397876425664e-05
Position 1220: 3.219476345379825e-05
Position 654: 3.171341544155945e-05
Position 756: 2.9320977041628826e-05
Position 2013: 2.6979790816827205e-05
Position 128: 2.5697353285725457e-05
Position 1097: 2.3391281567034964e-05
Position 894: 2.203923584431327e-05
Position 1873: 2.1367200414879412e-05
Position 1031: 1.491446519393963e-05
Position 739: 1.4768894467598505e-05
Position 742: 1.3312961145994408e-05
Position 1457: 1.2694906221431918e-05
Position 859: 1.2611763420703786e-05
Position 996: 1.2388271435562651e-05
Position 1270: 1.200295478793993e-05
Position 621: 1.0706434554172122e-05
Position 358: 1.062532707443839e-05
Position 349: 8.20628245462957e-06
Position 1204: 6.716553227300462e-06
Position 324: 6.688788135540394e-06
Position 1009: 6.615804946494045e-06
Position 1091: 5.66451634516622e-06
Position 397: 5.083455061375861e-06
Position 887: 4.7965105199320466e-06
Position 503: 3.6684320154960188e-06
Position 364: 3.652223896482561e-06
Position 319: 3.389273566058977e-06
Position 1223: 3.0675518208491575e-06
Position 452: 2.1332819171166325e-06
Position 583: 1.8711685079596834e-06
Position 988: 1.8691660237179169e-06
Position 1045: 8.979394810042698e-07
Position 709: 6.046082792065168e-07
Position 195: 4.854681346916259e-07
Position 889: 3.0261562601073123e-07
Position 401: 1.423825216491099e-07
Position 281: 1.1129927948843892e-07
Position 1324: 1.0588887673215449e-07
Position 430: 9.474028107550355e-08
Position 165: 5.137588182142187e-08
Position 1120: 9.684341552698587e-09
Position 242: 9.199217825757951e-09
Position 394: 5.757195500055287e-09
Position 304: 1.926190343227351e-09
Position 136: 1.517146961185379e-09
Position 217: 6.22496678482358e-10
Position 254: 3.9307828600901576e-10
Position 495: 1.8456144622613265e-10
Position 170: 1.3662582119454035e-10
Position 159: 1.2339343409997155e-10
Position 250: 1.4389728929763993e-12
Position 407: 8.775937002041009e-13
Position 252: 4.242894383401063e-13
Position 412: 2.6299884621818988e-14
Position 409: 2.4076707236286595e-14
