Gene = PGBD5
Position 5408: 0.0003061871040917949
Position 4417: 0.0002810502733877483
Position 2669: 0.000276980944505147
Position 272: 0.00013533813405044865
Position 376: 9.007298759691835e-05
Position 61: 7.396562378747843e-05
Position 1176: 2.015817157271941e-05
Position 1014: 1.969633619722609e-05
Position 749: 1.7083428633466562e-05
Position 29137: 1.4216164734976043e-05
Position 518: 1.2868397550576295e-05
Position 628: 1.2085424148885155e-05
Position 30934: 1.14266426652276e-05
Position 364: 1.0748668611109467e-05
Position 2570: 6.298045431525691e-06
Position 780: 5.739840472295284e-06
Position 34068: 4.50705932623e-06
Position 32463: 4.153025727388316e-06
Position 8: 2.1484654807771866e-06
Position 29655: 2.0778825900618777e-06
Position 264: 2.0518179120528266e-06
Position 266: 2.0413931287958316e-06
Position 7604: 1.6472635980784981e-06
Position 464: 1.0252407306047865e-06
Position 204: 8.351853319590122e-07
Position 30866: 6.921936453526821e-07
Position 318: 6.896262423587546e-07
Position 108: 4.816710409302105e-07
Position 381: 4.4013445801373303e-07
Position 95: 3.5791415673295746e-07
Position 306: 2.0164466849878757e-07
Position 412: 1.1031328839390209e-07
Position 800: 9.305773777695983e-08
Position 206: 3.191817807975008e-08
Position 5951: 2.2367999249104633e-08
Position 5834: 1.4274324790858177e-08
Position 352: 1.3305541028948527e-08
Position 27845: 3.0943686451726595e-09
Position 684: 2.910532969939501e-09
Position 1180: 2.5566908237000667e-09
Position 156: 2.1357016539367267e-09
Position 54: 6.101774315655134e-10
Position 659: 2.9829963494200442e-12
Position 653: 1.7780082970869543e-12
Position 399: 7.977011855520946e-13
Position 611: 3.213455809254826e-13
Position 531: 7.089227895838793e-16
Position 1210: 3.7913408527956073e-16
Position 1232: 1.8861325602570355e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 20323: 0.9999999983409119
Position 26552: 0.9997480511896224
Position 40356: 0.9992764482691641
Position 54024: 0.9793636985609122
Position 44603: 0.9570394109539706
Position 30799: 0.629053537293202
Position 28871: 0.3930289381149211
Position 27145: 0.34008228483509545
Position 8012: 0.3198069116422298
Position 54295: 0.22440956540905865
Position 30796: 0.19374033146105513
Position 54234: 0.1735159656951641
Position 30760: 0.1635102902068211
Position 1263: 0.13140672108776646
Position 10648: 0.11769052498412937
Position 5538: 0.10799480937110631
Position 7232: 0.10180703729680148
Position 4215: 0.08654613741033187
Position 17280: 0.08365356710240647
Position 27118: 0.07696844024137041
Position 28644: 0.07278576895550302
Position 23920: 0.056984215534630095
Position 496: 0.05492686160308341
Position 4269: 0.04037706647917023
Position 6531: 0.0400869028555007
Position 253: 0.03480683155632202
Position 558: 0.03175403194704228
Position 236: 0.0306559346296332
Position 27161: 0.02653113351514267
Position 29011: 0.025828911810114923
Position 14650: 0.022685152914314805
Position 12793: 0.02246565370528522
Position 7344: 0.014305551296610186
Position 30648: 0.013135337635075971
Position 318: 0.012357944793121318
Position 586: 0.011473463081886499
Position 562: 0.011380039870892424
Position 446: 0.011205111564839722
Position 276: 0.01116845613481211
Position 27804: 0.010586551782081975
Position 27711: 0.010532577571158363
Position 5384: 0.008968491741321407
Position 47729: 0.007069631544765535
Position 7979: 0.006524734285718748
Position 6255: 0.006438382936418813
Position 7865: 0.005985733834783745
Position 26933: 0.004981286726024829
Position 5250: 0.004939921162932209
Position 418: 0.00392424637320318
Position 535: 0.003777169282098293
Position 27991: 0.003475510688268394
Position 27636: 0.003272963217755913
Position 27175: 0.0031974470543557373
Position 47691: 0.0027175452352581225
Position 8112: 0.002513302046485017
Position 2569: 0.002407124796674926
Position 27464: 0.0023852281332314724
Position 47968: 0.0023573421560613996
Position 26867: 0.002348062751413761
Position 352: 0.0020676869401579905
Position 6219: 0.001931268689053403
Position 1137: 0.0016267353054547733
Position 27584: 0.0015337569226429057
Position 4339: 0.001435106139496292
Position 27587: 0.001357141797594148
Position 27086: 0.0013451747811580597
Position 1059: 0.0013289261940392866
Position 45711: 0.0013279482574940747
Position 4229: 0.0013065653270475277
Position 45191: 0.0012359563446541827
Position 28472: 0.0011800300597444393
Position 27782: 0.0011646266105926355
Position 44939: 0.0011450897398230845
Position 4235: 0.0010284903471165874
Position 896: 0.00098970499108869
Position 26863: 0.0009121872660437711
Position 4819: 0.000822335352724459
Position 5055: 0.0008197926684281423
Position 26809: 0.0008173631679204007
Position 27445: 0.0008116545154639821
Position 4891: 0.0006622157320067603
Position 43357: 0.0006317517473449666
Position 27881: 0.0005987118113436089
Position 1306: 0.0005945865440724401
Position 1172: 0.0005918186200987125
Position 1675: 0.0005764494195277333
Position 2754: 0.0005514163214934502
Position 6534: 0.0005312222653405228
Position 512: 0.0005286870246112388
Position 2334: 0.0005182397815824005
Position 374: 0.0005027140692103325
Position 27688: 0.0005012539403596349
Position 460: 0.0004522664388184349
Position 5273: 0.00040161841178303797
Position 27536: 0.0003939577284599082
Position 2317: 0.00033663267110900193
Position 43431: 0.0003027285098951152
Position 4135: 0.0002901409839266187
Position 45056: 0.00028338079806999633
Position 1576: 0.0002782350031379544
Position 27043: 0.00027041686376135817
Position 5080: 0.00025385034462202023
Position 5109: 0.00024601656325665524
Position 3977: 0.0002441446520185797
Position 4682: 0.00024344133677441803
Position 978: 0.00023208912390174164
Position 27419: 0.00022959118587225847
Position 32211: 0.0002189301739984666
Position 1490: 0.00020866606455339473
Position 2449: 0.0001873929943642946
Position 27009: 0.0001866003164346654
Position 26837: 0.00013937789022092057
Position 5194: 0.0001352511449837352
Position 2792: 0.00013162266167300203
Position 5120: 0.00012748744858914177
Position 43533: 0.00012610357197128655
Position 2364: 9.379602614062267e-05
Position 5224: 8.29779006838751e-05
Position 2816: 8.061037689558481e-05
Position 1447: 7.37522317324013e-05
Position 590: 6.964229894787695e-05
Position 1309: 5.9627773102002355e-05
Position 1280: 5.887137017764617e-05
Position 1641: 5.060008629939137e-05
Position 1353: 5.0149643657165785e-05
Position 40927: 3.714261349024074e-05
Position 1608: 3.701365388963743e-05
Position 1020: 3.304599453081647e-05
Position 391: 3.064420666508544e-05
Position 2669: 2.5731066787513865e-05
Position 1206: 2.5482674489967348e-05
Position 2477: 2.3723155853933847e-05
Position 1611: 2.1162274070622014e-05
Position 31095: 2.0409626950248055e-05
Position 30384: 1.8163762830419006e-05
Position 35106: 1.7532569647209592e-05
Position 33069: 1.7296471626892317e-05
Position 32155: 1.400552010244016e-05
Position 35195: 1.2508912549477372e-05
Position 37843: 8.593400062549963e-06
Position 29132: 7.947776262072978e-06
Position 29484: 7.0456570311712004e-06
Position 28113: 6.883304195622475e-06
Position 34293: 6.198266888209932e-06
Position 34204: 6.036515266042556e-06
Position 81: 5.868850084094263e-06
Position 33980: 5.828487451317922e-06
Position 34931: 5.435628637928266e-06
Position 32098: 4.994735365219046e-06
Position 1465: 4.682034988264354e-06
Position 32611: 4.570150664039779e-06
Position 1422: 4.2564703344897926e-06
Position 29638: 2.6196625515228886e-06
Position 29032: 2.016062463208388e-06
Position 7510: 1.6473550088305138e-06
Position 29465: 9.51951160133407e-07
Position 28187: 9.272830147913194e-07
Position 4608: 9.134246075352356e-07
Position 4541: 8.422980029144322e-07
Position 29451: 8.302133963024495e-07
Position 27468: 6.448434353704871e-07
Position 4360: 5.598683304529098e-07
Position 4165: 5.091734839304916e-07
Position 28310: 2.3664157687562609e-07
Position 29283: 1.766992822174e-07
Position 27208: 1.7386286661854329e-07
Position 28284: 8.967049760365915e-08
Position 5887: 1.2363629466778843e-08
Position 5715: 1.2236521599407534e-08
Position 5693: 1.5799663989483269e-09
Position 147: 1.1506392997800565e-09
Position 783: 1.0405622610016275e-09
Position 780: 6.398172624562831e-10
Position 531: 5.616031025907816e-10
Position 729: 4.0852731434008535e-10
Position 464: 3.7747810908359403e-10
Position 128: 3.5116505311651836e-10
Position 8976: 3.477192242386692e-10
Position 1067: 3.214611630545157e-10
Position 381: 2.397461544798007e-10
Position 95: 2.1699119290614018e-10
Position 707: 2.1011905302620488e-10
Position 744: 2.0132847740706624e-10
Position 499: 1.8143196995552888e-10
Position 9026: 1.5110383757567636e-10
Position 646: 1.5077998426416802e-10
Position 929: 1.4701621146916603e-10
Position 176: 1.3984762521399993e-10
Position 9500: 1.334521681728357e-10
Position 1035: 1.1469887068309203e-10
Position 677: 1.071368883860834e-10
Position 923: 1.0005692210259819e-10
Position 611: 9.04306286910191e-11
Position 1102: 7.988188620795353e-11
Position 153: 7.854517099804635e-11
Position 1041: 7.705914404360617e-11
Position 1105: 7.371271596919321e-11
Position 662: 7.027301992042935e-11
Position 539: 5.7212554022329634e-11
Position 901: 5.674702796322153e-11
Position 8317: 5.344198154417882e-11
Position 474: 4.0393327568131934e-11
Position 942: 3.6680810955340906e-11
Position 898: 3.3273319255118923e-11
Position 103: 2.939701174381689e-11
Position 847: 2.8600349477005815e-11
Position 606: 2.700007017744041e-11
Position 108: 9.58424804015079e-12
Position 3023: 4.452657045255885e-12
Position 3231: 4.381839078556277e-12
Position 187: 4.144870990682291e-12
Position 166: 3.163849976856429e-12
Position 189: 3.035149313333548e-12
Position 2072: 2.1703674668212645e-12
Position 3255: 1.7212103607530972e-12
Position 2231: 1.353771724657129e-12
Position 2962: 1.3526259902286226e-12
Position 162: 1.300583656925482e-12
Position 2259: 1.1219898929869763e-12
Position 2115: 7.71432674437235e-13
Position 133: 6.809272125345367e-13
Position 2291: 5.599714282356207e-13
Position 89: 3.2048794772633673e-13
Position 949: 2.9493010082451433e-13
Position 608: 1.1047255666957114e-13
Position 684: 9.467675352499432e-14
Position 628: 9.241787809196213e-14
Position 1186: 2.1796076709957913e-14
Position 594: 8.57590008946836e-15
Position 1494: 6.443711117047855e-15
Position 1455: 4.1996954451676e-15
Position 2630: 2.5819758848042893e-15
Position 1219: 2.4942831020253884e-15
Position 1295: 2.317846380463849e-15
Position 1146: 1.1036620617230501e-16
Position 993: 9.393694919501845e-17
Position 1074: 1.902017599337047e-18
Position 1109: 9.844554908871368e-20
