Gene = RBM8A
Position 260: 4.110805309727857e-05
Position 525: 3.706534182391643e-05
Position 1264: 3.552372377822252e-05
Position 335: 3.0143965214957913e-05
Position 3280: 2.988391704122194e-05
Position 1064: 2.975736495138954e-05
Position 1452: 2.60013215328974e-05
Position 1278: 2.2961385438205356e-05
Position 635: 2.189837321187642e-05
Position 3080: 2.0145548864734113e-05
Position 3099: 1.9620102055996505e-05
Position 295: 1.7875217584500656e-05
Position 764: 1.5773657939110982e-05
Position 1519: 1.5292209991701587e-05
Position 18: 1.511563544961899e-05
Position 288: 1.1882549362294919e-05
Position 941: 1.0719805752286648e-05
Position 523: 9.340397404701352e-06
Position 501: 8.65214065913633e-06
Position 758: 8.196580210883618e-06
Position 812: 7.844469025491492e-06
Position 1111: 7.822218054822854e-06
Position 119: 5.676458767727887e-06
Position 1361: 5.265878950861989e-06
Position 3: 4.967531934664062e-06
Position 1668: 4.4996320421853885e-06
Position 186: 3.4685923793328697e-06
Position 570: 3.3730743653469765e-06
Position 1147: 3.0162636869222783e-06
Position 1632: 2.28695319183361e-06
Position 1740: 1.8945513425563282e-06
Position 1848: 1.871018051237902e-06
Position 1676: 1.6529968331221967e-06
Position 625: 1.556764650953107e-06
Position 1181: 1.4805574950435702e-06
Position 1253: 1.225539629010488e-06
Position 544: 1.0484376995055887e-06
Position 1462: 9.800162054752142e-07
Position 1262: 9.445115517918329e-07
Position 2182: 8.528949470497056e-07
Position 1131: 6.940666148850664e-07
Position 1742: 6.545262634065839e-07
Position 53: 6.524213081317743e-07
Position 859: 6.50314764750559e-07
Position 838: 5.690740451268098e-07
Position 950: 4.828613784017976e-07
Position 386: 4.7227424964107534e-07
Position 2744: 4.454476160318145e-07
Position 1665: 3.397421786783314e-07
Position 2534: 2.7934744656502505e-07
Position 2780: 2.3876784940445187e-07
Position 2559: 2.2189618767298057e-07
Position 72: 2.0588679819845032e-07
Position 691: 1.910587111986954e-07
Position 1121: 1.7378424765710686e-07
Position 2805: 1.709156379416152e-07
Position 657: 1.2566095358371374e-07
Position 1795: 9.184690012453581e-08
Position 578: 8.031894542302499e-08
Position 1822: 7.83079441193306e-08
Position 1647: 7.526941089672244e-08
Position 1128: 6.250260058068185e-08
Position 427: 5.498776159003001e-08
Position 1114: 4.721530560004597e-08
Position 1881: 3.482731233920368e-08
Position 452: 3.050025232620615e-08
Position 70: 2.530572028655485e-08
Position 1305: 1.8712767974305946e-08
Position 1371: 1.8275386002715803e-08
Position 421: 5.859068782692403e-09
Position 408: 4.3100970770957946e-09
Position 1561: 7.262975936447879e-10
Position 1911: 3.6661438272855183e-10
Position 1119: 8.176695726026497e-14
Position 1176: 6.82850773727309e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.9921598724872376
Position 1608: 0.9668236142432299
Position 1358: 0.9622330900113688
Position 649: 0.9195624274505128
Position 458: 0.8303795791971261
Position 1941: 0.17007767471816987
Position 5318: 0.12218663139382063
Position 267: 0.08468252295737684
Position 2894: 0.07978440736931071
Position 3570: 0.07897312496333829
Position 596: 0.06325043632157766
Position 5701: 0.06058197610893262
Position 2465: 0.03757478615119316
Position 321: 0.028002367650030592
Position 3700: 0.02733111168362561
Position 3480: 0.026730312837734607
Position 4868: 0.026271127430034503
Position 1937: 0.023556702582298646
Position 2358: 0.023433852914925793
Position 5854: 0.016311878588431146
Position 3962: 0.015972005878601182
Position 427: 0.014675451286967749
Position 2374: 0.011616656569579149
Position 1371: 0.011584982011483813
Position 1610: 0.010574465113612536
Position 2427: 0.010225681985015942
Position 652: 0.010007144982012415
Position 303: 0.005200773533813664
Position 1391: 0.004195143302292095
Position 5603: 0.003771309208643209
Position 4884: 0.0037429045950473274
Position 5504: 0.0034396955012522537
Position 1961: 0.0034201909017248077
Position 5276: 0.0031087830950662695
Position 2778: 0.0025843731737621597
Position 386: 0.0025401610267621636
Position 1140: 0.002356069468119715
Position 5475: 0.0022947142778247513
Position 3375: 0.0021665955283419937
Position 3665: 0.0019117360556078163
Position 5255: 0.001879292260330003
Position 926: 0.0018178203454628818
Position 3992: 0.0017763920874867094
Position 5478: 0.001770018944038252
Position 5755: 0.0017593446826581556
Position 2222: 0.0017155238789047565
Position 2430: 0.0017131939186414546
Position 1774: 0.001669214200319935
Position 4898: 0.001618471131870014
Position 2973: 0.001580968270734896
Position 3942: 0.00154792235779269
Position 327: 0.0015376518990740063
Position 4647: 0.0013877944513480073
Position 4702: 0.0013123921046978642
Position 4264: 0.001296238354748337
Position 1848: 0.0012253782560494421
Position 5320: 0.0012117842290704426
Position 3791: 0.00117930674646458
Position 3485: 0.0011688300392674253
Position 324: 0.0011059060106086132
Position 5873: 0.0010845453901926329
Position 2415: 0.0010480704665476264
Position 3638: 0.00097975235675134
Position 1142: 0.0009475061405886878
Position 1185: 0.0008507176929159786
Position 3743: 0.0008083942796930499
Position 2040: 0.0007729806744709363
Position 950: 0.0007548925033292353
Position 4340: 0.0007029761928045651
Position 2300: 0.0006924476186113826
Position 689: 0.0006773443280868653
Position 3488: 0.0006332870238923262
Position 5862: 0.0005661013137213098
Position 5388: 0.0005589535349646489
Position 4975: 0.0005425844457228947
Position 4955: 0.0005334352993247053
Position 4267: 0.0005137299477382316
Position 3506: 0.000504157602041699
Position 3530: 0.0004963651856867635
Position 3779: 0.00047647313088844845
Position 4635: 0.00044548114455599647
Position 1323: 0.00043452703800209483
Position 5345: 0.0004317245702625776
Position 462: 0.000425565383072798
Position 5821: 0.0003736187064473824
Position 5220: 0.0003627129755355759
Position 2098: 0.0003553555147992758
Position 5165: 0.00034871543203861174
Position 1427: 0.00032510083185714907
Position 1442: 0.0003248734574289696
Position 2984: 0.00030317842492363396
Position 1673: 0.0002943958191171087
Position 5839: 0.00028508170622037294
Position 1395: 0.0002682339402694477
Position 460: 0.0002561782035621895
Position 2470: 0.000251437197185986
Position 1896: 0.00024954318218728725
Position 3533: 0.00024226207121931916
Position 2599: 0.00022528087861841743
Position 5906: 0.000215944434496055
Position 4458: 0.00018821969386564508
Position 280: 0.00018610652511605045
Position 2830: 0.00017538472609847974
Position 2043: 0.00016882110606975345
Position 3226: 0.00013677056548362497
Position 5798: 0.00013550149956808547
Position 1657: 0.00013087684573236805
Position 479: 0.0001210734699487688
Position 1886: 0.00011890791098645273
Position 1943: 0.0001178338212881168
Position 612: 0.0001117186212149098
Position 2596: 0.00010771001925587718
Position 2752: 0.00010699619548857181
Position 3592: 0.00010478695137174681
Position 3009: 7.927972017805109e-05
Position 305: 7.78607341562166e-05
Position 346: 7.436890367904268e-05
Position 4228: 7.408103679956905e-05
Position 2384: 6.624396052473081e-05
Position 2618: 6.595430125615721e-05
Position 4027: 6.5538518350315e-05
Position 654: 6.494598578767677e-05
Position 1485: 6.485056796765842e-05
Position 2432: 6.260656153848068e-05
Position 3032: 6.015624648907313e-05
Position 1400: 5.8332269380728705e-05
Position 3353: 5.523116705384993e-05
Position 2306: 5.243587875290358e-05
Position 1412: 5.037184244275763e-05
Position 1856: 4.559272133370569e-05
Position 3313: 3.824737652057923e-05
Position 1283: 3.7877670559064645e-05
Position 1260: 3.297700826039563e-05
Position 485: 3.0944966182753846e-05
Position 1095: 2.821897542637176e-05
Position 1720: 2.77409582419029e-05
Position 1973: 2.748905642088101e-05
Position 615: 2.7406680533119062e-05
Position 331: 2.670598469407412e-05
Position 399: 2.55603736647611e-05
Position 3305: 2.5254655139955018e-05
Position 874: 2.5160275040688534e-05
Position 4428: 2.432094317430706e-05
Position 995: 1.9613421456773083e-05
Position 962: 1.889454243902706e-05
Position 1035: 1.8464376732840705e-05
Position 618: 1.7968330831104212e-05
Position 401: 1.701590642233226e-05
Position 699: 1.535105635500243e-05
Position 3229: 1.3500982133768894e-05
Position 974: 1.1816437143910868e-05
Position 971: 1.101137860978163e-05
Position 958: 9.33142100196867e-06
Position 678: 8.547704000649587e-06
Position 664: 8.456363342347766e-06
Position 1101: 6.471914094745655e-06
Position 1450: 6.014794347218214e-06
Position 863: 5.93775819174991e-06
Position 1993: 5.781020930979691e-06
Position 1196: 5.65408336830715e-06
Position 3255: 5.379863107277708e-06
Position 2014: 5.088377853262817e-06
Position 1230: 4.9298155059273796e-06
Position 3129: 4.835109493421436e-06
Position 3242: 4.7688404906792875e-06
Position 1267: 4.216299864007507e-06
Position 1227: 4.094302279093072e-06
Position 86: 3.9071447785557526e-06
Position 499: 3.0834151461225573e-06
Position 149: 2.8697513727892016e-06
Position 2100: 2.5823326417692003e-06
Position 125: 2.545072813861138e-06
Position 2075: 2.426082086537723e-06
Position 1202: 1.8843947255977121e-06
Position 2946: 1.7065648066305583e-06
Position 1147: 1.685864622590819e-06
Position 608: 1.6765371216635502e-06
Position 104: 1.6288273092545834e-06
Position 2129: 1.4348961673811904e-06
Position 1620: 1.405922209756679e-06
Position 354: 8.577944374273687e-07
Position 2404: 7.649293881723839e-07
Position 1305: 6.471907294112381e-07
Position 3210: 5.949343891858463e-07
Position 2150: 5.474561011160357e-07
Position 1198: 5.166407063296897e-07
Position 1629: 5.130127603475165e-07
Position 1561: 4.955067902613262e-07
Position 490: 3.972622405649143e-07
Position 1278: 3.943023846989541e-07
Position 70: 3.8102598955678236e-07
Position 1297: 3.627232428207571e-07
Position 1530: 3.5946459536585207e-07
Position 1326: 2.6059275666408476e-07
Position 2055: 2.3073621278500622e-07
Position 361: 2.2563000943569762e-07
Position 136: 2.0866817203625938e-07
Position 1983: 1.9741542525738028e-07
Position 1626: 1.6209447634501839e-07
Position 1687: 1.3123464992143722e-07
Position 696: 1.2846853362790246e-07
Position 1290: 1.2588027307113584e-07
Position 1548: 1.1156254092487495e-07
Position 823: 1.011123091741316e-07
Position 1632: 9.719024746157357e-08
Position 817: 8.848054116905913e-08
Position 523: 8.237591545042785e-08
Position 1861: 8.12837587775142e-08
Position 542: 6.872769990054303e-08
Position 838: 6.827494451418913e-08
Position 578: 5.75155442968432e-08
Position 802: 5.706806440815113e-08
Position 206: 5.5124039912343476e-08
Position 805: 4.988674900965114e-08
Position 1706: 4.8728119454040655e-08
Position 166: 4.2982180637077877e-08
Position 1492: 3.874476540342217e-08
Position 1490: 3.799261142942934e-08
Position 1114: 3.1079779425685834e-08
Position 2486: 2.8687793172029793e-08
Position 1232: 2.520186905183846e-08
Position 186: 1.4776799857201731e-08
Position 109: 1.4639249467504873e-08
Position 792: 1.4206714380281655e-08
Position 1043: 1.2227606321437372e-08
Position 555: 1.1144174396539736e-08
Position 181: 8.406403864118504e-09
Position 819: 6.701582733486301e-09
Position 732: 5.057168507081612e-09
Position 226: 2.180391321390075e-09
Position 552: 1.919441768209265e-09
Position 214: 1.788004320587403e-09
Position 236: 1.6757978992380299e-09
Position 91: 1.4812334472346886e-09
Position 78: 3.470158176354821e-10
Position 191: 3.314993544415331e-10
Position 1554: 4.1943114625653295e-11
Position 221: 8.65308954906321e-12
Position 773: 4.9644594385432526e-12
Position 770: 4.374237478927625e-12
Position 223: 1.6693482456918454e-12
Position 1644: 3.2653155979145254e-13
Position 560: 3.138812788844584e-14
Position 544: 6.450126079752256e-17
