Gene = SELENBP1
Position 4583: 0.0007656242308024455
Position 3688: 0.0007349082131451055
Position 1403: 0.0007174276064383931
Position 1296: 0.0007112614666225472
Position 5178: 0.0006710837269288401
Position 3282: 0.0006602182955398228
Position 2973: 0.0006549584137116288
Position 6498: 0.0006108399928426759
Position 6303: 0.0005503945720362811
Position 3034: 0.00047878638318934536
Position 6911: 0.00047046499803264234
Position 6891: 0.00046383085636388246
Position 2291: 0.000453520930116658
Position 2606: 0.000438684064171934
Position 2072: 0.0003995177354342217
Position 4951: 0.00039316781439167946
Position 4550: 0.00038675903783997966
Position 694: 0.00037214272364526486
Position 2017: 0.0003596762554262875
Position 3685: 0.0003482515065743029
Position 1453: 0.0003410931154422365
Position 2311: 0.00033393698538440077
Position 5956: 0.0002687179802371751
Position 4959: 0.00026604003868138215
Position 2887: 0.00026476527816349655
Position 3756: 0.00025278066841823323
Position 6898: 0.0002478723102265903
Position 7766: 0.00021653735427721064
Position 7897: 0.0001676987795237531
Position 5778: 0.00014081413113825234
Position 4443: 0.00012575367603477342
Position 1435: 0.00012045197700980044
Position 7600: 0.00010792310133068651
Position 2649: 0.0001078051949288798
Position 4355: 0.00010565403012432446
Position 6135: 0.00010297970695681848
Position 3902: 9.321775987860699e-05
Position 1703: 8.22280280337958e-05
Position 2468: 7.11980964969365e-05
Position 2262: 7.098446088513325e-05
Position 7292: 6.828964639156246e-05
Position 4002: 5.494034649639535e-05
Position 442: 5.0869589477411704e-05
Position 1409: 5.0745021182494956e-05
Position 963: 4.2781300503011596e-05
Position 3471: 3.8630239210863616e-05
Position 4684: 3.443814569257354e-05
Position 4627: 3.3951210332935036e-05
Position 108: 3.0140234003122132e-05
Position 6526: 2.9350238477684715e-05
Position 2287: 2.227947892756422e-05
Position 6935: 2.167882661372365e-05
Position 8168: 1.9206536115366052e-05
Position 3256: 1.867225473223016e-05
Position 2165: 1.8406066658631512e-05
Position 707: 1.7265253961059693e-05
Position 7539: 1.4838440899394321e-05
Position 810: 1.4743885352132176e-05
Position 2405: 1.3433900391807313e-05
Position 7859: 1.2709921838540692e-05
Position 4492: 1.1382826116663972e-05
Position 3262: 9.914433702024293e-06
Position 2760: 5.903398805396707e-06
Position 7494: 2.2565228350477204e-06
Position 3662: 1.7716784307697791e-06
Position 77: 1.5122399939371804e-06
Position 956: 1.2022997561573676e-06
Position 6208: 7.097197890259281e-07
Position 4673: 5.773410219354825e-07
Position 4414: 5.61336334871319e-07
Position 185: 4.679311354220298e-07
Position 204: 3.792327038482303e-07
Position 75: 3.0789686972047555e-07
Position 1989: 2.835178708934216e-07
Position 134: 1.7137950776148085e-07
Position 658: 1.6926504997496088e-07
Position 1060: 6.581164677162889e-08
Position 1092: 5.852114318553759e-08
Position 83: 5.5762635330316155e-08
Position 7771: 4.241822324269613e-08
Position 670: 3.3909228915481616e-08
Position 1157: 2.3916716658715282e-08
Position 1129: 1.7188433080878587e-08
Position 1044: 1.596525715697869e-08
Position 1184: 1.0454024222653282e-08
Position 516: 4.41235992123829e-09
Position 1169: 2.3744860776026495e-09
Position 481: 1.5311238211204273e-09
Position 699: 1.4954666697512112e-09
Position 231: 9.623916329635282e-10
Position 947: 7.054977301668045e-10
Position 224: 6.262425071084935e-10
Position 501: 5.017780388640025e-10
Position 853: 4.118920757113203e-10
Position 207: 2.9268774446957967e-10
Position 958: 1.481909012209958e-10
Position 603: 3.5602257501223146e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7688: 0.9751061284508055
Position 4413: 0.9523073121741098
Position 7048: 0.93592385140835
Position 7451: 0.8682303060912371
Position 8027: 0.8497049413237503
Position 6886: 0.7972685734078839
Position 5828: 0.5800081107920616
Position 3178: 0.5723989646396117
Position 6279: 0.513152868080864
Position 3543: 0.5081582233917578
Position 2897: 0.34591712700296795
Position 2754: 0.2778090453082855
Position 6796: 0.11646787249820081
Position 2799: 0.11369057802397636
Position 8049: 0.08527353907548618
Position 2963: 0.08479549491043882
Position 3751: 0.08285304368935846
Position 6393: 0.07600934766197188
Position 6595: 0.06568331092705594
Position 3118: 0.0547137409571193
Position 4800: 0.05463506272355572
Position 6704: 0.04344671754011301
Position 6110: 0.036196914162735225
Position 4056: 0.03569326104046651
Position 4284: 0.031531149690467955
Position 3783: 0.02601180172658092
Position 231: 0.02430518916059261
Position 2926: 0.023095854422366963
Position 5557: 0.02067761202169286
Position 7912: 0.018928687600388173
Position 272: 0.018148577496852825
Position 4248: 0.01782532873761102
Position 6351: 0.013524582076132975
Position 6840: 0.011292372901613782
Position 7100: 0.011169535949792642
Position 6371: 0.00998001289840284
Position 6857: 0.009585531309971852
Position 2574: 0.009164796714031318
Position 5391: 0.008584274362533216
Position 7972: 0.008459333318912503
Position 2447: 0.008233122218773908
Position 4002: 0.007779254039006082
Position 5926: 0.00774029933770149
Position 7468: 0.007497728539506428
Position 6677: 0.0067819990113809564
Position 5672: 0.006092193113112955
Position 7149: 0.005959658006436549
Position 7877: 0.005215864447161373
Position 4309: 0.00520913255050093
Position 5416: 0.005184479030541181
Position 7305: 0.0051431006501938695
Position 4469: 0.004850539668346982
Position 3576: 0.004408857242642477
Position 4745: 0.004259473152977605
Position 6734: 0.004129995161078461
Position 8032: 0.004029716477299168
Position 1348: 0.0030296883579758083
Position 1567: 0.0029108163332461274
Position 2041: 0.002666148918804964
Position 3368: 0.0025717128966167378
Position 6317: 0.0025253950878935364
Position 7715: 0.002500090749008975
Position 6541: 0.002490144940292413
Position 2044: 0.0024422322667075444
Position 7950: 0.0024410192633648677
Position 4721: 0.0024269801639694487
Position 6824: 0.0021954267122035733
Position 7645: 0.002022465521301024
Position 5949: 0.002012980950895615
Position 5563: 0.001987557563804204
Position 5626: 0.0019842009671093295
Position 7724: 0.0018806323218912844
Position 5854: 0.0018479494707363431
Position 383: 0.0018409128133291324
Position 6427: 0.0017994445882818979
Position 7854: 0.0017774191740500165
Position 1694: 0.001771881827937184
Position 8286: 0.0016804090589523082
Position 4073: 0.0016730836084497562
Position 5583: 0.0016072759175135803
Position 4104: 0.0015012575463124813
Position 3226: 0.001410130370683916
Position 7464: 0.0013970036690312997
Position 3185: 0.0013029148972759869
Position 5981: 0.0012724872079195807
Position 2769: 0.001259961403458475
Position 6335: 0.001242126020944435
Position 661: 0.00109294433987051
Position 2539: 0.001050202975083645
Position 2779: 0.0010292056815452626
Position 1099: 0.0010259393489158114
Position 5636: 0.001017639353585661
Position 5609: 0.0009678663103622554
Position 352: 0.0008802386947147855
Position 2856: 0.0008734281186735858
Position 7165: 0.0008108770688426375
Position 4612: 0.000795364772231401
Position 6405: 0.0007100075141009783
Position 2235: 0.0007011343843535193
Position 2394: 0.0006832460687395484
Position 1516: 0.0006725382309823245
Position 8171: 0.0006535440658595948
Position 355: 0.0006498192031009944
Position 6661: 0.0005997051266552685
Position 8386: 0.0005261382473802203
Position 1585: 0.0005034804941466873
Position 3720: 0.0005007927523222733
Position 4170: 0.00048154132131299996
Position 6216: 0.00046039897062284565
Position 4987: 0.00045448798365702644
Position 4152: 0.0004050809575304871
Position 2704: 0.000404582454279939
Position 1223: 0.00040274097883029016
Position 7310: 0.00038430684249742876
Position 7807: 0.0003732093220909033
Position 7840: 0.0003480972224287895
Position 3478: 0.0003427473909973124
Position 6440: 0.00034156122020712466
Position 277: 0.00032596008463129105
Position 1323: 0.0003208509139661563
Position 3495: 0.00031444551691420805
Position 3756: 0.0002749464788211746
Position 295: 0.0002707973560233935
Position 1913: 0.00026260382363790184
Position 4251: 0.00025778266807420595
Position 3068: 0.00024476196591263294
Position 7359: 0.00023642166009247027
Position 7887: 0.00022039822517718678
Position 7375: 0.00020857248384096943
Position 7326: 0.0001924798004329948
Position 3502: 0.0001775539997647264
Position 1987: 0.00017443505490798367
Position 706: 0.00017036107148620682
Position 523: 0.00015848190979006794
Position 2191: 0.00015640493798750076
Position 7276: 0.0001527966349536809
Position 7771: 0.00015210990149141482
Position 8059: 0.00014982473642201325
Position 5963: 0.00014043072745509907
Position 3010: 0.00013690987041235818
Position 445: 0.0001357057969027145
Position 2928: 0.0001339274595125533
Position 8145: 0.00013173302853832248
Position 1538: 0.0001315701452909299
Position 7170: 0.00012811201031422787
Position 2824: 0.00012276531133964007
Position 1739: 0.00011692318148099925
Position 4905: 0.00011524374917117687
Position 2861: 0.00010786676294278813
Position 1821: 0.00010783451409890702
Position 1609: 9.604079091511917e-05
Position 736: 9.462930124440314e-05
Position 5104: 9.244641397505957e-05
Position 2486: 9.142336052322067e-05
Position 7345: 9.03036865939071e-05
Position 1276: 8.762881217356e-05
Position 8131: 8.678545219594351e-05
Position 2324: 8.634944119847215e-05
Position 423: 8.093211357954344e-05
Position 410: 7.82324697915247e-05
Position 743: 7.790142630960169e-05
Position 1522: 7.576929303083069e-05
Position 6007: 7.345089439133811e-05
Position 442: 7.342520971050838e-05
Position 676: 7.235238335357093e-05
Position 4484: 7.086364671853269e-05
Position 8300: 6.16278562934449e-05
Position 7251: 5.955471457386565e-05
Position 2442: 5.633568845004146e-05
Position 2461: 5.385827137149828e-05
Position 8115: 5.353682916960132e-05
Position 859: 5.2566263232084816e-05
Position 5559: 5.0217733695304344e-05
Position 5693: 4.327499017273753e-05
Position 6490: 4.317136552753387e-05
Position 7478: 4.2796180226991413e-05
Position 4443: 4.266541730291345e-05
Position 7707: 4.178173357366302e-05
Position 2075: 4.0684565570635794e-05
Position 4964: 3.9980529587129826e-05
Position 7257: 3.594974689975419e-05
Position 3424: 3.592199303834589e-05
Position 6037: 3.5751086265643e-05
Position 1296: 3.482626892335511e-05
Position 7729: 3.4578965430524695e-05
Position 7248: 3.449512527703371e-05
Position 7331: 3.360160450441393e-05
Position 2661: 3.3452648266813336e-05
Position 357: 3.231574621137371e-05
Position 2808: 3.0440750880172473e-05
Position 8065: 3.0153091323485318e-05
Position 2819: 2.9714394062251194e-05
Position 3273: 2.8228777684329245e-05
Position 1493: 2.7908243791480114e-05
Position 3241: 2.7511264986469587e-05
Position 2208: 2.7405798817590765e-05
Position 4688: 2.6421487112032808e-05
Position 2397: 2.5453683450380374e-05
Position 4809: 2.515624090605531e-05
Position 1327: 2.3910589333562396e-05
Position 7890: 2.2674188029164965e-05
Position 1059: 2.200807463993483e-05
Position 2632: 2.1492019920042724e-05
Position 1650: 2.0649936951176033e-05
Position 828: 1.9606242981387853e-05
Position 1476: 1.602556542992527e-05
Position 396: 1.5878714729933142e-05
Position 8071: 1.5403023393680674e-05
Position 8118: 1.5230476473213025e-05
Position 6149: 1.5086939063479701e-05
Position 1999: 1.4756580447951938e-05
Position 7925: 1.1868044442923534e-05
Position 6601: 1.1587140165789544e-05
Position 4758: 1.1129508768659675e-05
Position 465: 9.658262161072844e-06
Position 1786: 8.937820153416075e-06
Position 8395: 8.696885283433779e-06
Position 3282: 8.66919203350238e-06
Position 3595: 8.262885860376792e-06
Position 1402: 8.245233037272052e-06
Position 1136: 7.83811156300319e-06
Position 1595: 7.833040947229575e-06
Position 7195: 7.782847072044373e-06
Position 7580: 7.586611590164383e-06
Position 7742: 7.4904852120977356e-06
Position 2146: 7.140460906029511e-06
Position 2410: 7.125803013741904e-06
Position 4645: 7.102906047682575e-06
Position 2496: 7.101847958711038e-06
Position 165: 7.069699268630415e-06
Position 2338: 7.0617166934395525e-06
Position 8082: 7.047836866567156e-06
Position 3089: 6.870701665135495e-06
Position 4121: 6.8089597445132325e-06
Position 291: 6.461702379299166e-06
Position 2619: 6.3479640953444535e-06
Position 3787: 5.723852672121224e-06
Position 1744: 5.6357329023428885e-06
Position 1518: 5.480202968475869e-06
Position 8329: 5.3377457879238715e-06
Position 2089: 5.237231709771408e-06
Position 1019: 5.001026588961991e-06
Position 535: 4.751262355553102e-06
Position 771: 3.94131071661513e-06
Position 2576: 3.6545647391904043e-06
Position 759: 3.505783267866577e-06
Position 3759: 3.500242684126099e-06
Position 3820: 3.4096192940829692e-06
Position 4315: 3.274983063680313e-06
Position 3629: 3.2746944253673046e-06
Position 3662: 2.456452553262042e-06
Position 906: 2.0439475960579768e-06
Position 1943: 1.530240442452863e-06
Position 7611: 1.485843985611521e-06
Position 876: 1.3042675254560527e-06
Position 4767: 1.1535995767210794e-06
Position 8403: 1.1140861357200592e-06
Position 3798: 9.838595310079723e-07
Position 3442: 8.094292509618968e-07
Position 489: 7.249408273363806e-07
Position 4573: 4.3954226271634585e-07
Position 3916: 2.727758770151855e-07
Position 5056: 1.7213768927699445e-07
Position 3856: 1.583195647321023e-07
Position 1388: 8.05080419274347e-08
Position 1030: 7.132433722798948e-08
Position 3611: 6.599583410330042e-08
Position 1163: 4.8526506392348913e-08
Position 303: 3.9653305645742495e-08
Position 368: 3.6034958677112194e-08
Position 1702: 2.705971068127892e-08
Position 1542: 2.6260766487939147e-08
Position 799: 2.503109255657876e-08
Position 548: 2.031982901693475e-08
Position 1147: 1.976901831716237e-08
Position 4772: 1.8868240159028124e-08
Position 810: 1.0452010358069055e-08
Position 1699: 9.423149111370007e-09
Position 573: 9.030742600740261e-09
Position 1243: 7.29077003929459e-09
Position 930: 3.7419434108533564e-09
Position 768: 2.870865377329325e-09
Position 1741: 2.861215217696201e-09
Position 880: 2.8441654479517766e-09
Position 682: 1.9410425094417887e-09
Position 175: 1.925006379639514e-09
Position 850: 1.7410924251348455e-09
Position 1426: 1.4216881214732998e-09
Position 1151: 7.272645412443338e-10
Position 305: 3.7891114096493286e-10
Position 318: 2.985261990354951e-10
Position 553: 2.2791919251943031e-10
Position 775: 1.5617370465920495e-10
Position 752: 1.2947747476046594e-10
Position 207: 7.402794944068063e-11
Position 493: 7.028998957668167e-11
Position 449: 4.862928010805289e-11
Position 917: 4.329927589310252e-11
Position 882: 3.136008114856322e-11
Position 838: 2.322662957056325e-11
Position 192: 1.0262345957809195e-11
Position 685: 9.644904473639293e-12
Position 447: 8.71667712959316e-12
Position 204: 8.48935466362359e-12
Position 185: 6.625368710517454e-12
Position 200: 3.5576597873296386e-12
Position 497: 1.5194021643431985e-12
Position 153: 9.277395621925303e-13
Position 508: 4.779523544344606e-13
Position 501: 2.818455631267996e-13
Position 564: 2.5729762030823284e-13
Position 575: 3.2228172365653166e-14
