Gene = VGLL4
Position 817: 5.810734992194083e-09
Position 429: 1.7742928153297387e-09
Position 1354: 5.715659184774847e-10
Position 499: 2.5343567919358965e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10006: 0.9619159944964328
Position 20713: 0.8217984799767418
Position 24268: 0.7559474781142094
Position 23912: 0.7469284676357623
Position 11618: 0.5139143400854433
Position 10684: 0.49624961970803866
Position 17148: 0.4410657195605125
Position 23547: 0.36978669088794075
Position 10704: 0.36189466606494464
Position 27603: 0.3129947608667149
Position 29124: 0.30159780826407634
Position 33628: 0.297650134630877
Position 397: 0.28190918635375356
Position 20356: 0.26844149643381293
Position 17487: 0.25360029755252134
Position 23700: 0.23174000372977832
Position 30555: 0.2174063187994919
Position 21099: 0.1392610410038482
Position 20849: 0.11300968908188161
Position 5557: 0.09920182795459888
Position 5232: 0.09272693256093426
Position 10258: 0.0877734385960373
Position 5500: 0.08588707684583513
Position 31884: 0.08337340337037535
Position 10990: 0.07042652813478459
Position 280: 0.06845680981102832
Position 5091: 0.06715099149482948
Position 17410: 0.06090069841843215
Position 5537: 0.05934135790143953
Position 6432: 0.05502800136896845
Position 33784: 0.0538547291227113
Position 420: 0.05098496355637325
Position 21600: 0.04944436995288776
Position 34330: 0.042733839259992516
Position 33768: 0.0424476873492613
Position 7614: 0.04018044331397575
Position 16974: 0.038123341888262705
Position 36220: 0.03791240131167697
Position 25086: 0.03476491056122416
Position 33893: 0.03250187629954976
Position 4860: 0.029524616810788655
Position 30366: 0.028634369969862485
Position 4615: 0.02850795325469072
Position 2467: 0.025011959839051086
Position 441: 0.0248893760014709
Position 309: 0.02243299935484498
Position 373: 0.021907909786497964
Position 23565: 0.02045991505956829
Position 9266: 0.020323428902609568
Position 4434: 0.019765207052306777
Position 6150: 0.019719357998393063
Position 5690: 0.019005218779239063
Position 10735: 0.01898765471705449
Position 6305: 0.01841078775462751
Position 29511: 0.01838980491124924
Position 10281: 0.01635308190705536
Position 11392: 0.015579548781804191
Position 4473: 0.015314635658693586
Position 1713: 0.013887309652104685
Position 4359: 0.012973579442372075
Position 121: 0.011839275640257312
Position 11638: 0.011662150668110135
Position 7646: 0.011585769964127595
Position 4408: 0.010122957587823899
Position 27149: 0.009549045278426536
Position 6049: 0.009336017133190551
Position 595: 0.00908852826735754
Position 6147: 0.008365046549112807
Position 30798: 0.008064124547637618
Position 3837: 0.007963108769794797
Position 4968: 0.0071956312585931765
Position 21350: 0.006754131090093089
Position 11294: 0.00634825731747586
Position 25211: 0.005596798616146093
Position 11614: 0.005567270867339062
Position 28365: 0.005544730098841345
Position 29376: 0.005369587497380497
Position 1065: 0.005293640834503208
Position 26437: 0.005219639165478309
Position 805: 0.005043027725744482
Position 1601: 0.004240883027013812
Position 10960: 0.003983227139508274
Position 4559: 0.0036244778219578656
Position 4702: 0.0032639650219963303
Position 5572: 0.0029650239014674925
Position 2373: 0.0028127522863757863
Position 11549: 0.0026631842102166755
Position 27061: 0.0023609898656959264
Position 30320: 0.0023112073329679553
Position 8340: 0.002309198151886469
Position 25249: 0.0022901081411389104
Position 2541: 0.0022401132327701705
Position 25773: 0.002093817325325386
Position 11064: 0.0019353905448318692
Position 10331: 0.0016206437660877902
Position 10029: 0.0015577710608976703
Position 315: 0.001494151858112066
Position 25874: 0.0012942322734921254
Position 656: 0.0010913584157947816
Position 11341: 0.0010833743537860816
Position 24588: 0.0010580728145397542
Position 24646: 0.0010396229419754033
Position 6684: 0.0009954442280934914
Position 1145: 0.0008854178301782172
Position 2299: 0.0008611005239616694
Position 26205: 0.0008544322725983801
Position 622: 0.0008040426862730405
Position 24660: 0.0007400371490125829
Position 2419: 0.0005893692738920709
Position 25814: 0.0005644676505151126
Position 1561: 0.0004771824841462263
Position 911: 0.0004764485132160133
Position 17614: 0.0004146311229717664
Position 2385: 0.0003767637193764689
Position 4269: 0.0003565089715366924
Position 24585: 0.00034552239350185926
Position 26378: 0.0003434962542657735
Position 568: 0.00029295813267039535
Position 17678: 0.0002556844919630855
Position 1582: 0.000252522971541359
Position 4373: 0.00025155957990362923
Position 544: 0.00024151619061675176
Position 3200: 0.00023514479233036482
Position 4051: 0.00023376483321786116
Position 11008: 0.00021096260204624847
Position 15538: 0.00019282498954306898
Position 4218: 0.00018229088962122848
Position 15111: 0.00013839108325249143
Position 1544: 0.00013005961783999224
Position 1685: 0.0001277166845705682
Position 24068: 0.00012736848539960963
Position 2433: 0.00010431719744784662
Position 5339: 9.418406332007681e-05
Position 4916: 8.219222262966929e-05
Position 3159: 7.29200895121128e-05
Position 2354: 6.48488974736482e-05
Position 125: 6.200916655084481e-05
Position 11975: 6.071585099342887e-05
Position 1426: 5.882356695238668e-05
Position 3252: 5.6728447841079016e-05
Position 6021: 4.745708156857491e-05
Position 505: 4.691398172568078e-05
Position 15493: 4.5612187149766404e-05
Position 16331: 4.233007552662214e-05
Position 2834: 3.985342541954415e-05
Position 21323: 3.592650003958718e-05
Position 378: 3.5524850055591124e-05
Position 3441: 3.2164044644606655e-05
Position 17939: 3.154025088436917e-05
Position 286: 2.957107444731764e-05
Position 12521: 2.897746786124275e-05
Position 1429: 2.8794608124781572e-05
Position 14883: 2.2271944692607955e-05
Position 14813: 2.0548565108981593e-05
Position 15563: 1.8514096090828446e-05
Position 12626: 1.5979908303179073e-05
Position 5441: 1.1703038027942116e-05
Position 12653: 1.0521045463949537e-05
Position 1249: 6.46802162136194e-06
Position 4019: 6.436057321991135e-06
Position 14144: 6.346308227374371e-06
Position 14093: 5.653905356511383e-06
Position 1926: 5.4664634163417985e-06
Position 487: 4.2666720059109544e-06
Position 3144: 3.1094074223750127e-06
Position 820: 2.4176597069525863e-06
Position 13991: 2.0142871196584774e-06
Position 1252: 1.9266460240769504e-06
Position 453: 1.7647859184209415e-06
Position 321: 1.5785017400627098e-06
Position 1867: 1.4649568418710923e-06
Position 13221: 1.3998687813871572e-06
Position 974: 1.3335401185713113e-06
Position 4519: 1.3099726036147996e-06
Position 4477: 1.0506997023615407e-06
Position 640: 9.231261252279013e-07
Position 834: 8.35820429819575e-07
Position 1276: 7.121377589698533e-07
Position 1766: 6.813963721645681e-07
Position 317: 5.589273787199518e-07
Position 1687: 4.362935231655576e-07
Position 176: 4.1376618666556155e-07
Position 1310: 3.617633598903734e-07
Position 135: 3.5651814132566336e-07
Position 2557: 3.114232643223612e-07
Position 11144: 2.783263970105064e-07
Position 864: 2.5128600985701645e-07
Position 811: 2.4810656687035134e-07
Position 332: 2.2968674316142127e-07
Position 607: 2.197767884144666e-07
Position 1160: 1.8860166505739407e-07
Position 1008: 1.3140514973046008e-07
Position 8681: 9.966683197312281e-08
Position 491: 7.812064829716175e-08
Position 195: 7.635508100104098e-08
Position 380: 5.510095142207407e-08
Position 199: 2.8972600914792978e-08
Position 716: 2.7511320675137547e-08
Position 695: 1.9245195261018537e-08
Position 962: 1.7911825375751282e-08
Position 1119: 1.7743091089518764e-08
Position 2614: 1.7660688947691227e-08
Position 3556: 1.6649290370031755e-08
Position 938: 1.3296549521756644e-08
Position 853: 1.1108878249346134e-08
Position 675: 7.929271878514086e-09
Position 932: 7.060885712470048e-09
Position 208: 3.418761042268993e-09
Position 324: 2.011159504165986e-09
Position 1030: 1.5362059757301974e-09
Position 2473: 4.824620729582729e-10
Position 691: 1.6267846838947607e-10
Position 221: 1.540921281175554e-11
