Gene = TCEANC2
Position 293: 0.00028625975543434596
Position 63: 0.0002515338804462785
Position 5831: 0.00024264815217399973
Position 3300: 0.0002389085034093989
Position 7786: 0.0002260645364061307
Position 4095: 0.00022520035470245653
Position 5695: 0.00022400345666229797
Position 802: 0.00020712667032935634
Position 355: 0.0001852676962557584
Position 207: 0.00015237171579576654
Position 986: 0.00015137494838025488
Position 230: 0.00011737974170427374
Position 4509: 0.00010387912672893411
Position 240: 9.048478856148504e-05
Position 5787: 6.88706299957652e-05
Position 1747: 6.552304423692177e-05
Position 406: 6.532146936077185e-05
Position 403: 6.132443807498758e-05
Position 1504: 5.7506434381879324e-05
Position 336: 5.417438647392255e-05
Position 1205: 4.1384557751585676e-05
Position 314: 3.678324371966341e-05
Position 1147: 3.3012836530504306e-05
Position 1736: 3.191637583544013e-05
Position 605: 3.086647912022744e-05
Position 584: 2.661822037112554e-05
Position 1268: 2.0014029160981896e-05
Position 1198: 2.0012367187859603e-05
Position 180: 1.9592310675845884e-05
Position 526: 1.8697276906419144e-05
Position 67: 1.3832110446187891e-05
Position 1201: 1.3607102684932416e-05
Position 1124: 1.0380046042389948e-05
Position 546: 8.071748273028264e-06
Position 115: 7.831934703412799e-06
Position 2540: 7.763860539683576e-06
Position 392: 7.373357649875082e-06
Position 977: 5.188725524990364e-06
Position 953: 5.171825869575451e-06
Position 2022: 4.800859181115401e-06
Position 1168: 4.158455572160549e-06
Position 1220: 3.2206513284245346e-06
Position 348: 3.1721799865486185e-06
Position 1214: 2.587857121593555e-06
Position 28: 2.4506634160025525e-06
Position 1136: 2.287678678560418e-06
Position 72: 2.17113705008724e-06
Position 4581: 2.130256063766442e-06
Position 1714: 1.797149835397168e-06
Position 2062: 1.5449797712668052e-06
Position 1315: 1.494489885338119e-06
Position 1628: 1.0998557086289763e-06
Position 1544: 1.0870107307395871e-06
Position 297: 1.0432710960681108e-06
Position 2097: 8.866591934128083e-07
Position 2207: 8.821702817167707e-07
Position 2313: 8.247651525875236e-07
Position 1149: 7.545117414334544e-07
Position 1077: 7.264210973917071e-07
Position 2493: 5.560421079816262e-07
Position 708: 4.91962099389144e-07
Position 2302: 4.435558970606332e-07
Position 417: 4.414274452392914e-07
Position 2180: 3.2375925864598723e-07
Position 1250: 3.1813741801525323e-07
Position 1041: 8.267024454878811e-09
Position 991: 3.1265532682831234e-09
Position 655: 5.883211891572585e-10
Position 177: 1.9326719231278085e-10
Position 1039: 7.892946763724764e-11
Position 710: 1.0993358257952324e-11
Position 1180: 2.5455737307739365e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 779: 0.9705642386107398
Position 15154: 0.8513849188983615
Position 14730: 0.5856142439423497
Position 18820: 0.31369447064843203
Position 13266: 0.253883894437575
Position 19389: 0.24720180641898354
Position 18235: 0.2065627033523396
Position 13222: 0.20638032296323736
Position 11419: 0.1392568815781969
Position 13608: 0.1382332998009076
Position 10472: 0.08513959566782711
Position 8023: 0.07001074493578821
Position 17902: 0.06701160755235051
Position 23716: 0.06351885082218497
Position 24309: 0.04844003585941213
Position 1903: 0.047447839549595215
Position 24261: 0.035676746051737346
Position 24052: 0.03524137078390725
Position 1927: 0.03283813103406024
Position 14951: 0.024934040074890796
Position 22096: 0.02325133295667783
Position 13190: 0.017712228033086
Position 8808: 0.017256630729315534
Position 18144: 0.016837935988126763
Position 13713: 0.01629315878330435
Position 16206: 0.015023795645174625
Position 13059: 0.01329515399108441
Position 1979: 0.010932736663810668
Position 17064: 0.0104961980211634
Position 7241: 0.009204015858399394
Position 8487: 0.009174813620978465
Position 6071: 0.008785245912986453
Position 2143: 0.008728740046651246
Position 21495: 0.008648699334417378
Position 8755: 0.007497470323389399
Position 22513: 0.006718087798534655
Position 17870: 0.006227160169726369
Position 10314: 0.005271165576208053
Position 2728: 0.005182503158868097
Position 15382: 0.004608013851531558
Position 15454: 0.004506773556609382
Position 18231: 0.004405753294760557
Position 17717: 0.004389189987949075
Position 850: 0.004361032827145524
Position 5997: 0.004342500715813762
Position 756: 0.00383556101723357
Position 9965: 0.0037245478734816676
Position 16259: 0.0035290730857480556
Position 16378: 0.0034749234630423098
Position 10257: 0.003169644545625839
Position 15420: 0.0031304981735960098
Position 303: 0.0029444226779479603
Position 16630: 0.002830203165171505
Position 10056: 0.0026096669950582754
Position 18816: 0.002489484129298789
Position 8599: 0.00234953912240115
Position 18651: 0.002269634195883567
Position 7225: 0.0021481642261364058
Position 5457: 0.002123814449280905
Position 1957: 0.0020121955197852635
Position 9928: 0.0018908238602213636
Position 20042: 0.001843096215094194
Position 8442: 0.0018284224326354642
Position 2565: 0.0016639364766292714
Position 6418: 0.0016598793694813732
Position 19385: 0.001618039002087509
Position 801: 0.0015728138009725556
Position 293: 0.0014588972270717948
Position 2448: 0.0013906385553842005
Position 9940: 0.0012223937808969571
Position 18840: 0.0011918044035722293
Position 1397: 0.0011657104065045734
Position 18673: 0.001091910556234828
Position 15326: 0.001088463287338273
Position 18618: 0.001020529083029527
Position 1074: 0.0010055743186180373
Position 5974: 0.0009491968394051923
Position 8136: 0.0009224536355837851
Position 18255: 0.000894335252468169
Position 6224: 0.0008797364527092397
Position 253: 0.0007915378575996461
Position 15543: 0.0007293698096706714
Position 16428: 0.0007190727161199241
Position 6264: 0.0005988222983736879
Position 8525: 0.000574689341194887
Position 1628: 0.0005689644296551494
Position 15534: 0.0004947099668295211
Position 7015: 0.0004931682613370087
Position 3645: 0.0004761114459673407
Position 452: 0.0004387092701878786
Position 6352: 0.00039559745083901144
Position 605: 0.00036602314573462103
Position 696: 0.0003577617383194958
Position 637: 0.00027337600646459875
Position 14078: 0.0002426988336036406
Position 7658: 0.00023312390000445165
Position 3192: 0.00022108690689975216
Position 670: 0.0002209630814982077
Position 2452: 0.00022016928124122618
Position 622: 0.00019564496499713333
Position 738: 0.0001930056669594857
Position 11006: 0.00018772451318499036
Position 2016: 0.0001609241975561404
Position 2480: 0.00015883086031582847
Position 2362: 0.00015539679456612394
Position 792: 0.00014335019042601219
Position 3981: 0.00014210055818939064
Position 745: 0.00013960756813173017
Position 2021: 0.00013307584231377761
Position 3774: 0.00013300434575216295
Position 2387: 0.00012067084345369573
Position 1401: 0.0001096443899888298
Position 369: 9.665810500239199e-05
Position 2511: 6.514846630523312e-05
Position 1039: 6.413605199823063e-05
Position 4646: 6.384366602280126e-05
Position 4974: 6.017822483959146e-05
Position 12238: 5.326381286072405e-05
Position 2527: 5.099808180514606e-05
Position 3957: 5.0095689040994645e-05
Position 2503: 4.4412099634415906e-05
Position 3090: 4.26417902791826e-05
Position 4345: 3.5076612609644315e-05
Position 5733: 3.500259120295403e-05
Position 3665: 3.023363256189341e-05
Position 290: 3.0017845340220147e-05
Position 5786: 2.8242735427628147e-05
Position 4214: 2.721733541380165e-05
Position 1310: 2.625134534566597e-05
Position 9829: 2.6038280427164397e-05
Position 9353: 2.5836390401244482e-05
Position 4057: 2.5519546858362942e-05
Position 5436: 2.4267542104027117e-05
Position 1547: 2.2508043660782812e-05
Position 10252: 2.2323348974545024e-05
Position 542: 2.1090778692064358e-05
Position 9608: 2.0410655859833063e-05
Position 4264: 2.0382069283974387e-05
Position 5396: 2.0240576591517478e-05
Position 3986: 1.879405100926063e-05
Position 7984: 1.628465208485523e-05
Position 1544: 1.5470824874307967e-05
Position 255: 1.5038815678511894e-05
Position 4408: 1.4788128871341304e-05
Position 5000: 1.3403171352237131e-05
Position 4387: 1.3286145731023743e-05
Position 4367: 1.289659593494472e-05
Position 8416: 9.66095357664061e-06
Position 4877: 8.78620692650367e-06
Position 8140: 8.627441263605766e-06
Position 344: 8.545931525907145e-06
Position 1929: 8.071748015684184e-06
Position 5515: 7.896275767662219e-06
Position 4696: 7.17892909900718e-06
Position 4508: 6.955498810811063e-06
Position 5082: 6.588783062619733e-06
Position 805: 5.525194152263108e-06
Position 5576: 5.483860283144183e-06
Position 1421: 5.452796795155783e-06
Position 2299: 5.330744786794787e-06
Position 580: 5.247834913017889e-06
Position 2630: 4.5366273561318945e-06
Position 323: 4.108568941804302e-06
Position 1573: 3.5203702701491364e-06
Position 4172: 3.3953203270823363e-06
Position 262: 3.0688157649771137e-06
Position 492: 2.835392107400961e-06
Position 5027: 2.7722095463070914e-06
Position 6171: 2.7204300693372935e-06
Position 1265: 2.686140842311089e-06
Position 5459: 2.344715137978216e-06
Position 3500: 2.274872179089059e-06
Position 923: 2.2347863333853844e-06
Position 3900: 2.222344333412924e-06
Position 5101: 2.2046516581403987e-06
Position 2241: 2.189400460333164e-06
Position 1642: 2.1723184288652788e-06
Position 890: 2.1718353420767587e-06
Position 2907: 2.1516013498131533e-06
Position 1155: 2.1264919317820888e-06
Position 5596: 1.9726544580521505e-06
Position 3780: 1.9237279811592664e-06
Position 1201: 1.8294880824125768e-06
Position 639: 1.6439497323761051e-06
Position 4702: 1.6373876126655008e-06
Position 1662: 1.6236194763884099e-06
Position 272: 1.562505121946144e-06
Position 223: 1.4924853782390918e-06
Position 564: 1.481927937381804e-06
Position 336: 1.4642439944161547e-06
Position 472: 1.4636762304290807e-06
Position 4145: 1.4282950578725277e-06
Position 470: 1.3123310062939547e-06
Position 2987: 1.3063600760927913e-06
Position 2910: 1.2220010843532397e-06
Position 1325: 1.2212209564633182e-06
Position 3800: 1.2120967949519247e-06
Position 857: 1.14148336666951e-06
Position 1823: 1.0962068034736172e-06
Position 3776: 1.0641523689976737e-06
Position 3962: 8.933813547775633e-07
Position 1703: 8.327677812288265e-07
Position 560: 7.471471687750985e-07
Position 3001: 7.175850572053915e-07
Position 2493: 7.072263950528866e-07
Position 2345: 6.752183587367899e-07
Position 220: 6.201629074458865e-07
Position 1333: 6.087716323621701e-07
Position 2248: 5.896871792224617e-07
Position 2637: 5.647611014034874e-07
Position 2324: 5.332778583007725e-07
Position 2220: 5.252756286411003e-07
Position 2734: 5.060059029408405e-07
Position 1001: 4.6960681696653063e-07
Position 479: 4.641740697992826e-07
Position 2590: 3.9318943695546037e-07
Position 2539: 3.791234334195244e-07
Position 587: 3.6047290999868616e-07
Position 862: 3.3274659874882986e-07
Position 1495: 2.695529149562023e-07
Position 1549: 2.0794778123867623e-07
Position 207: 6.378763756968488e-08
Position 173: 6.320970624016014e-08
Position 3159: 4.296784154833447e-08
Position 876: 4.364979429008064e-09
Position 902: 3.69528860590403e-09
Position 698: 3.645088249834721e-09
Position 544: 3.5315711716784728e-09
Position 811: 3.3688737430958466e-09
Position 869: 1.1960450699155113e-09
Position 872: 9.986346032396267e-10
Position 1082: 9.046414158317496e-10
Position 1162: 7.962470308051446e-10
Position 899: 1.8703759340779726e-10
Position 885: 1.2907232916586705e-10
Position 411: 2.8550478556237014e-13
Position 136: 2.694886498944326e-13
Position 133: 2.386923122154846e-13
Position 399: 1.440454264876742e-13
Position 413: 8.919975645973192e-14
Position 143: 4.903351037116329e-14
Position 425: 1.5062429779867764e-16
Position 115: 1.0371216740264694e-16
Position 108: 1.4604958267060158e-18
Position 100: 1.3608860091072001e-18
Position 122: 1.0418526576824172e-18
