Gene = TXNDC15
Position 13: 3.773312080120362e-06
Position 2259: 3.0115884113410943e-06
Position 732: 2.5379790017941934e-06
Position 1107: 2.0783468046728233e-06
Position 46: 1.1963435299249768e-06
Position 591: 9.71419267063603e-07
Position 200: 2.384275056923533e-07
Position 406: 2.2879649214179336e-07
Position 23: 2.6480013991796664e-09
Position 437: 4.2197485620090206e-10
Position 137: 4.2276966515360335e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1195: 0.5244736976161877
Position 2396: 0.30227520874412117
Position 2953: 0.1587882563183558
Position 13947: 0.09586546418220898
Position 6538: 0.06371373247775403
Position 11164: 0.061940688799252845
Position 3336: 0.058213885153202256
Position 3094: 0.05582018581965507
Position 8361: 0.0533952870969258
Position 2806: 0.04836847962514726
Position 13402: 0.04501591988247198
Position 1268: 0.04169361089928345
Position 8324: 0.035158048791584774
Position 7254: 0.0342305358448435
Position 7431: 0.030549445794495818
Position 8474: 0.027707312439643233
Position 6966: 0.027351983431992345
Position 4704: 0.023003112156562703
Position 1094: 0.022218823151360784
Position 7795: 0.021197671303345253
Position 5759: 0.02002692821373247
Position 5473: 0.019897992706637484
Position 14416: 0.018223824552806068
Position 6999: 0.01788113013980974
Position 3627: 0.016896042824138525
Position 8204: 0.015975091287886475
Position 1511: 0.015857477435171904
Position 2823: 0.013452919673275174
Position 580: 0.012271559045468096
Position 2643: 0.011843498796556797
Position 9142: 0.01153595405079465
Position 8514: 0.011481299618662897
Position 2618: 0.011351362739802378
Position 5671: 0.010636726260483292
Position 2908: 0.009450758205862008
Position 4832: 0.00943740135260042
Position 808: 0.008625554722603635
Position 1713: 0.00769148492046347
Position 10469: 0.007291218642830853
Position 562: 0.007035724398525155
Position 1164: 0.00681951963860183
Position 6654: 0.006116348241942928
Position 6424: 0.006056277872836925
Position 7515: 0.005712576896467189
Position 3849: 0.004919613922236359
Position 149: 0.004723893512641955
Position 6174: 0.004311555433923906
Position 10490: 0.0042196181726167695
Position 1244: 0.004066150037623482
Position 1470: 0.003660712013347254
Position 2735: 0.0033947951763812333
Position 4563: 0.0032795742933102493
Position 3991: 0.0031081008429308865
Position 1307: 0.002793314749347876
Position 7127: 0.0025312139273527315
Position 547: 0.0025018349316067922
Position 2218: 0.0024188053065622938
Position 2856: 0.002272111052128036
Position 418: 0.001678179410626585
Position 2955: 0.0016324156092890887
Position 4707: 0.0014835714198809017
Position 3349: 0.0014556957351960118
Position 1179: 0.0014191132583790136
Position 1739: 0.001283108007513472
Position 1774: 0.0010782815152156264
Position 3490: 0.0009948266037394559
Position 2048: 0.0009609666735765391
Position 2315: 0.0009330326705174861
Position 4016: 0.0008993641050208355
Position 1201: 0.0008482901811578133
Position 1887: 0.0008275554248298543
Position 4728: 0.0007147818589240014
Position 6331: 0.0006138201065964588
Position 6315: 0.0005338467498219599
Position 1911: 0.0005318714020899561
Position 2051: 0.0005307866423320547
Position 594: 0.0005307719333918262
Position 5579: 0.0004336075433475404
Position 1247: 0.0003708195972505684
Position 2537: 0.00034204179284982677
Position 285: 0.00031865172678690424
Position 903: 0.00030260820679672476
Position 2534: 0.0002682338253642303
Position 1344: 0.0002537191128313618
Position 2583: 0.00023598736875251288
Position 4947: 0.00021261017798627571
Position 1644: 0.00020563329869226625
Position 4880: 0.00019747446056271907
Position 382: 0.00018279217429191319
Position 385: 0.00017141477399754845
Position 1221: 0.00015924423147452405
Position 3798: 0.00012674416508263097
Position 3649: 0.00012015961359115708
Position 3824: 0.00011789623051760325
Position 962: 0.00011241107699998886
Position 2985: 0.00010797418122421567
Position 2570: 0.00010570961241786637
Position 1521: 9.73719222386864e-05
Position 2353: 9.617721151469966e-05
Position 1273: 9.408984282465447e-05
Position 1820: 6.727942477468849e-05
Position 987: 5.807673967915515e-05
Position 455: 5.580688092365184e-05
Position 1389: 5.0837370817324e-05
Position 266: 4.4054409867544034e-05
Position 1209: 4.1457768235156994e-05
Position 1481: 4.007543242685606e-05
Position 726: 3.825838072051178e-05
Position 1039: 2.8199941340536067e-05
Position 1310: 2.6370226372921364e-05
Position 225: 2.5142057578040782e-05
Position 2913: 2.391395904224666e-05
Position 331: 1.7090425814046428e-05
Position 484: 1.614330950964261e-05
Position 1568: 1.5425257889820883e-05
Position 356: 1.4342950451932116e-05
Position 973: 1.420644206012904e-05
Position 1315: 1.1907908845391243e-05
Position 936: 1.0348188890828634e-05
Position 1325: 1.005437846628974e-05
Position 756: 7.350686095541872e-06
Position 1097: 6.769430805902423e-06
Position 1564: 6.502917005295726e-06
Position 2361: 5.8463109499427935e-06
Position 442: 5.795469899596103e-06
Position 991: 4.9078412923190435e-06
Position 500: 4.6530571856478815e-06
Position 326: 4.593552751124727e-06
Position 507: 4.230067348396906e-06
Position 427: 3.94549006609363e-06
Position 1101: 2.5448718090803734e-06
Position 1486: 2.279080862733491e-06
Position 1527: 2.0407213570030413e-06
Position 685: 1.8358190729790456e-06
Position 774: 1.6954627172527414e-06
Position 437: 8.742017142229362e-07
Position 1000: 8.55094819047592e-07
Position 295: 8.546033542121263e-07
Position 2258: 7.771132534682672e-07
Position 462: 5.854922096143616e-07
Position 920: 5.8289550595806e-07
Position 127: 5.809341382824555e-07
Position 387: 4.0826213791897956e-07
Position 191: 3.50063152125597e-07
Position 732: 3.4854835263646494e-07
Position 464: 2.90027837255245e-07
Position 994: 2.864049810270934e-07
Position 429: 2.8578217556384957e-07
Position 335: 2.4674429617551864e-07
Position 163: 1.602905178544955e-07
Position 769: 1.2436237122387246e-07
Position 338: 1.0735833995400754e-07
Position 307: 1.0052966599553084e-07
Position 153: 8.45617732800583e-08
Position 1407: 7.966763920387704e-08
Position 515: 6.440620998581178e-08
Position 358: 5.49169732748529e-08
Position 200: 5.00000838578197e-08
Position 230: 3.5649969900892694e-08
Position 183: 5.178178440523219e-10
Position 304: 5.009821646256687e-10
Position 234: 2.420017483900058e-10
Position 74: 2.1164589723807203e-10
Position 312: 1.1267873823275028e-10
Position 168: 1.0062191048630724e-10
Position 180: 2.2469295650007522e-11
Position 82: 8.939829598621194e-12
Position 158: 5.5934690691747206e-12
Position 173: 6.88255505383904e-14
