Gene = CHCHD4
Position 861: 0.00022229161512111556
Position 1010: 0.00014624781537017265
Position 5153: 0.00014528860819510445
Position 3460: 0.00014411938880282168
Position 11390: 0.0001422261315703995
Position 1719: 0.00013333355905340247
Position 5351: 0.00012307213754706077
Position 4579: 0.00010366059339220731
Position 4235: 8.238137910980606e-05
Position 3216: 7.223612475124704e-05
Position 3268: 6.788067112089858e-05
Position 3685: 4.942233291919467e-05
Position 3628: 2.7079252807629543e-05
Position 8666: 1.999885327664706e-05
Position 4991: 1.9646378951894578e-05
Position 3443: 1.7455864414508175e-05
Position 2308: 1.6648020678547545e-05
Position 17: 1.649779598043991e-05
Position 4642: 1.6135143645327336e-05
Position 8854: 1.453326108446371e-05
Position 541: 9.700707668352449e-06
Position 424: 9.655778805912828e-06
Position 3192: 9.201681231374542e-06
Position 411: 8.782792529528027e-06
Position 1974: 7.781020352788203e-06
Position 806: 6.395898689203949e-06
Position 801: 5.530411194194756e-06
Position 544: 5.295371319558201e-06
Position 355: 4.105344488424283e-06
Position 640: 3.5462764732555176e-06
Position 467: 1.8747856056574678e-06
Position 878: 1.5554335745059946e-06
Position 499: 1.5413886715857153e-06
Position 4339: 1.4722058726133448e-06
Position 123: 1.4685113078852168e-06
Position 4248: 1.3873924048393476e-06
Position 642: 1.1736872281156163e-06
Position 1320: 7.695147809218579e-07
Position 779: 4.242499255531881e-07
Position 184: 3.7767282207739535e-07
Position 647: 2.2657413892855907e-07
Position 713: 1.973756031040916e-07
Position 766: 1.9712968739644654e-07
Position 1465: 1.7926978869428748e-07
Position 1432: 1.7382638810089744e-07
Position 1260: 1.629211659372214e-07
Position 517: 1.3758984146127943e-07
Position 622: 9.938133668451413e-08
Position 655: 7.215395512048367e-08
Position 578: 5.26272971305158e-08
Position 515: 5.052486692292309e-08
Position 470: 3.577221379294318e-09
Position 367: 2.164534607754824e-09
Position 664: 1.543925873359901e-09
Position 580: 1.3764785533317635e-09
Position 612: 9.769938172493354e-10
Position 681: 7.664757385783044e-10
Position 703: 3.7823021777395765e-10
Position 510: 1.0297783528434548e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8333: 0.9797130159174923
Position 11663: 0.5745647915536388
Position 2771: 0.4233536356668815
Position 2828: 0.39595251485014105
Position 9660: 0.20056748929321874
Position 11775: 0.1772655938307897
Position 3763: 0.16795859711474284
Position 9501: 0.08258524301858139
Position 7196: 0.07009830408478619
Position 10866: 0.06830824999329248
Position 12513: 0.05661160414042762
Position 7119: 0.05416773109568141
Position 12211: 0.049746495606711405
Position 11490: 0.04909650399958857
Position 2428: 0.04739028844995317
Position 9417: 0.047295994229866675
Position 6605: 0.04365886753320406
Position 5544: 0.04313647557896883
Position 8519: 0.0427662697664472
Position 5672: 0.03863442931283635
Position 9234: 0.03802634007197285
Position 6584: 0.037969125183133855
Position 10275: 0.037069863843956
Position 2839: 0.03371754689645682
Position 6061: 0.03285079566733211
Position 3814: 0.02314807212600881
Position 10329: 0.020478451786977096
Position 6708: 0.01880712121788396
Position 9266: 0.017838585446441634
Position 4806: 0.017626394879556216
Position 12336: 0.017012426364696933
Position 9552: 0.015615818750840161
Position 10777: 0.015480326691419596
Position 10245: 0.014135490776388858
Position 11827: 0.014029185526632616
Position 6494: 0.01320547263790612
Position 5249: 0.013180465179712157
Position 744: 0.012946717532676328
Position 954: 0.01065896226419138
Position 8186: 0.009450412256484311
Position 4944: 0.00910833398177987
Position 11114: 0.00863873808069489
Position 907: 0.00805381271305252
Position 2409: 0.0074543447773267515
Position 2912: 0.007000651509464384
Position 9399: 0.006927910549738041
Position 199: 0.005848036013806608
Position 3566: 0.005733458087038404
Position 5800: 0.005632126935289401
Position 6428: 0.005239169380142962
Position 9133: 0.005236980972593302
Position 9045: 0.00523273188382091
Position 887: 0.0051735867726081216
Position 3336: 0.005165604456673008
Position 9799: 0.005086735248357178
Position 8366: 0.004373504934875435
Position 4824: 0.004318600912149719
Position 9017: 0.004194090787565637
Position 607: 0.00402485402949911
Position 4727: 0.0037918619710590315
Position 1617: 0.0036809891540697864
Position 10620: 0.003285692516903384
Position 9630: 0.0031389322684500414
Position 6646: 0.003110643391758472
Position 8591: 0.0028517853540053033
Position 11069: 0.0027753336894052972
Position 3859: 0.0026555400664604466
Position 8363: 0.0026145211360334205
Position 7489: 0.002611021260937456
Position 9878: 0.0025544413829954754
Position 2847: 0.0024242712019568163
Position 11141: 0.0024208227081720587
Position 10824: 0.0023364739906113737
Position 1843: 0.002130640495461978
Position 4669: 0.002079989017253234
Position 7518: 0.002071259169625756
Position 4846: 0.0019983502807100523
Position 2782: 0.0019805309994223104
Position 1000: 0.0019778537835649494
Position 1543: 0.0018768081763071663
Position 11864: 0.0018678601121626735
Position 3820: 0.0017835036872980584
Position 7054: 0.0016832382967408475
Position 2281: 0.001682978436921659
Position 4161: 0.001623582802738423
Position 9451: 0.0015833742176989164
Position 2387: 0.0015530612788452226
Position 6568: 0.0014803775560458053
Position 3582: 0.001443681331176816
Position 11049: 0.0013955253131216375
Position 4681: 0.0012693237237776669
Position 9533: 0.0012018687716119256
Position 9001: 0.0011950827779910835
Position 9074: 0.0011921325959864818
Position 1094: 0.0011809320337313545
Position 4548: 0.0011501924302101919
Position 2334: 0.0011170315437270134
Position 5767: 0.0010740372089270234
Position 2307: 0.001024781716185926
Position 10287: 0.0010188716723813444
Position 1176: 0.0009595338465247408
Position 2705: 0.0009537485210260699
Position 9627: 0.0009510306032068835
Position 11635: 0.0009492728618044148
Position 12551: 0.0009366556340466468
Position 8798: 0.0008904932589860293
Position 4828: 0.0008698170847482367
Position 8132: 0.0008670737914774051
Position 9691: 0.000843146579679704
Position 9293: 0.000823234732680829
Position 1696: 0.0007443637126871282
Position 7224: 0.0007303421065632159
Position 9077: 0.0007242850075301018
Position 8114: 0.000690336905739541
Position 8833: 0.0006846443803819184
Position 6150: 0.0006767498650602128
Position 3838: 0.0006331641533766582
Position 8616: 0.0006272892477993536
Position 2449: 0.0006205697036215594
Position 2566: 0.0006157156545475308
Position 707: 0.0005964895246713043
Position 8977: 0.0004952029884357129
Position 1916: 0.0004112202981441044
Position 5897: 0.00041006087462610756
Position 4801: 0.0004019998674185209
Position 5346: 0.00038607552976679575
Position 3608: 0.00034505054329702603
Position 4335: 0.0003447348585595068
Position 2139: 0.0003344778687265133
Position 3506: 0.0003113921833904762
Position 11041: 0.00029791222246861
Position 924: 0.0002874512063506911
Position 10513: 0.00026637330942794115
Position 11099: 0.0002374826569074133
Position 10135: 0.0002336805369881989
Position 8557: 0.0002282911481189516
Position 2430: 0.00021833578062898843
Position 2250: 0.0002111093709010363
Position 314: 0.00020940731468481143
Position 4281: 0.00018422396036093174
Position 890: 0.00018097069728362184
Position 447: 0.0001664854663540479
Position 3163: 0.00016298275281792892
Position 8574: 0.00015743089169332873
Position 622: 0.00014503338108022007
Position 9468: 0.00012381149510784633
Position 3548: 0.00011369218673520522
Position 7795: 0.00011051664077099948
Position 914: 0.00010196971596896624
Position 2300: 9.723201327963162e-05
Position 2584: 9.49952960197592e-05
Position 8721: 9.420267186157191e-05
Position 766: 9.304073592763318e-05
Position 1608: 8.898035935942199e-05
Position 799: 8.628881021756713e-05
Position 6160: 8.471200201448203e-05
Position 1947: 8.129336868699042e-05
Position 3017: 8.082761264612582e-05
Position 4745: 7.985825331599025e-05
Position 1638: 7.204567342253442e-05
Position 8551: 7.012008310056842e-05
Position 2271: 6.816874593007198e-05
Position 1382: 6.733681819763243e-05
Position 1207: 6.696467399539726e-05
Position 1620: 6.215436422747036e-05
Position 770: 5.689751834599469e-05
Position 2462: 5.5851089570238526e-05
Position 463: 5.500207858806908e-05
Position 8648: 5.461155654230492e-05
Position 5599: 5.282732758847019e-05
Position 3611: 5.1421567145486256e-05
Position 8945: 4.9034212550296637e-05
Position 5200: 4.4376974972171394e-05
Position 719: 4.341619603832649e-05
Position 3511: 4.1833660535227024e-05
Position 380: 3.8910334897900405e-05
Position 661: 3.823605140839824e-05
Position 303: 3.77743982403184e-05
Position 2032: 3.766567778663491e-05
Position 3586: 3.675500626649244e-05
Position 1178: 3.601516573335332e-05
Position 5646: 3.5487842236326615e-05
Position 8766: 3.0365233945661984e-05
Position 8593: 3.030550329997421e-05
Position 638: 2.9590952192414085e-05
Position 6170: 2.832772549496935e-05
Position 3554: 2.7913490419255724e-05
Position 1707: 2.710609493508783e-05
Position 1882: 2.6755838442732066e-05
Position 1108: 2.5442486960104155e-05
Position 338: 2.538459669859835e-05
Position 9750: 2.4652644211479477e-05
Position 4706: 2.3051911326031122e-05
Position 1745: 2.2687425401853935e-05
Position 5040: 2.2082101996540537e-05
Position 3215: 2.161133651149633e-05
Position 4995: 2.150000608723073e-05
Position 8524: 2.1080398122372412e-05
Position 1643: 1.939638342795723e-05
Position 159: 1.9325477502829688e-05
Position 8867: 1.92844980807027e-05
Position 203: 1.8713525213986795e-05
Position 1593: 1.7434490071933334e-05
Position 892: 1.7399400403708132e-05
Position 4955: 1.7315095534501008e-05
Position 959: 1.6948870890398257e-05
Position 2634: 1.6765726875817504e-05
Position 3343: 1.6598096993360527e-05
Position 3432: 1.4092522940701728e-05
Position 1251: 1.3401984442382551e-05
Position 9670: 1.3124531369484944e-05
Position 9275: 1.2895644039573872e-05
Position 6302: 1.2741608162179002e-05
Position 4999: 1.2458458815774334e-05
Position 4219: 1.2152342618115636e-05
Position 9688: 1.0552605394191842e-05
Position 4694: 1.0061614396134252e-05
Position 478: 9.240520581700055e-06
Position 1002: 9.020239816028254e-06
Position 689: 8.964964783070806e-06
Position 228: 8.363703485058173e-06
Position 8956: 7.2766656135706756e-06
Position 241: 7.245224258792034e-06
Position 417: 6.920842336418601e-06
Position 4267: 6.4744677600285225e-06
Position 2660: 6.053123109124378e-06
Position 2544: 5.949508297500768e-06
Position 3141: 5.722417696456507e-06
Position 7963: 5.681320847494044e-06
Position 3055: 5.5027021461588125e-06
Position 4075: 5.162890640826217e-06
Position 9300: 5.162307913496384e-06
Position 5094: 4.620129577228348e-06
Position 9806: 4.523017458022913e-06
Position 1159: 4.1314329347415e-06
Position 4086: 4.0556237566633445e-06
Position 9723: 3.616392494824284e-06
Position 3109: 2.9273631528553892e-06
Position 2496: 2.3534423158733164e-06
Position 499: 4.203689877916589e-07
Position 4483: 3.8170979467802027e-07
Position 1648: 3.8058765278551723e-07
Position 1518: 3.57583141738065e-07
Position 1673: 3.1932191856483794e-07
Position 9707: 3.104953738401356e-07
Position 1024: 2.446902135275303e-07
Position 816: 2.1470833829998098e-07
Position 1181: 2.108880728461612e-07
Position 3773: 1.2601754472500546e-07
Position 449: 1.0426768377884131e-07
Position 4402: 9.812014190389534e-08
Position 467: 9.512875602786e-08
Position 424: 9.431989840241442e-08
Position 655: 8.093380405669409e-08
Position 2594: 5.900813812430419e-08
Position 390: 4.740715772441405e-08
Position 166: 4.490242710708475e-08
Position 819: 1.597585707676544e-08
Position 839: 1.5353942483309963e-08
Position 806: 1.2606349467365504e-08
Position 831: 8.499543699355241e-09
Position 253: 8.415881547653527e-09
Position 207: 7.568198638120083e-09
Position 1756: 7.542896478899233e-09
Position 1074: 6.385597756917371e-09
Position 179: 6.320735868491052e-09
Position 3744: 2.3563938849770038e-09
Position 103: 1.980883275721447e-09
Position 1122: 1.8562399188695773e-09
Position 429: 1.6483593225898654e-09
Position 664: 1.3947422713099806e-09
Position 801: 1.2567292024675563e-09
Position 90: 1.0987471057831202e-09
Position 87: 4.897354342098735e-10
Position 108: 4.881232295117601e-10
Position 134: 3.71382650200783e-10
Position 110: 2.1272364958894031e-10
Position 105: 1.1065623075582273e-10
Position 114: 5.540285243191217e-11
Position 128: 4.848679984996522e-11
Position 506: 2.497681369431857e-11
Position 211: 1.7090164759645668e-11
