Gene = CASZ1
Position 5473: 0.7640082760355948
Position 12561: 0.5347297738332505
Position 2026: 0.4818097155142738
Position 3691: 0.47292969009155117
Position 16813: 0.4487717876897267
Position 8866: 0.2968285338879397
Position 17206: 0.19488706763676353
Position 5899: 0.17262558359696922
Position 14560: 0.12946345106064716
Position 2040: 0.11625483225886905
Position 16683: 0.09248548499615013
Position 3711: 0.08035815010741643
Position 3200: 0.07987329502481846
Position 15292: 0.054058357683730074
Position 10100: 0.05249971911048033
Position 1631: 0.049696292262079896
Position 19388: 0.04893324148728158
Position 951: 0.045484941855483636
Position 4932: 0.04261979156667439
Position 5016: 0.04140705612921018
Position 14594: 0.03925868659190161
Position 2046: 0.03628883573162168
Position 1563: 0.03296510103466375
Position 19149: 0.03280821099312206
Position 5865: 0.027935412623227216
Position 15263: 0.021967806034943634
Position 8250: 0.021531344858775035
Position 5759: 0.018221846341331473
Position 9203: 0.018187921274584757
Position 1363: 0.01814033546410047
Position 8871: 0.016022617660106486
Position 597: 0.01459531909756403
Position 12779: 0.013529134559112796
Position 13160: 0.01185959589995213
Position 600: 0.00982958976739274
Position 6326: 0.00962234061936557
Position 5348: 0.009398862873525057
Position 2088: 0.009292325551121685
Position 3821: 0.008980117788182237
Position 4211: 0.0078130122304094
Position 5814: 0.007596271802374454
Position 2886: 0.007475687594436151
Position 5301: 0.0066076998247550514
Position 1593: 0.006221015352599282
Position 3913: 0.006140757280457623
Position 214: 0.004770711105562487
Position 3269: 0.004620425764206016
Position 17440: 0.004210973851499677
Position 1201: 0.0036381922727491264
Position 4851: 0.0033490484398536616
Position 2795: 0.0032355498664355204
Position 5516: 0.0032084043330815335
Position 2860: 0.0030383714622828884
Position 13886: 0.0029433674783583487
Position 13862: 0.0028152436407920707
Position 9821: 0.0022720913838330747
Position 534: 0.002206691774141384
Position 3376: 0.002172265945310629
Position 2832: 0.0020621830501100285
Position 1044: 0.0019836577508840257
Position 1635: 0.001630469629762907
Position 6082: 0.0012626521297836384
Position 1022: 0.0012241099158624873
Position 1944: 0.0011433798989526776
Position 1918: 0.0010894259480557487
Position 493: 0.0010719098421100499
Position 14331: 0.001070771510700237
Position 603: 0.0010490983502441584
Position 6301: 0.0010032094379526912
Position 14532: 0.0009593193511265457
Position 4188: 0.0009558046000772873
Position 4184: 0.0008578070508615892
Position 6607: 0.0008402359769657758
Position 623: 0.0007795209656895968
Position 5791: 0.0007214446330183503
Position 4449: 0.0006455381268955253
Position 6167: 0.0006359681055547648
Position 9888: 0.0005735937111620574
Position 2762: 0.0005632058845380426
Position 7656: 0.0005540486166107436
Position 971: 0.000553617374219188
Position 4052: 0.00046635833078903396
Position 9481: 0.00042819197474085305
Position 1967: 0.0004109295227141879
Position 217: 0.0003835358754956686
Position 4748: 0.00037632807717747404
Position 957: 0.0003618783948240206
Position 9070: 0.00033424318972551933
Position 740: 0.00028630448244235335
Position 6331: 0.0002706644440551805
Position 628: 0.00025270420595153553
Position 999: 0.00022938667194602526
Position 1819: 0.00022109197908552305
Position 3632: 0.00020815816227060644
Position 8476: 0.00019836953622366475
Position 1485: 0.0001733810702742582
Position 4071: 0.00016201364195287014
Position 7716: 0.00014731096997826435
Position 2628: 0.00014113177752234828
Position 2280: 0.00012929256715110557
Position 2252: 0.00011948835918395063
Position 1383: 0.00011328621755362443
Position 7540: 0.0001124348894930707
Position 1080: 0.00011060233117740913
Position 2662: 0.00010362387592799337
Position 710: 9.79049689886955e-05
Position 872: 9.209367498796438e-05
Position 5306: 9.051791740655769e-05
Position 3115: 8.509260639483599e-05
Position 670: 7.37703724268621e-05
Position 6019: 6.018376393602877e-05
Position 1930: 5.938692178404719e-05
Position 2357: 5.308148388706007e-05
Position 6477: 4.700008756175981e-05
Position 2528: 4.541123515753009e-05
Position 804: 4.486254335545632e-05
Position 1323: 4.4639237271514736e-05
Position 1083: 4.4479277120164116e-05
Position 896: 3.315084872487746e-05
Position 2001: 2.942138679103424e-05
Position 1001: 2.6098436383547353e-05
Position 687: 2.563849753495022e-05
Position 1166: 2.31524389433578e-05
Position 1386: 2.271639289288253e-05
Position 3597: 1.8681311119162255e-05
Position 1572: 1.6180603059124584e-05
Position 3044: 1.3960094126004075e-05
Position 2134: 1.1716476516389436e-05
Position 479: 1.153551041695386e-05
Position 1512: 1.0632727852868568e-05
Position 358: 9.363098449585349e-06
Position 6087: 8.429690514355557e-06
Position 883: 6.65952281573333e-06
Position 1597: 5.089561868956699e-06
Position 2075: 4.5868760569898525e-06
Position 4213: 4.445670414355191e-06
Position 1714: 4.104986364792729e-06
Position 2055: 3.6174545551906287e-06
Position 2837: 3.3001088344898947e-06
Position 3635: 3.2735027591137286e-06
Position 2655: 3.2539765286661246e-06
Position 2549: 3.142468062302533e-06
Position 2863: 3.135963797429309e-06
Position 2601: 2.972503745268031e-06
Position 753: 2.36831164774686e-06
Position 2888: 2.1102361688313138e-06
Position 2200: 1.142160915042062e-06
Position 1886: 3.93358011176197e-07
Position 1405: 3.6088032194931126e-07
Position 1267: 2.849328551091786e-07
Position 3670: 2.8072315608382e-07
Position 1335: 2.775626835998414e-07
Position 429: 2.1320267677379307e-07
Position 630: 1.8873542826667596e-07
Position 302: 9.677416339762444e-08
Position 774: 6.489999198343459e-08
Position 605: 4.6163707677141026e-08
Position 467: 4.4006382976854464e-08
Position 750: 3.6559925948758756e-08
Position 633: 3.4698230300191763e-08
Position 1429: 3.036374384001996e-08
Position 444: 2.751126063415597e-08
Position 906: 2.6158724540214288e-08
Position 221: 2.5205314884984504e-08
Position 790: 2.1331672135888755e-08
Position 1839: 1.9939457039602603e-08
Position 755: 1.630289356437906e-08
Position 814: 1.4862878177003078e-08
Position 1981: 1.0133264592562034e-08
Position 393: 6.38040370091854e-09
Position 2218: 6.107199819803258e-09
Position 298: 4.146147872387881e-09
Position 830: 3.669175956129201e-09
Position 636: 2.3123273125071028e-09
Position 646: 2.132783084900727e-09
Position 452: 2.0815516845376375e-09
Position 474: 1.0045712207603407e-09
Position 759: 8.786723773569204e-10
Position 456: 4.917288224339442e-10
Position 249: 4.2589003081785177e-10
Position 388: 3.6195563765320653e-10
Position 253: 7.449433597192703e-11
Position 257: 5.595088058891514e-11
Position 233: 3.2909729243468236e-11
Position 313: 2.3495745452307334e-11
Position 245: 2.040766864191308e-11
Position 237: 1.9478796243713364e-11
Position 241: 1.1660283617771428e-11
Position 454: 7.287607650365725e-12
Position 460: 3.804272183274334e-12
Position 229: 1.980864038558775e-12
Position 132: 1.8355610674116346e-12
Position 449: 2.9490146873284653e-13
