Gene = GCSAM
Position 1159: 3.424327677241109e-07
Position 620: 3.3516917483310044e-07
Position 1118: 2.8946157030392493e-07
Position 448: 2.567622857612466e-07
Position 256: 2.4766801470846433e-07
Position 696: 2.0807106588172515e-07
Position 3693: 1.9736679909997028e-07
Position 326: 1.88831332820339e-07
Position 310: 1.556319826929158e-07
Position 1372: 1.5042361784971834e-07
Position 1912: 1.4745042568178393e-07
Position 1246: 1.4671187258586332e-07
Position 297: 1.2163339948528498e-07
Position 4146: 1.2131420169750073e-07
Position 928: 1.0129116231751396e-07
Position 301: 9.186637742973896e-08
Position 244: 8.940974179900446e-08
Position 950: 6.464650281676461e-08
Position 775: 6.193001179718768e-08
Position 456: 5.031018495895707e-08
Position 335: 4.28370146627145e-08
Position 323: 2.950195766928928e-08
Position 290: 2.4874619768957408e-08
Position 702: 1.8014284494176312e-08
Position 266: 1.4559546180248833e-08
Position 3978: 1.241889630813812e-08
Position 282: 1.1642580192525737e-08
Position 1601: 9.971508748946224e-09
Position 2903: 7.881071946655855e-09
Position 436: 6.698243245940011e-09
Position 223: 5.856534897488706e-09
Position 239: 5.674224855195015e-09
Position 424: 4.893860413282401e-09
Position 237: 4.883085563455743e-09
Position 276: 2.977200840697259e-09
Position 206: 2.281490734576977e-09
Position 247: 1.5865663847285362e-09
Position 270: 1.2378788870197864e-09
Position 204: 1.15312799575451e-09
Position 286: 1.0786656917456294e-09
Position 218: 8.559444921024432e-10
Position 165: 3.7833936582046253e-10
Position 181: 2.9826882599109915e-10
Position 687: 2.474953734523523e-10
Position 172: 2.0051682918262263e-10
Position 274: 9.886609203918147e-11
Position 139: 5.663733766854335e-11
Position 151: 5.062458860204198e-11
Position 777: 4.131980399571124e-11
Position 131: 4.104341809213372e-11
Position 183: 3.4743029683813486e-11
Position 136: 3.244536173037098e-11
Position 159: 1.3164887896494076e-11
Position 143: 1.2839341311722927e-11
Position 174: 1.0864560183648538e-11
Position 676: 1.757763348111675e-12
Position 125: 2.074360765304606e-13
