Gene = MPLKIP
Position 5153: 0.0009854412731795477
Position 430: 0.0008361355478393846
Position 1410: 0.000830923900002524
Position 4092: 0.0008246302853400023
Position 385: 0.0007826381362205435
Position 7272: 0.0007783800670791986
Position 306: 0.0007286489946009714
Position 4069: 0.0007227880182929924
Position 574: 0.0007184960767684299
Position 5137: 0.0007148034793910754
Position 4780: 0.000650094618381407
Position 5014: 0.0006493070467795024
Position 6181: 0.0006128562606463371
Position 4857: 0.0006092268198982125
Position 5104: 0.0006014820409599871
Position 6643: 0.0005907783067982732
Position 6272: 0.0005669215200204933
Position 1944: 0.0005439002600064976
Position 5908: 0.0005247610502148859
Position 1790: 0.0005098460645848712
Position 2391: 0.0005048288895788759
Position 6780: 0.0005046353362872331
Position 4729: 0.0004938379648653199
Position 737: 0.0004572373259716002
Position 2487: 0.00045283020334062525
Position 1517: 0.0004295296786636833
Position 1499: 0.0004216988276767341
Position 1623: 0.00034994216224569025
Position 5596: 0.00033852303726411066
Position 597: 0.00033093790674603053
Position 3420: 0.0003261461788055485
Position 4986: 0.0003007890161900735
Position 3270: 0.0002995599729480239
Position 2631: 0.00028586742914758783
Position 4919: 0.0002756526669792808
Position 1816: 0.0002650615968934929
Position 2980: 0.0002632882556515149
Position 2550: 0.00026179329214301645
Position 559: 0.0002593262699984455
Position 2660: 0.00024958196953904483
Position 1759: 0.0002307073596357442
Position 1069: 0.0002089463115772091
Position 4972: 0.00019986914945042996
Position 1370: 0.00018529624258033803
Position 4560: 0.00017167901226203855
Position 2051: 0.00016249472409278845
Position 743: 0.00015769898497908517
Position 679: 0.00012222992096039384
Position 1312: 0.00011897831935999941
Position 1483: 0.00010497927137148888
Position 3152: 0.00010114814730198878
Position 3555: 8.492209732281342e-05
Position 2432: 7.465876041633778e-05
Position 412: 7.205871201583184e-05
Position 3006: 7.007402380487038e-05
Position 2297: 6.354488610971992e-05
Position 2279: 6.259355614264055e-05
Position 2300: 5.569461938569897e-05
Position 1636: 5.544684453004867e-05
Position 1139: 4.342188340731663e-05
Position 1255: 3.927200722083189e-05
Position 1047: 3.729421224384901e-05
Position 639: 3.5334170597933896e-05
Position 1660: 2.8691128590920037e-05
Position 282: 2.357305349625131e-05
Position 568: 2.2388416198054075e-05
Position 415: 1.5566621670132446e-05
Position 579: 9.71909033559551e-06
Position 609: 9.059582544104427e-06
Position 893: 7.80605566821054e-06
Position 418: 7.195509685232475e-06
Position 820: 6.895916892098039e-06
Position 860: 6.4800679843553785e-06
Position 146: 3.48407692649172e-06
Position 726: 3.407192355720251e-06
Position 1554: 2.4145482518485154e-06
Position 443: 2.095783609367168e-06
Position 149: 1.8195378639472568e-06
Position 97: 9.99839052571004e-07
Position 168: 7.053614428257542e-07
Position 231: 5.190927626078673e-07
Position 617: 4.775353034943851e-07
Position 981: 4.0042367989027375e-07
Position 159: 1.4410513613200452e-07
Position 447: 1.1480649003085407e-07
Position 878: 9.0613787953608e-08
Position 576: 9.0429066761924e-08
Position 165: 3.173182395532517e-08
Position 279: 2.5332066837839433e-08
Position 103: 2.1722212699230736e-08
Position 458: 1.714373026991081e-08
Position 611: 2.2718042893098003e-09
Position 619: 1.718760704004153e-10
Position 584: 6.115463582047042e-11
