Gene = SIL1
Position 584: 6.573889712486718e-05
Position 7201: 5.944625489805e-05
Position 3703: 5.880688419080285e-05
Position 2702: 5.681536248674972e-05
Position 1207: 5.608125176863531e-05
Position 2473: 5.470711773209082e-05
Position 4589: 5.208512522317352e-05
Position 1190: 4.994344370072099e-05
Position 6326: 4.94422334411145e-05
Position 3123: 4.834569329811164e-05
Position 4053: 4.655601571651924e-05
Position 1375: 3.706400916776977e-05
Position 494: 3.520990989939267e-05
Position 679: 3.491118525215231e-05
Position 6070: 3.4502602080439036e-05
Position 5569: 3.389802940730288e-05
Position 6612: 3.254086716117314e-05
Position 6057: 3.228825362507746e-05
Position 5143: 3.147839327054295e-05
Position 577: 2.9136651225337592e-05
Position 2235: 2.859219289699986e-05
Position 2039: 2.736451389331809e-05
Position 747: 2.5038757976613366e-05
Position 1302: 2.439739226079319e-05
Position 4712: 2.4102514149026197e-05
Position 2432: 2.277174645782299e-05
Position 2095: 2.267700824343744e-05
Position 5027: 2.2407925783256653e-05
Position 447: 2.1620176689952823e-05
Position 3921: 2.1554307432475104e-05
Position 5070: 2.127904841100568e-05
Position 305: 1.907351834110518e-05
Position 3200: 1.710561419621516e-05
Position 1243: 1.629220475661805e-05
Position 1538: 1.5873570619207906e-05
Position 1246: 1.562315622497571e-05
Position 4203: 1.4654937587025436e-05
Position 1556: 1.3915439012186148e-05
Position 3857: 1.35891397986804e-05
Position 3682: 1.2952016965957868e-05
Position 4022: 1.1755597966838578e-05
Position 1443: 9.32922730026018e-06
Position 1620: 8.768751233213004e-06
Position 631: 8.14987988788132e-06
Position 3635: 7.873489798991485e-06
Position 2045: 7.51154782348891e-06
Position 5891: 7.2863505404863875e-06
Position 1389: 5.989330163566955e-06
Position 2711: 4.858963559386607e-06
Position 1138: 4.498043291250955e-06
Position 957: 4.0833368191935845e-06
Position 866: 2.4940832636313304e-06
Position 386: 2.4069708030514213e-06
Position 1517: 1.5387371305051143e-06
Position 5646: 1.3486933604610893e-06
Position 1558: 1.0573928722766977e-06
Position 1933: 3.902877664180566e-07
Position 1787: 1.8668935421015578e-07
Position 6054: 1.0723834074058662e-07
Position 1298: 6.103971438872512e-08
Position 2762: 3.098013169308866e-08
Position 365: 2.6817098314492708e-08
Position 2643: 2.6725759757128787e-08
Position 751: 6.914489460067329e-09
Position 2347: 4.363848110997075e-09
Position 2309: 4.266538825660776e-09
Position 774: 3.25532263885479e-09
Position 795: 2.889766475023583e-09
Position 915: 2.3406092422901428e-09
Position 804: 2.2368859593028616e-09
Position 1930: 1.8004247052279646e-09
Position 593: 1.5920044766107906e-09
Position 1078: 9.134348260076565e-10
Position 2261: 6.120398828698219e-10
Position 281: 3.663648575854497e-10
Position 1044: 1.192528473220006e-10
Position 835: 6.800354159654236e-11
Position 815: 6.516156642107515e-11
Position 808: 6.35312772899284e-11
Position 178: 2.3437595718571255e-11
Position 161: 2.3304789705969267e-11
Position 122: 3.044103187609165e-12
Position 129: 5.089127333066828e-13
Position 133: 2.4043503554476665e-14
Position 143: 6.63067552030087e-15
Position 96: 1.0786482662743648e-17
