Gene = ATP6V1A
Position 7984: 0.00033950295050688104
Position 10576: 0.0003341579327545747
Position 4180: 0.00031435046664021326
Position 3392: 0.0002784717038560206
Position 3656: 0.0002757827924264507
Position 762: 0.000251641817814846
Position 3162: 0.00024945862398879004
Position 685: 0.00023348309761490104
Position 2481: 0.00020550682672673917
Position 8707: 0.00020000613771274049
Position 8927: 0.00019448747181357546
Position 8304: 0.00019260940756513978
Position 6104: 0.00018189748039689017
Position 1723: 0.0001818321797206301
Position 1589: 0.00017555561172497177
Position 3998: 0.00016343097324890787
Position 4480: 0.00015277572706690138
Position 7450: 0.00014984382507615305
Position 5636: 0.00014299627905039482
Position 371: 0.0001429249790651343
Position 2242: 0.00013620134484539765
Position 6405: 0.00013219019907707928
Position 1839: 0.00012854657232277316
Position 5914: 0.00012415597450019173
Position 534: 0.00012126407278510545
Position 658: 0.00011812933090365188
Position 1689: 0.00011574003754863465
Position 7256: 0.00011202899943404311
Position 5835: 0.00010259492319849973
Position 4065: 0.00010165623235867447
Position 1080: 9.834016433053652e-05
Position 3789: 9.350518164955467e-05
Position 5667: 9.051233570555491e-05
Position 1479: 9.042652255921198e-05
Position 6721: 8.739296633189229e-05
Position 7701: 8.281431030725722e-05
Position 2120: 7.676280262425152e-05
Position 5183: 7.583507605328473e-05
Position 7214: 7.50813270280367e-05
Position 1177: 7.237721255149634e-05
Position 4405: 6.228357007026308e-05
Position 4042: 6.175007638016596e-05
Position 5934: 6.0232733837102144e-05
Position 5138: 5.93781455133003e-05
Position 6249: 5.8854880448866804e-05
Position 404: 5.5036025012990797e-05
Position 4567: 5.309446112932698e-05
Position 3194: 5.112782923494564e-05
Position 2947: 4.927172949622892e-05
Position 1686: 4.669924211530839e-05
Position 5782: 4.5821600094327434e-05
Position 1299: 4.558937570516999e-05
Position 1159: 4.004734392859817e-05
Position 949: 3.991553705028809e-05
Position 1961: 3.9707944831123277e-05
Position 1934: 3.7035646813244926e-05
Position 2457: 3.590930197086185e-05
Position 3778: 3.494958586410147e-05
Position 233: 2.9932988231494057e-05
Position 3974: 2.6826569325604252e-05
Position 4111: 2.3568180152345395e-05
Position 3553: 2.2947365130574605e-05
Position 352: 2.2421055912156203e-05
Position 2875: 2.239697288522973e-05
Position 2692: 2.1830566440484222e-05
Position 1220: 2.1616861181255526e-05
Position 4684: 2.12757847797741e-05
Position 3811: 1.9411158359873782e-05
Position 2169: 1.8965764066283634e-05
Position 1900: 1.627420978648009e-05
Position 514: 1.5015838632144443e-05
Position 384: 1.4953997220429286e-05
Position 2126: 1.2895158982932822e-05
Position 1476: 1.2252806244942767e-05
Position 1941: 1.2011799867557404e-05
Position 1495: 1.1499657217668963e-05
Position 320: 8.633273650620098e-06
Position 324: 8.060486480252548e-06
Position 2368: 7.316134813631402e-06
Position 414: 7.253466273214852e-06
Position 1337: 6.554887297138178e-06
Position 621: 6.243811463279181e-06
Position 912: 5.1823612006482246e-06
Position 835: 4.930356983156587e-06
Position 516: 4.339842865306508e-06
Position 575: 4.244720019294261e-06
Position 171: 2.3951396762911312e-06
Position 1499: 1.980821064841691e-06
Position 1853: 1.43818728169011e-06
Position 586: 1.387850044858289e-06
Position 510: 1.3603938431144512e-06
Position 649: 6.803649297702183e-07
Position 165: 6.36926310503471e-07
Position 492: 6.053306236693874e-07
Position 2524: 6.002660492283915e-07
Position 2647: 5.509923082955874e-07
Position 1618: 3.3910496135681724e-07
Position 157: 3.0578331479079883e-07
Position 153: 2.3125598718488942e-07
Position 169: 2.142115371210046e-07
Position 496: 2.0366324469207235e-07
Position 780: 1.492950929247229e-07
Position 733: 1.3566992494986448e-07
Position 1798: 1.323116634020823e-07
Position 1621: 1.3153466819469426e-07
Position 1592: 1.2625853876791688e-07
Position 1731: 1.2179337698530694e-07
Position 482: 1.0058391361613673e-07
Position 151: 9.075255662953121e-08
Position 530: 8.25630076731787e-08
Position 1287: 6.987302848607014e-08
Position 890: 5.964036372993786e-08
Position 132: 5.331798953171217e-08
Position 485: 4.7177112523900236e-08
Position 160: 4.595237184306491e-08
Position 769: 3.7149132436621145e-08
Position 162: 1.9811390942507887e-08
Position 808: 1.877521926597783e-08
Position 838: 1.847693772021909e-08
Position 956: 1.70361139478824e-08
Position 144: 1.4936424114944613e-08
Position 739: 4.2301078690534545e-09
Position 798: 3.905614284341514e-09
Position 1903: 3.7352748652542345e-09
Position 795: 3.536413613907179e-09
Position 699: 1.952980570532638e-10
Position 147: 1.7731564040750847e-10
Position 134: 2.6265077260804598e-11
Position 91: 7.093544293067713e-12
Position 94: 2.9690469115783746e-12
Position 120: 4.188263195057373e-15
Position 99: 2.6189335600246637e-18
