Gene = SZRD1
Position 1879: 3.1886079952437875e-07
Position 1524: 3.127408199458719e-07
Position 355: 2.3561625752058744e-07
Position 1518: 2.3455028355577224e-07
Position 1584: 2.3044519758241448e-07
Position 821: 2.0908766064174078e-07
Position 363: 1.9586913256476707e-07
Position 1049: 1.8950465083362347e-07
Position 670: 1.7370694268851212e-07
Position 802: 1.392554858218563e-07
Position 1459: 1.360399077878817e-07
Position 647: 1.306391505385164e-07
Position 303: 1.2088373126280263e-07
Position 553: 1.0565450399899252e-07
Position 1283: 7.967886886818277e-08
Position 567: 5.900836072971787e-08
Position 1819: 4.839661697936746e-08
Position 1860: 4.5390638180100105e-08
Position 970: 3.3430994060421125e-08
Position 892: 9.626304567134327e-09
Position 1051: 6.8533359060531065e-09
Position 1037: 4.487725336700127e-09
Position 1681: 3.2031715754939483e-09
Position 381: 3.1192816876766295e-09
Position 353: 2.377528072874731e-09
Position 926: 4.31738909701e-10
Position 763: 1.2894150504565192e-10
Position 965: 1.270739416558536e-10
Position 679: 1.0834003365084832e-10
Position 683: 8.742886469932464e-11
Position 292: 6.00105135040224e-11
Position 912: 4.376300386398809e-11
Position 676: 4.267510063053187e-11
Position 967: 4.1646054206429064e-11
Position 236: 2.148539150449235e-11
Position 371: 1.5254825517828472e-11
Position 688: 2.251802536012751e-13
Position 233: 6.020250052651099e-14
