Gene = RABIF
Position 2716: 8.242655744186684e-05
Position 1157: 7.978018603127072e-05
Position 1188: 7.627323687929756e-05
Position 5165: 7.507335549679183e-05
Position 4213: 7.340704173246854e-05
Position 3269: 6.817602737811722e-05
Position 4356: 5.1916993907884674e-05
Position 4490: 5.1221477788966516e-05
Position 198: 4.87818628731927e-05
Position 2431: 4.595566763707052e-05
Position 2763: 3.811255288447571e-05
Position 3078: 3.3961966961345124e-05
Position 2941: 3.225270306688586e-05
Position 1097: 3.0569844031889266e-05
Position 1196: 2.8612543462105284e-05
Position 1661: 2.8295673747921656e-05
Position 1052: 2.8113062911519994e-05
Position 1100: 2.7665287707468818e-05
Position 750: 2.600576867861798e-05
Position 1235: 1.9165457584067785e-05
Position 930: 1.8145642180728577e-05
Position 787: 1.5796012668553204e-05
Position 1049: 1.166247508354316e-05
Position 553: 1.1606075890404374e-05
Position 283: 1.110864201322912e-05
Position 790: 7.276810504987819e-06
Position 821: 5.046934927708493e-06
Position 443: 4.443778449815902e-06
Position 543: 4.266472527050447e-06
Position 1037: 3.650844762414919e-06
Position 499: 3.61979846355595e-06
Position 536: 3.187130547941696e-06
Position 2559: 2.7209836340540572e-06
Position 885: 2.2422180381330383e-06
Position 221: 2.1591680337400027e-06
Position 341: 2.0301000704677438e-06
Position 1897: 1.6354370949589018e-06
Position 225: 1.2601235326600674e-06
Position 2577: 1.1016980236954726e-06
Position 132: 7.116105296564025e-07
Position 503: 5.330560440081053e-07
Position 1883: 5.207656779001135e-07
Position 526: 5.152461738042394e-07
Position 2484: 2.6423626586712647e-07
Position 1332: 1.8045607096445652e-07
Position 166: 5.5478353565769025e-08
Position 2694: 5.2522334791047715e-08
Position 136: 2.6299174837973588e-08
Position 212: 1.763379484856271e-08
Position 893: 1.756724356322106e-08
Position 889: 1.6318617799979872e-08
Position 312: 1.4317036803849314e-09
Position 345: 2.1214756427074612e-10
Position 174: 1.7463916268804038e-10
Position 170: 1.608172012750669e-11
Position 181: 1.0877835285768593e-12
Position 93: 4.025048944831821e-13
Position 1055: 2.2402552927793049e-13
Position 108: 1.4874066014582258e-13
Position 73: 4.187955613424504e-17
Position 78: 1.9284344591636393e-17
